,batsman,got_out,Runs,Balls,Fours,Sixes,St.rate,Inning,Team,Opponent,Win/Lost,match_id,time,day,year,Month,Venue,ID
145,Nitish Rana,lbw b Hopes,2,3,0,0,66.67,Inn2,Mumbai Indians,Royal Challengers Bangalore,won,18132,16:00:00,14,2017,4,"M.Chinnaswamy Stadium, Bengaluru",9204
146,Kieron Pollard,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Mumbai Indians,Royal Challengers Bangalore,won,18132,16:00:00,14,2017,4,"M.Chinnaswamy Stadium, Bengaluru",657
147,Krunal Pandya,b Pathan,25,17,4,1,147.06,Inn2,Mumbai Indians,Royal Challengers Bangalore,won,18132,16:00:00,14,2017,4,"M.Chinnaswamy Stadium, Bengaluru",11311
148,Narine,not out,31,14,3,2,221.43,Inn1,Kolkata Knight Riders,Sunrisers Hyderabad,won,18134,16:00:00,15,2017,4,"Eden Gardens, Kolkata",2276
149,Gambhir (c),b Pathan,13,10,0,1,130.00,Inn1,Kolkata Knight Riders,Sunrisers Hyderabad,won,18134,16:00:00,15,2017,4,"Eden Gardens, Kolkata",308
150,Uthappa (wk),c Pathan b Mota,32,13,2,3,246.15,Inn1,Kolkata Knight Riders,Sunrisers Hyderabad,won,18134,16:00:00,15,2017,4,"Eden Gardens, Kolkata",527
151,M Pandey,not out,116,54,8,9,214.81,Inn1,Kolkata Knight Riders,Sunrisers Hyderabad,won,18134,16:00:00,15,2017,4,"Eden Gardens, Kolkata",1836
152,Y Pathan,lbw b Hopes,2,3,0,0,66.67,Inn1,Kolkata Knight Riders,Sunrisers Hyderabad,won,18134,16:00:00,15,2017,4,"Eden Gardens, Kolkata",790
153,Suryakumar Yadav,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Kolkata Knight Riders,Sunrisers Hyderabad,won,18134,16:00:00,15,2017,4,"Eden Gardens, Kolkata",7915
154,de Grandhomme,b Pathan,25,17,4,1,147.06,Inn1,Kolkata Knight Riders,Sunrisers Hyderabad,won,18134,16:00:00,15,2017,4,"Eden Gardens, Kolkata",8081
155,David Warner (c),not out,31,14,3,2,221.43,Inn2,Sunrisers Hyderabad,Kolkata Knight Riders,lost,18134,16:00:00,15,2017,4,"Eden Gardens, Kolkata",1739
156,Shikhar Dhawan,b Pathan,13,10,0,1,130.00,Inn2,Sunrisers Hyderabad,Kolkata Knight Riders,lost,18134,16:00:00,15,2017,4,"Eden Gardens, Kolkata",1446
157,Moises Henriques,c Pathan b Mota,32,13,2,3,246.15,Inn2,Sunrisers Hyderabad,Kolkata Knight Riders,lost,18134,16:00:00,15,2017,4,"Eden Gardens, Kolkata",1437
158,Yuvraj Singh,not out,116,54,8,9,214.81,Inn2,Sunrisers Hyderabad,Kolkata Knight Riders,lost,18134,16:00:00,15,2017,4,"Eden Gardens, Kolkata",69
159,Deepak Hooda,lbw b Hopes,2,3,0,0,66.67,Inn2,Sunrisers Hyderabad,Kolkata Knight Riders,lost,18134,16:00:00,15,2017,4,"Eden Gardens, Kolkata",9427
160,Ben Cutting,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Sunrisers Hyderabad,Kolkata Knight Riders,lost,18134,16:00:00,15,2017,4,"Eden Gardens, Kolkata",8118
161,Naman Ojha (wk),b Pathan,25,17,4,1,147.06,Inn2,Sunrisers Hyderabad,Kolkata Knight Riders,lost,18134,16:00:00,15,2017,4,"Eden Gardens, Kolkata",1599
162,Dwayne Smith,not out,31,14,3,2,221.43,Inn1,Gujarat Lions,Mumbai Indians,lost,18136,16:00:00,16,2017,4,"Wankhede Stadium, Mumbai",255
163,Brendon McCullum,b Pathan,13,10,0,1,130.00,Inn1,Gujarat Lions,Mumbai Indians,lost,18136,16:00:00,16,2017,4,"Wankhede Stadium, Mumbai",201
164,Raina (c),c Pathan b Mota,32,13,2,3,246.15,Inn1,Gujarat Lions,Mumbai Indians,lost,18136,16:00:00,16,2017,4,"Wankhede Stadium, Mumbai",413
165,Ishan Kishan,not out,116,54,8,9,214.81,Inn1,Gujarat Lions,Mumbai Indians,lost,18136,16:00:00,16,2017,4,"Wankhede Stadium, Mumbai",10276
166,Karthik (wk),lbw b Hopes,2,3,0,0,66.67,Inn1,Gujarat Lions,Mumbai Indians,lost,18136,16:00:00,16,2017,4,"Wankhede Stadium, Mumbai",145
167,Roy,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Gujarat Lions,Mumbai Indians,lost,18136,16:00:00,16,2017,4,"Wankhede Stadium, Mumbai",6534
168,11,b Pathan,25,17,4,1,147.06,Inn1,Gujarat Lions,Mumbai Indians,lost,18136,16:00:00,16,2017,4,"Wankhede Stadium, Mumbai",
169,Parthiv Patel (wk),not out,31,14,3,2,221.43,Inn2,Mumbai Indians,Gujarat Lions,won,18136,16:00:00,16,2017,4,"Wankhede Stadium, Mumbai",74
170,Jos Buttler,b Pathan,13,10,0,1,130.00,Inn2,Mumbai Indians,Gujarat Lions,won,18136,16:00:00,16,2017,4,"Wankhede Stadium, Mumbai",2258
171,Nitish Rana,c Pathan b Mota,32,13,2,3,246.15,Inn2,Mumbai Indians,Gujarat Lions,won,18136,16:00:00,16,2017,4,"Wankhede Stadium, Mumbai",9204
172,Rohit Sharma (c),not out,116,54,8,9,214.81,Inn2,Mumbai Indians,Gujarat Lions,won,18136,16:00:00,16,2017,4,"Wankhede Stadium, Mumbai",576
173,Kieron Pollard,lbw b Hopes,2,3,0,0,66.67,Inn2,Mumbai Indians,Gujarat Lions,won,18136,16:00:00,16,2017,4,"Wankhede Stadium, Mumbai",657
174,Hardik Pandya,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Mumbai Indians,Gujarat Lions,won,18136,16:00:00,16,2017,4,"Wankhede Stadium, Mumbai",9647
175,13,b Pathan,25,17,4,1,147.06,Inn2,Mumbai Indians,Gujarat Lions,won,18136,16:00:00,16,2017,4,"Wankhede Stadium, Mumbai",
176,Samson,not out,31,14,3,2,221.43,Inn1,Delhi Daredevils,Kolkata Knight Riders,lost,18138,16:00:00,17,2017,4,"Arun Jaitley Stadium, Delhi",8271
177,Billings,b Pathan,13,10,0,1,130.00,Inn1,Delhi Daredevils,Kolkata Knight Riders,lost,18138,16:00:00,17,2017,4,"Arun Jaitley Stadium, Delhi",7990
178,Nair,c Pathan b Mota,32,13,2,3,246.15,Inn1,Delhi Daredevils,Kolkata Knight Riders,lost,18138,16:00:00,17,2017,4,"Arun Jaitley Stadium, Delhi",8257
179,Shreyas Iyer,not out,116,54,8,9,214.81,Inn1,Delhi Daredevils,Kolkata Knight Riders,lost,18138,16:00:00,17,2017,4,"Arun Jaitley Stadium, Delhi",9428
180,Pant (wk),lbw b Hopes,2,3,0,0,66.67,Inn1,Delhi Daredevils,Kolkata Knight Riders,lost,18138,16:00:00,17,2017,4,"Arun Jaitley Stadium, Delhi",10744
181,Mathews,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Delhi Daredevils,Kolkata Knight Riders,lost,18138,16:00:00,17,2017,4,"Arun Jaitley Stadium, Delhi",1629
182,Chris Morris,b Pathan,25,17,4,1,147.06,Inn1,Delhi Daredevils,Kolkata Knight Riders,lost,18138,16:00:00,17,2017,4,"Arun Jaitley Stadium, Delhi",8333
183,Gautam Gambhir (c),not out,31,14,3,2,221.43,Inn2,Kolkata Knight Riders,Delhi Daredevils,won,18138,16:00:00,17,2017,4,"Arun Jaitley Stadium, Delhi",308
184,Colin de Grandhomme,b Pathan,13,10,0,1,130.00,Inn2,Kolkata Knight Riders,Delhi Daredevils,won,18138,16:00:00,17,2017,4,"Arun Jaitley Stadium, Delhi",8081
185,Robin Uthappa (wk),c Pathan b Mota,32,13,2,3,246.15,Inn2,Kolkata Knight Riders,Delhi Daredevils,won,18138,16:00:00,17,2017,4,"Arun Jaitley Stadium, Delhi",527
186,Manish Pandey,not out,116,54,8,9,214.81,Inn2,Kolkata Knight Riders,Delhi Daredevils,won,18138,16:00:00,17,2017,4,"Arun Jaitley Stadium, Delhi",1836
187,Yusuf Pathan,lbw b Hopes,2,3,0,0,66.67,Inn2,Kolkata Knight Riders,Delhi Daredevils,won,18138,16:00:00,17,2017,4,"Arun Jaitley Stadium, Delhi",790
188,Suryakumar Yadav,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Kolkata Knight Riders,Delhi Daredevils,won,18138,16:00:00,17,2017,4,"Arun Jaitley Stadium, Delhi",7915
189,Chris Woakes,b Pathan,25,17,4,1,147.06,Inn2,Kolkata Knight Riders,Delhi Daredevils,won,18138,16:00:00,17,2017,4,"Arun Jaitley Stadium, Delhi",6670
190,Gayle,not out,31,14,3,2,221.43,Inn1,Royal Challengers Bangalore,Gujarat Lions,won,18140,20:00:00,18,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",247
191,Kohli (c),b Pathan,13,10,0,1,130.00,Inn1,Royal Challengers Bangalore,Gujarat Lions,won,18140,20:00:00,18,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",1413
192,Head,c Pathan b Mota,32,13,2,3,246.15,Inn1,Royal Challengers Bangalore,Gujarat Lions,won,18140,20:00:00,18,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",8497
193,Kedar Jadhav (wk),not out,116,54,8,9,214.81,Inn1,Royal Challengers Bangalore,Gujarat Lions,won,18140,20:00:00,18,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",1851
194,4,lbw b Hopes,2,3,0,0,66.67,Inn1,Royal Challengers Bangalore,Gujarat Lions,won,18140,20:00:00,18,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",
195,,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Royal Challengers Bangalore,Gujarat Lions,won,18140,20:00:00,18,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",
196,,c Sangakkara b Lee,15,17,4,1,147.06,Inn1,Royal Challengers Bangalore,Gujarat Lions,won,18140,20:00:00,18,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",
197,,b Pathan,25,10,3,0,150.00,Inn1,Royal Challengers Bangalore,Gujarat Lions,won,18140,20:00:00,18,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",
198,,b Pathan,25,17,4,1,147.06,Inn1,Royal Challengers Bangalore,Gujarat Lions,won,18140,20:00:00,18,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",
199,Dwayne Smith,not out,31,14,3,2,221.43,Inn2,Gujarat Lions,Royal Challengers Bangalore,lost,18140,20:00:00,18,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",255
200,Brendon McCullum,b Pathan,13,10,0,1,130.00,Inn2,Gujarat Lions,Royal Challengers Bangalore,lost,18140,20:00:00,18,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",201
201,Suresh Raina (c),c Pathan b Mota,32,13,2,3,246.15,Inn2,Gujarat Lions,Royal Challengers Bangalore,lost,18140,20:00:00,18,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",413
202,Aaron Finch,not out,116,54,8,9,214.81,Inn2,Gujarat Lions,Royal Challengers Bangalore,lost,18140,20:00:00,18,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",1643
203,Dinesh Karthik (wk),lbw b Hopes,2,3,0,0,66.67,Inn2,Gujarat Lions,Royal Challengers Bangalore,lost,18140,20:00:00,18,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",145
204,Ravindra Jadeja,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Gujarat Lions,Royal Challengers Bangalore,lost,18140,20:00:00,18,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",587
205,Ishan Kishan,b Pathan,25,17,4,1,147.06,Inn2,Gujarat Lions,Royal Challengers Bangalore,lost,18140,20:00:00,18,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",10276
206,Warner (c),not out,31,14,3,2,221.43,Inn1,Sunrisers Hyderabad,Delhi Daredevils,won,18141,20:00:00,19,2017,4,"Rajiv Gandhi International Stadium, Hyderabad",1739
207,Dhawan,b Pathan,13,10,0,1,130.00,Inn1,Sunrisers Hyderabad,Delhi Daredevils,won,18141,20:00:00,19,2017,4,"Rajiv Gandhi International Stadium, Hyderabad",1446
208,Williamson,c Pathan b Mota,32,13,2,3,246.15,Inn1,Sunrisers Hyderabad,Delhi Daredevils,won,18141,20:00:00,19,2017,4,"Rajiv Gandhi International Stadium, Hyderabad",6326
209,Yuvraj,not out,116,54,8,9,214.81,Inn1,Sunrisers Hyderabad,Delhi Daredevils,won,18141,20:00:00,19,2017,4,"Rajiv Gandhi International Stadium, Hyderabad",69
210,Henriques,lbw b Hopes,2,3,0,0,66.67,Inn1,Sunrisers Hyderabad,Delhi Daredevils,won,18141,20:00:00,19,2017,4,"Rajiv Gandhi International Stadium, Hyderabad",1437
211,Deepak Hooda,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Sunrisers Hyderabad,Delhi Daredevils,won,18141,20:00:00,19,2017,4,"Rajiv Gandhi International Stadium, Hyderabad",9427
212,4,b Pathan,25,17,4,1,147.06,Inn1,Sunrisers Hyderabad,Delhi Daredevils,won,18141,20:00:00,19,2017,4,"Rajiv Gandhi International Stadium, Hyderabad",
213,Sanju Samson,not out,31,14,3,2,221.43,Inn2,Delhi Daredevils,Sunrisers Hyderabad,lost,18141,20:00:00,19,2017,4,"Rajiv Gandhi International Stadium, Hyderabad",8271
214,Sam Billings,b Pathan,13,10,0,1,130.00,Inn2,Delhi Daredevils,Sunrisers Hyderabad,lost,18141,20:00:00,19,2017,4,"Rajiv Gandhi International Stadium, Hyderabad",7990
215,Karun Nair,c Pathan b Mota,32,13,2,3,246.15,Inn2,Delhi Daredevils,Sunrisers Hyderabad,lost,18141,20:00:00,19,2017,4,"Rajiv Gandhi International Stadium, Hyderabad",8257
216,Rishabh Pant (wk),not out,116,54,8,9,214.81,Inn2,Delhi Daredevils,Sunrisers Hyderabad,lost,18141,20:00:00,19,2017,4,"Rajiv Gandhi International Stadium, Hyderabad",10744
217,Shreyas Iyer,lbw b Hopes,2,3,0,0,66.67,Inn2,Delhi Daredevils,Sunrisers Hyderabad,lost,18141,20:00:00,19,2017,4,"Rajiv Gandhi International Stadium, Hyderabad",9428
218,Angelo Mathews,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Delhi Daredevils,Sunrisers Hyderabad,lost,18141,20:00:00,19,2017,4,"Rajiv Gandhi International Stadium, Hyderabad",1629
219,Chris Morris,b Pathan,25,17,4,1,147.06,Inn2,Delhi Daredevils,Sunrisers Hyderabad,lost,18141,20:00:00,19,2017,4,"Rajiv Gandhi International Stadium, Hyderabad",8333
220,Amla,not out,31,14,3,2,221.43,Inn1,Kings XI Punjab,Mumbai Indians,lost,18142,20:00:00,20,2017,4,"Holkar Cricket Stadium, Indore",314
221,Shaun Marsh,b Pathan,13,10,0,1,130.00,Inn1,Kings XI Punjab,Mumbai Indians,lost,18142,20:00:00,20,2017,4,"Holkar Cricket Stadium, Indore",563
222,Saha (wk),c Pathan b Mota,32,13,2,3,246.15,Inn1,Kings XI Punjab,Mumbai Indians,lost,18142,20:00:00,20,2017,4,"Holkar Cricket Stadium, Indore",1465
223,Maxwell (c),not out,116,54,8,9,214.81,Inn1,Kings XI Punjab,Mumbai Indians,lost,18142,20:00:00,20,2017,4,"Holkar Cricket Stadium, Indore",7662
224,Stoinis,lbw b Hopes,2,3,0,0,66.67,Inn1,Kings XI Punjab,Mumbai Indians,lost,18142,20:00:00,20,2017,4,"Holkar Cricket Stadium, Indore",8989
225,Axar,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Kings XI Punjab,Mumbai Indians,lost,18142,20:00:00,20,2017,4,"Holkar Cricket Stadium, Indore",8808
226,12,b Pathan,25,17,4,1,147.06,Inn1,Kings XI Punjab,Mumbai Indians,lost,18142,20:00:00,20,2017,4,"Holkar Cricket Stadium, Indore",
227,Parthiv Patel (wk),not out,31,14,3,2,221.43,Inn2,Mumbai Indians,Kings XI Punjab,won,18142,20:00:00,20,2017,4,"Holkar Cricket Stadium, Indore",74
228,Jos Buttler,b Pathan,13,10,0,1,130.00,Inn2,Mumbai Indians,Kings XI Punjab,won,18142,20:00:00,20,2017,4,"Holkar Cricket Stadium, Indore",2258
229,Nitish Rana,c Pathan b Mota,32,13,2,3,246.15,Inn2,Mumbai Indians,Kings XI Punjab,won,18142,20:00:00,20,2017,4,"Holkar Cricket Stadium, Indore",9204
230,Hardik Pandya,not out,116,54,8,9,214.81,Inn2,Mumbai Indians,Kings XI Punjab,won,18142,20:00:00,20,2017,4,"Holkar Cricket Stadium, Indore",9647
231,8,lbw b Hopes,2,3,0,0,66.67,Inn2,Mumbai Indians,Kings XI Punjab,won,18142,20:00:00,20,2017,4,"Holkar Cricket Stadium, Indore",
232,,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Mumbai Indians,Kings XI Punjab,won,18142,20:00:00,20,2017,4,"Holkar Cricket Stadium, Indore",
233,,c Sangakkara b Lee,15,17,4,1,147.06,Inn2,Mumbai Indians,Kings XI Punjab,won,18142,20:00:00,20,2017,4,"Holkar Cricket Stadium, Indore",
234,,b Pathan,25,10,3,0,150.00,Inn2,Mumbai Indians,Kings XI Punjab,won,18142,20:00:00,20,2017,4,"Holkar Cricket Stadium, Indore",
235,,b Pathan,25,17,4,1,147.06,Inn2,Mumbai Indians,Kings XI Punjab,won,18142,20:00:00,20,2017,4,"Holkar Cricket Stadium, Indore",
236,Narine,not out,31,14,3,2,221.43,Inn1,Kolkata Knight Riders,Gujarat Lions,lost,18143,20:00:00,21,2017,4,"Eden Gardens, Kolkata",2276
237,Gambhir (c),b Pathan,13,10,0,1,130.00,Inn1,Kolkata Knight Riders,Gujarat Lions,lost,18143,20:00:00,21,2017,4,"Eden Gardens, Kolkata",308
238,Uthappa (wk),c Pathan b Mota,32,13,2,3,246.15,Inn1,Kolkata Knight Riders,Gujarat Lions,lost,18143,20:00:00,21,2017,4,"Eden Gardens, Kolkata",527
239,M Pandey,not out,116,54,8,9,214.81,Inn1,Kolkata Knight Riders,Gujarat Lions,lost,18143,20:00:00,21,2017,4,"Eden Gardens, Kolkata",1836
240,Y Pathan,lbw b Hopes,2,3,0,0,66.67,Inn1,Kolkata Knight Riders,Gujarat Lions,lost,18143,20:00:00,21,2017,4,"Eden Gardens, Kolkata",790
241,Suryakumar Yadav,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Kolkata Knight Riders,Gujarat Lions,lost,18143,20:00:00,21,2017,4,"Eden Gardens, Kolkata",7915
242,Shakib,b Pathan,25,17,4,1,147.06,Inn1,Kolkata Knight Riders,Gujarat Lions,lost,18143,20:00:00,21,2017,4,"Eden Gardens, Kolkata",544
243,Aaron Finch,not out,31,14,3,2,221.43,Inn2,Gujarat Lions,Kolkata Knight Riders,won,18143,20:00:00,21,2017,4,"Eden Gardens, Kolkata",1643
244,Brendon McCullum,b Pathan,13,10,0,1,130.00,Inn2,Gujarat Lions,Kolkata Knight Riders,won,18143,20:00:00,21,2017,4,"Eden Gardens, Kolkata",201
245,Suresh Raina (c),c Pathan b Mota,32,13,2,3,246.15,Inn2,Gujarat Lions,Kolkata Knight Riders,won,18143,20:00:00,21,2017,4,"Eden Gardens, Kolkata",413
246,Dinesh Karthik (wk),not out,116,54,8,9,214.81,Inn2,Gujarat Lions,Kolkata Knight Riders,won,18143,20:00:00,21,2017,4,"Eden Gardens, Kolkata",145
247,Ishan Kishan,lbw b Hopes,2,3,0,0,66.67,Inn2,Gujarat Lions,Kolkata Knight Riders,won,18143,20:00:00,21,2017,4,"Eden Gardens, Kolkata",10276
248,Dwayne Smith,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Gujarat Lions,Kolkata Knight Riders,won,18143,20:00:00,21,2017,4,"Eden Gardens, Kolkata",255
249,Ravindra Jadeja,b Pathan,25,17,4,1,147.06,Inn2,Gujarat Lions,Kolkata Knight Riders,won,18143,20:00:00,21,2017,4,"Eden Gardens, Kolkata",587
250,Warner (c),not out,31,14,3,2,221.43,Inn1,Sunrisers Hyderabad,Rising Pune Supergiant,lost,18144,16:00:00,22,2017,4,"Maharashtra Cricket Association Stadium, Pune",1739
251,Dhawan,b Pathan,13,10,0,1,130.00,Inn1,Sunrisers Hyderabad,Rising Pune Supergiant,lost,18144,16:00:00,22,2017,4,"Maharashtra Cricket Association Stadium, Pune",1446
252,Williamson,c Pathan b Mota,32,13,2,3,246.15,Inn1,Sunrisers Hyderabad,Rising Pune Supergiant,lost,18144,16:00:00,22,2017,4,"Maharashtra Cricket Association Stadium, Pune",6326
253,Henriques,not out,116,54,8,9,214.81,Inn1,Sunrisers Hyderabad,Rising Pune Supergiant,lost,18144,16:00:00,22,2017,4,"Maharashtra Cricket Association Stadium, Pune",1437
254,Deepak Hooda,lbw b Hopes,2,3,0,0,66.67,Inn1,Sunrisers Hyderabad,Rising Pune Supergiant,lost,18144,16:00:00,22,2017,4,"Maharashtra Cricket Association Stadium, Pune",9427
255,8,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Sunrisers Hyderabad,Rising Pune Supergiant,lost,18144,16:00:00,22,2017,4,"Maharashtra Cricket Association Stadium, Pune",
256,,b Pathan,25,17,4,1,147.06,Inn1,Sunrisers Hyderabad,Rising Pune Supergiant,lost,18144,16:00:00,22,2017,4,"Maharashtra Cricket Association Stadium, Pune",
257,Ajinkya Rahane,not out,31,14,3,2,221.43,Inn2,Rising Pune Supergiant,Sunrisers Hyderabad,won,18144,16:00:00,22,2017,4,"Maharashtra Cricket Association Stadium, Pune",1447
258,Rahul Tripathi,b Pathan,13,10,0,1,130.00,Inn2,Rising Pune Supergiant,Sunrisers Hyderabad,won,18144,16:00:00,22,2017,4,"Maharashtra Cricket Association Stadium, Pune",9012
259,Steven Smith (c),c Pathan b Mota,32,13,2,3,246.15,Inn2,Rising Pune Supergiant,Sunrisers Hyderabad,won,18144,16:00:00,22,2017,4,"Maharashtra Cricket Association Stadium, Pune",2250
260,MS Dhoni (wk),not out,116,54,8,9,214.81,Inn2,Rising Pune Supergiant,Sunrisers Hyderabad,won,18144,16:00:00,22,2017,4,"Maharashtra Cricket Association Stadium, Pune",265
261,Ben Stokes,lbw b Hopes,2,3,0,0,66.67,Inn2,Rising Pune Supergiant,Sunrisers Hyderabad,won,18144,16:00:00,22,2017,4,"Maharashtra Cricket Association Stadium, Pune",6557
262,Manoj Tiwary,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Rising Pune Supergiant,Sunrisers Hyderabad,won,18144,16:00:00,22,2017,4,"Maharashtra Cricket Association Stadium, Pune",694
263,3,b Pathan,25,17,4,1,147.06,Inn2,Rising Pune Supergiant,Sunrisers Hyderabad,won,18144,16:00:00,22,2017,4,"Maharashtra Cricket Association Stadium, Pune",
264,Vohra,not out,31,14,3,2,221.43,Inn1,Kings XI Punjab,Gujarat Lions,won,18146,16:00:00,23,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",8358
265,Amla,b Pathan,13,10,0,1,130.00,Inn1,Kings XI Punjab,Gujarat Lions,won,18146,16:00:00,23,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",314
266,Shaun Marsh,c Pathan b Mota,32,13,2,3,246.15,Inn1,Kings XI Punjab,Gujarat Lions,won,18146,16:00:00,23,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",563
267,Maxwell (c),not out,116,54,8,9,214.81,Inn1,Kings XI Punjab,Gujarat Lions,won,18146,16:00:00,23,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",7662
268,Stoinis,lbw b Hopes,2,3,0,0,66.67,Inn1,Kings XI Punjab,Gujarat Lions,won,18146,16:00:00,23,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",8989
269,Axar,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Kings XI Punjab,Gujarat Lions,won,18146,16:00:00,23,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",8808
270,Saha (wk),b Pathan,25,17,4,1,147.06,Inn1,Kings XI Punjab,Gujarat Lions,won,18146,16:00:00,23,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",1465
271,Brendon McCullum,not out,31,14,3,2,221.43,Inn2,Gujarat Lions,Kings XI Punjab,lost,18146,16:00:00,23,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",201
272,Aaron Finch,b Pathan,13,10,0,1,130.00,Inn2,Gujarat Lions,Kings XI Punjab,lost,18146,16:00:00,23,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",1643
273,Suresh Raina (c),c Pathan b Mota,32,13,2,3,246.15,Inn2,Gujarat Lions,Kings XI Punjab,lost,18146,16:00:00,23,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",413
274,Dinesh Karthik (wk),not out,116,54,8,9,214.81,Inn2,Gujarat Lions,Kings XI Punjab,lost,18146,16:00:00,23,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",145
275,Ravindra Jadeja,lbw b Hopes,2,3,0,0,66.67,Inn2,Gujarat Lions,Kings XI Punjab,lost,18146,16:00:00,23,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",587
276,Dwayne Smith,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Gujarat Lions,Kings XI Punjab,lost,18146,16:00:00,23,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",255
277,Akshdeep Nath,b Pathan,25,17,4,1,147.06,Inn2,Gujarat Lions,Kings XI Punjab,lost,18146,16:00:00,23,2017,4,"Saurashtra Cricket Association Stadium, Rajkot",8351
278,A Rahane,not out,31,14,3,2,221.43,Inn1,Rising Pune Supergiant,Mumbai Indians,won,18148,20:00:00,24,2017,4,"Wankhede Stadium, Mumbai",1447
279,R Tripathi,b Pathan,13,10,0,1,130.00,Inn1,Rising Pune Supergiant,Mumbai Indians,won,18148,20:00:00,24,2017,4,"Wankhede Stadium, Mumbai",9012
280,Steven Smith (c),c Pathan b Mota,32,13,2,3,246.15,Inn1,Rising Pune Supergiant,Mumbai Indians,won,18148,20:00:00,24,2017,4,"Wankhede Stadium, Mumbai",2250
281,Dhoni (wk),not out,116,54,8,9,214.81,Inn1,Rising Pune Supergiant,Mumbai Indians,won,18148,20:00:00,24,2017,4,"Wankhede Stadium, Mumbai",265
282,Stokes,lbw b Hopes,2,3,0,0,66.67,Inn1,Rising Pune Supergiant,Mumbai Indians,won,18148,20:00:00,24,2017,4,"Wankhede Stadium, Mumbai",6557
283,Manoj Tiwary,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Rising Pune Supergiant,Mumbai Indians,won,18148,20:00:00,24,2017,4,"Wankhede Stadium, Mumbai",694
284,Christian,b Pathan,25,17,4,1,147.06,Inn1,Rising Pune Supergiant,Mumbai Indians,won,18148,20:00:00,24,2017,4,"Wankhede Stadium, Mumbai",6283
285,Parthiv Patel (wk),not out,31,14,3,2,221.43,Inn2,Mumbai Indians,Rising Pune Supergiant,lost,18148,20:00:00,24,2017,4,"Wankhede Stadium, Mumbai",74
286,Jos Buttler,b Pathan,13,10,0,1,130.00,Inn2,Mumbai Indians,Rising Pune Supergiant,lost,18148,20:00:00,24,2017,4,"Wankhede Stadium, Mumbai",2258
287,Nitish Rana,c Pathan b Mota,32,13,2,3,246.15,Inn2,Mumbai Indians,Rising Pune Supergiant,lost,18148,20:00:00,24,2017,4,"Wankhede Stadium, Mumbai",9204
288,Rohit Sharma (c),not out,116,54,8,9,214.81,Inn2,Mumbai Indians,Rising Pune Supergiant,lost,18148,20:00:00,24,2017,4,"Wankhede Stadium, Mumbai",576
289,Karn Sharma,lbw b Hopes,2,3,0,0,66.67,Inn2,Mumbai Indians,Rising Pune Supergiant,lost,18148,20:00:00,24,2017,4,"Wankhede Stadium, Mumbai",1844
