,batsman,got_out,Runs,Balls,Fours,Sixes,St.rate,Inning,Team,Opponent,Win/Lost,match_id,time,day,year,Month,Venue
62,MS Dhoni,b R Harris,43,20,4,2,215.00,Inn1,Chennai Super Kings,Kings XI Punjab,lost,9908,16:00:00,13,2011,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
63,Paul Valthaty,not out,120,63,19,2,190.48,Inn2,Kings XI Punjab,Chennai Super Kings,won,9908,16:00:00,13,2011,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
64,Adam Gilchrist,c S Randiv b A Morkel,19,15,2,0,126.67,Inn2,Kings XI Punjab,Chennai Super Kings,won,9908,16:00:00,13,2011,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
65,Shaun Marsh,run out (S Anirudha/S Randiv),12,14,0,0,85.71,Inn2,Kings XI Punjab,Chennai Super Kings,won,9908,16:00:00,13,2011,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
66,Sunny Singh,c S Jakati b S Randiv,20,11,2,1,181.82,Inn2,Kings XI Punjab,Chennai Super Kings,won,9908,16:00:00,13,2011,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
67,Abhishek Nayar,lbw b T Southee,0,1,0,0,0.00,Inn2,Kings XI Punjab,Chennai Super Kings,won,9908,16:00:00,13,2011,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
68,Dinesh Karthik,not out,21,11,2,1,190.91,Inn2,Kings XI Punjab,Chennai Super Kings,won,9908,16:00:00,13,2011,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
69,Sunny Sohal,c S Tiwary b R Ninan,38,37,5,1,102.70,Inn1,Deccan Chargers,Royal Challengers Bangalore,won,9909,20:00:00,14,2011,4,"Rajiv Gandhi International Stadium, Hyderabad"
70,Shikhar Dhawan,c D Vettori b Z Khan,11,9,2,0,122.22,Inn1,Deccan Chargers,Royal Challengers Bangalore,won,9909,20:00:00,14,2011,4,"Rajiv Gandhi International Stadium, Hyderabad"
71,Kumar Sangakkara,c de Villiers b J Wath,36,25,3,1,144.00,Inn1,Deccan Chargers,Royal Challengers Bangalore,won,9909,20:00:00,14,2011,4,"Rajiv Gandhi International Stadium, Hyderabad"
72,Bharath Chipli,not out,61,35,5,3,174.29,Inn1,Deccan Chargers,Royal Challengers Bangalore,won,9909,20:00:00,14,2011,4,"Rajiv Gandhi International Stadium, Hyderabad"
73,Jean-Paul Duminy,c V Kohli b Z Khan,22,15,2,1,146.67,Inn1,Deccan Chargers,Royal Challengers Bangalore,won,9909,20:00:00,14,2011,4,"Rajiv Gandhi International Stadium, Hyderabad"
74,Daniel Christian,lbw b Z Khan,0,1,0,0,0.00,Inn1,Deccan Chargers,Royal Challengers Bangalore,won,9909,20:00:00,14,2011,4,"Rajiv Gandhi International Stadium, Hyderabad"
75,Mayank Agarwal,c A Mishra b M Gony,16,13,2,0,123.08,Inn2,Royal Challengers Bangalore,Deccan Chargers,lost,9909,20:00:00,14,2011,4,"Rajiv Gandhi International Stadium, Hyderabad"
76,Tillakaratne Dilshan,c K Sangakkara b I Sharma,7,8,1,0,87.50,Inn2,Royal Challengers Bangalore,Deccan Chargers,lost,9909,20:00:00,14,2011,4,"Rajiv Gandhi International Stadium, Hyderabad"
77,Zaheer Khan,b D Steyn,0,3,0,0,0.00,Inn2,Royal Challengers Bangalore,Deccan Chargers,lost,9909,20:00:00,14,2011,4,"Rajiv Gandhi International Stadium, Hyderabad"
78,Virat Kohli,b M Gony,71,51,5,3,139.22,Inn2,Royal Challengers Bangalore,Deccan Chargers,lost,9909,20:00:00,14,2011,4,"Rajiv Gandhi International Stadium, Hyderabad"
79,AB de Villiers,c K Sangakkara b M Gony,0,7,0,0,0.00,Inn2,Royal Challengers Bangalore,Deccan Chargers,lost,9909,20:00:00,14,2011,4,"Rajiv Gandhi International Stadium, Hyderabad"
80,Saurabh Tiwary,c K Sangakkara b A Mishra,7,10,0,0,70.00,Inn2,Royal Challengers Bangalore,Deccan Chargers,lost,9909,20:00:00,14,2011,4,"Rajiv Gandhi International Stadium, Hyderabad"
81,Cheteshwar Pujara,c D Christian b D Steyn,25,15,4,0,166.67,Inn2,Royal Challengers Bangalore,Deccan Chargers,lost,9909,20:00:00,14,2011,4,"Rajiv Gandhi International Stadium, Hyderabad"
82,Johan van der Wath,c K Sangakkara b D Steyn,0,1,0,0,0.00,Inn2,Royal Challengers Bangalore,Deccan Chargers,lost,9909,20:00:00,14,2011,4,"Rajiv Gandhi International Stadium, Hyderabad"
83,Daniel Vettori,not out,3,6,0,0,50.00,Inn2,Royal Challengers Bangalore,Deccan Chargers,lost,9909,20:00:00,14,2011,4,"Rajiv Gandhi International Stadium, Hyderabad"
84,Ryan Ninan,c K Sangakkara b D Christian,3,6,0,0,50.00,Inn2,Royal Challengers Bangalore,Deccan Chargers,lost,9909,20:00:00,14,2011,4,"Rajiv Gandhi International Stadium, Hyderabad"
85,,not out,2,3,0,0,66.67,Inn2,Royal Challengers Bangalore,Deccan Chargers,lost,9909,20:00:00,14,2011,4,"Rajiv Gandhi International Stadium, Hyderabad"
86,Amit Paunikar,c J Kallis b S Hasan,9,15,2,0,60.00,Inn1,Rajasthan Royals,Kolkata Knight Riders,lost,9910,16:00:00,15,2011,4,"Sawai Mansingh Stadium, Jaipur"
87,Rahul Dravid,b Y Pathan,35,34,4,0,102.94,Inn1,Rajasthan Royals,Kolkata Knight Riders,lost,9910,16:00:00,15,2011,4,"Sawai Mansingh Stadium, Jaipur"
88,Ashok Menaria,c & b Y Pathan,27,21,2,1,128.57,Inn1,Rajasthan Royals,Kolkata Knight Riders,lost,9910,16:00:00,15,2011,4,"Sawai Mansingh Stadium, Jaipur"
89,Shane Watson,b S Hasan,22,13,0,2,169.23,Inn1,Rajasthan Royals,Kolkata Knight Riders,lost,9910,16:00:00,15,2011,4,"Sawai Mansingh Stadium, Jaipur"
90,Ross Taylor,not out,35,25,2,2,140.00,Inn1,Rajasthan Royals,Kolkata Knight Riders,lost,9910,16:00:00,15,2011,4,"Sawai Mansingh Stadium, Jaipur"
91,Johan Botha,not out,12,12,0,0,100.00,Inn1,Rajasthan Royals,Kolkata Knight Riders,lost,9910,16:00:00,15,2011,4,"Sawai Mansingh Stadium, Jaipur"
92,Manvinder Bisla,run out ((sub)F Fazal/A Paunikar),1,3,0,0,33.33,Inn2,Kolkata Knight Riders,Rajasthan Royals,won,9910,16:00:00,15,2011,4,"Sawai Mansingh Stadium, Jaipur"
93,Jacques Kallis,not out,80,65,7,2,123.08,Inn2,Kolkata Knight Riders,Rajasthan Royals,won,9910,16:00:00,15,2011,4,"Sawai Mansingh Stadium, Jaipur"
94,Gautam Gambhir,not out,75,44,11,1,170.45,Inn2,Kolkata Knight Riders,Rajasthan Royals,won,9910,16:00:00,15,2011,4,"Sawai Mansingh Stadium, Jaipur"
95,Michael Hussey,not out,83,56,11,1,148.21,Inn1,Chennai Super Kings,Royal Challengers Bangalore,won,9913,16:00:00,16,2011,4,"MA Chidambaram Stadium, Chennai"
96,Murali Vijay,c Z Khan b R Ninan,31,21,3,2,147.62,Inn1,Chennai Super Kings,Royal Challengers Bangalore,won,9913,16:00:00,16,2011,4,"MA Chidambaram Stadium, Chennai"
97,Suresh Raina,c M Agarwal b R Ninan,29,16,3,1,181.25,Inn1,Chennai Super Kings,Royal Challengers Bangalore,won,9913,16:00:00,16,2011,4,"MA Chidambaram Stadium, Chennai"
98,MS Dhoni,c de Villiers b Z Khan,22,16,1,1,137.50,Inn1,Chennai Super Kings,Royal Challengers Bangalore,won,9913,16:00:00,16,2011,4,"MA Chidambaram Stadium, Chennai"
99,Albie Morkel,c M Agarwal b J Wath,9,8,1,0,112.50,Inn1,Chennai Super Kings,Royal Challengers Bangalore,won,9913,16:00:00,16,2011,4,"MA Chidambaram Stadium, Chennai"
100,S Badrinath,c R Ninan b J Wath,5,3,1,0,166.67,Inn1,Chennai Super Kings,Royal Challengers Bangalore,won,9913,16:00:00,16,2011,4,"MA Chidambaram Stadium, Chennai"
101,Mayank Agarwal,c A Morkel b R Ashwin,7,13,1,0,53.85,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,9913,16:00:00,16,2011,4,"MA Chidambaram Stadium, Chennai"
102,Tillakaratne Dilshan,c S Anirudha b A Morkel,0,1,0,0,0.00,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,9913,16:00:00,16,2011,4,"MA Chidambaram Stadium, Chennai"
103,Asad Pathan,b T Southee,14,5,2,1,280.00,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,9913,16:00:00,16,2011,4,"MA Chidambaram Stadium, Chennai"
104,Virat Kohli,c S Anirudha b S Jakati,35,28,4,1,125.00,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,9913,16:00:00,16,2011,4,"MA Chidambaram Stadium, Chennai"
105,AB de Villiers,c S Anirudha b A Morkel,65,44,5,2,147.73,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,9913,16:00:00,16,2011,4,"MA Chidambaram Stadium, Chennai"
106,Saurabh Tiwary,c M Dhoni b S Randiv,14,13,0,0,107.69,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,9913,16:00:00,16,2011,4,"MA Chidambaram Stadium, Chennai"
107,Cheteshwar Pujara,c M Vijay b S Randiv,2,4,0,0,50.00,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,9913,16:00:00,16,2011,4,"MA Chidambaram Stadium, Chennai"
108,Johan van der Wath,not out,14,10,1,1,140.00,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,9913,16:00:00,16,2011,4,"MA Chidambaram Stadium, Chennai"
109,Daniel Vettori,not out,2,2,0,0,100.00,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,9913,16:00:00,16,2011,4,"MA Chidambaram Stadium, Chennai"
110,Jesse Ryder,c A Finch b S Nadeem,60,27,5,5,222.22,Inn1,Pune Warriors,Delhi Daredevils,lost,9914,16:00:00,17,2011,4,"Dr DY Patil Sports Academy, Mumbai"
111,Graeme Smith,c I Pathan b A Dinda,12,14,2,0,85.71,Inn1,Pune Warriors,Delhi Daredevils,lost,9914,16:00:00,17,2011,4,"Dr DY Patil Sports Academy, Mumbai"
112,Mithun Manhas,c D Warner b J Hopes,20,18,1,1,111.11,Inn1,Pune Warriors,Delhi Daredevils,lost,9914,16:00:00,17,2011,4,"Dr DY Patil Sports Academy, Mumbai"
113,Yuvraj Singh,not out,66,32,4,5,206.25,Inn1,Pune Warriors,Delhi Daredevils,lost,9914,16:00:00,17,2011,4,"Dr DY Patil Sports Academy, Mumbai"
114,Robin Uthappa,c D Warner b S Nadeem,4,10,0,0,40.00,Inn1,Pune Warriors,Delhi Daredevils,lost,9914,16:00:00,17,2011,4,"Dr DY Patil Sports Academy, Mumbai"
115,Mohnish Mishra,c V Sehwag b A Dinda,7,11,0,0,63.64,Inn1,Pune Warriors,Delhi Daredevils,lost,9914,16:00:00,17,2011,4,"Dr DY Patil Sports Academy, Mumbai"
116,Wayne Parnell,not out,10,9,1,0,111.11,Inn1,Pune Warriors,Delhi Daredevils,lost,9914,16:00:00,17,2011,4,"Dr DY Patil Sports Academy, Mumbai"
117,David Warner,run out (S Wagh/R Uthappa),46,28,6,2,164.29,Inn2,Delhi Daredevils,Pune Warriors,won,9914,16:00:00,17,2011,4,"Dr DY Patil Sports Academy, Mumbai"
118,Virender Sehwag,b J Ryder,37,23,6,0,160.87,Inn2,Delhi Daredevils,Pune Warriors,won,9914,16:00:00,17,2011,4,"Dr DY Patil Sports Academy, Mumbai"
119,Irfan Pathan,c S Wagh b Y Singh,14,16,1,0,87.50,Inn2,Delhi Daredevils,Pune Warriors,won,9914,16:00:00,17,2011,4,"Dr DY Patil Sports Academy, Mumbai"
120,Naman Ojha,st R Uthappa b Y Singh,11,9,0,1,122.22,Inn2,Delhi Daredevils,Pune Warriors,won,9914,16:00:00,17,2011,4,"Dr DY Patil Sports Academy, Mumbai"
121,Matthew Wade,lbw b R Sharma,3,4,0,0,75.00,Inn2,Delhi Daredevils,Pune Warriors,won,9914,16:00:00,17,2011,4,"Dr DY Patil Sports Academy, Mumbai"
122,Venugopal Rao,c A Jhunjhunwala b Y Singh,31,20,1,3,155.00,Inn2,Delhi Daredevils,Pune Warriors,won,9914,16:00:00,17,2011,4,"Dr DY Patil Sports Academy, Mumbai"
123,Aaron Finch,c & b Y Singh,25,12,1,2,208.33,Inn2,Delhi Daredevils,Pune Warriors,won,9914,16:00:00,17,2011,4,"Dr DY Patil Sports Academy, Mumbai"
124,James Hopes,not out,13,4,1,1,325.00,Inn2,Delhi Daredevils,Pune Warriors,won,9914,16:00:00,17,2011,4,"Dr DY Patil Sports Academy, Mumbai"
125,Shahbaz Nadeem,not out,0,0,0,0,0.00,Inn2,Delhi Daredevils,Pune Warriors,won,9914,16:00:00,17,2011,4,"Dr DY Patil Sports Academy, Mumbai"
126,Michael Hussey,c P Patel b RP Singh,8,10,2,0,80.00,Inn1,Chennai Super Kings,Kochi Tuskers Kerala,lost,9916,20:00:00,18,2011,4,"Nehru Stadium, Kochi"
127,Murali Vijay,lbw b T Perera,28,18,6,0,155.56,Inn1,Chennai Super Kings,Kochi Tuskers Kerala,lost,9916,20:00:00,18,2011,4,"Nehru Stadium, Kochi"
128,Suresh Raina,run out (T Perera),50,40,5,1,125.00,Inn1,Chennai Super Kings,Kochi Tuskers Kerala,lost,9916,20:00:00,18,2011,4,"Nehru Stadium, Kochi"
129,S Badrinath,lbw b R Gomez,19,17,1,0,111.76,Inn1,Chennai Super Kings,Kochi Tuskers Kerala,lost,9916,20:00:00,18,2011,4,"Nehru Stadium, Kochi"
130,MS Dhoni,not out,14,13,1,1,107.69,Inn1,Chennai Super Kings,Kochi Tuskers Kerala,lost,9916,20:00:00,18,2011,4,"Nehru Stadium, Kochi"
131,Albie Morkel,not out,9,4,0,1,225.00,Inn1,Chennai Super Kings,Kochi Tuskers Kerala,lost,9916,20:00:00,18,2011,4,"Nehru Stadium, Kochi"
132,Brendon McCullum,c A Morkel b R Ashwin,47,33,4,3,142.42,Inn2,Kochi Tuskers Kerala,Chennai Super Kings,won,9916,20:00:00,18,2011,4,"Nehru Stadium, Kochi"
133,Mahela Jayawardene,c S Anirudha b R Ashwin,16,11,2,1,145.45,Inn2,Kochi Tuskers Kerala,Chennai Super Kings,won,9916,20:00:00,18,2011,4,"Nehru Stadium, Kochi"
134,Parthiv Patel,c S Anirudha b D Bollinger,34,26,4,1,130.77,Inn2,Kochi Tuskers Kerala,Chennai Super Kings,won,9916,20:00:00,18,2011,4,"Nehru Stadium, Kochi"
135,Brad Hodge,not out,19,14,2,0,135.71,Inn2,Kochi Tuskers Kerala,Chennai Super Kings,won,9916,20:00:00,18,2011,4,"Nehru Stadium, Kochi"
136,Ravindra Jadeja,not out,16,6,0,2,266.67,Inn2,Kochi Tuskers Kerala,Chennai Super Kings,won,9916,20:00:00,18,2011,4,"Nehru Stadium, Kochi"
137,Sunny Sohal,c A Finch b S Nadeem,62,41,8,1,151.22,Inn1,Deccan Chargers,Delhi Daredevils,won,9918,16:00:00,19,2011,4,"Arun Jaitley Stadium, Delhi"
138,Shikhar Dhawan,b I Pathan,8,5,2,0,160.00,Inn1,Deccan Chargers,Delhi Daredevils,won,9918,16:00:00,19,2011,4,"Arun Jaitley Stadium, Delhi"
139,Kumar Sangakkara,c A Finch b A Dinda,49,35,8,1,140.00,Inn1,Deccan Chargers,Delhi Daredevils,won,9918,16:00:00,19,2011,4,"Arun Jaitley Stadium, Delhi"
