,batsman,got_out,Runs,Balls,Fours,Sixes,St.rate,Inning,Team,Opponent,Win/Lost,match_id,time,day,year,Month,Venue
14,Dwayne Bravo,not out,8,3,0,1,266.67,Inn1,Chennai Super Kings,Kings XI Punjab,lost,13639,16:00:00,18,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
15,Cheteshwar Pujara,lbw b Ashwin,13,10,2,0,130.00,Inn2,Kings XI Punjab,Chennai Super Kings,won,13639,16:00:00,18,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
16,Virender Sehwag,b Nehra,19,10,4,0,190.00,Inn2,Kings XI Punjab,Chennai Super Kings,won,13639,16:00:00,18,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
17,Glenn Maxwell,b Dwayne Smith,95,43,15,2,220.93,Inn2,Kings XI Punjab,Chennai Super Kings,won,13639,16:00:00,18,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
18,Axar Patel,lbw b Ashwin,2,3,0,0,66.67,Inn2,Kings XI Punjab,Chennai Super Kings,won,13639,16:00:00,18,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
19,David Miller,not out,54,37,3,3,145.95,Inn2,Kings XI Punjab,Chennai Super Kings,won,13639,16:00:00,18,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
20,George Bailey,not out,17,10,2,0,170.00,Inn2,Kings XI Punjab,Chennai Super Kings,won,13639,16:00:00,18,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
21,Michael Hussey,c Chahal b A Morkel,16,15,2,0,106.67,Inn1,Mumbai Indians,Royal Challengers Bangalore,lost,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
22,Aditya Tare,c N Maddinson b Aaron,17,18,2,0,94.44,Inn1,Mumbai Indians,Royal Challengers Bangalore,lost,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
23,Ambati Rayudu,c de Villiers b M Starc,35,37,1,0,94.59,Inn1,Mumbai Indians,Royal Challengers Bangalore,lost,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
24,Rohit Sharma,c de Villiers b Chahal,2,5,0,0,40.00,Inn1,Mumbai Indians,Royal Challengers Bangalore,lost,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
25,Kieron Pollard,c Sachin Rana b Chahal,3,7,0,0,42.86,Inn1,Mumbai Indians,Royal Challengers Bangalore,lost,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
26,Corey Anderson,c Kohli b M Starc,18,19,2,0,94.74,Inn1,Mumbai Indians,Royal Challengers Bangalore,lost,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
27,Harbhajan Singh,b Aaron,8,8,1,0,100.00,Inn1,Mumbai Indians,Royal Challengers Bangalore,lost,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
28,Zaheer Khan,c Sachin Rana b Dinda,0,2,0,0,0.00,Inn1,Mumbai Indians,Royal Challengers Bangalore,lost,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
29,Lasith Malinga,run out (Yuvraj),2,4,0,0,50.00,Inn1,Mumbai Indians,Royal Challengers Bangalore,lost,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
30,Pragyan Ojha,not out,1,5,0,0,20.00,Inn1,Mumbai Indians,Royal Challengers Bangalore,lost,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
31,,not out,1,1,0,0,100.00,Inn1,Mumbai Indians,Royal Challengers Bangalore,lost,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
32,Nic Maddinson,b Malinga,12,8,2,0,150.00,Inn2,Royal Challengers Bangalore,Mumbai Indians,won,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
33,Parthiv Patel,not out,57,45,7,0,126.67,Inn2,Royal Challengers Bangalore,Mumbai Indians,won,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
34,Virat Kohli,c Harbhajan b Zaheer,0,2,0,0,0.00,Inn2,Royal Challengers Bangalore,Mumbai Indians,won,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
35,Yuvraj Singh,lbw b Zaheer,0,2,0,0,0.00,Inn2,Royal Challengers Bangalore,Mumbai Indians,won,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
36,AB de Villiers,not out,45,48,3,1,93.75,Inn2,Royal Challengers Bangalore,Mumbai Indians,won,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
37,Abhishek Nayar,lbw b M Kartik,23,20,2,1,115.00,Inn1,Rajasthan Royals,Kings XI Punjab,lost,13643,20:00:00,20,2014,4,"Sharjah Cricket Stadium, Sharjah"
38,Ajinkya Rahane,run out (Bailey),13,8,2,0,162.50,Inn1,Rajasthan Royals,Kings XI Punjab,lost,13643,20:00:00,20,2014,4,"Sharjah Cricket Stadium, Sharjah"
39,Sanju Samson,b Awana,52,34,3,4,152.94,Inn1,Rajasthan Royals,Kings XI Punjab,lost,13643,20:00:00,20,2014,4,"Sharjah Cricket Stadium, Sharjah"
40,Shane Watson,b A Patel,50,29,5,3,172.41,Inn1,Rajasthan Royals,Kings XI Punjab,lost,13643,20:00:00,20,2014,4,"Sharjah Cricket Stadium, Sharjah"
41,Stuart Binny,c D Miller b Johnson,12,8,0,1,150.00,Inn1,Rajasthan Royals,Kings XI Punjab,lost,13643,20:00:00,20,2014,4,"Sharjah Cricket Stadium, Sharjah"
42,Steven Smith,not out,27,15,5,0,180.00,Inn1,Rajasthan Royals,Kings XI Punjab,lost,13643,20:00:00,20,2014,4,"Sharjah Cricket Stadium, Sharjah"
43,James Faulkner,not out,8,7,0,1,114.29,Inn1,Rajasthan Royals,Kings XI Punjab,lost,13643,20:00:00,20,2014,4,"Sharjah Cricket Stadium, Sharjah"
44,Cheteshwar Pujara,not out,40,38,3,0,105.26,Inn2,Kings XI Punjab,Rajasthan Royals,won,13643,20:00:00,20,2014,4,"Sharjah Cricket Stadium, Sharjah"
45,Virender Sehwag,c Binny b D Kulkarni,2,7,0,0,28.57,Inn2,Kings XI Punjab,Rajasthan Royals,won,13643,20:00:00,20,2014,4,"Sharjah Cricket Stadium, Sharjah"
46,Wriddhiman Saha,c D Kulkarni b Faulkner,2,3,0,0,66.67,Inn2,Kings XI Punjab,Rajasthan Royals,won,13643,20:00:00,20,2014,4,"Sharjah Cricket Stadium, Sharjah"
47,Glenn Maxwell,c S Smith b Kane Richardson,89,45,8,6,197.78,Inn2,Kings XI Punjab,Rajasthan Royals,won,13643,20:00:00,20,2014,4,"Sharjah Cricket Stadium, Sharjah"
48,David Miller,not out,51,19,0,6,268.42,Inn2,Kings XI Punjab,Rajasthan Royals,won,13643,20:00:00,20,2014,4,"Sharjah Cricket Stadium, Sharjah"
49,Dwayne Smith,b S Nadeem,29,28,3,0,103.57,Inn1,Chennai Super Kings,Delhi Daredevils,won,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
50,Brendon McCullum,c (sub)Parnell b Unadkat,9,10,1,0,90.00,Inn1,Chennai Super Kings,Delhi Daredevils,won,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
51,Suresh Raina,c Vijay b Neesham,56,41,5,1,136.59,Inn1,Chennai Super Kings,Delhi Daredevils,won,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
52,Faf du Plessis,c Vijay b Shami,24,17,1,1,141.18,Inn1,Chennai Super Kings,Delhi Daredevils,won,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
53,MS Dhoni,c M Agarwal b Unadkat,32,15,2,2,213.33,Inn1,Chennai Super Kings,Delhi Daredevils,won,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
54,Ravindra Jadeja,c D Karthik b Unadkat,7,3,0,1,233.33,Inn1,Chennai Super Kings,Delhi Daredevils,won,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
55,Mithun Manhas,not out,13,5,2,0,260.00,Inn1,Chennai Super Kings,Delhi Daredevils,won,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
56,Ravichandran Ashwin,run out (Shami),1,1,0,0,100.00,Inn1,Chennai Super Kings,Delhi Daredevils,won,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
57,Ben Hilfenhaus,not out,0,0,0,0,0.00,Inn1,Chennai Super Kings,Delhi Daredevils,won,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
58,Mayank Agarwal,c Raina b I Pandey,2,7,0,0,28.57,Inn2,Delhi Daredevils,Chennai Super Kings,lost,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
59,Murali Vijay,c du Plessis b Mohit Sharma,11,12,2,0,91.67,Inn2,Delhi Daredevils,Chennai Super Kings,lost,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
60,Dinesh Karthik,b Ashwin,21,22,2,0,95.45,Inn2,Delhi Daredevils,Chennai Super Kings,lost,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
61,Manoj Tiwary,c du Plessis b I Pandey,0,2,0,0,0.00,Inn2,Delhi Daredevils,Chennai Super Kings,lost,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
62,Jean-Paul Duminy,lbw b Dwayne Smith,15,14,0,0,107.14,Inn2,Delhi Daredevils,Chennai Super Kings,lost,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
63,Ross Taylor,c Dhoni b Hilfenhaus,6,6,1,0,100.00,Inn2,Delhi Daredevils,Chennai Super Kings,lost,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
64,James Neesham,c Raina b R Jadeja,22,15,2,0,146.67,Inn2,Delhi Daredevils,Chennai Super Kings,lost,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
65,Shahbaz Nadeem,c Raina b R Jadeja,3,8,0,0,37.50,Inn2,Delhi Daredevils,Chennai Super Kings,lost,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
66,Mohammed Shami,c B McCullum b Ashwin,1,3,0,0,33.33,Inn2,Delhi Daredevils,Chennai Super Kings,lost,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
67,Jaydev Unadkat,not out,1,5,0,0,20.00,Inn2,Delhi Daredevils,Chennai Super Kings,lost,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
68,,retd out,0,0,0,0,0.00,Inn2,Delhi Daredevils,Chennai Super Kings,lost,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
69,Cheteshwar Pujara,c V Rao b Sammy,35,32,6,0,109.38,Inn1,Kings XI Punjab,Sunrisers Hyderabad,won,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
70,Virender Sehwag,c Sammy b A Mishra,30,22,2,3,136.36,Inn1,Kings XI Punjab,Sunrisers Hyderabad,won,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
71,Glenn Maxwell,c Sammy b A Mishra,95,43,5,9,220.93,Inn1,Kings XI Punjab,Sunrisers Hyderabad,won,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
72,David Miller,c Warner b Bhuvneshwar,10,10,0,1,100.00,Inn1,Kings XI Punjab,Sunrisers Hyderabad,won,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
73,George Bailey,c Warner b Bhuvneshwar,10,8,1,0,125.00,Inn1,Kings XI Punjab,Sunrisers Hyderabad,won,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
74,Mitchell Johnson,b Bhuvneshwar,4,6,0,0,66.67,Inn1,Kings XI Punjab,Sunrisers Hyderabad,won,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
75,Axar Patel,not out,0,0,0,0,0.00,Inn1,Kings XI Punjab,Sunrisers Hyderabad,won,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
76,Aaron Finch,b Balaji,19,15,2,1,126.67,Inn2,Sunrisers Hyderabad,Kings XI Punjab,lost,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
77,Shikhar Dhawan,c W Saha b Johnson,1,3,0,0,33.33,Inn2,Sunrisers Hyderabad,Kings XI Punjab,lost,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
78,David Warner,c Maxwell b Balaji,8,12,1,0,66.67,Inn2,Sunrisers Hyderabad,Kings XI Punjab,lost,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
79,KL Rahul,c D Miller b A Patel,27,27,1,1,100.00,Inn2,Sunrisers Hyderabad,Kings XI Punjab,lost,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
80,Venugopal Rao,b Sandeep Sharma,11,9,2,0,122.22,Inn2,Sunrisers Hyderabad,Kings XI Punjab,lost,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
81,Irfan Pathan,b A Patel,5,9,0,0,55.56,Inn2,Sunrisers Hyderabad,Kings XI Punjab,lost,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
82,Daren Sammy,c A Patel b Balaji,15,11,0,1,136.36,Inn2,Sunrisers Hyderabad,Kings XI Punjab,lost,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
83,Karn Sharma,c D Miller b Johnson,10,8,0,1,125.00,Inn2,Sunrisers Hyderabad,Kings XI Punjab,lost,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
84,Dale Steyn,b Balaji,12,16,0,0,75.00,Inn2,Sunrisers Hyderabad,Kings XI Punjab,lost,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
85,Amit Mishra,not out,4,5,0,0,80.00,Inn2,Sunrisers Hyderabad,Kings XI Punjab,lost,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
86,,c Johnson b R Dhawan,1,3,0,0,33.33,Inn2,Sunrisers Hyderabad,Kings XI Punjab,lost,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
87,Dwayne Smith,c Watson b Binny,50,28,6,3,178.57,Inn1,Chennai Super Kings,Rajasthan Royals,won,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
88,Brendon McCullum,c S Smith b Faulkner,6,10,0,0,60.00,Inn1,Chennai Super Kings,Rajasthan Royals,won,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
89,Suresh Raina,c D Kulkarni b R Bhatia,4,9,0,0,44.44,Inn1,Chennai Super Kings,Rajasthan Royals,won,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
90,Faf du Plessis,run out (R Bhatia),7,9,0,0,77.78,Inn1,Chennai Super Kings,Rajasthan Royals,won,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
91,MS Dhoni,c Faulkner b Tambe,5,8,0,0,62.50,Inn1,Chennai Super Kings,Rajasthan Royals,won,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
92,Ravindra Jadeja,not out,36,33,2,0,109.09,Inn1,Chennai Super Kings,Rajasthan Royals,won,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
93,Mithun Manhas,c Nayar b R Bhatia,10,10,1,0,100.00,Inn1,Chennai Super Kings,Rajasthan Royals,won,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
94,Ravichandran Ashwin,not out,9,13,1,0,69.23,Inn1,Chennai Super Kings,Rajasthan Royals,won,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
95,Abhishek Nayar,run out (B McCullum),5,7,1,0,71.43,Inn2,Rajasthan Royals,Chennai Super Kings,lost,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
96,Ajinkya Rahane,c Manhas b Ashwin,15,12,2,0,125.00,Inn2,Rajasthan Royals,Chennai Super Kings,lost,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
97,Sanju Samson,c & b R Jadeja,16,16,0,2,100.00,Inn2,Rajasthan Royals,Chennai Super Kings,lost,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
98,Shane Watson,c Hilfenhaus b R Jadeja,7,6,0,1,116.67,Inn2,Rajasthan Royals,Chennai Super Kings,lost,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
99,Stuart Binny,c du Plessis b Mohit Sharma,8,11,0,0,72.73,Inn2,Rajasthan Royals,Chennai Super Kings,lost,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
100,Steven Smith,c du Plessis b R Jadeja,19,20,1,0,95.00,Inn2,Rajasthan Royals,Chennai Super Kings,lost,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
101,Rajat Bhatia,c Ashwin b Hilfenhaus,23,20,1,1,115.00,Inn2,Rajasthan Royals,Chennai Super Kings,lost,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
102,James Faulkner,c Dhoni b I Pandey,4,2,1,0,200.00,Inn2,Rajasthan Royals,Chennai Super Kings,lost,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
103,Tim Southee,b R Jadeja,4,4,1,0,100.00,Inn2,Rajasthan Royals,Chennai Super Kings,lost,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
104,Dhawal Kulkarni,not out,28,19,0,2,147.37,Inn2,Rajasthan Royals,Chennai Super Kings,lost,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
105,,run out (du Plessis/Ashwin),2,2,0,0,100.00,Inn2,Rajasthan Royals,Chennai Super Kings,lost,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
106,Jacques Kallis,c Y Takawale b Chahal,43,42,2,1,102.38,Inn1,Kolkata Knight Riders,Royal Challengers Bangalore,won,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
107,Gautam Gambhir,lbw b M Starc,0,1,0,0,0.00,Inn1,Kolkata Knight Riders,Royal Challengers Bangalore,won,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
108,Manish Pandey,c Kohli b A Morkel,5,3,1,0,166.67,Inn1,Kolkata Knight Riders,Royal Challengers Bangalore,won,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
109,Chris Lynn,c de Villiers b Aaron,45,31,3,3,145.16,Inn1,Kolkata Knight Riders,Royal Challengers Bangalore,won,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
110,Yusuf Pathan,c Kohli b Aaron,0,2,0,0,0.00,Inn1,Kolkata Knight Riders,Royal Challengers Bangalore,won,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
111,Robin Uthappa,c M Starc b Aaron,22,18,0,1,122.22,Inn1,Kolkata Knight Riders,Royal Challengers Bangalore,won,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
112,Suryakumar Yadav,not out,24,18,1,1,133.33,Inn1,Kolkata Knight Riders,Royal Challengers Bangalore,won,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
113,Vinay Kumar,c A Morkel b M Starc,4,5,0,0,80.00,Inn1,Kolkata Knight Riders,Royal Challengers Bangalore,won,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
114,Parthiv Patel,c Lynn b Vinay,21,19,3,0,110.53,Inn2,Royal Challengers Bangalore,Kolkata Knight Riders,lost,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
115,Yogesh Takawale,lbw b Kallis,40,28,8,0,142.86,Inn2,Royal Challengers Bangalore,Kolkata Knight Riders,lost,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
116,Virat Kohli,b Narine,31,23,4,0,134.78,Inn2,Royal Challengers Bangalore,Kolkata Knight Riders,lost,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
117,Yuvraj Singh,c Y Pathan b Umesh,31,34,2,1,91.18,Inn2,Royal Challengers Bangalore,Kolkata Knight Riders,lost,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
118,AB de Villiers,c Lynn b Vinay,11,12,1,0,91.67,Inn2,Royal Challengers Bangalore,Kolkata Knight Riders,lost,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
119,Albie Morkel,not out,6,5,0,0,120.00,Inn2,Royal Challengers Bangalore,Kolkata Knight Riders,lost,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
120,Mitchell Starc,not out,0,0,0,0,0.00,Inn2,Royal Challengers Bangalore,Kolkata Knight Riders,lost,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
121,Shikhar Dhawan,c Pietersen b S Nadeem,33,22,5,1,150.00,Inn1,Sunrisers Hyderabad,Delhi Daredevils,won,13648,16:00:00,25,2014,4,"Dubai International Cricket Stadium, Dubai"
122,Aaron Finch,not out,88,53,8,4,166.04,Inn1,Sunrisers Hyderabad,Delhi Daredevils,won,13648,16:00:00,25,2014,4,"Dubai International Cricket Stadium, Dubai"
123,David Warner,not out,58,45,3,3,128.89,Inn1,Sunrisers Hyderabad,Delhi Daredevils,won,13648,16:00:00,25,2014,4,"Dubai International Cricket Stadium, Dubai"
124,Quinton de Kock,c Finch b Karan Sharma,48,30,6,1,160.00,Inn2,Delhi Daredevils,Sunrisers Hyderabad,lost,13648,16:00:00,25,2014,4,"Dubai International Cricket Stadium, Dubai"
125,Murali Vijay,c Steyn b Sammy,52,40,7,1,130.00,Inn2,Delhi Daredevils,Sunrisers Hyderabad,lost,13648,16:00:00,25,2014,4,"Dubai International Cricket Stadium, Dubai"
126,Kevin Pietersen,c Sammy b Steyn,16,17,1,1,94.12,Inn2,Delhi Daredevils,Sunrisers Hyderabad,lost,13648,16:00:00,25,2014,4,"Dubai International Cricket Stadium, Dubai"
127,Dinesh Karthik,c Rahul b Steyn,15,14,1,0,107.14,Inn2,Delhi Daredevils,Sunrisers Hyderabad,lost,13648,16:00:00,25,2014,4,"Dubai International Cricket Stadium, Dubai"
128,Jean-Paul Duminy,not out,20,7,1,2,285.71,Inn2,Delhi Daredevils,Sunrisers Hyderabad,lost,13648,16:00:00,25,2014,4,"Dubai International Cricket Stadium, Dubai"
129,Manoj Tiwary,not out,23,13,2,1,176.92,Inn2,Delhi Daredevils,Sunrisers Hyderabad,lost,13648,16:00:00,25,2014,4,"Dubai International Cricket Stadium, Dubai"
130,Parthiv Patel,run out (A Rahane/Samson),1,1,0,0,100.00,Inn1,Royal Challengers Bangalore,Rajasthan Royals,lost,13650,16:00:00,26,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
131,Yogesh Takawale,c Samson b Binny,0,3,0,0,0.00,Inn1,Royal Challengers Bangalore,Rajasthan Royals,lost,13650,16:00:00,26,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
132,Virat Kohli,c Southee b Tambe,21,25,3,0,84.00,Inn1,Royal Challengers Bangalore,Rajasthan Royals,lost,13650,16:00:00,26,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
133,Yuvraj Singh,c S Smith b Kane Richardson,3,7,0,0,42.86,Inn1,Royal Challengers Bangalore,Rajasthan Royals,lost,13650,16:00:00,26,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
134,AB de Villiers,b Kane Richardson,0,1,0,0,0.00,Inn1,Royal Challengers Bangalore,Rajasthan Royals,lost,13650,16:00:00,26,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
135,Sachin Rana,b Watson,3,8,0,0,37.50,Inn1,Royal Challengers Bangalore,Rajasthan Royals,lost,13650,16:00:00,26,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
136,Albie Morkel,c S Smith b Tambe,7,13,1,0,53.85,Inn1,Royal Challengers Bangalore,Rajasthan Royals,lost,13650,16:00:00,26,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
137,Mitchell Starc,c Binny b R Bhatia,18,16,2,0,112.50,Inn1,Royal Challengers Bangalore,Rajasthan Royals,lost,13650,16:00:00,26,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
