,batsman,got_out,Runs,Balls,Fours,Sixes,St.rate,Inning,Team,Opponent,Win/Lost,match_id,time,day,year,Month,Venue,ID
16,Samson,c Pathan b Mota,32,13,2,3,246.15,Inn1,Rajasthan Royals,Sunrisers Hyderabad,lost,20064,20:00:00,9,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",8271
17,Stokes,not out,116,54,8,9,214.81,Inn1,Rajasthan Royals,Sunrisers Hyderabad,lost,20064,20:00:00,9,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",6557
18,R Tripathi,lbw b Hopes,2,3,0,0,66.67,Inn1,Rajasthan Royals,Sunrisers Hyderabad,lost,20064,20:00:00,9,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",9012
19,Jos Buttler (wk),c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Rajasthan Royals,Sunrisers Hyderabad,lost,20064,20:00:00,9,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",2258
20,Gowtham,b Pathan,25,17,4,1,147.06,Inn1,Rajasthan Royals,Sunrisers Hyderabad,lost,20064,20:00:00,9,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",8925
21,Wriddhiman Saha (wk),not out,31,14,3,2,221.43,Inn2,Sunrisers Hyderabad,Rajasthan Royals,won,20064,20:00:00,9,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",1465
22,Shikhar Dhawan,b Pathan,13,10,0,1,130.00,Inn2,Sunrisers Hyderabad,Rajasthan Royals,won,20064,20:00:00,9,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",1446
23,Kane Williamson (c),c Pathan b Mota,32,13,2,3,246.15,Inn2,Sunrisers Hyderabad,Rajasthan Royals,won,20064,20:00:00,9,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",6326
24,9,not out,116,54,8,9,214.81,Inn2,Sunrisers Hyderabad,Rajasthan Royals,won,20064,20:00:00,9,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",
25,,lbw b Hopes,2,3,0,0,66.67,Inn2,Sunrisers Hyderabad,Rajasthan Royals,won,20064,20:00:00,9,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",
26,,lbw b Hopes,2,10,3,0,150.00,Inn2,Sunrisers Hyderabad,Rajasthan Royals,won,20064,20:00:00,9,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",
27,,lbw b Hopes,2,17,4,1,147.06,Inn2,Sunrisers Hyderabad,Rajasthan Royals,won,20064,20:00:00,9,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",
28,,c Sangakkara b Lee,15,3,0,0,66.67,Inn2,Sunrisers Hyderabad,Rajasthan Royals,won,20064,20:00:00,9,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",
29,,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Sunrisers Hyderabad,Rajasthan Royals,won,20064,20:00:00,9,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",
30,,c Sangakkara b Lee,15,17,4,1,147.06,Inn2,Sunrisers Hyderabad,Rajasthan Royals,won,20064,20:00:00,9,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",
31,,b Pathan,25,3,0,0,66.67,Inn2,Sunrisers Hyderabad,Rajasthan Royals,won,20064,20:00:00,9,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",
32,,b Pathan,25,10,3,0,150.00,Inn2,Sunrisers Hyderabad,Rajasthan Royals,won,20064,20:00:00,9,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",
33,,b Pathan,25,17,4,1,147.06,Inn2,Sunrisers Hyderabad,Rajasthan Royals,won,20064,20:00:00,9,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",
34,Chris Lynn,not out,31,14,3,2,221.43,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai",7752
35,Narine,b Pathan,13,10,0,1,130.00,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai",2276
36,Uthappa,c Pathan b Mota,32,13,2,3,246.15,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai",527
37,Nitish Rana,not out,116,54,8,9,214.81,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai",9204
38,Karthik (c & wk),lbw b Hopes,2,3,0,0,66.67,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai",145
39,Rinku Singh,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai",10896
40,A Russell,b Pathan,25,17,4,1,147.06,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai",7736
41,Shane Watson,not out,31,14,3,2,221.43,Inn2,Chennai Super Kings,Kolkata Knight Riders,won,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai",158
42,Ambati Rayudu,b Pathan,13,10,0,1,130.00,Inn2,Chennai Super Kings,Kolkata Knight Riders,won,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai",6311
43,Suresh Raina,c Pathan b Mota,32,13,2,3,246.15,Inn2,Chennai Super Kings,Kolkata Knight Riders,won,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai",413
44,MS Dhoni (c & wk),not out,116,54,8,9,214.81,Inn2,Chennai Super Kings,Kolkata Knight Riders,won,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai",265
45,Sam Billings,lbw b Hopes,2,3,0,0,66.67,Inn2,Chennai Super Kings,Kolkata Knight Riders,won,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai",7990
46,Ravindra Jadeja,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Chennai Super Kings,Kolkata Knight Riders,won,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai",587
47,Dwayne Bravo,b Pathan,25,17,4,1,147.06,Inn2,Chennai Super Kings,Kolkata Knight Riders,won,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai",242
48,A Rahane (c),not out,31,14,3,2,221.43,Inn1,Rajasthan Royals,Delhi Daredevils,won,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur",1447
49,D Arcy Short,b Pathan,13,10,0,1,130.00,Inn1,Rajasthan Royals,Delhi Daredevils,won,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur",11050
50,Stokes,c Pathan b Mota,32,13,2,3,246.15,Inn1,Rajasthan Royals,Delhi Daredevils,won,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur",6557
51,Samson,not out,116,54,8,9,214.81,Inn1,Rajasthan Royals,Delhi Daredevils,won,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur",8271
52,Jos Buttler (wk),lbw b Hopes,2,3,0,0,66.67,Inn1,Rajasthan Royals,Delhi Daredevils,won,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur",2258
53,R Tripathi,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Rajasthan Royals,Delhi Daredevils,won,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur",9012
54,Gowtham,b Pathan,25,17,4,1,147.06,Inn1,Rajasthan Royals,Delhi Daredevils,won,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur",8925
55,Glenn Maxwell,not out,31,14,3,2,221.43,Inn2,Delhi Daredevils,Rajasthan Royals,lost,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur",7662
56,Colin Munro,b Pathan,13,10,0,1,130.00,Inn2,Delhi Daredevils,Rajasthan Royals,lost,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur",8085
57,Rishabh Pant (wk),c Pathan b Mota,32,13,2,3,246.15,Inn2,Delhi Daredevils,Rajasthan Royals,lost,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur",10744
58,Chris Morris,not out,116,54,8,9,214.81,Inn2,Delhi Daredevils,Rajasthan Royals,lost,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur",8333
59,Vijay Shankar,lbw b Hopes,2,3,0,0,66.67,Inn2,Delhi Daredevils,Rajasthan Royals,lost,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur",8204
60,Shreyas Iyer,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Delhi Daredevils,Rajasthan Royals,lost,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur",9428
61,3,b Pathan,25,17,4,1,147.06,Inn2,Delhi Daredevils,Rajasthan Royals,lost,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur",
62,Rohit (c),not out,31,14,3,2,221.43,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",576
63,Lewis,b Pathan,13,10,0,1,130.00,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",8579
64,Ishan Kishan (wk),c Pathan b Mota,32,13,2,3,246.15,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",10276
65,Suryakumar Yadav,not out,116,54,8,9,214.81,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",7915
66,Krunal Pandya,lbw b Hopes,2,3,0,0,66.67,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",11311
67,Pollard,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",657
68,Cutting,b Pathan,25,17,4,1,147.06,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",8118
69,Wriddhiman Saha (wk),not out,31,14,3,2,221.43,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",1465
70,Shikhar Dhawan,b Pathan,13,10,0,1,130.00,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",1446
71,Kane Williamson (c),c Pathan b Mota,32,13,2,3,246.15,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",6326
72,Manish Pandey,not out,116,54,8,9,214.81,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",1836
73,Shakib Al Hasan,lbw b Hopes,2,3,0,0,66.67,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",544
74,Deepak Hooda,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",9427
75,Yusuf Pathan,b Pathan,25,17,4,1,147.06,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad",790
76,Rahul (wk),not out,31,14,3,2,221.43,Inn1,Kings XI Punjab,Royal Challengers Bangalore,lost,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru",8733
77,Mayank Agarwal,b Pathan,13,10,0,1,130.00,Inn1,Kings XI Punjab,Royal Challengers Bangalore,lost,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru",2195
78,Finch,c Pathan b Mota,32,13,2,3,246.15,Inn1,Kings XI Punjab,Royal Challengers Bangalore,lost,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru",1643
79,Yuvraj,not out,116,54,8,9,214.81,Inn1,Kings XI Punjab,Royal Challengers Bangalore,lost,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru",69
80,Nair,lbw b Hopes,2,3,0,0,66.67,Inn1,Kings XI Punjab,Royal Challengers Bangalore,lost,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru",8257
81,Stoinis,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Kings XI Punjab,Royal Challengers Bangalore,lost,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru",8989
82,Axar,b Pathan,25,17,4,1,147.06,Inn1,Kings XI Punjab,Royal Challengers Bangalore,lost,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru",8808
83,Quinton de Kock (wk),not out,31,14,3,2,221.43,Inn2,Royal Challengers Bangalore,Kings XI Punjab,won,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru",8520
84,Brendon McCullum,b Pathan,13,10,0,1,130.00,Inn2,Royal Challengers Bangalore,Kings XI Punjab,won,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru",201
85,Virat Kohli (c),c Pathan b Mota,32,13,2,3,246.15,Inn2,Royal Challengers Bangalore,Kings XI Punjab,won,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru",1413
86,AB de Villiers,not out,116,54,8,9,214.81,Inn2,Royal Challengers Bangalore,Kings XI Punjab,won,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru",370
87,Sarfaraz Khan,lbw b Hopes,2,3,0,0,66.67,Inn2,Royal Challengers Bangalore,Kings XI Punjab,won,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru",9429
88,Mandeep Singh,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Royal Challengers Bangalore,Kings XI Punjab,won,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru",6319
89,Chris Woakes,b Pathan,25,17,4,1,147.06,Inn2,Royal Challengers Bangalore,Kings XI Punjab,won,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru",6670
90,Suryakumar Yadav,not out,31,14,3,2,221.43,Inn1,Mumbai Indians,Delhi Daredevils,lost,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai",7915
91,Lewis,b Pathan,13,10,0,1,130.00,Inn1,Mumbai Indians,Delhi Daredevils,lost,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai",8579
92,Ishan Kishan (wk),c Pathan b Mota,32,13,2,3,246.15,Inn1,Mumbai Indians,Delhi Daredevils,lost,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai",10276
93,Rohit (c),not out,116,54,8,9,214.81,Inn1,Mumbai Indians,Delhi Daredevils,lost,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai",576
94,Pollard,lbw b Hopes,2,3,0,0,66.67,Inn1,Mumbai Indians,Delhi Daredevils,lost,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai",657
95,Krunal Pandya,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Mumbai Indians,Delhi Daredevils,lost,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai",11311
96,Hardik Pandya,b Pathan,25,17,4,1,147.06,Inn1,Mumbai Indians,Delhi Daredevils,lost,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai",9647
97,Jason Roy,not out,31,14,3,2,221.43,Inn2,Delhi Daredevils,Mumbai Indians,won,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai",6534
98,Gautam Gambhir (c),b Pathan,13,10,0,1,130.00,Inn2,Delhi Daredevils,Mumbai Indians,won,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai",308
99,Rishabh Pant (wk),c Pathan b Mota,32,13,2,3,246.15,Inn2,Delhi Daredevils,Mumbai Indians,won,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai",10744
100,Glenn Maxwell,not out,116,54,8,9,214.81,Inn2,Delhi Daredevils,Mumbai Indians,won,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai",7662
101,Shreyas Iyer,lbw b Hopes,2,3,0,0,66.67,Inn2,Delhi Daredevils,Mumbai Indians,won,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai",9428
102,2,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Delhi Daredevils,Mumbai Indians,won,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai",
103,,b Pathan,25,17,4,1,147.06,Inn2,Delhi Daredevils,Mumbai Indians,won,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai",
104,A Rahane (c),not out,31,14,3,2,221.43,Inn1,Rajasthan Royals,Royal Challengers Bangalore,won,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru",1447
105,D Arcy Short,b Pathan,13,10,0,1,130.00,Inn1,Rajasthan Royals,Royal Challengers Bangalore,won,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru",11050
106,Samson,c Pathan b Mota,32,13,2,3,246.15,Inn1,Rajasthan Royals,Royal Challengers Bangalore,won,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru",8271
107,Stokes,not out,116,54,8,9,214.81,Inn1,Rajasthan Royals,Royal Challengers Bangalore,won,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru",6557
108,Jos Buttler (wk),lbw b Hopes,2,3,0,0,66.67,Inn1,Rajasthan Royals,Royal Challengers Bangalore,won,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru",2258
109,R Tripathi,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Rajasthan Royals,Royal Challengers Bangalore,won,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru",9012
110,14,b Pathan,25,17,4,1,147.06,Inn1,Rajasthan Royals,Royal Challengers Bangalore,won,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru",
111,Brendon McCullum,not out,31,14,3,2,221.43,Inn2,Royal Challengers Bangalore,Rajasthan Royals,lost,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru",201
112,Quinton de Kock (wk),b Pathan,13,10,0,1,130.00,Inn2,Royal Challengers Bangalore,Rajasthan Royals,lost,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru",8520
113,Virat Kohli (c),c Pathan b Mota,32,13,2,3,246.15,Inn2,Royal Challengers Bangalore,Rajasthan Royals,lost,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru",1413
114,AB de Villiers,not out,116,54,8,9,214.81,Inn2,Royal Challengers Bangalore,Rajasthan Royals,lost,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru",370
115,Mandeep Singh,lbw b Hopes,2,3,0,0,66.67,Inn2,Royal Challengers Bangalore,Rajasthan Royals,lost,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru",6319
116,Pawan Negi,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Royal Challengers Bangalore,Rajasthan Royals,lost,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru",8281
117,Washington Sundar,b Pathan,25,17,4,1,147.06,Inn2,Royal Challengers Bangalore,Rajasthan Royals,lost,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru",10945
118,Chris Lynn,not out,31,14,3,2,221.43,Inn1,Kolkata Knight Riders,Delhi Daredevils,won,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata",7752
119,Narine,b Pathan,13,10,0,1,130.00,Inn1,Kolkata Knight Riders,Delhi Daredevils,won,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata",2276
120,Uthappa,c Pathan b Mota,32,13,2,3,246.15,Inn1,Kolkata Knight Riders,Delhi Daredevils,won,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata",527
121,Nitish Rana,not out,116,54,8,9,214.81,Inn1,Kolkata Knight Riders,Delhi Daredevils,won,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata",9204
122,Karthik (c & wk),lbw b Hopes,2,3,0,0,66.67,Inn1,Kolkata Knight Riders,Delhi Daredevils,won,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata",145
123,A Russell,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Kolkata Knight Riders,Delhi Daredevils,won,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata",7736
124,Shubman Gill,b Pathan,25,17,4,1,147.06,Inn1,Kolkata Knight Riders,Delhi Daredevils,won,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata",11808
125,Gautam Gambhir (c),not out,31,14,3,2,221.43,Inn2,Delhi Daredevils,Kolkata Knight Riders,lost,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata",308
126,Jason Roy,b Pathan,13,10,0,1,130.00,Inn2,Delhi Daredevils,Kolkata Knight Riders,lost,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata",6534
127,Shreyas Iyer,c Pathan b Mota,32,13,2,3,246.15,Inn2,Delhi Daredevils,Kolkata Knight Riders,lost,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata",9428
128,Rishabh Pant (wk),not out,116,54,8,9,214.81,Inn2,Delhi Daredevils,Kolkata Knight Riders,lost,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata",10744
129,Glenn Maxwell,lbw b Hopes,2,3,0,0,66.67,Inn2,Delhi Daredevils,Kolkata Knight Riders,lost,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata",7662
130,Rahul Tewatia,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Delhi Daredevils,Kolkata Knight Riders,lost,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata",9693
131,Vijay Shankar,b Pathan,25,17,4,1,147.06,Inn2,Delhi Daredevils,Kolkata Knight Riders,lost,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata",8204
132,Suryakumar Yadav,not out,31,14,3,2,221.43,Inn1,Mumbai Indians,Royal Challengers Bangalore,won,20074,20:00:00,17,2018,4,"Wankhede Stadium, Mumbai",7915
133,Lewis,b Pathan,13,10,0,1,130.00,Inn1,Mumbai Indians,Royal Challengers Bangalore,won,20074,20:00:00,17,2018,4,"Wankhede Stadium, Mumbai",8579
134,Ishan Kishan (wk),c Pathan b Mota,32,13,2,3,246.15,Inn1,Mumbai Indians,Royal Challengers Bangalore,won,20074,20:00:00,17,2018,4,"Wankhede Stadium, Mumbai",10276
135,Rohit (c),not out,116,54,8,9,214.81,Inn1,Mumbai Indians,Royal Challengers Bangalore,won,20074,20:00:00,17,2018,4,"Wankhede Stadium, Mumbai",576
136,Krunal Pandya,lbw b Hopes,2,3,0,0,66.67,Inn1,Mumbai Indians,Royal Challengers Bangalore,won,20074,20:00:00,17,2018,4,"Wankhede Stadium, Mumbai",11311
137,Pollard,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Mumbai Indians,Royal Challengers Bangalore,won,20074,20:00:00,17,2018,4,"Wankhede Stadium, Mumbai",657
138,Hardik Pandya,b Pathan,25,17,4,1,147.06,Inn1,Mumbai Indians,Royal Challengers Bangalore,won,20074,20:00:00,17,2018,4,"Wankhede Stadium, Mumbai",9647
139,Virat Kohli (c),not out,31,14,3,2,221.43,Inn2,Royal Challengers Bangalore,Mumbai Indians,lost,20074,20:00:00,17,2018,4,"Wankhede Stadium, Mumbai",1413
140,Quinton de Kock (wk),b Pathan,13,10,0,1,130.00,Inn2,Royal Challengers Bangalore,Mumbai Indians,lost,20074,20:00:00,17,2018,4,"Wankhede Stadium, Mumbai",8520
