,bowler,ID,overs,maidens,runs,wickets,no_balls,wides,economy,team,opponent,Inning,Win/Lost,match_id,time,day,year,Month,Venue
30,Zaheer Khan,71,4,0,36,1,0,1,9.00,Royal Challengers Bangalore,Delhi Daredevils,Inn2,won,11185,16:00:00,7,2012,4,"M.Chinnaswamy Stadium, Bengaluru"
31,Vinay Kumar,1449,4,0,25,0,0,0,6.25,Royal Challengers Bangalore,Delhi Daredevils,Inn2,won,11185,16:00:00,7,2012,4,"M.Chinnaswamy Stadium, Bengaluru"
32,Andrew McDonald,1645,2,0,11,1,0,0,5.50,Royal Challengers Bangalore,Delhi Daredevils,Inn2,won,11185,16:00:00,7,2012,4,"M.Chinnaswamy Stadium, Bengaluru"
33,Daniel Vettori,205,4,0,28,1,0,1,7.00,Royal Challengers Bangalore,Delhi Daredevils,Inn2,won,11185,16:00:00,7,2012,4,"M.Chinnaswamy Stadium, Bengaluru"
34,Muttiah Muralitharan,110,4,0,25,3,0,0,6.25,Royal Challengers Bangalore,Delhi Daredevils,Inn2,won,11185,16:00:00,7,2012,4,"M.Chinnaswamy Stadium, Bengaluru"
35,Harshal Patel,8175,2,0,10,0,0,0,5.00,Royal Challengers Bangalore,Delhi Daredevils,Inn2,won,11185,16:00:00,7,2012,4,"M.Chinnaswamy Stadium, Bengaluru"
36,Brett Lee,42,4,0,29,2,1,0,7.25,Kolkata Knight Riders,Rajasthan Royals,Inn1,lost,11187,16:00:00,8,2012,4,"Sawai Mansingh Stadium, Jaipur"
37,Jacques Kallis,213,4,0,35,0,0,1,8.75,Kolkata Knight Riders,Rajasthan Royals,Inn1,lost,11187,16:00:00,8,2012,4,"Sawai Mansingh Stadium, Jaipur"
38,Sunil Narine,2276,4,0,29,0,0,0,7.25,Kolkata Knight Riders,Rajasthan Royals,Inn1,lost,11187,16:00:00,8,2012,4,"Sawai Mansingh Stadium, Jaipur"
39,Iqbal Abdulla,1830,2,0,16,0,0,0,8.00,Kolkata Knight Riders,Rajasthan Royals,Inn1,lost,11187,16:00:00,8,2012,4,"Sawai Mansingh Stadium, Jaipur"
40,Rajat Bhatia,1468,4,0,27,1,0,0,6.75,Kolkata Knight Riders,Rajasthan Royals,Inn1,lost,11187,16:00:00,8,2012,4,"Sawai Mansingh Stadium, Jaipur"
41,Yusuf Pathan,790,2,0,28,0,0,1,14.00,Kolkata Knight Riders,Rajasthan Royals,Inn1,lost,11187,16:00:00,8,2012,4,"Sawai Mansingh Stadium, Jaipur"
42,Ankeet Chavan,1696,4,0,23,2,0,1,5.75,Rajasthan Royals,Kolkata Knight Riders,Inn2,won,11187,16:00:00,8,2012,4,"Sawai Mansingh Stadium, Jaipur"
43,Amit Singh,1861,4,0,30,2,0,0,7.50,Rajasthan Royals,Kolkata Knight Riders,Inn2,won,11187,16:00:00,8,2012,4,"Sawai Mansingh Stadium, Jaipur"
44,Kevon Cooper,1611,4,0,28,3,0,2,7.00,Rajasthan Royals,Kolkata Knight Riders,Inn2,won,11187,16:00:00,8,2012,4,"Sawai Mansingh Stadium, Jaipur"
45,Siddharth Trivedi,1594,4,1,25,2,0,0,6.25,Rajasthan Royals,Kolkata Knight Riders,Inn2,won,11187,16:00:00,8,2012,4,"Sawai Mansingh Stadium, Jaipur"
46,Johan Botha,487,4,0,34,1,0,2,8.50,Rajasthan Royals,Kolkata Knight Riders,Inn2,won,11187,16:00:00,8,2012,4,"Sawai Mansingh Stadium, Jaipur"
47,Harbhajan Singh,75,4,0,18,0,0,0,4.50,Mumbai Indians,Deccan Chargers,Inn1,won,11189,20:00:00,9,2012,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam"
48,Munaf Patel,522,4,0,20,4,0,0,5.00,Mumbai Indians,Deccan Chargers,Inn1,won,11189,20:00:00,9,2012,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam"
49,Lasith Malinga,111,4,0,27,3,0,0,6.75,Mumbai Indians,Deccan Chargers,Inn1,won,11189,20:00:00,9,2012,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam"
50,Pragyan Ojha,1356,4,0,39,0,0,1,9.75,Mumbai Indians,Deccan Chargers,Inn1,won,11189,20:00:00,9,2012,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam"
51,Kieron Pollard,657,4,0,33,2,0,2,8.25,Mumbai Indians,Deccan Chargers,Inn1,won,11189,20:00:00,9,2012,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam"
52,Ankit Sharma,7810,4,0,18,0,0,0,4.50,Deccan Chargers,Mumbai Indians,Inn2,lost,11189,20:00:00,9,2012,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam"
53,Dale Steyn,508,4,1,12,3,0,0,3.00,Deccan Chargers,Mumbai Indians,Inn2,lost,11189,20:00:00,9,2012,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam"
54,Daniel Christian,6283,4,0,49,1,0,0,12.25,Deccan Chargers,Mumbai Indians,Inn2,lost,11189,20:00:00,9,2012,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam"
55,Anand Rajan,7808,2,0,9,0,0,0,4.50,Deccan Chargers,Mumbai Indians,Inn2,lost,11189,20:00:00,9,2012,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam"
56,Amit Mishra,1454,4,0,31,1,0,0,7.75,Deccan Chargers,Mumbai Indians,Inn2,lost,11189,20:00:00,9,2012,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam"
57,Cameron White,282,2,0,19,0,0,0,9.50,Deccan Chargers,Mumbai Indians,Inn2,lost,11189,20:00:00,9,2012,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam"
58,Zaheer Khan,71,4,0,31,2,0,0,7.75,Royal Challengers Bangalore,Kolkata Knight Riders,Inn1,lost,11190,16:00:00,10,2012,4,"M.Chinnaswamy Stadium, Bengaluru"
59,Vinay Kumar,1449,4,0,18,2,0,0,4.50,Royal Challengers Bangalore,Kolkata Knight Riders,Inn1,lost,11190,16:00:00,10,2012,4,"M.Chinnaswamy Stadium, Bengaluru"
60,Harshal Patel,8175,4,0,46,1,0,0,11.50,Royal Challengers Bangalore,Kolkata Knight Riders,Inn1,lost,11190,16:00:00,10,2012,4,"M.Chinnaswamy Stadium, Bengaluru"
61,Muttiah Muralitharan,110,4,0,31,2,0,2,7.75,Royal Challengers Bangalore,Kolkata Knight Riders,Inn1,lost,11190,16:00:00,10,2012,4,"M.Chinnaswamy Stadium, Bengaluru"
62,Daniel Vettori,205,3,0,22,1,0,0,7.33,Royal Challengers Bangalore,Kolkata Knight Riders,Inn1,lost,11190,16:00:00,10,2012,4,"M.Chinnaswamy Stadium, Bengaluru"
63,Virat Kohli,1413,1,0,13,0,0,0,13.00,Royal Challengers Bangalore,Kolkata Knight Riders,Inn1,lost,11190,16:00:00,10,2012,4,"M.Chinnaswamy Stadium, Bengaluru"
64,Brett Lee,42,4,0,21,0,0,0,5.25,Kolkata Knight Riders,Royal Challengers Bangalore,Inn2,won,11190,16:00:00,10,2012,4,"M.Chinnaswamy Stadium, Bengaluru"
65,Jacques Kallis,213,2,0,7,2,0,0,3.50,Kolkata Knight Riders,Royal Challengers Bangalore,Inn2,won,11190,16:00:00,10,2012,4,"M.Chinnaswamy Stadium, Bengaluru"
66,Lakshmipathy Balaji,96,4,1,18,4,0,1,4.50,Kolkata Knight Riders,Royal Challengers Bangalore,Inn2,won,11190,16:00:00,10,2012,4,"M.Chinnaswamy Stadium, Bengaluru"
67,Rajat Bhatia,1468,4,0,30,0,0,0,7.50,Kolkata Knight Riders,Royal Challengers Bangalore,Inn2,won,11190,16:00:00,10,2012,4,"M.Chinnaswamy Stadium, Bengaluru"
68,Ryan ten Doeschate,640,3,0,24,1,0,3,8.00,Kolkata Knight Riders,Royal Challengers Bangalore,Inn2,won,11190,16:00:00,10,2012,4,"M.Chinnaswamy Stadium, Bengaluru"
69,Shakib Al Hasan,544,3,0,21,2,0,3,7.00,Kolkata Knight Riders,Royal Challengers Bangalore,Inn2,won,11190,16:00:00,10,2012,4,"M.Chinnaswamy Stadium, Bengaluru"
70,Ankeet Chavan,1696,4,0,41,1,0,0,10.25,Rajasthan Royals,Mumbai Indians,Inn1,lost,11192,20:00:00,11,2012,4,"Wankhede Stadium, Mumbai"
71,Amit Singh,1861,4,0,29,2,0,0,7.25,Rajasthan Royals,Mumbai Indians,Inn1,lost,11192,20:00:00,11,2012,4,"Wankhede Stadium, Mumbai"
72,Kevon Cooper,1611,4,0,43,1,0,0,10.75,Rajasthan Royals,Mumbai Indians,Inn1,lost,11192,20:00:00,11,2012,4,"Wankhede Stadium, Mumbai"
73,Brad Hogg,140,4,0,31,2,0,0,7.75,Rajasthan Royals,Mumbai Indians,Inn1,lost,11192,20:00:00,11,2012,4,"Wankhede Stadium, Mumbai"
74,Siddharth Trivedi,1594,3,0,25,0,0,0,8.33,Rajasthan Royals,Mumbai Indians,Inn1,lost,11192,20:00:00,11,2012,4,"Wankhede Stadium, Mumbai"
75,Johan Botha,487,1,0,22,0,0,0,22.00,Rajasthan Royals,Mumbai Indians,Inn1,lost,11192,20:00:00,11,2012,4,"Wankhede Stadium, Mumbai"
76,Lasith Malinga,111,4,0,13,2,0,0,3.25,Mumbai Indians,Rajasthan Royals,Inn2,won,11192,20:00:00,11,2012,4,"Wankhede Stadium, Mumbai"
77,Munaf Patel,522,3.4,0,28,4,0,0,8.24,Mumbai Indians,Rajasthan Royals,Inn2,won,11192,20:00:00,11,2012,4,"Wankhede Stadium, Mumbai"
78,James Franklin,419,2,0,22,0,0,1,11.00,Mumbai Indians,Rajasthan Royals,Inn2,won,11192,20:00:00,11,2012,4,"Wankhede Stadium, Mumbai"
79,Pragyan Ojha,1356,2,0,19,0,0,0,9.50,Mumbai Indians,Rajasthan Royals,Inn2,won,11192,20:00:00,11,2012,4,"Wankhede Stadium, Mumbai"
80,Harbhajan Singh,75,4,0,43,0,0,0,10.75,Mumbai Indians,Rajasthan Royals,Inn2,won,11192,20:00:00,11,2012,4,"Wankhede Stadium, Mumbai"
81,Kieron Pollard,657,4,0,44,4,1,1,11.00,Mumbai Indians,Rajasthan Royals,Inn2,won,11192,20:00:00,11,2012,4,"Wankhede Stadium, Mumbai"
82,Ravichandran Ashwin,1593,4,0,46,0,0,0,11.50,Chennai Super Kings,Royal Challengers Bangalore,Inn1,won,11193,16:00:00,12,2012,4,"MA Chidambaram Stadium, Chennai"
83,Doug Bollinger,559,3,0,24,3,0,1,8.00,Chennai Super Kings,Royal Challengers Bangalore,Inn1,won,11193,16:00:00,12,2012,4,"MA Chidambaram Stadium, Chennai"
84,Albie Morkel,484,4,0,37,2,0,4,9.25,Chennai Super Kings,Royal Challengers Bangalore,Inn1,won,11193,16:00:00,12,2012,4,"MA Chidambaram Stadium, Chennai"
85,Dwayne Bravo,242,4,0,30,0,0,1,7.50,Chennai Super Kings,Royal Challengers Bangalore,Inn1,won,11193,16:00:00,12,2012,4,"MA Chidambaram Stadium, Chennai"
86,Suresh Raina,413,1,0,21,0,0,1,21.00,Chennai Super Kings,Royal Challengers Bangalore,Inn1,won,11193,16:00:00,12,2012,4,"MA Chidambaram Stadium, Chennai"
87,Shadab Jakati,1812,2,0,27,0,0,1,13.50,Chennai Super Kings,Royal Challengers Bangalore,Inn1,won,11193,16:00:00,12,2012,4,"MA Chidambaram Stadium, Chennai"
88,Ravindra Jadeja,587,2,0,18,2,0,2,9.00,Chennai Super Kings,Royal Challengers Bangalore,Inn1,won,11193,16:00:00,12,2012,4,"MA Chidambaram Stadium, Chennai"
89,Daniel Vettori,205,4,0,30,0,0,0,7.50,Royal Challengers Bangalore,Chennai Super Kings,Inn2,lost,11193,16:00:00,12,2012,4,"MA Chidambaram Stadium, Chennai"
90,Zaheer Khan,71,4,0,32,1,0,1,8.00,Royal Challengers Bangalore,Chennai Super Kings,Inn2,lost,11193,16:00:00,12,2012,4,"MA Chidambaram Stadium, Chennai"
91,Vinay Kumar,1449,4,0,53,1,2,1,13.25,Royal Challengers Bangalore,Chennai Super Kings,Inn2,lost,11193,16:00:00,12,2012,4,"MA Chidambaram Stadium, Chennai"
92,Raju Bhatkal,1853,2,0,35,0,0,0,17.50,Royal Challengers Bangalore,Chennai Super Kings,Inn2,lost,11193,16:00:00,12,2012,4,"MA Chidambaram Stadium, Chennai"
93,Muttiah Muralitharan,110,4,0,21,3,0,0,5.25,Royal Challengers Bangalore,Chennai Super Kings,Inn2,lost,11193,16:00:00,12,2012,4,"MA Chidambaram Stadium, Chennai"
94,Virat Kohli,1413,2,0,36,0,0,0,18.00,Royal Challengers Bangalore,Chennai Super Kings,Inn2,lost,11193,16:00:00,12,2012,4,"MA Chidambaram Stadium, Chennai"
95,Lakshmipathy Balaji,96,4,0,27,0,0,3,6.75,Kolkata Knight Riders,Rajasthan Royals,Inn1,won,11195,20:00:00,13,2012,4,"Eden Gardens, Kolkata"
96,Jacques Kallis,213,3,0,26,0,0,0,8.67,Kolkata Knight Riders,Rajasthan Royals,Inn1,won,11195,20:00:00,13,2012,4,"Eden Gardens, Kolkata"
97,Sunil Narine,2276,4,0,22,1,0,0,5.50,Kolkata Knight Riders,Rajasthan Royals,Inn1,won,11195,20:00:00,13,2012,4,"Eden Gardens, Kolkata"
98,Shakib Al Hasan,544,4,0,17,3,0,0,4.25,Kolkata Knight Riders,Rajasthan Royals,Inn1,won,11195,20:00:00,13,2012,4,"Eden Gardens, Kolkata"
99,Yusuf Pathan,790,3,0,19,0,0,1,6.33,Kolkata Knight Riders,Rajasthan Royals,Inn1,won,11195,20:00:00,13,2012,4,"Eden Gardens, Kolkata"
100,Rajat Bhatia,1468,2,0,19,0,0,1,9.50,Kolkata Knight Riders,Rajasthan Royals,Inn1,won,11195,20:00:00,13,2012,4,"Eden Gardens, Kolkata"
101,Johan Botha,487,4,0,22,1,0,1,5.50,Rajasthan Royals,Kolkata Knight Riders,Inn2,lost,11195,20:00:00,13,2012,4,"Eden Gardens, Kolkata"
102,Amit Singh,1861,4,0,29,1,0,0,7.25,Rajasthan Royals,Kolkata Knight Riders,Inn2,lost,11195,20:00:00,13,2012,4,"Eden Gardens, Kolkata"
103,Ankeet Chavan,1696,3.2,0,32,0,0,2,10.00,Rajasthan Royals,Kolkata Knight Riders,Inn2,lost,11195,20:00:00,13,2012,4,"Eden Gardens, Kolkata"
104,Brad Hogg,140,4,0,20,1,0,1,5.00,Rajasthan Royals,Kolkata Knight Riders,Inn2,lost,11195,20:00:00,13,2012,4,"Eden Gardens, Kolkata"
105,Siddharth Trivedi,1594,3,0,25,0,0,1,8.33,Rajasthan Royals,Kolkata Knight Riders,Inn2,lost,11195,20:00:00,13,2012,4,"Eden Gardens, Kolkata"
106,Ashok Menaria,7846,1,0,3,1,0,0,3.00,Rajasthan Royals,Kolkata Knight Riders,Inn2,lost,11195,20:00:00,13,2012,4,"Eden Gardens, Kolkata"
107,Murali Kartik,300,3,0,18,0,0,0,6.00,Pune Warriors,Chennai Super Kings,Inn1,won,11197,20:00:00,14,2012,4,"Maharashtra Cricket Association Stadium, Pune"
108,Ashok Dinda,1467,4,0,30,1,2,0,7.50,Pune Warriors,Chennai Super Kings,Inn1,won,11197,20:00:00,14,2012,4,"Maharashtra Cricket Association Stadium, Pune"
109,Ashish Nehra,269,4,0,43,1,0,1,10.75,Pune Warriors,Chennai Super Kings,Inn1,won,11197,20:00:00,14,2012,4,"Maharashtra Cricket Association Stadium, Pune"
110,Rahul Sharma,6304,3,0,16,2,0,0,5.33,Pune Warriors,Chennai Super Kings,Inn1,won,11197,20:00:00,14,2012,4,"Maharashtra Cricket Association Stadium, Pune"
111,Marlon Samuels,356,4,0,29,0,0,1,7.25,Pune Warriors,Chennai Super Kings,Inn1,won,11197,20:00:00,14,2012,4,"Maharashtra Cricket Association Stadium, Pune"
112,Angelo Mathews,1629,2,0,18,1,0,0,9.00,Pune Warriors,Chennai Super Kings,Inn1,won,11197,20:00:00,14,2012,4,"Maharashtra Cricket Association Stadium, Pune"
113,Nuwan Kulasekara,507,4,0,38,0,0,1,9.50,Chennai Super Kings,Pune Warriors,Inn2,lost,11197,20:00:00,14,2012,4,"Maharashtra Cricket Association Stadium, Pune"
114,Albie Morkel,484,2,0,22,0,0,1,11.00,Chennai Super Kings,Pune Warriors,Inn2,lost,11197,20:00:00,14,2012,4,"Maharashtra Cricket Association Stadium, Pune"
115,Ravichandran Ashwin,1593,4,0,19,0,0,0,4.75,Chennai Super Kings,Pune Warriors,Inn2,lost,11197,20:00:00,14,2012,4,"Maharashtra Cricket Association Stadium, Pune"
116,Dwayne Bravo,242,3,0,31,0,0,1,10.33,Chennai Super Kings,Pune Warriors,Inn2,lost,11197,20:00:00,14,2012,4,"Maharashtra Cricket Association Stadium, Pune"
117,Suresh Raina,413,4,0,22,0,0,0,5.50,Chennai Super Kings,Pune Warriors,Inn2,lost,11197,20:00:00,14,2012,4,"Maharashtra Cricket Association Stadium, Pune"
118,Yo Mahesh,1719,2.2,0,22,1,0,0,10.00,Chennai Super Kings,Pune Warriors,Inn2,lost,11197,20:00:00,14,2012,4,"Maharashtra Cricket Association Stadium, Pune"
119,Yusuf Pathan,790,1,0,7,0,0,0,7.00,Kolkata Knight Riders,Kings XI Punjab,Inn1,lost,11198,16:00:00,15,2012,4,"Eden Gardens, Kolkata"
120,Jacques Kallis,213,4,0,30,0,0,0,7.50,Kolkata Knight Riders,Kings XI Punjab,Inn1,lost,11198,16:00:00,15,2012,4,"Eden Gardens, Kolkata"
121,Sunil Narine,2276,4,0,19,5,0,1,4.75,Kolkata Knight Riders,Kings XI Punjab,Inn1,lost,11198,16:00:00,15,2012,4,"Eden Gardens, Kolkata"
122,Shakib Al Hasan,544,4,0,26,1,0,0,6.50,Kolkata Knight Riders,Kings XI Punjab,Inn1,lost,11198,16:00:00,15,2012,4,"Eden Gardens, Kolkata"
123,Jaydev Unadkat,6327,3,0,32,0,0,0,10.67,Kolkata Knight Riders,Kings XI Punjab,Inn1,lost,11198,16:00:00,15,2012,4,"Eden Gardens, Kolkata"
124,Rajat Bhatia,1468,4,0,14,2,0,0,3.50,Kolkata Knight Riders,Kings XI Punjab,Inn1,lost,11198,16:00:00,15,2012,4,"Eden Gardens, Kolkata"
125,Praveen Kumar,592,4,0,22,0,0,2,5.50,Kings XI Punjab,Kolkata Knight Riders,Inn2,won,11198,16:00:00,15,2012,4,"Eden Gardens, Kolkata"
126,Bhargav Bhatt,7827,4,0,24,2,0,0,6.00,Kings XI Punjab,Kolkata Knight Riders,Inn2,won,11198,16:00:00,15,2012,4,"Eden Gardens, Kolkata"
127,Dimitri Mascarenhas,741,4,0,34,1,0,0,8.50,Kings XI Punjab,Kolkata Knight Riders,Inn2,won,11198,16:00:00,15,2012,4,"Eden Gardens, Kolkata"
128,Harmeet Singh Bansal,1899,4,0,27,1,0,0,6.75,Kings XI Punjab,Kolkata Knight Riders,Inn2,won,11198,16:00:00,15,2012,4,"Eden Gardens, Kolkata"
129,Piyush Chawla,466,4,0,18,3,0,0,4.50,Kings XI Punjab,Kolkata Knight Riders,Inn2,won,11198,16:00:00,15,2012,4,"Eden Gardens, Kolkata"
130,Irfan Pathan,73,4,1,12,1,0,0,3.00,Delhi Daredevils,Mumbai Indians,Inn1,won,11200,20:00:00,16,2012,4,"Wankhede Stadium, Mumbai"
131,Shahbaz Nadeem,7906,4,0,16,2,0,1,4.00,Delhi Daredevils,Mumbai Indians,Inn1,won,11200,20:00:00,16,2012,4,"Wankhede Stadium, Mumbai"
132,Morne Morkel,608,4,1,22,2,0,1,5.50,Delhi Daredevils,Mumbai Indians,Inn1,won,11200,20:00:00,16,2012,4,"Wankhede Stadium, Mumbai"
133,Ajit Agarkar,146,3.2,0,27,2,0,1,8.44,Delhi Daredevils,Mumbai Indians,Inn1,won,11200,20:00:00,16,2012,4,"Wankhede Stadium, Mumbai"
134,Umesh Yadav,1858,4,0,11,2,2,0,2.75,Delhi Daredevils,Mumbai Indians,Inn1,won,11200,20:00:00,16,2012,4,"Wankhede Stadium, Mumbai"
135,Munaf Patel,522,3,1,15,0,0,0,5.00,Mumbai Indians,Delhi Daredevils,Inn2,lost,11200,20:00:00,16,2012,4,"Wankhede Stadium, Mumbai"
136,RP Singh,434,4,0,24,2,0,3,6.00,Mumbai Indians,Delhi Daredevils,Inn2,lost,11200,20:00:00,16,2012,4,"Wankhede Stadium, Mumbai"
137,Clint McKay,1646,3,0,24,0,0,0,8.00,Mumbai Indians,Delhi Daredevils,Inn2,lost,11200,20:00:00,16,2012,4,"Wankhede Stadium, Mumbai"
138,Pragyan Ojha,1356,4,0,19,1,0,0,4.75,Mumbai Indians,Delhi Daredevils,Inn2,lost,11200,20:00:00,16,2012,4,"Wankhede Stadium, Mumbai"
139,Kieron Pollard,657,0.5,0,6,0,0,3,12.00,Mumbai Indians,Delhi Daredevils,Inn2,lost,11200,20:00:00,16,2012,4,"Wankhede Stadium, Mumbai"
140,Pankaj Singh,6328,3,0,37,0,0,0,12.33,Rajasthan Royals,Deccan Chargers,Inn1,won,11201,16:00:00,17,2012,4,"Sawai Mansingh Stadium, Jaipur"
141,Amit Singh,1861,4,0,55,0,0,4,13.75,Rajasthan Royals,Deccan Chargers,Inn1,won,11201,16:00:00,17,2012,4,"Sawai Mansingh Stadium, Jaipur"
142,Johan Botha,487,4,0,29,0,0,0,7.25,Rajasthan Royals,Deccan Chargers,Inn1,won,11201,16:00:00,17,2012,4,"Sawai Mansingh Stadium, Jaipur"
143,Siddharth Trivedi,1594,4,0,27,1,0,1,6.75,Rajasthan Royals,Deccan Chargers,Inn1,won,11201,16:00:00,17,2012,4,"Sawai Mansingh Stadium, Jaipur"
