,batsman,got_out,Runs,Balls,Fours,Sixes,St.rate,Inning,Team,Opponent,Win/Lost,match_id,time,day,year,Month,Venue,ID
17,Karun Nair,not out,116,54,8,9,214.81,Inn1,Rajasthan Royals,Kings XI Punjab,won,14596,20:00:00,10,2015,4,"Maharashtra Cricket Association Stadium, Pune",8257
18,Stuart Binny,lbw b Hopes,2,3,0,0,66.67,Inn1,Rajasthan Royals,Kings XI Punjab,won,14596,20:00:00,10,2015,4,"Maharashtra Cricket Association Stadium, Pune",1530
19,Deepak Hooda,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Rajasthan Royals,Kings XI Punjab,won,14596,20:00:00,10,2015,4,"Maharashtra Cricket Association Stadium, Pune",9427
20,James Faulkner,b Pathan,25,17,4,1,147.06,Inn1,Rajasthan Royals,Kings XI Punjab,won,14596,20:00:00,10,2015,4,"Maharashtra Cricket Association Stadium, Pune",7789
21,Virender Sehwag,not out,31,14,3,2,221.43,Inn2,Kings XI Punjab,Rajasthan Royals,lost,14596,20:00:00,10,2015,4,"Maharashtra Cricket Association Stadium, Pune",26
22,Murali Vijay,b Pathan,13,10,0,1,130.00,Inn2,Kings XI Punjab,Rajasthan Royals,lost,14596,20:00:00,10,2015,4,"Maharashtra Cricket Association Stadium, Pune",1597
23,Wriddhiman Saha,c Pathan b Mota,32,13,2,3,246.15,Inn2,Kings XI Punjab,Rajasthan Royals,lost,14596,20:00:00,10,2015,4,"Maharashtra Cricket Association Stadium, Pune",1465
24,Glenn Maxwell,not out,116,54,8,9,214.81,Inn2,Kings XI Punjab,Rajasthan Royals,lost,14596,20:00:00,10,2015,4,"Maharashtra Cricket Association Stadium, Pune",7662
25,Axar Patel,lbw b Hopes,2,3,0,0,66.67,Inn2,Kings XI Punjab,Rajasthan Royals,lost,14596,20:00:00,10,2015,4,"Maharashtra Cricket Association Stadium, Pune",8808
26,David Miller,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Kings XI Punjab,Rajasthan Royals,lost,14596,20:00:00,10,2015,4,"Maharashtra Cricket Association Stadium, Pune",6349
27,George Bailey,b Pathan,25,17,4,1,147.06,Inn2,Kings XI Punjab,Rajasthan Royals,lost,14596,20:00:00,10,2015,4,"Maharashtra Cricket Association Stadium, Pune",1440
28,Dwayne Smith,not out,31,14,3,2,221.43,Inn1,Chennai Super Kings,Sunrisers Hyderabad,won,14597,16:00:00,11,2015,4,"MA Chidambaram Stadium, Chennai",255
29,Brendon McCullum,b Pathan,13,10,0,1,130.00,Inn1,Chennai Super Kings,Sunrisers Hyderabad,won,14597,16:00:00,11,2015,4,"MA Chidambaram Stadium, Chennai",201
30,Suresh Raina,c Pathan b Mota,32,13,2,3,246.15,Inn1,Chennai Super Kings,Sunrisers Hyderabad,won,14597,16:00:00,11,2015,4,"MA Chidambaram Stadium, Chennai",413
31,MS Dhoni,not out,116,54,8,9,214.81,Inn1,Chennai Super Kings,Sunrisers Hyderabad,won,14597,16:00:00,11,2015,4,"MA Chidambaram Stadium, Chennai",265
32,Ravindra Jadeja,lbw b Hopes,2,3,0,0,66.67,Inn1,Chennai Super Kings,Sunrisers Hyderabad,won,14597,16:00:00,11,2015,4,"MA Chidambaram Stadium, Chennai",587
33,Dwayne Bravo,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Chennai Super Kings,Sunrisers Hyderabad,won,14597,16:00:00,11,2015,4,"MA Chidambaram Stadium, Chennai",242
34,15,b Pathan,25,17,4,1,147.06,Inn1,Chennai Super Kings,Sunrisers Hyderabad,won,14597,16:00:00,11,2015,4,"MA Chidambaram Stadium, Chennai",
35,David Warner,not out,31,14,3,2,221.43,Inn2,Sunrisers Hyderabad,Chennai Super Kings,lost,14597,16:00:00,11,2015,4,"MA Chidambaram Stadium, Chennai",1739
36,Shikhar Dhawan,b Pathan,13,10,0,1,130.00,Inn2,Sunrisers Hyderabad,Chennai Super Kings,lost,14597,16:00:00,11,2015,4,"MA Chidambaram Stadium, Chennai",1446
37,KL Rahul,c Pathan b Mota,32,13,2,3,246.15,Inn2,Sunrisers Hyderabad,Chennai Super Kings,lost,14597,16:00:00,11,2015,4,"MA Chidambaram Stadium, Chennai",8733
38,Naman Ojha,not out,116,54,8,9,214.81,Inn2,Sunrisers Hyderabad,Chennai Super Kings,lost,14597,16:00:00,11,2015,4,"MA Chidambaram Stadium, Chennai",1599
39,Ravi Bopara,lbw b Hopes,2,3,0,0,66.67,Inn2,Sunrisers Hyderabad,Chennai Super Kings,lost,14597,16:00:00,11,2015,4,"MA Chidambaram Stadium, Chennai",571
40,Kane Williamson,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Sunrisers Hyderabad,Chennai Super Kings,lost,14597,16:00:00,11,2015,4,"MA Chidambaram Stadium, Chennai",6326
41,Karn Sharma,b Pathan,25,17,4,1,147.06,Inn2,Sunrisers Hyderabad,Chennai Super Kings,lost,14597,16:00:00,11,2015,4,"MA Chidambaram Stadium, Chennai",1844
42,Mayank Agarwal,not out,31,14,3,2,221.43,Inn1,Delhi Daredevils,Rajasthan Royals,lost,14599,16:00:00,12,2015,4,"Arun Jaitley Stadium, Delhi",2195
43,Shreyas Iyer,b Pathan,13,10,0,1,130.00,Inn1,Delhi Daredevils,Rajasthan Royals,lost,14599,16:00:00,12,2015,4,"Arun Jaitley Stadium, Delhi",9428
44,Jean-Paul Duminy,c Pathan b Mota,32,13,2,3,246.15,Inn1,Delhi Daredevils,Rajasthan Royals,lost,14599,16:00:00,12,2015,4,"Arun Jaitley Stadium, Delhi",211
45,Yuvraj Singh,not out,116,54,8,9,214.81,Inn1,Delhi Daredevils,Rajasthan Royals,lost,14599,16:00:00,12,2015,4,"Arun Jaitley Stadium, Delhi",69
46,Angelo Mathews,lbw b Hopes,2,3,0,0,66.67,Inn1,Delhi Daredevils,Rajasthan Royals,lost,14599,16:00:00,12,2015,4,"Arun Jaitley Stadium, Delhi",1629
47,9,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Delhi Daredevils,Rajasthan Royals,lost,14599,16:00:00,12,2015,4,"Arun Jaitley Stadium, Delhi",
48,,b Pathan,25,17,4,1,147.06,Inn1,Delhi Daredevils,Rajasthan Royals,lost,14599,16:00:00,12,2015,4,"Arun Jaitley Stadium, Delhi",
49,Ajinkya Rahane,not out,31,14,3,2,221.43,Inn2,Rajasthan Royals,Delhi Daredevils,won,14599,16:00:00,12,2015,4,"Arun Jaitley Stadium, Delhi",1447
50,Sanju Samson,b Pathan,13,10,0,1,130.00,Inn2,Rajasthan Royals,Delhi Daredevils,won,14599,16:00:00,12,2015,4,"Arun Jaitley Stadium, Delhi",8271
51,Steven Smith,c Pathan b Mota,32,13,2,3,246.15,Inn2,Rajasthan Royals,Delhi Daredevils,won,14599,16:00:00,12,2015,4,"Arun Jaitley Stadium, Delhi",2250
52,Karun Nair,not out,116,54,8,9,214.81,Inn2,Rajasthan Royals,Delhi Daredevils,won,14599,16:00:00,12,2015,4,"Arun Jaitley Stadium, Delhi",8257
53,Stuart Binny,lbw b Hopes,2,3,0,0,66.67,Inn2,Rajasthan Royals,Delhi Daredevils,won,14599,16:00:00,12,2015,4,"Arun Jaitley Stadium, Delhi",1530
54,Deepak Hooda,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Rajasthan Royals,Delhi Daredevils,won,14599,16:00:00,12,2015,4,"Arun Jaitley Stadium, Delhi",9427
55,James Faulkner,b Pathan,25,17,4,1,147.06,Inn2,Rajasthan Royals,Delhi Daredevils,won,14599,16:00:00,12,2015,4,"Arun Jaitley Stadium, Delhi",7789
56,Chris Gayle,not out,31,14,3,2,221.43,Inn1,Royal Challengers Bangalore,Sunrisers Hyderabad,lost,14601,20:00:00,13,2015,4,"M.Chinnaswamy Stadium, Bengaluru",247
57,Virat Kohli,b Pathan,13,10,0,1,130.00,Inn1,Royal Challengers Bangalore,Sunrisers Hyderabad,lost,14601,20:00:00,13,2015,4,"M.Chinnaswamy Stadium, Bengaluru",1413
58,Dinesh Karthik,c Pathan b Mota,32,13,2,3,246.15,Inn1,Royal Challengers Bangalore,Sunrisers Hyderabad,lost,14601,20:00:00,13,2015,4,"M.Chinnaswamy Stadium, Bengaluru",145
59,AB de Villiers,not out,116,54,8,9,214.81,Inn1,Royal Challengers Bangalore,Sunrisers Hyderabad,lost,14601,20:00:00,13,2015,4,"M.Chinnaswamy Stadium, Bengaluru",370
60,Mandeep Singh,lbw b Hopes,2,3,0,0,66.67,Inn1,Royal Challengers Bangalore,Sunrisers Hyderabad,lost,14601,20:00:00,13,2015,4,"M.Chinnaswamy Stadium, Bengaluru",6319
61,Daren Sammy,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Royal Challengers Bangalore,Sunrisers Hyderabad,lost,14601,20:00:00,13,2015,4,"M.Chinnaswamy Stadium, Bengaluru",253
62,Sean Abbott,b Pathan,25,17,4,1,147.06,Inn1,Royal Challengers Bangalore,Sunrisers Hyderabad,lost,14601,20:00:00,13,2015,4,"M.Chinnaswamy Stadium, Bengaluru",8136
63,David Warner,not out,31,14,3,2,221.43,Inn2,Sunrisers Hyderabad,Royal Challengers Bangalore,won,14601,20:00:00,13,2015,4,"M.Chinnaswamy Stadium, Bengaluru",1739
64,Shikhar Dhawan,b Pathan,13,10,0,1,130.00,Inn2,Sunrisers Hyderabad,Royal Challengers Bangalore,won,14601,20:00:00,13,2015,4,"M.Chinnaswamy Stadium, Bengaluru",1446
65,Kane Williamson,c Pathan b Mota,32,13,2,3,246.15,Inn2,Sunrisers Hyderabad,Royal Challengers Bangalore,won,14601,20:00:00,13,2015,4,"M.Chinnaswamy Stadium, Bengaluru",6326
66,KL Rahul,not out,116,54,8,9,214.81,Inn2,Sunrisers Hyderabad,Royal Challengers Bangalore,won,14601,20:00:00,13,2015,4,"M.Chinnaswamy Stadium, Bengaluru",8733
67,16,lbw b Hopes,2,3,0,0,66.67,Inn2,Sunrisers Hyderabad,Royal Challengers Bangalore,won,14601,20:00:00,13,2015,4,"M.Chinnaswamy Stadium, Bengaluru",
68,,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Sunrisers Hyderabad,Royal Challengers Bangalore,won,14601,20:00:00,13,2015,4,"M.Chinnaswamy Stadium, Bengaluru",
69,,c Sangakkara b Lee,15,17,4,1,147.06,Inn2,Sunrisers Hyderabad,Royal Challengers Bangalore,won,14601,20:00:00,13,2015,4,"M.Chinnaswamy Stadium, Bengaluru",
70,,b Pathan,25,10,3,0,150.00,Inn2,Sunrisers Hyderabad,Royal Challengers Bangalore,won,14601,20:00:00,13,2015,4,"M.Chinnaswamy Stadium, Bengaluru",
71,,b Pathan,25,17,4,1,147.06,Inn2,Sunrisers Hyderabad,Royal Challengers Bangalore,won,14601,20:00:00,13,2015,4,"M.Chinnaswamy Stadium, Bengaluru",
72,Aaron Finch,not out,31,14,3,2,221.43,Inn1,Mumbai Indians,Rajasthan Royals,lost,14602,20:00:00,14,2015,4,"Narendra Modi Stadium, Ahmedabad",1643
73,Parthiv Patel,b Pathan,13,10,0,1,130.00,Inn1,Mumbai Indians,Rajasthan Royals,lost,14602,20:00:00,14,2015,4,"Narendra Modi Stadium, Ahmedabad",74
74,Unmukt Chand,c Pathan b Mota,32,13,2,3,246.15,Inn1,Mumbai Indians,Rajasthan Royals,lost,14602,20:00:00,14,2015,4,"Narendra Modi Stadium, Ahmedabad",7904
75,Rohit Sharma,not out,116,54,8,9,214.81,Inn1,Mumbai Indians,Rajasthan Royals,lost,14602,20:00:00,14,2015,4,"Narendra Modi Stadium, Ahmedabad",576
76,Corey Anderson,lbw b Hopes,2,3,0,0,66.67,Inn1,Mumbai Indians,Rajasthan Royals,lost,14602,20:00:00,14,2015,4,"Narendra Modi Stadium, Ahmedabad",8982
77,Kieron Pollard,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Mumbai Indians,Rajasthan Royals,lost,14602,20:00:00,14,2015,4,"Narendra Modi Stadium, Ahmedabad",657
78,Jagadeesha Suchith,b Pathan,25,17,4,1,147.06,Inn1,Mumbai Indians,Rajasthan Royals,lost,14602,20:00:00,14,2015,4,"Narendra Modi Stadium, Ahmedabad",10357
79,Ajinkya Rahane,not out,31,14,3,2,221.43,Inn2,Rajasthan Royals,Mumbai Indians,won,14602,20:00:00,14,2015,4,"Narendra Modi Stadium, Ahmedabad",1447
80,Sanju Samson,b Pathan,13,10,0,1,130.00,Inn2,Rajasthan Royals,Mumbai Indians,won,14602,20:00:00,14,2015,4,"Narendra Modi Stadium, Ahmedabad",8271
81,Steven Smith,c Pathan b Mota,32,13,2,3,246.15,Inn2,Rajasthan Royals,Mumbai Indians,won,14602,20:00:00,14,2015,4,"Narendra Modi Stadium, Ahmedabad",2250
82,Deepak Hooda,not out,116,54,8,9,214.81,Inn2,Rajasthan Royals,Mumbai Indians,won,14602,20:00:00,14,2015,4,"Narendra Modi Stadium, Ahmedabad",9427
83,James Faulkner,lbw b Hopes,2,3,0,0,66.67,Inn2,Rajasthan Royals,Mumbai Indians,won,14602,20:00:00,14,2015,4,"Narendra Modi Stadium, Ahmedabad",7789
84,4,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Rajasthan Royals,Mumbai Indians,won,14602,20:00:00,14,2015,4,"Narendra Modi Stadium, Ahmedabad",
85,,b Pathan,25,17,4,1,147.06,Inn2,Rajasthan Royals,Mumbai Indians,won,14602,20:00:00,14,2015,4,"Narendra Modi Stadium, Ahmedabad",
86,Murali Vijay,not out,31,14,3,2,221.43,Inn1,Kings XI Punjab,Delhi Daredevils,lost,14604,20:00:00,15,2015,4,"Maharashtra Cricket Association Stadium, Pune",1597
87,Virender Sehwag,b Pathan,13,10,0,1,130.00,Inn1,Kings XI Punjab,Delhi Daredevils,lost,14604,20:00:00,15,2015,4,"Maharashtra Cricket Association Stadium, Pune",26
88,Wriddhiman Saha,c Pathan b Mota,32,13,2,3,246.15,Inn1,Kings XI Punjab,Delhi Daredevils,lost,14604,20:00:00,15,2015,4,"Maharashtra Cricket Association Stadium, Pune",1465
89,David Miller,not out,116,54,8,9,214.81,Inn1,Kings XI Punjab,Delhi Daredevils,lost,14604,20:00:00,15,2015,4,"Maharashtra Cricket Association Stadium, Pune",6349
90,Glenn Maxwell,lbw b Hopes,2,3,0,0,66.67,Inn1,Kings XI Punjab,Delhi Daredevils,lost,14604,20:00:00,15,2015,4,"Maharashtra Cricket Association Stadium, Pune",7662
91,George Bailey,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Kings XI Punjab,Delhi Daredevils,lost,14604,20:00:00,15,2015,4,"Maharashtra Cricket Association Stadium, Pune",1440
92,Axar Patel,b Pathan,25,17,4,1,147.06,Inn1,Kings XI Punjab,Delhi Daredevils,lost,14604,20:00:00,15,2015,4,"Maharashtra Cricket Association Stadium, Pune",8808
93,Mayank Agarwal,not out,31,14,3,2,221.43,Inn2,Delhi Daredevils,Kings XI Punjab,won,14604,20:00:00,15,2015,4,"Maharashtra Cricket Association Stadium, Pune",2195
94,Shreyas Iyer,b Pathan,13,10,0,1,130.00,Inn2,Delhi Daredevils,Kings XI Punjab,won,14604,20:00:00,15,2015,4,"Maharashtra Cricket Association Stadium, Pune",9428
95,Jean-Paul Duminy,c Pathan b Mota,32,13,2,3,246.15,Inn2,Delhi Daredevils,Kings XI Punjab,won,14604,20:00:00,15,2015,4,"Maharashtra Cricket Association Stadium, Pune",211
96,Yuvraj Singh,not out,116,54,8,9,214.81,Inn2,Delhi Daredevils,Kings XI Punjab,won,14604,20:00:00,15,2015,4,"Maharashtra Cricket Association Stadium, Pune",69
97,Angelo Mathews,lbw b Hopes,2,3,0,0,66.67,Inn2,Delhi Daredevils,Kings XI Punjab,won,14604,20:00:00,15,2015,4,"Maharashtra Cricket Association Stadium, Pune",1629
98,Kedar Jadhav,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Delhi Daredevils,Kings XI Punjab,won,14604,20:00:00,15,2015,4,"Maharashtra Cricket Association Stadium, Pune",1851
99,Manoj Tiwary,b Pathan,25,17,4,1,147.06,Inn2,Delhi Daredevils,Kings XI Punjab,won,14604,20:00:00,15,2015,4,"Maharashtra Cricket Association Stadium, Pune",694
100,David Warner,not out,31,14,3,2,221.43,Inn1,Sunrisers Hyderabad,Rajasthan Royals,lost,14605,20:00:00,16,2015,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1739
101,Shikhar Dhawan,b Pathan,13,10,0,1,130.00,Inn1,Sunrisers Hyderabad,Rajasthan Royals,lost,14605,20:00:00,16,2015,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1446
102,KL Rahul,c Pathan b Mota,32,13,2,3,246.15,Inn1,Sunrisers Hyderabad,Rajasthan Royals,lost,14605,20:00:00,16,2015,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",8733
103,Naman Ojha,not out,116,54,8,9,214.81,Inn1,Sunrisers Hyderabad,Rajasthan Royals,lost,14605,20:00:00,16,2015,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1599
104,Eoin Morgan,lbw b Hopes,2,3,0,0,66.67,Inn1,Sunrisers Hyderabad,Rajasthan Royals,lost,14605,20:00:00,16,2015,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",624
105,Ravi Bopara,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Sunrisers Hyderabad,Rajasthan Royals,lost,14605,20:00:00,16,2015,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",571
106,Ashish Reddy,b Pathan,25,17,4,1,147.06,Inn1,Sunrisers Hyderabad,Rajasthan Royals,lost,14605,20:00:00,16,2015,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",6301
107,Ajinkya Rahane,not out,31,14,3,2,221.43,Inn2,Rajasthan Royals,Sunrisers Hyderabad,won,14605,20:00:00,16,2015,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1447
108,Sanju Samson,b Pathan,13,10,0,1,130.00,Inn2,Rajasthan Royals,Sunrisers Hyderabad,won,14605,20:00:00,16,2015,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",8271
109,Steven Smith,c Pathan b Mota,32,13,2,3,246.15,Inn2,Rajasthan Royals,Sunrisers Hyderabad,won,14605,20:00:00,16,2015,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2250
110,Karun Nair,not out,116,54,8,9,214.81,Inn2,Rajasthan Royals,Sunrisers Hyderabad,won,14605,20:00:00,16,2015,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",8257
111,Stuart Binny,lbw b Hopes,2,3,0,0,66.67,Inn2,Rajasthan Royals,Sunrisers Hyderabad,won,14605,20:00:00,16,2015,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1530
112,James Faulkner,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Rajasthan Royals,Sunrisers Hyderabad,won,14605,20:00:00,16,2015,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",7789
113,7,b Pathan,25,17,4,1,147.06,Inn2,Rajasthan Royals,Sunrisers Hyderabad,won,14605,20:00:00,16,2015,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",
114,Lendl Simmons,not out,31,14,3,2,221.43,Inn1,Mumbai Indians,Chennai Super Kings,lost,14606,20:00:00,17,2015,4,"Wankhede Stadium, Mumbai",599
115,Parthiv Patel,b Pathan,13,10,0,1,130.00,Inn1,Mumbai Indians,Chennai Super Kings,lost,14606,20:00:00,17,2015,4,"Wankhede Stadium, Mumbai",74
116,Corey Anderson,c Pathan b Mota,32,13,2,3,246.15,Inn1,Mumbai Indians,Chennai Super Kings,lost,14606,20:00:00,17,2015,4,"Wankhede Stadium, Mumbai",8982
117,Rohit Sharma,not out,116,54,8,9,214.81,Inn1,Mumbai Indians,Chennai Super Kings,lost,14606,20:00:00,17,2015,4,"Wankhede Stadium, Mumbai",576
118,Harbhajan Singh,lbw b Hopes,2,3,0,0,66.67,Inn1,Mumbai Indians,Chennai Super Kings,lost,14606,20:00:00,17,2015,4,"Wankhede Stadium, Mumbai",75
119,Kieron Pollard,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Mumbai Indians,Chennai Super Kings,lost,14606,20:00:00,17,2015,4,"Wankhede Stadium, Mumbai",657
120,Ambati Rayudu,b Pathan,25,17,4,1,147.06,Inn1,Mumbai Indians,Chennai Super Kings,lost,14606,20:00:00,17,2015,4,"Wankhede Stadium, Mumbai",6311
121,Dwayne Smith,not out,31,14,3,2,221.43,Inn2,Chennai Super Kings,Mumbai Indians,won,14606,20:00:00,17,2015,4,"Wankhede Stadium, Mumbai",255
122,Brendon McCullum,b Pathan,13,10,0,1,130.00,Inn2,Chennai Super Kings,Mumbai Indians,won,14606,20:00:00,17,2015,4,"Wankhede Stadium, Mumbai",201
123,Suresh Raina,c Pathan b Mota,32,13,2,3,246.15,Inn2,Chennai Super Kings,Mumbai Indians,won,14606,20:00:00,17,2015,4,"Wankhede Stadium, Mumbai",413
124,Faf du Plessis,not out,116,54,8,9,214.81,Inn2,Chennai Super Kings,Mumbai Indians,won,14606,20:00:00,17,2015,4,"Wankhede Stadium, Mumbai",7825
125,MS Dhoni,lbw b Hopes,2,3,0,0,66.67,Inn2,Chennai Super Kings,Mumbai Indians,won,14606,20:00:00,17,2015,4,"Wankhede Stadium, Mumbai",265
126,Dwayne Bravo,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Chennai Super Kings,Mumbai Indians,won,14606,20:00:00,17,2015,4,"Wankhede Stadium, Mumbai",242
127,11,b Pathan,25,17,4,1,147.06,Inn2,Chennai Super Kings,Mumbai Indians,won,14606,20:00:00,17,2015,4,"Wankhede Stadium, Mumbai",
128,Mayank Agarwal,not out,31,14,3,2,221.43,Inn1,Delhi Daredevils,Sunrisers Hyderabad,won,14607,16:00:00,18,2015,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2195
129,Shreyas Iyer,b Pathan,13,10,0,1,130.00,Inn1,Delhi Daredevils,Sunrisers Hyderabad,won,14607,16:00:00,18,2015,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",9428
130,Jean-Paul Duminy,c Pathan b Mota,32,13,2,3,246.15,Inn1,Delhi Daredevils,Sunrisers Hyderabad,won,14607,16:00:00,18,2015,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",211
131,Yuvraj Singh,not out,116,54,8,9,214.81,Inn1,Delhi Daredevils,Sunrisers Hyderabad,won,14607,16:00:00,18,2015,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",69
132,Angelo Mathews,lbw b Hopes,2,3,0,0,66.67,Inn1,Delhi Daredevils,Sunrisers Hyderabad,won,14607,16:00:00,18,2015,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1629
133,Kedar Jadhav,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Delhi Daredevils,Sunrisers Hyderabad,won,14607,16:00:00,18,2015,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1851
134,9,b Pathan,25,17,4,1,147.06,Inn1,Delhi Daredevils,Sunrisers Hyderabad,won,14607,16:00:00,18,2015,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",
135,David Warner,not out,31,14,3,2,221.43,Inn2,Sunrisers Hyderabad,Delhi Daredevils,lost,14607,16:00:00,18,2015,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1739
136,Shikhar Dhawan,b Pathan,13,10,0,1,130.00,Inn2,Sunrisers Hyderabad,Delhi Daredevils,lost,14607,16:00:00,18,2015,4,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1446
