,bowler,ID,overs,maidens,runs,wickets,no_balls,wides,economy,team,opponent,Inning,Win/Lost,match_id,time,day,year,Month,Venue
14,Hardik Pandya (c),9647,4,0,37,0,0,0,9.20,Gujarat Titans,Lucknow Super Giants,Inn1,won,45901,19:30:00,28,2022,3,"Wankhede Stadium, Mumbai"
15,Rashid Khan,10738,4,0,27,1,0,0,6.80,Gujarat Titans,Lucknow Super Giants,Inn1,won,45901,19:30:00,28,2022,3,"Wankhede Stadium, Mumbai"
16,Dushmantha Chameera,8393,3,0,22,2,0,1,7.30,Lucknow Super Giants,Gujarat Titans,Inn2,lost,45901,19:30:00,28,2022,3,"Wankhede Stadium, Mumbai"
17,Avesh Khan,9781,3.4,0,33,1,0,0,9.00,Lucknow Super Giants,Gujarat Titans,Inn2,lost,45901,19:30:00,28,2022,3,"Wankhede Stadium, Mumbai"
18,Mohsin Khan,13534,2,0,18,0,0,0,9.00,Lucknow Super Giants,Gujarat Titans,Inn2,lost,45901,19:30:00,28,2022,3,"Wankhede Stadium, Mumbai"
19,Ravi Bishnoi,14659,4,0,34,0,0,2,8.50,Lucknow Super Giants,Gujarat Titans,Inn2,lost,45901,19:30:00,28,2022,3,"Wankhede Stadium, Mumbai"
20,Krunal Pandya,11311,4,0,17,1,0,0,4.20,Lucknow Super Giants,Gujarat Titans,Inn2,lost,45901,19:30:00,28,2022,3,"Wankhede Stadium, Mumbai"
21,Deepak Hooda,9427,3,0,31,1,0,0,10.30,Lucknow Super Giants,Gujarat Titans,Inn2,lost,45901,19:30:00,28,2022,3,"Wankhede Stadium, Mumbai"
22,Bhuvneshwar,1726,4,0,29,1,2,1,7.20,Sunrisers Hyderabad,Rajasthan Royals,Inn1,lost,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
23,Romario Shepherd,13646,4,0,33,1,0,1,8.20,Sunrisers Hyderabad,Rajasthan Royals,Inn1,lost,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
24,Umran Malik,19027,4,0,39,2,1,2,9.80,Sunrisers Hyderabad,Rajasthan Royals,Inn1,lost,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
25,Washington Sundar,10945,3,0,47,0,1,0,15.70,Sunrisers Hyderabad,Rajasthan Royals,Inn1,lost,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
26,T Natarajan,10225,4,0,43,2,0,2,10.80,Sunrisers Hyderabad,Rajasthan Royals,Inn1,lost,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
27,Abhishek Sharma,12086,1,0,15,0,0,0,15.00,Sunrisers Hyderabad,Rajasthan Royals,Inn1,lost,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
28,Trent Boult,8117,4,1,23,2,0,3,5.80,Rajasthan Royals,Sunrisers Hyderabad,Inn2,won,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
29,Prasidh Krishna,10551,4,1,16,2,0,0,4.00,Rajasthan Royals,Sunrisers Hyderabad,Inn2,won,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
30,Nathan Coulter-Nile,7774,3,0,48,0,1,1,16.00,Rajasthan Royals,Sunrisers Hyderabad,Inn2,won,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
31,Ravichandran Ashwin,1593,4,0,21,0,0,0,5.20,Rajasthan Royals,Sunrisers Hyderabad,Inn2,won,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
32,Yuzvendra Chahal,7910,4,0,22,3,0,0,5.50,Rajasthan Royals,Sunrisers Hyderabad,Inn2,won,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
33,Riyan Parag,12305,1,0,14,0,0,0,14.00,Rajasthan Royals,Sunrisers Hyderabad,Inn2,won,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
34,Willey,6592,2,0,7,0,0,0,3.50,Royal Challengers Bangalore,Kolkata Knight Riders,Inn1,won,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
35,Siraj,10808,4,0,25,1,0,0,6.20,Royal Challengers Bangalore,Kolkata Knight Riders,Inn1,won,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
36,Akash Deep,14726,3.5,0,45,3,1,0,11.70,Royal Challengers Bangalore,Kolkata Knight Riders,Inn1,won,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
37,W Hasaranga,10926,4,0,20,4,0,0,5.00,Royal Challengers Bangalore,Kolkata Knight Riders,Inn1,won,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
38,Harshal Patel,8175,4,2,11,2,0,0,2.80,Royal Challengers Bangalore,Kolkata Knight Riders,Inn1,won,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
39,Shahbaz Ahmed,14606,1,0,16,0,0,1,16.00,Royal Challengers Bangalore,Kolkata Knight Riders,Inn1,won,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
40,Umesh Yadav,1858,4,0,16,2,0,0,4.00,Kolkata Knight Riders,Royal Challengers Bangalore,Inn2,lost,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
41,Tim Southee,1057,4,0,20,3,0,2,5.00,Kolkata Knight Riders,Royal Challengers Bangalore,Inn2,lost,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
42,Andre Russell,7736,2.2,0,36,0,1,5,15.40,Kolkata Knight Riders,Royal Challengers Bangalore,Inn2,lost,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
43,Sunil Narine,2276,4,0,12,1,0,0,3.00,Kolkata Knight Riders,Royal Challengers Bangalore,Inn2,lost,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
44,Varun Chakaravarthy,12926,4,0,33,1,0,1,8.20,Kolkata Knight Riders,Royal Challengers Bangalore,Inn2,lost,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
45,Venkatesh Iyer,10917,1,0,10,0,0,0,10.00,Kolkata Knight Riders,Royal Challengers Bangalore,Inn2,lost,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
46,Avesh Khan,9781,4,0,38,2,0,0,9.50,Lucknow Super Giants,Chennai Super Kings,Inn1,won,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
47,Chameera,8393,4,0,49,0,0,1,12.20,Lucknow Super Giants,Chennai Super Kings,Inn1,won,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
48,Andrew Tye,9617,4,0,40,2,0,1,10.00,Lucknow Super Giants,Chennai Super Kings,Inn1,won,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
49,Krunal Pandya,11311,3,0,36,0,0,1,12.00,Lucknow Super Giants,Chennai Super Kings,Inn1,won,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
50,Ravi Bishnoi,14659,4,0,24,2,0,0,6.00,Lucknow Super Giants,Chennai Super Kings,Inn1,won,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
51,Deepak Hooda,9427,1,0,12,0,0,0,12.00,Lucknow Super Giants,Chennai Super Kings,Inn1,won,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
52,Mukesh Choudhary,13184,3.3,0,39,0,0,3,11.10,Chennai Super Kings,Lucknow Super Giants,Inn2,lost,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
53,Tushar Deshpande,11307,4,0,40,1,0,1,10.00,Chennai Super Kings,Lucknow Super Giants,Inn2,lost,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
54,Dwayne Bravo,242,4,0,35,1,0,3,8.80,Chennai Super Kings,Lucknow Super Giants,Inn2,lost,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
55,Ravindra Jadeja (c),587,2,0,21,0,0,0,10.50,Chennai Super Kings,Lucknow Super Giants,Inn2,lost,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
56,Moeen Ali,6692,1,0,14,0,0,0,14.00,Chennai Super Kings,Lucknow Super Giants,Inn2,lost,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
57,Dwaine Pretorius,8651,4,0,31,2,0,3,7.80,Chennai Super Kings,Lucknow Super Giants,Inn2,lost,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
58,Shivam Dube,11195,1,0,25,0,0,2,25.00,Chennai Super Kings,Lucknow Super Giants,Inn2,lost,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
59,Umesh,1858,4,1,23,4,1,0,5.80,Kolkata Knight Riders,Punjab Kings,Inn1,won,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
60,Southee,1057,4,0,36,2,1,0,9.00,Kolkata Knight Riders,Punjab Kings,Inn1,won,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
61,Shivam Mavi,12345,2,0,39,1,0,2,19.50,Kolkata Knight Riders,Punjab Kings,Inn1,won,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
62,Chakaravarthy,12926,4,0,14,0,0,2,3.50,Kolkata Knight Riders,Punjab Kings,Inn1,won,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
63,Narine,2276,4,0,23,1,0,3,5.80,Kolkata Knight Riders,Punjab Kings,Inn1,won,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
64,Russell,7736,0.2,0,0,1,0,0,0.00,Kolkata Knight Riders,Punjab Kings,Inn1,won,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
65,Arshdeep Singh,13217,3,0,32,0,1,0,10.70,Punjab Kings,Kolkata Knight Riders,Inn2,lost,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
66,Kagiso Rabada,9585,3,0,23,1,0,1,7.70,Punjab Kings,Kolkata Knight Riders,Inn2,lost,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
67,Odean Smith,11215,2,0,39,1,1,0,19.50,Punjab Kings,Kolkata Knight Riders,Inn2,lost,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
68,Rahul Chahar,12087,4,1,13,2,0,1,3.20,Punjab Kings,Kolkata Knight Riders,Inn2,lost,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
69,Harpreet Brar,14452,2,0,20,0,0,1,10.00,Punjab Kings,Kolkata Knight Riders,Inn2,lost,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
70,Liam Livingstone,10045,0.3,0,13,0,0,0,26.00,Punjab Kings,Kolkata Knight Riders,Inn2,lost,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
71,Bumrah,9311,4,0,17,3,0,0,4.20,Mumbai Indians,Rajasthan Royals,Inn1,lost,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
72,Daniel Sams,13162,4,0,32,0,0,2,8.00,Mumbai Indians,Rajasthan Royals,Inn1,lost,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
73,Basil Thampi,10267,1,0,26,0,0,0,26.00,Mumbai Indians,Rajasthan Royals,Inn1,lost,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
74,M Ashwin,8796,3,0,32,0,0,3,10.70,Mumbai Indians,Rajasthan Royals,Inn1,lost,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
75,Tymal Mills,7860,4,0,35,3,0,0,8.80,Mumbai Indians,Rajasthan Royals,Inn1,lost,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
76,Pollard,657,4,0,46,1,0,1,11.50,Mumbai Indians,Rajasthan Royals,Inn1,lost,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
77,Trent Boult,8117,4,0,29,1,0,1,7.20,Rajasthan Royals,Mumbai Indians,Inn2,won,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
78,Prasidh Krishna,10551,4,0,37,1,1,5,9.20,Rajasthan Royals,Mumbai Indians,Inn2,won,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
79,Navdeep Saini,9715,3,0,36,2,1,1,12.00,Rajasthan Royals,Mumbai Indians,Inn2,won,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
80,Ravichandran Ashwin,1593,4,0,30,1,0,0,7.50,Rajasthan Royals,Mumbai Indians,Inn2,won,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
81,Yuzvendra Chahal,7910,4,0,26,2,0,1,6.50,Rajasthan Royals,Mumbai Indians,Inn2,won,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
82,Riyan Parag,12305,1,0,11,0,0,0,11.00,Rajasthan Royals,Mumbai Indians,Inn2,won,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
83,Mukesh Choudhary,13184,4,0,52,1,0,3,13.00,Chennai Super Kings,Punjab Kings,Inn1,lost,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
84,Chris Jordan,6532,4,0,23,2,0,1,5.80,Chennai Super Kings,Punjab Kings,Inn1,lost,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
85,DJ Bravo,242,3,0,32,1,0,2,10.70,Chennai Super Kings,Punjab Kings,Inn1,lost,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
86,Ravindra Jadeja (c),587,4,0,34,1,0,3,8.50,Chennai Super Kings,Punjab Kings,Inn1,lost,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
87,Pretorius,8651,4,0,30,2,0,4,7.50,Chennai Super Kings,Punjab Kings,Inn1,lost,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
88,Moeen,6692,1,0,8,0,0,0,8.00,Chennai Super Kings,Punjab Kings,Inn1,lost,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
89,Vaibhav Arora,15861,4,0,21,2,0,1,5.20,Punjab Kings,Chennai Super Kings,Inn2,won,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
90,Kagiso Rabada,9585,3,0,28,1,2,0,9.30,Punjab Kings,Chennai Super Kings,Inn2,won,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
91,Arshdeep Singh,13217,2,0,13,1,0,0,6.50,Punjab Kings,Chennai Super Kings,Inn2,won,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
92,Odean Smith,11215,2,0,14,1,0,0,7.00,Punjab Kings,Chennai Super Kings,Inn2,won,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
93,Rahul Chahar,12087,4,0,25,3,0,0,6.20,Punjab Kings,Chennai Super Kings,Inn2,won,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
94,Liam Livingstone,10045,3,0,25,2,0,1,8.30,Punjab Kings,Chennai Super Kings,Inn2,won,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
95,Bhuvneshwar,1726,4,0,25,0,0,0,6.20,Sunrisers Hyderabad,Lucknow Super Giants,Inn1,lost,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai"
96,Washington Sundar,10945,4,0,28,2,0,0,7.00,Sunrisers Hyderabad,Lucknow Super Giants,Inn1,lost,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai"
97,Romario Shepherd,13646,4,0,42,2,0,3,10.50,Sunrisers Hyderabad,Lucknow Super Giants,Inn1,lost,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai"
98,Umran Malik,19027,3,0,39,0,0,0,13.00,Sunrisers Hyderabad,Lucknow Super Giants,Inn1,lost,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai"
99,Abdul Samad,14628,1,0,8,0,0,0,8.00,Sunrisers Hyderabad,Lucknow Super Giants,Inn1,lost,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai"
100,T Natarajan,10225,4,0,26,2,0,0,6.50,Sunrisers Hyderabad,Lucknow Super Giants,Inn1,lost,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai"
101,Jason Holder,8313,4,0,34,3,0,2,8.50,Lucknow Super Giants,Sunrisers Hyderabad,Inn2,won,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai"
102,Krunal Pandya,11311,4,0,27,2,0,0,6.80,Lucknow Super Giants,Sunrisers Hyderabad,Inn2,won,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai"
103,Avesh Khan,9781,4,0,24,4,0,1,6.00,Lucknow Super Giants,Sunrisers Hyderabad,Inn2,won,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai"
104,Andrew Tye,9617,4,0,39,0,0,1,9.80,Lucknow Super Giants,Sunrisers Hyderabad,Inn2,won,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai"
105,Ravi Bishnoi,14659,4,0,29,0,1,1,7.20,Lucknow Super Giants,Sunrisers Hyderabad,Inn2,won,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai"
106,Siraj,10808,4,0,43,0,0,2,10.80,Royal Challengers Bangalore,Rajasthan Royals,Inn1,won,45946,19:30:00,5,2022,4,"Wankhede Stadium, Mumbai"
107,Willey,6592,4,0,29,1,0,0,7.20,Royal Challengers Bangalore,Rajasthan Royals,Inn1,won,45946,19:30:00,5,2022,4,"Wankhede Stadium, Mumbai"
108,Akash Deep,14726,4,0,44,0,1,0,11.00,Royal Challengers Bangalore,Rajasthan Royals,Inn1,won,45946,19:30:00,5,2022,4,"Wankhede Stadium, Mumbai"
109,W Hasaranga,10926,4,0,32,1,0,0,8.00,Royal Challengers Bangalore,Rajasthan Royals,Inn1,won,45946,19:30:00,5,2022,4,"Wankhede Stadium, Mumbai"
110,Harshal Patel,8175,4,0,18,1,0,2,4.50,Royal Challengers Bangalore,Rajasthan Royals,Inn1,won,45946,19:30:00,5,2022,4,"Wankhede Stadium, Mumbai"
111,Trent Boult,8117,4,0,34,2,0,0,8.50,Rajasthan Royals,Royal Challengers Bangalore,Inn2,lost,45946,19:30:00,5,2022,4,"Wankhede Stadium, Mumbai"
112,Prasidh Krishna,10551,4,0,40,0,0,2,10.00,Rajasthan Royals,Royal Challengers Bangalore,Inn2,lost,45946,19:30:00,5,2022,4,"Wankhede Stadium, Mumbai"
113,Ravichandran Ashwin,1593,4,0,39,0,1,3,9.80,Rajasthan Royals,Royal Challengers Bangalore,Inn2,lost,45946,19:30:00,5,2022,4,"Wankhede Stadium, Mumbai"
114,Yuzvendra Chahal,7910,4,0,15,2,0,0,3.80,Rajasthan Royals,Royal Challengers Bangalore,Inn2,lost,45946,19:30:00,5,2022,4,"Wankhede Stadium, Mumbai"
115,Navdeep Saini,9715,3,0,36,1,0,1,12.00,Rajasthan Royals,Royal Challengers Bangalore,Inn2,lost,45946,19:30:00,5,2022,4,"Wankhede Stadium, Mumbai"
116,Yashasvi Jaiswal,13940,0.1,0,6,0,0,0,36.00,Rajasthan Royals,Royal Challengers Bangalore,Inn2,lost,45946,19:30:00,5,2022,4,"Wankhede Stadium, Mumbai"
117,Umesh,1858,4,0,25,1,0,0,6.20,Kolkata Knight Riders,Mumbai Indians,Inn1,won,45951,19:30:00,6,2022,4,"Maharashtra Cricket Association Stadium, Pune"
118,Rasikh Salam,14274,3,0,18,0,0,0,6.00,Kolkata Knight Riders,Mumbai Indians,Inn1,won,45951,19:30:00,6,2022,4,"Maharashtra Cricket Association Stadium, Pune"
119,Cummins,8095,4,0,49,2,0,1,12.20,Kolkata Knight Riders,Mumbai Indians,Inn1,won,45951,19:30:00,6,2022,4,"Maharashtra Cricket Association Stadium, Pune"
120,Narine,2276,4,0,26,0,0,0,6.50,Kolkata Knight Riders,Mumbai Indians,Inn1,won,45951,19:30:00,6,2022,4,"Maharashtra Cricket Association Stadium, Pune"
121,Chakaravarthy,12926,4,0,32,1,0,0,8.00,Kolkata Knight Riders,Mumbai Indians,Inn1,won,45951,19:30:00,6,2022,4,"Maharashtra Cricket Association Stadium, Pune"
122,Russell,7736,1,0,9,0,0,0,9.00,Kolkata Knight Riders,Mumbai Indians,Inn1,won,45951,19:30:00,6,2022,4,"Maharashtra Cricket Association Stadium, Pune"
123,Basil Thampi,10267,3,0,15,0,0,0,5.00,Mumbai Indians,Kolkata Knight Riders,Inn2,lost,45951,19:30:00,6,2022,4,"Maharashtra Cricket Association Stadium, Pune"
124,Daniel Sams,13162,3,0,50,1,1,0,16.70,Mumbai Indians,Kolkata Knight Riders,Inn2,lost,45951,19:30:00,6,2022,4,"Maharashtra Cricket Association Stadium, Pune"
125,Jasprit Bumrah,9311,3,0,26,0,0,0,8.70,Mumbai Indians,Kolkata Knight Riders,Inn2,lost,45951,19:30:00,6,2022,4,"Maharashtra Cricket Association Stadium, Pune"
126,Tymal Mills,7860,3,0,38,2,0,0,12.70,Mumbai Indians,Kolkata Knight Riders,Inn2,lost,45951,19:30:00,6,2022,4,"Maharashtra Cricket Association Stadium, Pune"
127,Tilak Varma,14504,1,0,6,0,0,0,6.00,Mumbai Indians,Kolkata Knight Riders,Inn2,lost,45951,19:30:00,6,2022,4,"Maharashtra Cricket Association Stadium, Pune"
128,Murugan Ashwin,8796,3,0,25,2,0,0,8.30,Mumbai Indians,Kolkata Knight Riders,Inn2,lost,45951,19:30:00,6,2022,4,"Maharashtra Cricket Association Stadium, Pune"
129,Holder,8313,4,0,30,0,0,3,7.50,Lucknow Super Giants,Delhi Capitals,Inn1,won,45956,19:30:00,7,2022,4,"Dr DY Patil Sports Academy, Mumbai"
130,K Gowtham,8925,4,1,23,1,0,0,5.80,Lucknow Super Giants,Delhi Capitals,Inn1,won,45956,19:30:00,7,2022,4,"Dr DY Patil Sports Academy, Mumbai"
131,Avesh Khan,9781,3,0,32,0,0,0,10.70,Lucknow Super Giants,Delhi Capitals,Inn1,won,45956,19:30:00,7,2022,4,"Dr DY Patil Sports Academy, Mumbai"
132,Ravi Bishnoi,14659,4,0,22,2,0,0,5.50,Lucknow Super Giants,Delhi Capitals,Inn1,won,45956,19:30:00,7,2022,4,"Dr DY Patil Sports Academy, Mumbai"
133,Andrew Tye,9617,3,0,28,0,0,1,9.30,Lucknow Super Giants,Delhi Capitals,Inn1,won,45956,19:30:00,7,2022,4,"Dr DY Patil Sports Academy, Mumbai"
134,Krunal Pandya,11311,2,0,12,0,0,0,6.00,Lucknow Super Giants,Delhi Capitals,Inn1,won,45956,19:30:00,7,2022,4,"Dr DY Patil Sports Academy, Mumbai"
135,Mustafizur Rahman,9863,4,0,26,0,0,2,6.50,Delhi Capitals,Lucknow Super Giants,Inn2,lost,45956,19:30:00,7,2022,4,"Dr DY Patil Sports Academy, Mumbai"
136,Lalit Yadav,13252,4,0,21,1,0,0,5.20,Delhi Capitals,Lucknow Super Giants,Inn2,lost,45956,19:30:00,7,2022,4,"Dr DY Patil Sports Academy, Mumbai"
137,Shardul Thakur,8683,3.4,0,29,1,0,0,7.90,Delhi Capitals,Lucknow Super Giants,Inn2,lost,45956,19:30:00,7,2022,4,"Dr DY Patil Sports Academy, Mumbai"
138,Anrich Nortje,11427,2.2,0,35,0,2,0,15.00,Delhi Capitals,Lucknow Super Giants,Inn2,lost,45956,19:30:00,7,2022,4,"Dr DY Patil Sports Academy, Mumbai"
139,Axar Patel,8808,2,0,11,0,0,0,5.50,Delhi Capitals,Lucknow Super Giants,Inn2,lost,45956,19:30:00,7,2022,4,"Dr DY Patil Sports Academy, Mumbai"
140,Kuldeep Yadav,8292,3.4,0,31,2,0,0,8.50,Delhi Capitals,Lucknow Super Giants,Inn2,lost,45956,19:30:00,7,2022,4,"Dr DY Patil Sports Academy, Mumbai"
141,Shami,7909,4,0,36,1,0,0,9.00,Gujarat Titans,Punjab Kings,Inn1,won,45961,19:30:00,8,2022,4,"Brabourne Stadium, Mumbai"
142,Hardik Pandya (c),9647,4,0,36,1,0,1,9.00,Gujarat Titans,Punjab Kings,Inn1,won,45961,19:30:00,8,2022,4,"Brabourne Stadium, Mumbai"
143,Lockie Ferguson,10692,4,0,33,1,0,1,8.20,Gujarat Titans,Punjab Kings,Inn1,won,45961,19:30:00,8,2022,4,"Brabourne Stadium, Mumbai"
144,Rashid Khan,10738,4,0,22,3,0,0,5.50,Gujarat Titans,Punjab Kings,Inn1,won,45961,19:30:00,8,2022,4,"Brabourne Stadium, Mumbai"
145,Darshan Nalkande,12779,3,0,37,2,0,1,12.30,Gujarat Titans,Punjab Kings,Inn1,won,45961,19:30:00,8,2022,4,"Brabourne Stadium, Mumbai"
