,bowler,ID,overs,maidens,runs,wickets,no_balls,wides,economy,team,opponent,Inning,Win/Lost,match_id,time,day,year,Month,Venue
32,Kevon Cooper,1611,4,0,30,3,0,2,7.50,Rajasthan Royals,Delhi Daredevils,Inn2,won,11869,16:00:00,6,2013,4,"Arun Jaitley Stadium, Delhi"
33,Rahul Shukla,8261,3,0,27,1,0,3,9.00,Rajasthan Royals,Delhi Daredevils,Inn2,won,11869,16:00:00,6,2013,4,"Arun Jaitley Stadium, Delhi"
34,Stuart Binny,1530,1,0,11,0,0,0,11.00,Rajasthan Royals,Delhi Daredevils,Inn2,won,11869,16:00:00,6,2013,4,"Arun Jaitley Stadium, Delhi"
35,Praveen Kumar,592,4,0,31,2,0,1,7.75,Kings XI Punjab,Pune Warriors,Inn1,won,11871,16:00:00,7,2013,4,"Maharashtra Cricket Association Stadium, Pune"
36,Ryan Harris,1442,4,0,12,1,0,0,3.00,Kings XI Punjab,Pune Warriors,Inn1,won,11871,16:00:00,7,2013,4,"Maharashtra Cricket Association Stadium, Pune"
37,Azhar Mahmood,206,4,0,19,2,0,0,4.75,Kings XI Punjab,Pune Warriors,Inn1,won,11871,16:00:00,7,2013,4,"Maharashtra Cricket Association Stadium, Pune"
38,Parvinder Awana,8269,4,0,16,1,0,0,4.00,Kings XI Punjab,Pune Warriors,Inn1,won,11871,16:00:00,7,2013,4,"Maharashtra Cricket Association Stadium, Pune"
39,Piyush Chawla,466,4,0,19,1,0,0,4.75,Kings XI Punjab,Pune Warriors,Inn1,won,11871,16:00:00,7,2013,4,"Maharashtra Cricket Association Stadium, Pune"
40,Bhuvneshwar Kumar,1726,2,0,16,0,0,0,8.00,Pune Warriors,Kings XI Punjab,Inn2,lost,11871,16:00:00,7,2013,4,"Maharashtra Cricket Association Stadium, Pune"
41,Ashok Dinda,1467,2,0,28,0,0,1,14.00,Pune Warriors,Kings XI Punjab,Inn2,lost,11871,16:00:00,7,2013,4,"Maharashtra Cricket Association Stadium, Pune"
42,Angelo Mathews,1629,2,0,12,1,0,0,6.00,Pune Warriors,Kings XI Punjab,Inn2,lost,11871,16:00:00,7,2013,4,"Maharashtra Cricket Association Stadium, Pune"
43,Mitchell Marsh,6250,3.2,0,24,0,1,1,7.50,Pune Warriors,Kings XI Punjab,Inn2,lost,11871,16:00:00,7,2013,4,"Maharashtra Cricket Association Stadium, Pune"
44,Rahul Sharma,6304,3,0,20,1,0,0,6.67,Pune Warriors,Kings XI Punjab,Inn2,lost,11871,16:00:00,7,2013,4,"Maharashtra Cricket Association Stadium, Pune"
45,Brett Lee,42,4,0,20,1,0,1,5.00,Kolkata Knight Riders,Rajasthan Royals,Inn1,lost,11873,20:00:00,8,2013,4,"Sawai Mansingh Stadium, Jaipur"
46,Mohammed Shami,7909,3,0,26,0,0,0,8.67,Kolkata Knight Riders,Rajasthan Royals,Inn1,lost,11873,20:00:00,8,2013,4,"Sawai Mansingh Stadium, Jaipur"
47,Sunil Narine,2276,4,0,28,2,0,0,7.00,Kolkata Knight Riders,Rajasthan Royals,Inn1,lost,11873,20:00:00,8,2013,4,"Sawai Mansingh Stadium, Jaipur"
48,Jacques Kallis,213,4,0,28,0,1,0,7.00,Kolkata Knight Riders,Rajasthan Royals,Inn1,lost,11873,20:00:00,8,2013,4,"Sawai Mansingh Stadium, Jaipur"
49,Rajat Bhatia,1468,3,0,21,1,0,0,7.00,Kolkata Knight Riders,Rajasthan Royals,Inn1,lost,11873,20:00:00,8,2013,4,"Sawai Mansingh Stadium, Jaipur"
50,Laxmi Shukla,1600,2,0,14,1,0,0,7.00,Kolkata Knight Riders,Rajasthan Royals,Inn1,lost,11873,20:00:00,8,2013,4,"Sawai Mansingh Stadium, Jaipur"
51,S Sreesanth,463,4,0,25,1,0,1,6.25,Rajasthan Royals,Kolkata Knight Riders,Inn2,won,11873,20:00:00,8,2013,4,"Sawai Mansingh Stadium, Jaipur"
52,Shaun Tait,407,4,0,29,1,0,2,7.25,Rajasthan Royals,Kolkata Knight Riders,Inn2,won,11873,20:00:00,8,2013,4,"Sawai Mansingh Stadium, Jaipur"
53,Rahul Shukla,8261,3,0,28,2,0,2,9.33,Rajasthan Royals,Kolkata Knight Riders,Inn2,won,11873,20:00:00,8,2013,4,"Sawai Mansingh Stadium, Jaipur"
54,Kevon Cooper,1611,4,0,15,3,0,1,3.75,Rajasthan Royals,Kolkata Knight Riders,Inn2,won,11873,20:00:00,8,2013,4,"Sawai Mansingh Stadium, Jaipur"
55,Siddharth Trivedi,1594,4,0,23,3,0,0,5.75,Rajasthan Royals,Kolkata Knight Riders,Inn2,won,11873,20:00:00,8,2013,4,"Sawai Mansingh Stadium, Jaipur"
56,RP Singh,434,4,0,27,3,0,2,6.75,Royal Challengers Bangalore,Sunrisers Hyderabad,Inn1,won,11916,16:00:00,9,2013,4,"M.Chinnaswamy Stadium, Bengaluru"
57,Vinay Kumar,1449,4,0,43,1,1,1,10.75,Royal Challengers Bangalore,Sunrisers Hyderabad,Inn1,won,11916,16:00:00,9,2013,4,"M.Chinnaswamy Stadium, Bengaluru"
58,Jaydev Unadkat,6327,4,0,29,0,0,0,7.25,Royal Challengers Bangalore,Sunrisers Hyderabad,Inn1,won,11916,16:00:00,9,2013,4,"M.Chinnaswamy Stadium, Bengaluru"
59,Muttiah Muralitharan,110,4,0,23,1,0,0,5.75,Royal Challengers Bangalore,Sunrisers Hyderabad,Inn1,won,11916,16:00:00,9,2013,4,"M.Chinnaswamy Stadium, Bengaluru"
60,Murali Kartik,300,3,0,21,1,0,1,7.00,Royal Challengers Bangalore,Sunrisers Hyderabad,Inn1,won,11916,16:00:00,9,2013,4,"M.Chinnaswamy Stadium, Bengaluru"
61,Moises Henriques,1437,1,0,18,0,0,0,18.00,Royal Challengers Bangalore,Sunrisers Hyderabad,Inn1,won,11916,16:00:00,9,2013,4,"M.Chinnaswamy Stadium, Bengaluru"
62,Hanuma Vihari,8424,1,0,12,0,0,0,12.00,Sunrisers Hyderabad,Royal Challengers Bangalore,Inn2,lost,11916,16:00:00,9,2013,4,"M.Chinnaswamy Stadium, Bengaluru"
63,Dale Steyn,508,4,0,16,0,0,0,4.00,Sunrisers Hyderabad,Royal Challengers Bangalore,Inn2,lost,11916,16:00:00,9,2013,4,"M.Chinnaswamy Stadium, Bengaluru"
64,Ishant Sharma,702,3.4,0,30,1,0,0,8.82,Sunrisers Hyderabad,Royal Challengers Bangalore,Inn2,lost,11916,16:00:00,9,2013,4,"M.Chinnaswamy Stadium, Bengaluru"
65,Thisara Perera,2281,3,0,35,1,0,2,11.67,Sunrisers Hyderabad,Royal Challengers Bangalore,Inn2,lost,11916,16:00:00,9,2013,4,"M.Chinnaswamy Stadium, Bengaluru"
66,Amit Mishra,1454,4,0,42,0,0,2,10.50,Sunrisers Hyderabad,Royal Challengers Bangalore,Inn2,lost,11916,16:00:00,9,2013,4,"M.Chinnaswamy Stadium, Bengaluru"
67,Ashish Reddy,6301,1,0,12,0,0,0,12.00,Sunrisers Hyderabad,Royal Challengers Bangalore,Inn2,lost,11916,16:00:00,9,2013,4,"M.Chinnaswamy Stadium, Bengaluru"
68,Cameron White,282,1,0,14,1,0,0,14.00,Sunrisers Hyderabad,Royal Challengers Bangalore,Inn2,lost,11916,16:00:00,9,2013,4,"M.Chinnaswamy Stadium, Bengaluru"
69,Dirk Nannes,1647,3.5,0,17,2,0,0,4.86,Chennai Super Kings,Kings XI Punjab,Inn1,won,11875,20:00:00,10,2013,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
70,Ankit Rajpoot,8924,1,0,10,0,0,0,10.00,Chennai Super Kings,Kings XI Punjab,Inn1,won,11875,20:00:00,10,2013,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
71,Chris Morris,8333,4,0,27,2,0,0,6.75,Chennai Super Kings,Kings XI Punjab,Inn1,won,11875,20:00:00,10,2013,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
72,Ravindra Jadeja,587,4,0,29,1,0,0,7.25,Chennai Super Kings,Kings XI Punjab,Inn1,won,11875,20:00:00,10,2013,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
73,Dwayne Bravo,242,4,0,27,3,0,2,6.75,Chennai Super Kings,Kings XI Punjab,Inn1,won,11875,20:00:00,10,2013,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
74,Ravichandran Ashwin,1593,3,0,22,1,0,0,7.33,Chennai Super Kings,Kings XI Punjab,Inn1,won,11875,20:00:00,10,2013,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
75,Praveen Kumar,592,2.2,0,18,0,0,1,8.18,Kings XI Punjab,Chennai Super Kings,Inn2,lost,11875,20:00:00,10,2013,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
76,Ryan Harris,1442,4,0,30,0,0,0,7.50,Kings XI Punjab,Chennai Super Kings,Inn2,lost,11875,20:00:00,10,2013,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
77,Azhar Mahmood,206,4,0,34,0,0,1,8.50,Kings XI Punjab,Chennai Super Kings,Inn2,lost,11875,20:00:00,10,2013,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
78,Parvinder Awana,8269,2,0,20,0,0,0,10.00,Kings XI Punjab,Chennai Super Kings,Inn2,lost,11875,20:00:00,10,2013,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
79,Piyush Chawla,466,4,0,21,0,0,0,5.25,Kings XI Punjab,Chennai Super Kings,Inn2,lost,11875,20:00:00,10,2013,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
80,Rajagopal Sathish,6314,1,0,15,0,0,0,15.00,Kings XI Punjab,Chennai Super Kings,Inn2,lost,11875,20:00:00,10,2013,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
81,Moises Henriques,1437,4,0,24,2,0,1,6.00,Royal Challengers Bangalore,Kolkata Knight Riders,Inn1,won,11876,16:00:00,11,2013,4,"M.Chinnaswamy Stadium, Bengaluru"
82,RP Singh,434,4,0,27,3,0,1,6.75,Royal Challengers Bangalore,Kolkata Knight Riders,Inn1,won,11876,16:00:00,11,2013,4,"M.Chinnaswamy Stadium, Bengaluru"
83,Jaydev Unadkat,6327,4,0,34,0,0,0,8.50,Royal Challengers Bangalore,Kolkata Knight Riders,Inn1,won,11876,16:00:00,11,2013,4,"M.Chinnaswamy Stadium, Bengaluru"
84,Muttiah Muralitharan,110,4,0,30,0,1,0,7.50,Royal Challengers Bangalore,Kolkata Knight Riders,Inn1,won,11876,16:00:00,11,2013,4,"M.Chinnaswamy Stadium, Bengaluru"
85,Vinay Kumar,1449,4,0,36,2,0,0,9.00,Royal Challengers Bangalore,Kolkata Knight Riders,Inn1,won,11876,16:00:00,11,2013,4,"M.Chinnaswamy Stadium, Bengaluru"
86,Ryan McLaren,1628,3,0,34,1,0,2,11.33,Kolkata Knight Riders,Royal Challengers Bangalore,Inn2,lost,11876,16:00:00,11,2013,4,"M.Chinnaswamy Stadium, Bengaluru"
87,Jacques Kallis,213,4,1,30,0,1,1,7.50,Kolkata Knight Riders,Royal Challengers Bangalore,Inn2,lost,11876,16:00:00,11,2013,4,"M.Chinnaswamy Stadium, Bengaluru"
88,Sunil Narine,2276,4,0,17,0,0,0,4.25,Kolkata Knight Riders,Royal Challengers Bangalore,Inn2,lost,11876,16:00:00,11,2013,4,"M.Chinnaswamy Stadium, Bengaluru"
89,Lakshmipathy Balaji,96,3.3,0,33,1,0,2,10.00,Kolkata Knight Riders,Royal Challengers Bangalore,Inn2,lost,11876,16:00:00,11,2013,4,"M.Chinnaswamy Stadium, Bengaluru"
90,Pradeep Sangwan,1472,2,0,34,0,1,2,17.00,Kolkata Knight Riders,Royal Challengers Bangalore,Inn2,lost,11876,16:00:00,11,2013,4,"M.Chinnaswamy Stadium, Bengaluru"
91,Rajat Bhatia,1468,1,0,10,0,0,1,10.00,Kolkata Knight Riders,Royal Challengers Bangalore,Inn2,lost,11876,16:00:00,11,2013,4,"M.Chinnaswamy Stadium, Bengaluru"
92,Dale Steyn,508,4,1,11,2,0,1,2.75,Sunrisers Hyderabad,Delhi Daredevils,Inn1,won,11878,20:00:00,12,2013,4,"Arun Jaitley Stadium, Delhi"
93,Ishant Sharma,702,4,0,35,2,1,2,8.75,Sunrisers Hyderabad,Delhi Daredevils,Inn1,won,11878,20:00:00,12,2013,4,"Arun Jaitley Stadium, Delhi"
94,Thisara Perera,2281,4,0,31,2,0,0,7.75,Sunrisers Hyderabad,Delhi Daredevils,Inn1,won,11878,20:00:00,12,2013,4,"Arun Jaitley Stadium, Delhi"
95,Anand Rajan,7808,4,0,20,1,0,1,5.00,Sunrisers Hyderabad,Delhi Daredevils,Inn1,won,11878,20:00:00,12,2013,4,"Arun Jaitley Stadium, Delhi"
96,Amit Mishra,1454,4,0,15,1,0,0,3.75,Sunrisers Hyderabad,Delhi Daredevils,Inn1,won,11878,20:00:00,12,2013,4,"Arun Jaitley Stadium, Delhi"
97,Irfan Pathan,73,3.2,0,19,1,0,1,5.94,Delhi Daredevils,Sunrisers Hyderabad,Inn2,lost,11878,20:00:00,12,2013,4,"Arun Jaitley Stadium, Delhi"
98,Siddarth Kaul,1828,2,1,8,0,0,0,4.00,Delhi Daredevils,Sunrisers Hyderabad,Inn2,lost,11878,20:00:00,12,2013,4,"Arun Jaitley Stadium, Delhi"
99,Morne Morkel,608,4,0,27,2,1,0,6.75,Delhi Daredevils,Sunrisers Hyderabad,Inn2,lost,11878,20:00:00,12,2013,4,"Arun Jaitley Stadium, Delhi"
100,Umesh Yadav,1858,3,0,32,0,0,0,10.67,Delhi Daredevils,Sunrisers Hyderabad,Inn2,lost,11878,20:00:00,12,2013,4,"Arun Jaitley Stadium, Delhi"
101,Johan Botha,487,3,0,11,1,0,0,3.67,Delhi Daredevils,Sunrisers Hyderabad,Inn2,lost,11878,20:00:00,12,2013,4,"Arun Jaitley Stadium, Delhi"
102,Shahbaz Nadeem,7906,4,0,17,2,0,0,4.25,Delhi Daredevils,Sunrisers Hyderabad,Inn2,lost,11878,20:00:00,12,2013,4,"Arun Jaitley Stadium, Delhi"
103,Aaron Finch,1643,2,0,11,1,0,0,5.50,Pune Warriors,Mumbai Indians,Inn1,lost,11879,16:00:00,13,2013,4,"Wankhede Stadium, Mumbai"
104,Bhuvneshwar Kumar,1726,2,0,16,0,0,0,8.00,Pune Warriors,Mumbai Indians,Inn1,lost,11879,16:00:00,13,2013,4,"Wankhede Stadium, Mumbai"
105,Ashok Dinda,1467,4,0,63,0,1,1,15.75,Pune Warriors,Mumbai Indians,Inn1,lost,11879,16:00:00,13,2013,4,"Wankhede Stadium, Mumbai"
106,Rahul Sharma,6304,4,0,27,0,0,0,6.75,Pune Warriors,Mumbai Indians,Inn1,lost,11879,16:00:00,13,2013,4,"Wankhede Stadium, Mumbai"
107,Angelo Mathews,1629,4,0,29,0,0,0,7.25,Pune Warriors,Mumbai Indians,Inn1,lost,11879,16:00:00,13,2013,4,"Wankhede Stadium, Mumbai"
108,Yuvraj Singh,69,2,0,13,1,0,0,6.50,Pune Warriors,Mumbai Indians,Inn1,lost,11879,16:00:00,13,2013,4,"Wankhede Stadium, Mumbai"
109,Mitchell Marsh,6250,2,0,24,1,0,1,12.00,Pune Warriors,Mumbai Indians,Inn1,lost,11879,16:00:00,13,2013,4,"Wankhede Stadium, Mumbai"
110,Mitchell Johnson,496,4,0,33,3,0,1,8.25,Mumbai Indians,Pune Warriors,Inn2,won,11879,16:00:00,13,2013,4,"Wankhede Stadium, Mumbai"
111,Pragyan Ojha,1356,2,0,20,1,0,2,10.00,Mumbai Indians,Pune Warriors,Inn2,won,11879,16:00:00,13,2013,4,"Wankhede Stadium, Mumbai"
112,Harbhajan Singh,75,3,0,20,1,0,0,6.67,Mumbai Indians,Pune Warriors,Inn2,won,11879,16:00:00,13,2013,4,"Wankhede Stadium, Mumbai"
113,Lasith Malinga,111,4,0,22,1,0,0,5.50,Mumbai Indians,Pune Warriors,Inn2,won,11879,16:00:00,13,2013,4,"Wankhede Stadium, Mumbai"
114,Rishi Dhawan,8616,4,0,27,0,0,0,6.75,Mumbai Indians,Pune Warriors,Inn2,won,11879,16:00:00,13,2013,4,"Wankhede Stadium, Mumbai"
115,Kieron Pollard,657,3,0,19,1,0,1,6.33,Mumbai Indians,Pune Warriors,Inn2,won,11879,16:00:00,13,2013,4,"Wankhede Stadium, Mumbai"
116,Dale Steyn,508,4,0,29,0,0,1,7.25,Sunrisers Hyderabad,Kolkata Knight Riders,Inn1,lost,11881,16:00:00,14,2013,4,"Eden Gardens, Kolkata"
117,Hanuma Vihari,8424,1,0,14,0,0,0,14.00,Sunrisers Hyderabad,Kolkata Knight Riders,Inn1,lost,11881,16:00:00,14,2013,4,"Eden Gardens, Kolkata"
118,Ishant Sharma,702,4,0,33,0,0,1,8.25,Sunrisers Hyderabad,Kolkata Knight Riders,Inn1,lost,11881,16:00:00,14,2013,4,"Eden Gardens, Kolkata"
119,Thisara Perera,2281,4,0,44,0,0,2,11.00,Sunrisers Hyderabad,Kolkata Knight Riders,Inn1,lost,11881,16:00:00,14,2013,4,"Eden Gardens, Kolkata"
120,Amit Mishra,1454,3,0,28,0,0,0,9.33,Sunrisers Hyderabad,Kolkata Knight Riders,Inn1,lost,11881,16:00:00,14,2013,4,"Eden Gardens, Kolkata"
121,Karn Sharma,1844,2,0,13,1,0,0,6.50,Sunrisers Hyderabad,Kolkata Knight Riders,Inn1,lost,11881,16:00:00,14,2013,4,"Eden Gardens, Kolkata"
122,Ashish Reddy,6301,2,0,15,1,0,0,7.50,Sunrisers Hyderabad,Kolkata Knight Riders,Inn1,lost,11881,16:00:00,14,2013,4,"Eden Gardens, Kolkata"
123,Lakshmipathy Balaji,96,4,0,30,0,0,0,7.50,Kolkata Knight Riders,Sunrisers Hyderabad,Inn2,won,11881,16:00:00,14,2013,4,"Eden Gardens, Kolkata"
124,Sachithra Senanayake,6729,4,0,18,1,0,1,4.50,Kolkata Knight Riders,Sunrisers Hyderabad,Inn2,won,11881,16:00:00,14,2013,4,"Eden Gardens, Kolkata"
125,Sunil Narine,2276,4,0,31,1,0,0,7.75,Kolkata Knight Riders,Sunrisers Hyderabad,Inn2,won,11881,16:00:00,14,2013,4,"Eden Gardens, Kolkata"
126,Jacques Kallis,213,4,0,13,3,0,1,3.25,Kolkata Knight Riders,Sunrisers Hyderabad,Inn2,won,11881,16:00:00,14,2013,4,"Eden Gardens, Kolkata"
127,Rajat Bhatia,1468,4,0,33,2,0,3,8.25,Kolkata Knight Riders,Sunrisers Hyderabad,Inn2,won,11881,16:00:00,14,2013,4,"Eden Gardens, Kolkata"
128,Dirk Nannes,1647,4,0,42,0,0,1,10.50,Chennai Super Kings,Pune Warriors,Inn1,lost,11883,20:00:00,15,2013,4,"MA Chidambaram Stadium, Chennai"
129,Ravindra Jadeja,587,4,0,27,1,0,0,6.75,Chennai Super Kings,Pune Warriors,Inn1,lost,11883,20:00:00,15,2013,4,"MA Chidambaram Stadium, Chennai"
130,Ravichandran Ashwin,1593,4,0,24,0,0,0,6.00,Chennai Super Kings,Pune Warriors,Inn1,lost,11883,20:00:00,15,2013,4,"MA Chidambaram Stadium, Chennai"
131,Chris Morris,8333,4,0,25,2,0,0,6.25,Chennai Super Kings,Pune Warriors,Inn1,lost,11883,20:00:00,15,2013,4,"MA Chidambaram Stadium, Chennai"
132,Dwayne Bravo,242,4,0,35,2,0,1,8.75,Chennai Super Kings,Pune Warriors,Inn1,lost,11883,20:00:00,15,2013,4,"MA Chidambaram Stadium, Chennai"
133,Bhuvneshwar Kumar,1726,4,1,12,2,0,1,3.00,Pune Warriors,Chennai Super Kings,Inn2,won,11883,20:00:00,15,2013,4,"MA Chidambaram Stadium, Chennai"
134,Ashok Dinda,1467,4,0,34,2,0,0,8.50,Pune Warriors,Chennai Super Kings,Inn2,won,11883,20:00:00,15,2013,4,"MA Chidambaram Stadium, Chennai"
135,Mitchell Marsh,6250,4,0,35,2,0,1,8.75,Pune Warriors,Chennai Super Kings,Inn2,won,11883,20:00:00,15,2013,4,"MA Chidambaram Stadium, Chennai"
136,Abhishek Nayar,1463,3,0,21,1,0,0,7.00,Pune Warriors,Chennai Super Kings,Inn2,won,11883,20:00:00,15,2013,4,"MA Chidambaram Stadium, Chennai"
137,Aaron Finch,1643,1,0,9,0,0,0,9.00,Pune Warriors,Chennai Super Kings,Inn2,won,11883,20:00:00,15,2013,4,"MA Chidambaram Stadium, Chennai"
138,Rahul Sharma,6304,4,0,24,1,0,0,6.00,Pune Warriors,Chennai Super Kings,Inn2,won,11883,20:00:00,15,2013,4,"MA Chidambaram Stadium, Chennai"
139,Lakshmipathy Balaji,96,4,0,39,1,0,2,9.75,Kolkata Knight Riders,Kings XI Punjab,Inn1,lost,11884,16:00:00,16,2013,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
140,Jacques Kallis,213,4,0,24,3,0,0,6.00,Kolkata Knight Riders,Kings XI Punjab,Inn1,lost,11884,16:00:00,16,2013,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
141,Sachithra Senanayake,6729,4,0,28,2,0,0,7.00,Kolkata Knight Riders,Kings XI Punjab,Inn1,lost,11884,16:00:00,16,2013,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
