batsman,got_out,Runs,Balls,Fours,Sixes,St.rate,Inning,Team,Opponent,Win/Lost,match_id,time,day,year,Month,Venue
S Badrinath,not out,31,14,3,2,221.43,Inn1,Chennai Super Kings,Kings XI Punjab,won,10556,17:00:00,19,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Jacob Oram,b Pathan,13,10,0,1,130.0,Inn1,Chennai Super Kings,Kings XI Punjab,won,10556,17:00:00,19,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Suresh Raina,c Pathan b Mota,32,13,2,3,246.15,Inn1,Chennai Super Kings,Kings XI Punjab,won,10556,17:00:00,19,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Michael Hussey,not out,116,54,8,9,214.81,Inn1,Chennai Super Kings,Kings XI Punjab,won,10556,17:00:00,19,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
MS Dhoni,lbw b Hopes,2,3,0,0,66.67,Inn1,Chennai Super Kings,Kings XI Punjab,won,10556,17:00:00,19,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Parthiv Patel,c Sangakkara b Lee,15,10,3,0,150.0,Inn1,Chennai Super Kings,Kings XI Punjab,won,10556,17:00:00,19,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
,b Pathan,25,17,4,1,147.06,Inn1,Chennai Super Kings,Kings XI Punjab,won,10556,17:00:00,19,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Irfan Pathan,not out,3,5,0,0,60.0,Inn2,Kings XI Punjab,Chennai Super Kings,lost,10556,17:00:00,19,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Karan Goel,c Patel b Gony,24,19,2,1,126.32,Inn2,Kings XI Punjab,Chennai Super Kings,lost,10556,17:00:00,19,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Simon Katich,not out,21,17,0,1,123.53,Inn2,Kings XI Punjab,Chennai Super Kings,lost,10556,17:00:00,19,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Yuvraj Singh,c Amarnath b Joginder Sharma,23,13,1,2,176.92,Inn2,Kings XI Punjab,Chennai Super Kings,lost,10556,17:00:00,19,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Kumar Sangakkara,c Joginder Sharma b Muralitharan,54,33,5,2,163.64,Inn2,Kings XI Punjab,Chennai Super Kings,lost,10556,17:00:00,19,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
,c Joginder Sharma b Amarnath,71,33,10,3,215.15,Inn2,Kings XI Punjab,Chennai Super Kings,lost,10556,17:00:00,19,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Pragyan Ojha,run out (Mohammad Hafeez/Saha),0,0,0,0,0.0,Inn1,Deccan Chargers,Kolkata Knight Riders,lost,10554,16:00:00,20,2008,4,"Eden Gardens, Kolkata"
RP Singh,not out,1,2,0,0,50.0,Inn1,Deccan Chargers,Kolkata Knight Riders,lost,10554,16:00:00,20,2008,4,"Eden Gardens, Kolkata"
Chaminda Vaas,c Ganguly b Agarkar,0,1,0,0,0.0,Inn1,Deccan Chargers,Kolkata Knight Riders,lost,10554,16:00:00,20,2008,4,"Eden Gardens, Kolkata"
Arjun Yadav,c Dinda b Hussey,10,10,0,1,100.0,Inn1,Deccan Chargers,Kolkata Knight Riders,lost,10554,16:00:00,20,2008,4,"Eden Gardens, Kolkata"
Sanjay Bangar,c Saha b Kartik,14,10,1,1,140.0,Inn1,Deccan Chargers,Kolkata Knight Riders,lost,10554,16:00:00,20,2008,4,"Eden Gardens, Kolkata"
Scott Styris,b Mohammad Hafeez,6,7,1,0,85.71,Inn1,Deccan Chargers,Kolkata Knight Riders,lost,10554,16:00:00,20,2008,4,"Eden Gardens, Kolkata"
Rohit Sharma,c Saha b Kartik,0,3,0,0,0.0,Inn1,Deccan Chargers,Kolkata Knight Riders,lost,10554,16:00:00,20,2008,4,"Eden Gardens, Kolkata"
Andrew Symonds,c Hussey b Agarkar,32,39,2,2,82.05,Inn1,Deccan Chargers,Kolkata Knight Riders,lost,10554,16:00:00,20,2008,4,"Eden Gardens, Kolkata"
VVS Laxman,c Shukla b Dinda,0,6,0,0,0.0,Inn1,Deccan Chargers,Kolkata Knight Riders,lost,10554,16:00:00,20,2008,4,"Eden Gardens, Kolkata"
Adam Gilchrist,c Mohammad Hafeez b Kartik,23,22,1,2,104.55,Inn1,Deccan Chargers,Kolkata Knight Riders,lost,10554,16:00:00,20,2008,4,"Eden Gardens, Kolkata"
,c Kartik b Sharma,14,14,1,0,100.0,Inn1,Deccan Chargers,Kolkata Knight Riders,lost,10554,16:00:00,20,2008,4,"Eden Gardens, Kolkata"
Laxmi Shukla,not out,4,6,0,0,66.67,Inn2,Kolkata Knight Riders,Deccan Chargers,won,10554,16:00:00,20,2008,4,"Eden Gardens, Kolkata"
Wriddhiman Saha,c Styris b Vaas,10,17,1,0,58.82,Inn2,Kolkata Knight Riders,Deccan Chargers,won,10554,16:00:00,20,2008,4,"Eden Gardens, Kolkata"
Mohammad Hafeez,c Symonds b Ojha,13,13,1,1,100.0,Inn2,Kolkata Knight Riders,Deccan Chargers,won,10554,16:00:00,20,2008,4,"Eden Gardens, Kolkata"
David Hussey,not out,38,43,1,3,88.37,Inn2,Kolkata Knight Riders,Deccan Chargers,won,10554,16:00:00,20,2008,4,"Eden Gardens, Kolkata"
Sourav Ganguly,b Ojha,14,30,1,0,46.67,Inn2,Kolkata Knight Riders,Deccan Chargers,won,10554,16:00:00,20,2008,4,"Eden Gardens, Kolkata"
Ricky Ponting,lbw b Vaas,0,1,0,0,0.0,Inn2,Kolkata Knight Riders,Deccan Chargers,won,10554,16:00:00,20,2008,4,"Eden Gardens, Kolkata"
,c Sharma b Singh,5,5,1,0,100.0,Inn2,Kolkata Knight Riders,Deccan Chargers,won,10554,16:00:00,20,2008,4,"Eden Gardens, Kolkata"
Wilkin Mota,not out,1,1,0,0,100.0,Inn1,Kings XI Punjab,Rajasthan Royals,lost,10552,20:00:00,21,2008,4,"Sawai Mansingh Stadium, Jaipur"
Piyush Chawla,not out,24,11,4,0,218.18,Inn1,Kings XI Punjab,Rajasthan Royals,lost,10552,20:00:00,21,2008,4,"Sawai Mansingh Stadium, Jaipur"
Sunny Sohal,run out (Jadeja/Kamran Akmal),4,4,0,0,100.0,Inn1,Kings XI Punjab,Rajasthan Royals,lost,10552,20:00:00,21,2008,4,"Sawai Mansingh Stadium, Jaipur"
Yuvraj Singh,lbw b Warne,57,34,6,3,167.65,Inn1,Kings XI Punjab,Rajasthan Royals,lost,10552,20:00:00,21,2008,4,"Sawai Mansingh Stadium, Jaipur"
Irfan Pathan,b Trivedi,12,19,0,1,63.16,Inn1,Kings XI Punjab,Rajasthan Royals,lost,10552,20:00:00,21,2008,4,"Sawai Mansingh Stadium, Jaipur"
Mahela Jayawardene,st Kamran Akmal b Salunkhe,2,4,0,0,50.0,Inn1,Kings XI Punjab,Rajasthan Royals,lost,10552,20:00:00,21,2008,4,"Sawai Mansingh Stadium, Jaipur"
Kumar Sangakkara,c & b Warne,20,8,3,1,250.0,Inn1,Kings XI Punjab,Rajasthan Royals,lost,10552,20:00:00,21,2008,4,"Sawai Mansingh Stadium, Jaipur"
James Hopes,lbw b Warne,16,16,2,0,100.0,Inn1,Kings XI Punjab,Rajasthan Royals,lost,10552,20:00:00,21,2008,4,"Sawai Mansingh Stadium, Jaipur"
Karan Goel,b Patel,26,21,3,2,123.81,Inn1,Kings XI Punjab,Rajasthan Royals,lost,10552,20:00:00,21,2008,4,"Sawai Mansingh Stadium, Jaipur"
,c Kamran Akmal b Trivedi,0,2,0,0,0.0,Inn1,Kings XI Punjab,Rajasthan Royals,lost,10552,20:00:00,21,2008,4,"Sawai Mansingh Stadium, Jaipur"
Ravindra Jadeja,not out,36,25,5,1,144.0,Inn2,Rajasthan Royals,Kings XI Punjab,won,10552,20:00:00,21,2008,4,"Sawai Mansingh Stadium, Jaipur"
Mohammad Kaif,c Sangakkara b Sreesanth,5,8,1,0,62.5,Inn2,Rajasthan Royals,Kings XI Punjab,won,10552,20:00:00,21,2008,4,"Sawai Mansingh Stadium, Jaipur"
Darren Lehmann,lbw b Pathan,17,16,3,0,106.25,Inn2,Rajasthan Royals,Kings XI Punjab,won,10552,20:00:00,21,2008,4,"Sawai Mansingh Stadium, Jaipur"
Kamran Akmal,c Chawla b Hopes,15,10,2,1,150.0,Inn2,Rajasthan Royals,Kings XI Punjab,won,10552,20:00:00,21,2008,4,"Sawai Mansingh Stadium, Jaipur"
Shane Watson,not out,76,49,5,5,155.1,Inn2,Rajasthan Royals,Kings XI Punjab,won,10552,20:00:00,21,2008,4,"Sawai Mansingh Stadium, Jaipur"
,c & b Lee,7,5,1,0,140.0,Inn2,Rajasthan Royals,Kings XI Punjab,won,10552,20:00:00,21,2008,4,"Sawai Mansingh Stadium, Jaipur"
RP Singh,not out,1,1,0,0,100.0,Inn1,Deccan Chargers,Delhi Daredevils,lost,10551,20:00:00,22,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
Arjun Yadav,c Gambhir b Mahesh,12,7,2,0,171.43,Inn1,Deccan Chargers,Delhi Daredevils,lost,10551,20:00:00,22,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
Sanjay Bangar,run out (Tiwary/Karthik),8,14,0,0,57.14,Inn1,Deccan Chargers,Delhi Daredevils,lost,10551,20:00:00,22,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
Shahid Afridi,lbw b Bhatia,2,7,0,0,28.57,Inn1,Deccan Chargers,Delhi Daredevils,lost,10551,20:00:00,22,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
Rohit Sharma,c McGrath b Bhatia,66,36,6,4,183.33,Inn1,Deccan Chargers,Delhi Daredevils,lost,10551,20:00:00,22,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
Andrew Symonds,c Karthik b Maharoof,12,13,2,0,92.31,Inn1,Deccan Chargers,Delhi Daredevils,lost,10551,20:00:00,22,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
VVS Laxman,b Mohammad Asif,2,6,0,0,33.33,Inn1,Deccan Chargers,Delhi Daredevils,lost,10551,20:00:00,22,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
Adam Gilchrist,b Mohammad Asif,8,9,0,1,88.89,Inn1,Deccan Chargers,Delhi Daredevils,lost,10551,20:00:00,22,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
Venugopal Rao,c Dhawan b Maharoof,14,22,2,0,63.64,Inn1,Deccan Chargers,Delhi Daredevils,lost,10551,20:00:00,22,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
,not out,12,6,0,1,200.0,Inn1,Deccan Chargers,Delhi Daredevils,lost,10551,20:00:00,22,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
Gautam Gambhir,c Gilchrist b Singh,12,9,2,0,133.33,Inn2,Delhi Daredevils,Deccan Chargers,won,10551,20:00:00,22,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
Shikhar Dhawan,not out,25,28,3,0,89.29,Inn2,Delhi Daredevils,Deccan Chargers,won,10551,20:00:00,22,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
,not out,94,41,10,6,229.27,Inn2,Delhi Daredevils,Deccan Chargers,won,10551,20:00:00,22,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
S Badrinath,not out,2,1,0,0,200.0,Inn1,Chennai Super Kings,Mumbai Indians,won,10550,20:00:00,23,2008,4,"MA Chidambaram Stadium, Chennai"
Jacob Oram,not out,5,2,1,0,250.0,Inn1,Chennai Super Kings,Mumbai Indians,won,10550,20:00:00,23,2008,4,"MA Chidambaram Stadium, Chennai"
MS Dhoni,c Bravo b Khote,30,16,4,1,187.5,Inn1,Chennai Super Kings,Mumbai Indians,won,10550,20:00:00,23,2008,4,"MA Chidambaram Stadium, Chennai"
Suresh Raina,c Bravo b Khote,53,37,3,3,143.24,Inn1,Chennai Super Kings,Mumbai Indians,won,10550,20:00:00,23,2008,4,"MA Chidambaram Stadium, Chennai"
Michael Hussey,b Kulkarni,5,9,1,0,55.56,Inn1,Chennai Super Kings,Mumbai Indians,won,10550,20:00:00,23,2008,4,"MA Chidambaram Stadium, Chennai"
Parthiv Patel,c Ronchi b Nehra,14,11,3,0,127.27,Inn1,Chennai Super Kings,Mumbai Indians,won,10550,20:00:00,23,2008,4,"MA Chidambaram Stadium, Chennai"
Matthew Hayden,run out (Harbhajan Singh),81,46,12,2,176.09,Inn1,Chennai Super Kings,Mumbai Indians,won,10550,20:00:00,23,2008,4,"MA Chidambaram Stadium, Chennai"
Ashish Nehra,not out,1,2,0,0,50.0,Inn2,Mumbai Indians,Chennai Super Kings,lost,10550,20:00:00,23,2008,4,"MA Chidambaram Stadium, Chennai"
Musavir Khote,c Raina b Muralitharan,9,5,0,1,180.0,Inn2,Mumbai Indians,Chennai Super Kings,lost,10550,20:00:00,23,2008,4,"MA Chidambaram Stadium, Chennai"
Harbhajan Singh,c Badrinath b Muralitharan,28,14,1,3,200.0,Inn2,Mumbai Indians,Chennai Super Kings,lost,10550,20:00:00,23,2008,4,"MA Chidambaram Stadium, Chennai"
Abhishek Nayar,not out,45,20,6,1,225.0,Inn2,Mumbai Indians,Chennai Super Kings,lost,10550,20:00:00,23,2008,4,"MA Chidambaram Stadium, Chennai"
Luke Ronchi,run out (Badrinath),2,3,0,0,66.67,Inn2,Mumbai Indians,Chennai Super Kings,lost,10550,20:00:00,23,2008,4,"MA Chidambaram Stadium, Chennai"
Dwayne Bravo,c Oram b Joginder Sharma,24,16,2,1,150.0,Inn2,Mumbai Indians,Chennai Super Kings,lost,10550,20:00:00,23,2008,4,"MA Chidambaram Stadium, Chennai"
Shaun Pollock,b Amarnath,17,15,0,1,113.33,Inn2,Mumbai Indians,Chennai Super Kings,lost,10550,20:00:00,23,2008,4,"MA Chidambaram Stadium, Chennai"
Robin Uthappa,b Joginder Sharma,43,36,6,1,119.44,Inn2,Mumbai Indians,Chennai Super Kings,lost,10550,20:00:00,23,2008,4,"MA Chidambaram Stadium, Chennai"
,c Joginder Sharma b Gony,20,11,4,0,181.82,Inn2,Mumbai Indians,Chennai Super Kings,lost,10550,20:00:00,23,2008,4,"MA Chidambaram Stadium, Chennai"
Rohit Sharma,c Salunkhe b Warne,36,30,3,1,120.0,Inn1,Deccan Chargers,Rajasthan Royals,lost,10549,20:00:00,24,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
Arjun Yadav,c Kamran Akmal b Watson,16,9,3,0,177.78,Inn1,Deccan Chargers,Rajasthan Royals,lost,10549,20:00:00,24,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
Andrew Symonds,not out,117,53,11,7,220.75,Inn1,Deccan Chargers,Rajasthan Royals,lost,10549,20:00:00,24,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
Shahid Afridi,c Jadeja b Pathan,10,4,1,1,250.0,Inn1,Deccan Chargers,Rajasthan Royals,lost,10549,20:00:00,24,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
Adam Gilchrist,st Kamran Akmal b Pathan,13,9,3,0,144.44,Inn1,Deccan Chargers,Rajasthan Royals,lost,10549,20:00:00,24,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
,c & b Warne,16,16,3,0,100.0,Inn1,Deccan Chargers,Rajasthan Royals,lost,10549,20:00:00,24,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
Dinesh Salunkhe,run out (Laxman/Singh),1,1,0,0,100.0,Inn2,Rajasthan Royals,Deccan Chargers,won,10549,20:00:00,24,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
Pankaj Singh,not out,4,3,0,0,133.33,Inn2,Rajasthan Royals,Deccan Chargers,won,10549,20:00:00,24,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
Shane Warne,not out,22,9,2,2,244.44,Inn2,Rajasthan Royals,Deccan Chargers,won,10549,20:00:00,24,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
Ravindra Jadeja,b Singh,1,3,0,0,33.33,Inn2,Rajasthan Royals,Deccan Chargers,won,10549,20:00:00,24,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
Shane Watson,b Shahid Afridi,4,6,0,0,66.67,Inn2,Rajasthan Royals,Deccan Chargers,won,10549,20:00:00,24,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
Mohammad Kaif,c Symonds b Shahid Afridi,34,16,2,3,212.5,Inn2,Rajasthan Royals,Deccan Chargers,won,10549,20:00:00,24,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
Graeme Smith,c Kalyankrishna b Shahid Afridi,71,45,9,2,157.78,Inn2,Rajasthan Royals,Deccan Chargers,won,10549,20:00:00,24,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
Yusuf Pathan,c Symonds b Kalyankrishna,61,28,4,6,217.86,Inn2,Rajasthan Royals,Deccan Chargers,won,10549,20:00:00,24,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
,c Bangar b Vaas,12,9,1,1,133.33,Inn2,Rajasthan Royals,Deccan Chargers,won,10549,20:00:00,24,2008,4,"Rajiv Gandhi International Stadium, Hyderabad"
Vikram Singh,run out (Harbhajan Singh/Ronchi),4,2,1,0,200.0,Inn1,Kings XI Punjab,Mumbai Indians,won,10548,20:00:00,25,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
S Sreesanth,c Ronchi b Kulkarni,0,1,0,0,0.0,Inn1,Kings XI Punjab,Mumbai Indians,won,10548,20:00:00,25,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Piyush Chawla,lbw b Harbhajan Singh,0,1,0,0,0.0,Inn1,Kings XI Punjab,Mumbai Indians,won,10548,20:00:00,25,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Brett Lee,not out,16,8,2,1,200.0,Inn1,Kings XI Punjab,Mumbai Indians,won,10548,20:00:00,25,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Sunny Sohal,c Nehra b Kulkarni,0,4,0,0,0.0,Inn1,Kings XI Punjab,Mumbai Indians,won,10548,20:00:00,25,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Ramnaresh Sarwan,c Harbhajan Singh b Nehra,7,9,0,0,77.78,Inn1,Kings XI Punjab,Mumbai Indians,won,10548,20:00:00,25,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Mahela Jayawardene,c sub (AM Rahane) b Harbhajan Singh,12,7,0,1,171.43,Inn1,Kings XI Punjab,Mumbai Indians,won,10548,20:00:00,25,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Yuvraj Singh,c Bravo b Pollock,18,9,1,1,200.0,Inn1,Kings XI Punjab,Mumbai Indians,won,10548,20:00:00,25,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Irfan Pathan,c Kulkarni b Nehra,6,3,0,0,200.0,Inn1,Kings XI Punjab,Mumbai Indians,won,10548,20:00:00,25,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Kumar Sangakkara,c Kulkarni b Harbhajan Singh,94,56,13,1,167.86,Inn1,Kings XI Punjab,Mumbai Indians,won,10548,20:00:00,25,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
,run out (Bravo/Ronchi),18,21,1,1,85.71,Inn1,Kings XI Punjab,Mumbai Indians,won,10548,20:00:00,25,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Dhawal Kulkarni,not out,2,16,0,0,12.5,Inn2,Mumbai Indians,Kings XI Punjab,lost,10548,20:00:00,25,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Musavir Khote,hit wicket b Sreesanth,8,7,1,0,114.29,Inn2,Mumbai Indians,Kings XI Punjab,lost,10548,20:00:00,25,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Harbhajan Singh,lbw b Pathan,0,1,0,0,0.0,Inn2,Mumbai Indians,Kings XI Punjab,lost,10548,20:00:00,25,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Abhishek Nayar,c Chawla b Pathan,2,3,0,0,66.67,Inn2,Mumbai Indians,Kings XI Punjab,lost,10548,20:00:00,25,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Luke Ronchi,run out (Lee),11,8,1,1,137.5,Inn2,Mumbai Indians,Kings XI Punjab,lost,10548,20:00:00,25,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Ashish Nehra,not out,2,10,0,0,20.0,Inn2,Mumbai Indians,Kings XI Punjab,lost,10548,20:00:00,25,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Shaun Pollock,c Yuvraj Singh b Sreesanth,22,21,2,1,104.76,Inn2,Mumbai Indians,Kings XI Punjab,lost,10548,20:00:00,25,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Saurabh Tiwary,b Chawla,17,10,2,1,170.0,Inn2,Mumbai Indians,Kings XI Punjab,lost,10548,20:00:00,25,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Dwayne Bravo,b Chawla,23,21,4,0,109.52,Inn2,Mumbai Indians,Kings XI Punjab,lost,10548,20:00:00,25,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Robin Uthappa,c Sarwan b Singh,21,18,2,1,116.67,Inn2,Mumbai Indians,Kings XI Punjab,lost,10548,20:00:00,25,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
,c & b Lee,1,7,0,0,14.29,Inn2,Mumbai Indians,Kings XI Punjab,lost,10548,20:00:00,25,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Ashok Dinda,not out,0,0,0,0,0.0,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,10547,16:00:00,26,2008,4,"MA Chidambaram Stadium, Chennai"
Ishant Sharma,not out,4,3,0,0,133.33,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,10547,16:00:00,26,2008,4,"MA Chidambaram Stadium, Chennai"
Ajit Agarkar,c Muralitharan b Gony,11,9,1,0,122.22,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,10547,16:00:00,26,2008,4,"MA Chidambaram Stadium, Chennai"
Murali Kartik,c & b Oram,3,3,0,0,100.0,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,10547,16:00:00,26,2008,4,"MA Chidambaram Stadium, Chennai"
Laxmi Shukla,run out (Dhoni/Joginder Sharma),42,33,4,1,127.27,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,10547,16:00:00,26,2008,4,"MA Chidambaram Stadium, Chennai"
Mohammad Hafeez,c Joginder Sharma b Amarnath,16,24,1,0,66.67,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,10547,16:00:00,26,2008,4,"MA Chidambaram Stadium, Chennai"
David Hussey,c Badrinath b Amarnath,0,2,0,0,0.0,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,10547,16:00:00,26,2008,4,"MA Chidambaram Stadium, Chennai"
Wriddhiman Saha,b Gony,27,16,5,1,168.75,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,10547,16:00:00,26,2008,4,"MA Chidambaram Stadium, Chennai"
Ricky Ponting,c Raina b Oram,0,1,0,0,0.0,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,10547,16:00:00,26,2008,4,"MA Chidambaram Stadium, Chennai"
Brendon McCullum,c Raina b Oram,24,12,2,2,200.0,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,10547,16:00:00,26,2008,4,"MA Chidambaram Stadium, Chennai"
,c Badrinath b Joginder Sharma,12,19,1,0,63.16,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,10547,16:00:00,26,2008,4,"MA Chidambaram Stadium, Chennai"
Parthiv Patel,c Sharma b Agarkar,21,27,3,0,77.78,Inn2,Chennai Super Kings,Kolkata Knight Riders,won,10547,16:00:00,26,2008,4,"MA Chidambaram Stadium, Chennai"
MS Dhoni,not out,43,27,3,2,159.26,Inn2,Chennai Super Kings,Kolkata Knight Riders,won,10547,16:00:00,26,2008,4,"MA Chidambaram Stadium, Chennai"
,not out,70,49,6,3,142.86,Inn2,Chennai Super Kings,Kolkata Knight Riders,won,10547,16:00:00,26,2008,4,"MA Chidambaram Stadium, Chennai"
Yo Mahesh,not out,6,5,0,0,120.0,Inn1,Delhi Daredevils,Kings XI Punjab,lost,10545,16:00:00,27,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Farveez Maharoof,run out (Jayawardene/Sangakkara),18,12,2,0,150.0,Inn1,Delhi Daredevils,Kings XI Punjab,lost,10545,16:00:00,27,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Rajat Bhatia,b Pathan,17,15,1,1,113.33,Inn1,Delhi Daredevils,Kings XI Punjab,lost,10545,16:00:00,27,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Manoj Tiwary,c Yuvraj Singh b Singh,39,34,6,0,114.71,Inn1,Delhi Daredevils,Kings XI Punjab,lost,10545,16:00:00,27,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Dinesh Karthik,b Yuvraj Singh,24,14,2,1,171.43,Inn1,Delhi Daredevils,Kings XI Punjab,lost,10545,16:00:00,27,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Shoaib Malik,c Lee b Singh,19,17,3,0,111.76,Inn1,Delhi Daredevils,Kings XI Punjab,lost,10545,16:00:00,27,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Virender Sehwag,lbw b Pathan,6,6,1,0,100.0,Inn1,Delhi Daredevils,Kings XI Punjab,lost,10545,16:00:00,27,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Shikhar Dhawan,c Sangakkara b Lee,0,3,0,0,0.0,Inn1,Delhi Daredevils,Kings XI Punjab,lost,10545,16:00:00,27,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
,c Yuvraj Singh b Singh,18,14,3,0,128.57,Inn1,Delhi Daredevils,Kings XI Punjab,lost,10545,16:00:00,27,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Brett Lee,not out,1,3,0,0,33.33,Inn2,Kings XI Punjab,Delhi Daredevils,won,10545,16:00:00,27,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Irfan Pathan,c Karthik b Mohammad Asif,10,7,2,0,142.86,Inn2,Kings XI Punjab,Delhi Daredevils,won,10545,16:00:00,27,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Simon Katich,run out (Sehwag/Bhatia),75,52,11,1,144.23,Inn2,Kings XI Punjab,Delhi Daredevils,won,10545,16:00:00,27,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Karan Goel,lbw b McGrath,1,3,0,0,33.33,Inn2,Kings XI Punjab,Delhi Daredevils,won,10545,16:00:00,27,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Tanmay Srivastava,c Karthik b Mahesh,7,9,0,0,77.78,Inn2,Kings XI Punjab,Delhi Daredevils,won,10545,16:00:00,27,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Yuvraj Singh,not out,40,29,3,2,137.93,Inn2,Kings XI Punjab,Delhi Daredevils,won,10545,16:00:00,27,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Mahela Jayawardene,c & b Shoaib Malik,15,14,2,0,107.14,Inn2,Kings XI Punjab,Delhi Daredevils,won,10545,16:00:00,27,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
