batsman,got_out,Runs,Balls,Fours,Sixes,St.rate,Inning,Team,Opponent,Win/Lost,match_id,time,day,year,Month,Venue
Yuzvendra Chahal,c Vijay Shankar b Yash Dayal,5,8,0,0,62.5,Inn2,Rajasthan Royals,Gujarat Titans,lost,46001,19:30:00,14,2022,4,"Dr DY Patil Sports Academy, Mumbai"
,not out,0,3,0,0,0.0,Inn2,Rajasthan Royals,Gujarat Titans,lost,46001,19:30:00,14,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Venkatesh Iyer,b T Natarajan,6,13,1,0,46.15,Inn1,Kolkata Knight Riders,Sunrisers Hyderabad,lost,46006,19:30:00,15,2022,4,"Brabourne Stadium, Mumbai"
Finch,c Pooran b Marco Jansen,7,5,0,1,140.0,Inn1,Kolkata Knight Riders,Sunrisers Hyderabad,lost,46006,19:30:00,15,2022,4,"Brabourne Stadium, Mumbai"
Shreyas Iyer (c),b Umran Malik,28,25,3,0,112.0,Inn1,Kolkata Knight Riders,Sunrisers Hyderabad,lost,46006,19:30:00,15,2022,4,"Brabourne Stadium, Mumbai"
Narine,c Shashank Singh b T Natarajan,6,2,0,1,300.0,Inn1,Kolkata Knight Riders,Sunrisers Hyderabad,lost,46006,19:30:00,15,2022,4,"Brabourne Stadium, Mumbai"
Nitish Rana,c Pooran b T Natarajan,54,36,6,2,150.0,Inn1,Kolkata Knight Riders,Sunrisers Hyderabad,lost,46006,19:30:00,15,2022,4,"Brabourne Stadium, Mumbai"
Jackson (wk),c T Natarajan b Umran Malik,7,7,0,1,100.0,Inn1,Kolkata Knight Riders,Sunrisers Hyderabad,lost,46006,19:30:00,15,2022,4,"Brabourne Stadium, Mumbai"
Russell,not out,49,25,4,4,196.0,Inn1,Kolkata Knight Riders,Sunrisers Hyderabad,lost,46006,19:30:00,15,2022,4,"Brabourne Stadium, Mumbai"
Cummins,c Marco Jansen b Bhuvneshwar,3,3,0,0,100.0,Inn1,Kolkata Knight Riders,Sunrisers Hyderabad,lost,46006,19:30:00,15,2022,4,"Brabourne Stadium, Mumbai"
Aman Hakim Khan,b J Suchith,5,3,1,0,166.67,Inn1,Kolkata Knight Riders,Sunrisers Hyderabad,lost,46006,19:30:00,15,2022,4,"Brabourne Stadium, Mumbai"
Umesh,not out,1,1,0,0,100.0,Inn1,Kolkata Knight Riders,Sunrisers Hyderabad,lost,46006,19:30:00,15,2022,4,"Brabourne Stadium, Mumbai"
Abhishek Sharma,b Cummins,3,10,0,0,30.0,Inn2,Sunrisers Hyderabad,Kolkata Knight Riders,won,46006,19:30:00,15,2022,4,"Brabourne Stadium, Mumbai"
Kane Williamson (c),b Russell,17,16,3,0,106.25,Inn2,Sunrisers Hyderabad,Kolkata Knight Riders,won,46006,19:30:00,15,2022,4,"Brabourne Stadium, Mumbai"
Rahul Tripathi,c Venkatesh Iyer b Russell,71,37,4,6,191.89,Inn2,Sunrisers Hyderabad,Kolkata Knight Riders,won,46006,19:30:00,15,2022,4,"Brabourne Stadium, Mumbai"
Aiden Markram,not out,68,36,6,4,188.89,Inn2,Sunrisers Hyderabad,Kolkata Knight Riders,won,46006,19:30:00,15,2022,4,"Brabourne Stadium, Mumbai"
Nicholas Pooran (wk),not out,5,8,0,0,62.5,Inn2,Sunrisers Hyderabad,Kolkata Knight Riders,won,46006,19:30:00,15,2022,4,"Brabourne Stadium, Mumbai"
Rahul (c),not out,103,60,9,5,171.67,Inn1,Lucknow Super Giants,Mumbai Indians,won,46011,15:30:00,16,2022,4,"Brabourne Stadium, Mumbai"
de Kock (wk),lbw b Fabian Allen,24,13,4,1,184.62,Inn1,Lucknow Super Giants,Mumbai Indians,won,46011,15:30:00,16,2022,4,"Brabourne Stadium, Mumbai"
Manish Pandey,b M Ashwin,38,29,6,0,131.03,Inn1,Lucknow Super Giants,Mumbai Indians,won,46011,15:30:00,16,2022,4,"Brabourne Stadium, Mumbai"
Stoinis,c Rohit b Unadkat,10,9,0,1,111.11,Inn1,Lucknow Super Giants,Mumbai Indians,won,46011,15:30:00,16,2022,4,"Brabourne Stadium, Mumbai"
Deepak Hooda,c Ishan Kishan b Unadkat,15,8,1,1,187.5,Inn1,Lucknow Super Giants,Mumbai Indians,won,46011,15:30:00,16,2022,4,"Brabourne Stadium, Mumbai"
Krunal Pandya,not out,1,1,0,0,100.0,Inn1,Lucknow Super Giants,Mumbai Indians,won,46011,15:30:00,16,2022,4,"Brabourne Stadium, Mumbai"
Ishan Kishan (wk),b Stoinis,13,17,2,0,76.47,Inn2,Mumbai Indians,Lucknow Super Giants,lost,46011,15:30:00,16,2022,4,"Brabourne Stadium, Mumbai"
Rohit Sharma (c),c de Kock b Avesh Khan,6,7,1,0,85.71,Inn2,Mumbai Indians,Lucknow Super Giants,lost,46011,15:30:00,16,2022,4,"Brabourne Stadium, Mumbai"
Dewald Brevis,c Deepak Hooda b Avesh Khan,31,13,6,1,238.46,Inn2,Mumbai Indians,Lucknow Super Giants,lost,46011,15:30:00,16,2022,4,"Brabourne Stadium, Mumbai"
Suryakumar Yadav,c (sub)K Gowtham b Ravi Bishnoi,37,27,3,0,137.04,Inn2,Mumbai Indians,Lucknow Super Giants,lost,46011,15:30:00,16,2022,4,"Brabourne Stadium, Mumbai"
Tilak Varma,b Holder,26,26,2,0,100.0,Inn2,Mumbai Indians,Lucknow Super Giants,lost,46011,15:30:00,16,2022,4,"Brabourne Stadium, Mumbai"
Kieron Pollard,c Stoinis b Chameera,25,14,1,2,178.57,Inn2,Mumbai Indians,Lucknow Super Giants,lost,46011,15:30:00,16,2022,4,"Brabourne Stadium, Mumbai"
Fabian Allen,c Chameera b Avesh Khan,8,7,1,0,114.29,Inn2,Mumbai Indians,Lucknow Super Giants,lost,46011,15:30:00,16,2022,4,"Brabourne Stadium, Mumbai"
Jaydev Unadkat,run out (Stoinis/de Kock),14,6,2,1,233.33,Inn2,Mumbai Indians,Lucknow Super Giants,lost,46011,15:30:00,16,2022,4,"Brabourne Stadium, Mumbai"
Murugan Ashwin,run out (de Kock/Chameera),6,2,0,1,300.0,Inn2,Mumbai Indians,Lucknow Super Giants,lost,46011,15:30:00,16,2022,4,"Brabourne Stadium, Mumbai"
Jasprit Bumrah,not out,0,0,0,0,0.0,Inn2,Mumbai Indians,Lucknow Super Giants,lost,46011,15:30:00,16,2022,4,"Brabourne Stadium, Mumbai"
,not out,0,1,0,0,0.0,Inn2,Mumbai Indians,Lucknow Super Giants,lost,46011,15:30:00,16,2022,4,"Brabourne Stadium, Mumbai"
Dhawan (c),c Marco Jansen b Bhuvneshwar,8,11,1,0,72.73,Inn1,Punjab Kings,Sunrisers Hyderabad,lost,46021,15:30:00,17,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Prabhsimran,c Pooran b T Natarajan,14,11,2,0,127.27,Inn1,Punjab Kings,Sunrisers Hyderabad,lost,46021,15:30:00,17,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Bairstow,lbw b J Suchith,12,10,2,0,120.0,Inn1,Punjab Kings,Sunrisers Hyderabad,lost,46021,15:30:00,17,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Livingstone,c Williamson b Bhuvneshwar,60,33,5,4,181.82,Inn1,Punjab Kings,Sunrisers Hyderabad,lost,46021,15:30:00,17,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Jitesh Sharma (wk),c and b Umran Malik,11,8,2,0,137.5,Inn1,Punjab Kings,Sunrisers Hyderabad,lost,46021,15:30:00,17,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Shahrukh Khan,c Williamson b Bhuvneshwar,26,28,1,2,92.86,Inn1,Punjab Kings,Sunrisers Hyderabad,lost,46021,15:30:00,17,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Odean Smith,c and b Umran Malik,13,15,0,1,86.67,Inn1,Punjab Kings,Sunrisers Hyderabad,lost,46021,15:30:00,17,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Rabada,not out,0,0,0,0,0.0,Inn1,Punjab Kings,Sunrisers Hyderabad,lost,46021,15:30:00,17,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Rahul Chahar,b Umran Malik,0,2,0,0,0.0,Inn1,Punjab Kings,Sunrisers Hyderabad,lost,46021,15:30:00,17,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Vaibhav Arora,b Umran Malik,0,1,0,0,0.0,Inn1,Punjab Kings,Sunrisers Hyderabad,lost,46021,15:30:00,17,2022,4,"Dr DY Patil Sports Academy, Mumbai"
,run out (J Suchith/Pooran),0,1,0,0,0.0,Inn1,Punjab Kings,Sunrisers Hyderabad,lost,46021,15:30:00,17,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Abhishek Sharma,c Shahrukh Khan b Rahul Chahar,31,25,3,1,124.0,Inn2,Sunrisers Hyderabad,Punjab Kings,won,46021,15:30:00,17,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Kane Williamson (c),c Dhawan b Rabada,3,9,0,0,33.33,Inn2,Sunrisers Hyderabad,Punjab Kings,won,46021,15:30:00,17,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Rahul Tripathi,c Shahrukh Khan b Rahul Chahar,34,22,4,1,154.55,Inn2,Sunrisers Hyderabad,Punjab Kings,won,46021,15:30:00,17,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Aiden Markram,not out,41,27,4,1,151.85,Inn2,Sunrisers Hyderabad,Punjab Kings,won,46021,15:30:00,17,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Nicholas Pooran (wk),not out,35,30,1,1,116.67,Inn2,Sunrisers Hyderabad,Punjab Kings,won,46021,15:30:00,17,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Jos Buttler,c Chakaravarthy b Cummins,103,61,9,5,168.85,Inn1,Rajasthan Royals,Kolkata Knight Riders,won,46031,19:30:00,18,2022,4,"Brabourne Stadium, Mumbai"
Padikkal,b Narine,24,18,3,1,133.33,Inn1,Rajasthan Royals,Kolkata Knight Riders,won,46031,19:30:00,18,2022,4,"Brabourne Stadium, Mumbai"
Samson (c & wk),c Shivam Mavi b Russell,38,19,3,2,200.0,Inn1,Rajasthan Royals,Kolkata Knight Riders,won,46031,19:30:00,18,2022,4,"Brabourne Stadium, Mumbai"
Hetmyer,not out,26,13,2,2,200.0,Inn1,Rajasthan Royals,Kolkata Knight Riders,won,46031,19:30:00,18,2022,4,"Brabourne Stadium, Mumbai"
Riyan Parag,c Shivam Mavi b Narine,5,3,1,0,166.67,Inn1,Rajasthan Royals,Kolkata Knight Riders,won,46031,19:30:00,18,2022,4,"Brabourne Stadium, Mumbai"
Karun Nair,c Cummins b Shivam Mavi,3,5,0,0,60.0,Inn1,Rajasthan Royals,Kolkata Knight Riders,won,46031,19:30:00,18,2022,4,"Brabourne Stadium, Mumbai"
Ashwin,not out,2,2,0,0,100.0,Inn1,Rajasthan Royals,Kolkata Knight Riders,won,46031,19:30:00,18,2022,4,"Brabourne Stadium, Mumbai"
Aaron Finch,c Karun Nair b Prasidh,58,28,9,2,207.14,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,46031,19:30:00,18,2022,4,"Brabourne Stadium, Mumbai"
Sunil Narine,run out (Hetmyer),0,0,0,0,0.0,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,46031,19:30:00,18,2022,4,"Brabourne Stadium, Mumbai"
Shreyas Iyer (c),lbw b Chahal,85,51,7,4,166.67,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,46031,19:30:00,18,2022,4,"Brabourne Stadium, Mumbai"
Nitish Rana,c Jos Buttler b Chahal,18,11,1,1,163.64,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,46031,19:30:00,18,2022,4,"Brabourne Stadium, Mumbai"
Andre Russell,b Ashwin,0,1,0,0,0.0,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,46031,19:30:00,18,2022,4,"Brabourne Stadium, Mumbai"
Venkatesh Iyer,st Samson b Chahal,6,7,0,0,85.71,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,46031,19:30:00,18,2022,4,"Brabourne Stadium, Mumbai"
Sheldon Jackson (wk),c Prasidh b Obed McCoy,8,8,0,0,100.0,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,46031,19:30:00,18,2022,4,"Brabourne Stadium, Mumbai"
Shivam Mavi,c Riyan Parag b Chahal,0,1,0,0,0.0,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,46031,19:30:00,18,2022,4,"Brabourne Stadium, Mumbai"
Pat Cummins,c Samson b Chahal,0,1,0,0,0.0,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,46031,19:30:00,18,2022,4,"Brabourne Stadium, Mumbai"
Umesh Yadav,b Obed McCoy,21,9,1,2,233.33,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,46031,19:30:00,18,2022,4,"Brabourne Stadium, Mumbai"
,not out,1,1,0,0,100.0,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,46031,19:30:00,18,2022,4,"Brabourne Stadium, Mumbai"
Anuj Rawat,c Rahul b Chameera,4,5,1,0,80.0,Inn1,Royal Challengers Bangalore,Lucknow Super Giants,won,46036,19:30:00,19,2022,4,"Dr DY Patil Sports Academy, Mumbai"
du Plessis (c),c Stoinis b Holder,96,64,11,2,150.0,Inn1,Royal Challengers Bangalore,Lucknow Super Giants,won,46036,19:30:00,19,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Kohli,c Deepak Hooda b Chameera,0,1,0,0,0.0,Inn1,Royal Challengers Bangalore,Lucknow Super Giants,won,46036,19:30:00,19,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Maxwell,c Holder b Krunal Pandya,23,11,3,1,209.09,Inn1,Royal Challengers Bangalore,Lucknow Super Giants,won,46036,19:30:00,19,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Prabhudessai,c Krunal Pandya b Holder,10,9,0,1,111.11,Inn1,Royal Challengers Bangalore,Lucknow Super Giants,won,46036,19:30:00,19,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Shahbaz Ahmed,run out (Rahul/Holder),26,22,1,0,118.18,Inn1,Royal Challengers Bangalore,Lucknow Super Giants,won,46036,19:30:00,19,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Karthik (wk),not out,13,8,0,1,162.5,Inn1,Royal Challengers Bangalore,Lucknow Super Giants,won,46036,19:30:00,19,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Harshal Patel,not out,0,1,0,0,0.0,Inn1,Royal Challengers Bangalore,Lucknow Super Giants,won,46036,19:30:00,19,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Quinton de Kock (wk),c Maxwell b Hazlewood,3,5,0,0,60.0,Inn2,Lucknow Super Giants,Royal Challengers Bangalore,lost,46036,19:30:00,19,2022,4,"Dr DY Patil Sports Academy, Mumbai"
KL Rahul (c),c Karthik b Harshal Patel,30,24,3,1,125.0,Inn2,Lucknow Super Giants,Royal Challengers Bangalore,lost,46036,19:30:00,19,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Manish Pandey,c Harshal Patel b Hazlewood,6,8,1,0,75.0,Inn2,Lucknow Super Giants,Royal Challengers Bangalore,lost,46036,19:30:00,19,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Krunal Pandya,c Shahbaz Ahmed b Maxwell,42,28,5,2,150.0,Inn2,Lucknow Super Giants,Royal Challengers Bangalore,lost,46036,19:30:00,19,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Deepak Hooda,c Prabhudessai b Siraj,13,14,1,0,92.86,Inn2,Lucknow Super Giants,Royal Challengers Bangalore,lost,46036,19:30:00,19,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Ayush Badoni,c Karthik b Hazlewood,13,13,2,0,100.0,Inn2,Lucknow Super Giants,Royal Challengers Bangalore,lost,46036,19:30:00,19,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Marcus Stoinis,b Hazlewood,24,15,2,1,160.0,Inn2,Lucknow Super Giants,Royal Challengers Bangalore,lost,46036,19:30:00,19,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Jason Holder,c Siraj b Harshal Patel,16,8,0,2,200.0,Inn2,Lucknow Super Giants,Royal Challengers Bangalore,lost,46036,19:30:00,19,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Dushmantha Chameera,not out,1,3,0,0,33.33,Inn2,Lucknow Super Giants,Royal Challengers Bangalore,lost,46036,19:30:00,19,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Ravi Bishnoi,not out,0,1,0,0,0.0,Inn2,Lucknow Super Giants,Royal Challengers Bangalore,lost,46036,19:30:00,19,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Mayank Agarwal (c),b Mustafizur,24,15,4,0,160.0,Inn1,Punjab Kings,Delhi Capitals,lost,46041,19:30:00,20,2022,4,"Brabourne Stadium, Mumbai"
Dhawan,c Pant b Lalit Yadav,9,10,1,0,90.0,Inn1,Punjab Kings,Delhi Capitals,lost,46041,19:30:00,20,2022,4,"Brabourne Stadium, Mumbai"
Bairstow,c Mustafizur b Khaleel Ahmed,9,8,2,0,112.5,Inn1,Punjab Kings,Delhi Capitals,lost,46041,19:30:00,20,2022,4,"Brabourne Stadium, Mumbai"
Livingstone,st Pant b Axar,2,3,0,0,66.67,Inn1,Punjab Kings,Delhi Capitals,lost,46041,19:30:00,20,2022,4,"Brabourne Stadium, Mumbai"
Jitesh Sharma (wk),lbw b Axar,32,23,5,0,139.13,Inn1,Punjab Kings,Delhi Capitals,lost,46041,19:30:00,20,2022,4,"Brabourne Stadium, Mumbai"
Shahrukh Khan,c Pant b Khaleel Ahmed,12,20,0,0,60.0,Inn1,Punjab Kings,Delhi Capitals,lost,46041,19:30:00,20,2022,4,"Brabourne Stadium, Mumbai"
Rabada,b Kuldeep Yadav,2,6,0,0,33.33,Inn1,Punjab Kings,Delhi Capitals,lost,46041,19:30:00,20,2022,4,"Brabourne Stadium, Mumbai"
Nathan Ellis,b Kuldeep Yadav,0,2,0,0,0.0,Inn1,Punjab Kings,Delhi Capitals,lost,46041,19:30:00,20,2022,4,"Brabourne Stadium, Mumbai"
Rahul Chahar,c Rovman Powell b Lalit Yadav,12,12,1,1,100.0,Inn1,Punjab Kings,Delhi Capitals,lost,46041,19:30:00,20,2022,4,"Brabourne Stadium, Mumbai"
Arshdeep Singh,run out (Pant),9,17,2,0,52.94,Inn1,Punjab Kings,Delhi Capitals,lost,46041,19:30:00,20,2022,4,"Brabourne Stadium, Mumbai"
,not out,2,4,0,0,50.0,Inn1,Punjab Kings,Delhi Capitals,lost,46041,19:30:00,20,2022,4,"Brabourne Stadium, Mumbai"
Prithvi Shaw,c Nathan Ellis b Rahul Chahar,41,20,7,1,205.0,Inn2,Delhi Capitals,Punjab Kings,won,46041,19:30:00,20,2022,4,"Brabourne Stadium, Mumbai"
David Warner,not out,60,30,10,1,200.0,Inn2,Delhi Capitals,Punjab Kings,won,46041,19:30:00,20,2022,4,"Brabourne Stadium, Mumbai"
Sarfaraz Khan,not out,12,13,1,0,92.31,Inn2,Delhi Capitals,Punjab Kings,won,46041,19:30:00,20,2022,4,"Brabourne Stadium, Mumbai"
Rohit (c),c Santner b Mukesh Choudhary,0,2,0,0,0.0,Inn1,Mumbai Indians,Chennai Super Kings,lost,46046,19:30:00,21,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Ishan Kishan (wk),b Mukesh Choudhary,0,1,0,0,0.0,Inn1,Mumbai Indians,Chennai Super Kings,lost,46046,19:30:00,21,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Dewald Brevis,c Dhoni b Mukesh Choudhary,4,7,0,0,57.14,Inn1,Mumbai Indians,Chennai Super Kings,lost,46046,19:30:00,21,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Suryakumar Yadav,c Mukesh Choudhary b Santner,32,21,3,1,152.38,Inn1,Mumbai Indians,Chennai Super Kings,lost,46046,19:30:00,21,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Tilak Varma,not out,51,43,3,2,118.6,Inn1,Mumbai Indians,Chennai Super Kings,lost,46046,19:30:00,21,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Hrithik Shokeen,c Uthappa b DJ Bravo,25,25,3,0,100.0,Inn1,Mumbai Indians,Chennai Super Kings,lost,46046,19:30:00,21,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Pollard,c Shivam Dube b M Theekshana,14,9,1,1,155.56,Inn1,Mumbai Indians,Chennai Super Kings,lost,46046,19:30:00,21,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Daniel Sams,lbw b DJ Bravo,5,3,1,0,166.67,Inn1,Mumbai Indians,Chennai Super Kings,lost,46046,19:30:00,21,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Unadkat,not out,19,9,1,1,211.11,Inn1,Mumbai Indians,Chennai Super Kings,lost,46046,19:30:00,21,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Ruturaj Gaikwad,c Tilak Varma b Daniel Sams,0,1,0,0,0.0,Inn2,Chennai Super Kings,Mumbai Indians,won,46046,19:30:00,21,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Robin Uthappa,c Dewald Brevis b Unadkat,30,25,2,2,120.0,Inn2,Chennai Super Kings,Mumbai Indians,won,46046,19:30:00,21,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Mitchell Santner,c Unadkat b Daniel Sams,11,9,2,0,122.22,Inn2,Chennai Super Kings,Mumbai Indians,won,46046,19:30:00,21,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Ambati Rayudu,c Pollard b Daniel Sams,40,35,2,3,114.29,Inn2,Chennai Super Kings,Mumbai Indians,won,46046,19:30:00,21,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Shivam Dube,c Ishan Kishan b Daniel Sams,13,14,0,1,92.86,Inn2,Chennai Super Kings,Mumbai Indians,won,46046,19:30:00,21,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Ravindra Jadeja (c),c Tilak Varma b Riley Meredith,3,8,0,0,37.5,Inn2,Chennai Super Kings,Mumbai Indians,won,46046,19:30:00,21,2022,4,"Dr DY Patil Sports Academy, Mumbai"
MS Dhoni (wk),not out,28,13,3,1,215.38,Inn2,Chennai Super Kings,Mumbai Indians,won,46046,19:30:00,21,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Dwaine Pretorius,lbw b Unadkat,22,14,2,1,157.14,Inn2,Chennai Super Kings,Mumbai Indians,won,46046,19:30:00,21,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Dwayne Bravo,not out,1,1,0,0,100.0,Inn2,Chennai Super Kings,Mumbai Indians,won,46046,19:30:00,21,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Jos Buttler,c Warner b Mustafizur,116,65,9,9,178.46,Inn1,Rajasthan Royals,Delhi Capitals,won,46051,19:30:00,22,2022,4,"Wankhede Stadium, Mumbai"
Padikkal,lbw b Khaleel Ahmed,54,35,7,2,154.29,Inn1,Rajasthan Royals,Delhi Capitals,won,46051,19:30:00,22,2022,4,"Wankhede Stadium, Mumbai"
Samson (c & wk),not out,46,19,5,3,242.11,Inn1,Rajasthan Royals,Delhi Capitals,won,46051,19:30:00,22,2022,4,"Wankhede Stadium, Mumbai"
Hetmyer,not out,1,1,0,0,100.0,Inn1,Rajasthan Royals,Delhi Capitals,won,46051,19:30:00,22,2022,4,"Wankhede Stadium, Mumbai"
Prithvi Shaw,c Boult b Ashwin,37,27,5,1,137.04,Inn2,Delhi Capitals,Rajasthan Royals,lost,46051,19:30:00,22,2022,4,"Wankhede Stadium, Mumbai"
David Warner,c Samson b Prasidh,28,14,5,1,200.0,Inn2,Delhi Capitals,Rajasthan Royals,lost,46051,19:30:00,22,2022,4,"Wankhede Stadium, Mumbai"
Sarfaraz Khan,c Prasidh b Ashwin,1,3,0,0,33.33,Inn2,Delhi Capitals,Rajasthan Royals,lost,46051,19:30:00,22,2022,4,"Wankhede Stadium, Mumbai"
Rishabh Pant (c & wk),c Padikkal b Prasidh,44,24,4,2,183.33,Inn2,Delhi Capitals,Rajasthan Royals,lost,46051,19:30:00,22,2022,4,"Wankhede Stadium, Mumbai"
Lalit Yadav,c Samson b Prasidh,37,24,3,2,154.17,Inn2,Delhi Capitals,Rajasthan Royals,lost,46051,19:30:00,22,2022,4,"Wankhede Stadium, Mumbai"
Axar Patel,b Chahal,1,4,0,0,25.0,Inn2,Delhi Capitals,Rajasthan Royals,lost,46051,19:30:00,22,2022,4,"Wankhede Stadium, Mumbai"
Shardul Thakur,run out (Riyan Parag/Samson),10,7,0,1,142.86,Inn2,Delhi Capitals,Rajasthan Royals,lost,46051,19:30:00,22,2022,4,"Wankhede Stadium, Mumbai"
Rovman Powell,c Samson b Obed McCoy,36,15,0,5,240.0,Inn2,Delhi Capitals,Rajasthan Royals,lost,46051,19:30:00,22,2022,4,"Wankhede Stadium, Mumbai"
Kuldeep Yadav,not out,0,3,0,0,0.0,Inn2,Delhi Capitals,Rajasthan Royals,lost,46051,19:30:00,22,2022,4,"Wankhede Stadium, Mumbai"
W Saha (wk),c Venkatesh Iyer b Umesh,25,25,2,1,100.0,Inn1,Gujarat Titans,Kolkata Knight Riders,won,46056,15:30:00,23,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Shubman Gill,c Billings b Southee,7,5,1,0,140.0,Inn1,Gujarat Titans,Kolkata Knight Riders,won,46056,15:30:00,23,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Hardik Pandya (c),c Rinku Singh b Southee,67,49,4,2,136.73,Inn1,Gujarat Titans,Kolkata Knight Riders,won,46056,15:30:00,23,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Miller,c Umesh b Shivam Mavi,27,20,1,2,135.0,Inn1,Gujarat Titans,Kolkata Knight Riders,won,46056,15:30:00,23,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Rahul Tewatia,c Rinku Singh b Russell,17,12,2,0,141.67,Inn1,Gujarat Titans,Kolkata Knight Riders,won,46056,15:30:00,23,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Rashid Khan,c Umesh b Southee,0,2,0,0,0.0,Inn1,Gujarat Titans,Kolkata Knight Riders,won,46056,15:30:00,23,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Abhinav Manohar,c Rinku Singh b Russell,2,4,0,0,50.0,Inn1,Gujarat Titans,Kolkata Knight Riders,won,46056,15:30:00,23,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Lockie Ferguson,c Rinku Singh b Russell,0,1,0,0,0.0,Inn1,Gujarat Titans,Kolkata Knight Riders,won,46056,15:30:00,23,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Alzarri Joseph,not out,1,1,0,0,100.0,Inn1,Gujarat Titans,Kolkata Knight Riders,won,46056,15:30:00,23,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Yash Dayal,c and b Russell,0,1,0,0,0.0,Inn1,Gujarat Titans,Kolkata Knight Riders,won,46056,15:30:00,23,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Sam Billings (wk),c W Saha b Shami,4,4,1,0,100.0,Inn2,Kolkata Knight Riders,Gujarat Titans,lost,46056,15:30:00,23,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Sunil Narine,c Lockie Ferguson b Shami,5,5,1,0,100.0,Inn2,Kolkata Knight Riders,Gujarat Titans,lost,46056,15:30:00,23,2022,4,"Dr DY Patil Sports Academy, Mumbai"
Shreyas Iyer (c),c W Saha b Yash Dayal,12,15,1,1,80.0,Inn2,Kolkata Knight Riders,Gujarat Titans,lost,46056,15:30:00,23,2022,4,"Dr DY Patil Sports Academy, Mumbai"
