,batsman,got_out,Runs,Balls,Fours,Sixes,St.rate,Inning,Team,Opponent,Win/Lost,match_id,time,day,year,Month,Venue
13,Manish Pandey,not out,15,12,3,0,125.00,Inn2,Kolkata Knight Riders,Delhi Daredevils,won,16390,20:00:00,10,2016,4,"Eden Gardens, Kolkata"
14,Murali Vijay,b R Jadeja,42,34,5,1,123.53,Inn1,Kings XI Punjab,Gujarat Lions,lost,16391,20:00:00,11,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
15,Manan Vohra,c D Karthik b R Jadeja,38,23,4,2,165.22,Inn1,Kings XI Punjab,Gujarat Lions,lost,16391,20:00:00,11,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
16,David Miller,b DJ Bravo,15,10,1,1,150.00,Inn1,Kings XI Punjab,Gujarat Lions,lost,16391,20:00:00,11,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
17,Glenn Maxwell,b DJ Bravo,2,4,0,0,50.00,Inn1,Kings XI Punjab,Gujarat Lions,lost,16391,20:00:00,11,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
18,Wriddhiman Saha,c R Jadeja b DJ Bravo,20,25,0,0,80.00,Inn1,Kings XI Punjab,Gujarat Lions,lost,16391,20:00:00,11,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
19,Marcus Stoinis,c Finch b DJ Bravo,33,22,4,0,150.00,Inn1,Kings XI Punjab,Gujarat Lions,lost,16391,20:00:00,11,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
20,Axar Patel,not out,4,2,0,0,200.00,Inn1,Kings XI Punjab,Gujarat Lions,lost,16391,20:00:00,11,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
21,Mitchell Johnson,not out,0,0,0,0,0.00,Inn1,Kings XI Punjab,Gujarat Lions,lost,16391,20:00:00,11,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
22,Aaron Finch,st W Saha b Pardeep Sahu,74,47,12,0,157.45,Inn2,Gujarat Lions,Kings XI Punjab,won,16391,20:00:00,11,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
23,Brendon McCullum,st W Saha b Sandeep Sharma,0,2,0,0,0.00,Inn2,Gujarat Lions,Kings XI Punjab,won,16391,20:00:00,11,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
24,Suresh Raina,c Johnson b M Stoinis,20,9,1,2,222.22,Inn2,Gujarat Lions,Kings XI Punjab,won,16391,20:00:00,11,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
25,Dinesh Karthik,not out,41,26,7,0,157.69,Inn2,Gujarat Lions,Kings XI Punjab,won,16391,20:00:00,11,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
26,Ravindra Jadeja,run out (Johnson),8,12,0,0,66.67,Inn2,Gujarat Lions,Kings XI Punjab,won,16391,20:00:00,11,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
27,Ishan Kishan,c Mohit Sharma b Johnson,11,8,2,0,137.50,Inn2,Gujarat Lions,Kings XI Punjab,won,16391,20:00:00,11,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
28,Dwayne Bravo,not out,2,2,0,0,100.00,Inn2,Gujarat Lions,Kings XI Punjab,won,16391,20:00:00,11,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
29,Chris Gayle,b Bhuvneshwar,1,4,0,0,25.00,Inn1,Royal Challengers Bangalore,Sunrisers Hyderabad,won,16392,20:00:00,12,2016,4,"M.Chinnaswamy Stadium, Bengaluru"
30,Virat Kohli,b Bhuvneshwar,75,51,7,3,147.06,Inn1,Royal Challengers Bangalore,Sunrisers Hyderabad,won,16392,20:00:00,12,2016,4,"M.Chinnaswamy Stadium, Bengaluru"
31,AB de Villiers,c E Morgan b Mustafizur,82,42,7,6,195.24,Inn1,Royal Challengers Bangalore,Sunrisers Hyderabad,won,16392,20:00:00,12,2016,4,"M.Chinnaswamy Stadium, Bengaluru"
32,Shane Watson,c N Ojha b Mustafizur,19,8,0,3,237.50,Inn1,Royal Challengers Bangalore,Sunrisers Hyderabad,won,16392,20:00:00,12,2016,4,"M.Chinnaswamy Stadium, Bengaluru"
33,Sarfaraz Khan,not out,35,10,5,2,350.00,Inn1,Royal Challengers Bangalore,Sunrisers Hyderabad,won,16392,20:00:00,12,2016,4,"M.Chinnaswamy Stadium, Bengaluru"
34,Kedar Jadhav,not out,8,6,1,0,133.33,Inn1,Royal Challengers Bangalore,Sunrisers Hyderabad,won,16392,20:00:00,12,2016,4,"M.Chinnaswamy Stadium, Bengaluru"
35,David Warner,c Milne b Watson,58,25,4,5,232.00,Inn2,Sunrisers Hyderabad,Royal Challengers Bangalore,lost,16392,20:00:00,12,2016,4,"M.Chinnaswamy Stadium, Bengaluru"
36,Shikhar Dhawan,b P Rasool,8,9,1,0,88.89,Inn2,Sunrisers Hyderabad,Royal Challengers Bangalore,lost,16392,20:00:00,12,2016,4,"M.Chinnaswamy Stadium, Bengaluru"
37,Moises Henriques,c P Rasool b Milne,19,23,2,0,82.61,Inn2,Sunrisers Hyderabad,Royal Challengers Bangalore,lost,16392,20:00:00,12,2016,4,"M.Chinnaswamy Stadium, Bengaluru"
38,Naman Ojha,c de Villiers b Chahal,0,4,0,0,0.00,Inn2,Sunrisers Hyderabad,Royal Challengers Bangalore,lost,16392,20:00:00,12,2016,4,"M.Chinnaswamy Stadium, Bengaluru"
39,Deepak Hooda,c de Villiers b Chahal,6,6,1,0,100.00,Inn2,Sunrisers Hyderabad,Royal Challengers Bangalore,lost,16392,20:00:00,12,2016,4,"M.Chinnaswamy Stadium, Bengaluru"
40,Eoin Morgan,not out,22,18,2,0,122.22,Inn2,Sunrisers Hyderabad,Royal Challengers Bangalore,lost,16392,20:00:00,12,2016,4,"M.Chinnaswamy Stadium, Bengaluru"
41,Ashish Reddy,b Watson,32,18,2,3,177.78,Inn2,Sunrisers Hyderabad,Royal Challengers Bangalore,lost,16392,20:00:00,12,2016,4,"M.Chinnaswamy Stadium, Bengaluru"
42,Karn Sharma,not out,26,17,3,1,152.94,Inn2,Sunrisers Hyderabad,Royal Challengers Bangalore,lost,16392,20:00:00,12,2016,4,"M.Chinnaswamy Stadium, Bengaluru"
43,Robin Uthappa,c K Pollard b McClenaghan,8,10,1,0,80.00,Inn1,Kolkata Knight Riders,Mumbai Indians,lost,16393,20:00:00,13,2016,4,"Eden Gardens, Kolkata"
44,Gautam Gambhir,c Parthiv Patel b Pandya,64,52,4,1,123.08,Inn1,Kolkata Knight Riders,Mumbai Indians,lost,16393,20:00:00,13,2016,4,"Eden Gardens, Kolkata"
45,Manish Pandey,c & b Harbhajan,52,29,3,3,179.31,Inn1,Kolkata Knight Riders,Mumbai Indians,lost,16393,20:00:00,13,2016,4,"Eden Gardens, Kolkata"
46,Andre Russell,b McClenaghan,36,17,1,4,211.76,Inn1,Kolkata Knight Riders,Mumbai Indians,lost,16393,20:00:00,13,2016,4,"Eden Gardens, Kolkata"
47,Yusuf Pathan,not out,9,6,1,0,150.00,Inn1,Kolkata Knight Riders,Mumbai Indians,lost,16393,20:00:00,13,2016,4,"Eden Gardens, Kolkata"
48,Colin Munro,run out (Southee/Parthiv Patel),4,5,0,0,80.00,Inn1,Kolkata Knight Riders,Mumbai Indians,lost,16393,20:00:00,13,2016,4,"Eden Gardens, Kolkata"
49,Suryakumar Yadav,not out,4,1,1,0,400.00,Inn1,Kolkata Knight Riders,Mumbai Indians,lost,16393,20:00:00,13,2016,4,"Eden Gardens, Kolkata"
50,Rohit Sharma,not out,84,54,10,2,155.56,Inn2,Mumbai Indians,Kolkata Knight Riders,won,16393,20:00:00,13,2016,4,"Eden Gardens, Kolkata"
51,Parthiv Patel,run out (B Hogg/Uthappa),23,20,4,0,115.00,Inn2,Mumbai Indians,Kolkata Knight Riders,won,16393,20:00:00,13,2016,4,"Eden Gardens, Kolkata"
52,Hardik Pandya,c M Pandey b Chawla,9,10,0,0,90.00,Inn2,Mumbai Indians,Kolkata Knight Riders,won,16393,20:00:00,13,2016,4,"Eden Gardens, Kolkata"
53,Mitchell McClenaghan,c Munro b Kuldeep Yadav,20,8,0,3,250.00,Inn2,Mumbai Indians,Kolkata Knight Riders,won,16393,20:00:00,13,2016,4,"Eden Gardens, Kolkata"
54,Jos Buttler,c Suryakumar Yadav b A Russell,41,22,3,3,186.36,Inn2,Mumbai Indians,Kolkata Knight Riders,won,16393,20:00:00,13,2016,4,"Eden Gardens, Kolkata"
55,Kieron Pollard,not out,1,1,0,0,100.00,Inn2,Mumbai Indians,Kolkata Knight Riders,won,16393,20:00:00,13,2016,4,"Eden Gardens, Kolkata"
56,Ajinkya Rahane,lbw b Tambe,21,17,4,0,123.53,Inn1,Rising Pune Supergiants,Gujarat Lions,lost,16394,20:00:00,14,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
57,Faf du Plessis,st D Karthik b Tambe,69,43,5,4,160.47,Inn1,Rising Pune Supergiants,Gujarat Lions,lost,16394,20:00:00,14,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
58,Kevin Pietersen,b DJ Bravo,37,31,2,1,119.35,Inn1,Rising Pune Supergiants,Gujarat Lions,lost,16394,20:00:00,14,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
59,Steven Smith,c Faulkner b R Jadeja,5,6,0,0,83.33,Inn1,Rising Pune Supergiants,Gujarat Lions,lost,16394,20:00:00,14,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
60,MS Dhoni,not out,22,10,2,1,220.00,Inn1,Rising Pune Supergiants,Gujarat Lions,lost,16394,20:00:00,14,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
61,Mitchell Marsh,b R Jadeja,7,11,0,0,63.64,Inn1,Rising Pune Supergiants,Gujarat Lions,lost,16394,20:00:00,14,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
62,Rajat Bhatia,not out,0,2,0,0,0.00,Inn1,Rising Pune Supergiants,Gujarat Lions,lost,16394,20:00:00,14,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
63,Aaron Finch,c Ishant b M Ashwin,50,36,7,2,138.89,Inn2,Gujarat Lions,Rising Pune Supergiants,won,16394,20:00:00,14,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
64,Brendon McCullum,c du Plessis b Ishant,49,31,3,3,158.06,Inn2,Gujarat Lions,Rising Pune Supergiants,won,16394,20:00:00,14,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
65,Suresh Raina,st Dhoni b M Ashwin,24,24,1,0,100.00,Inn2,Gujarat Lions,Rising Pune Supergiants,won,16394,20:00:00,14,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
66,Dwayne Bravo,not out,22,10,3,1,220.00,Inn2,Gujarat Lions,Rising Pune Supergiants,won,16394,20:00:00,14,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
67,Ravindra Jadeja,not out,4,8,0,0,50.00,Inn2,Gujarat Lions,Rising Pune Supergiants,won,16394,20:00:00,14,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
68,Murali Vijay,run out (Nair/de Kock),1,5,0,0,20.00,Inn1,Kings XI Punjab,Delhi Daredevils,lost,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
69,Manan Vohra,b A Mishra,32,24,5,0,133.33,Inn1,Kings XI Punjab,Delhi Daredevils,lost,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
70,Shaun Marsh,st de Kock b A Mishra,13,16,2,0,81.25,Inn1,Kings XI Punjab,Delhi Daredevils,lost,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
71,David Miller,lbw b A Mishra,9,9,1,0,100.00,Inn1,Kings XI Punjab,Delhi Daredevils,lost,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
72,Glenn Maxwell,c C Brathwaite b A Mishra,0,3,0,0,0.00,Inn1,Kings XI Punjab,Delhi Daredevils,lost,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
73,Axar Patel,c Negi b Jayant Yadav,11,22,1,0,50.00,Inn1,Kings XI Punjab,Delhi Daredevils,lost,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
74,Wriddhiman Saha,run out (Duminy),3,7,0,0,42.86,Inn1,Kings XI Punjab,Delhi Daredevils,lost,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
75,Mitchell Johnson,b C Morris,4,12,0,0,33.33,Inn1,Kings XI Punjab,Delhi Daredevils,lost,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
76,Mohit Sharma,c C Morris b Zaheer,15,8,1,1,187.50,Inn1,Kings XI Punjab,Delhi Daredevils,lost,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
77,Pardeep Sahu,not out,18,12,1,1,150.00,Inn1,Kings XI Punjab,Delhi Daredevils,lost,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
78,,not out,1,2,0,0,50.00,Inn1,Kings XI Punjab,Delhi Daredevils,lost,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
79,Quinton de Kock,not out,59,42,9,1,140.48,Inn2,Delhi Daredevils,Kings XI Punjab,won,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
80,Shreyas Iyer,c W Saha b Sandeep Sharma,3,5,0,0,60.00,Inn2,Delhi Daredevils,Kings XI Punjab,won,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
81,Sanju Samson,b Axar,33,32,3,1,103.13,Inn2,Delhi Daredevils,Kings XI Punjab,won,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
82,Pawan Negi,not out,8,2,0,1,400.00,Inn2,Delhi Daredevils,Kings XI Punjab,won,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
83,David Warner,c Suryakumar Yadav b Umesh,13,12,2,0,108.33,Inn1,Sunrisers Hyderabad,Kolkata Knight Riders,lost,16396,16:00:00,16,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
84,Shikhar Dhawan,c Uthappa b M Morkel,6,7,1,0,85.71,Inn1,Sunrisers Hyderabad,Kolkata Knight Riders,lost,16396,16:00:00,16,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
85,Moises Henriques,lbw b Umesh,6,9,1,0,66.67,Inn1,Sunrisers Hyderabad,Kolkata Knight Riders,lost,16396,16:00:00,16,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
86,Eoin Morgan,c Shakib b Umesh,51,43,3,2,118.60,Inn1,Sunrisers Hyderabad,Kolkata Knight Riders,lost,16396,16:00:00,16,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
87,Deepak Hooda,c Umesh b A Russell,6,11,0,0,54.55,Inn1,Sunrisers Hyderabad,Kolkata Knight Riders,lost,16396,16:00:00,16,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
88,Naman Ojha,c Chawla b M Morkel,37,28,2,2,132.14,Inn1,Sunrisers Hyderabad,Kolkata Knight Riders,lost,16396,16:00:00,16,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
89,Ashish Reddy,run out (Shakib/Uthappa),13,8,0,1,162.50,Inn1,Sunrisers Hyderabad,Kolkata Knight Riders,lost,16396,16:00:00,16,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
90,Karn Sharma,not out,2,2,0,0,100.00,Inn1,Sunrisers Hyderabad,Kolkata Knight Riders,lost,16396,16:00:00,16,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
91,Bhuvneshwar Kumar,not out,0,1,0,0,0.00,Inn1,Sunrisers Hyderabad,Kolkata Knight Riders,lost,16396,16:00:00,16,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
92,Robin Uthappa,lbw b Ashish Reddy,38,34,3,1,111.76,Inn2,Kolkata Knight Riders,Sunrisers Hyderabad,won,16396,16:00:00,16,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
93,Gautam Gambhir,not out,90,60,13,1,150.00,Inn2,Kolkata Knight Riders,Sunrisers Hyderabad,won,16396,16:00:00,16,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
94,Andre Russell,b Mustafizur,2,5,0,0,40.00,Inn2,Kolkata Knight Riders,Sunrisers Hyderabad,won,16396,16:00:00,16,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
95,Manish Pandey,not out,11,11,0,0,100.00,Inn2,Kolkata Knight Riders,Sunrisers Hyderabad,won,16396,16:00:00,16,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
96,Ajinkya Rahane,b Sandeep Sharma,9,11,2,0,81.82,Inn1,Rising Pune Supergiants,Kings XI Punjab,lost,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
97,Faf du Plessis,c & b Mohit Sharma,67,53,8,0,126.42,Inn1,Rising Pune Supergiants,Kings XI Punjab,lost,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
98,Kevin Pietersen,c Vohra b Kyle Abbott,15,15,2,0,100.00,Inn1,Rising Pune Supergiants,Kings XI Punjab,lost,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
99,Thisara Perera,c Mohit Sharma b Sandeep Sharma,8,9,1,0,88.89,Inn1,Rising Pune Supergiants,Kings XI Punjab,lost,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
100,Steven Smith,c D Miller b Mohit Sharma,38,26,5,0,146.15,Inn1,Rising Pune Supergiants,Kings XI Punjab,lost,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
101,MS Dhoni,c Maxwell b Mohit Sharma,1,2,0,0,50.00,Inn1,Rising Pune Supergiants,Kings XI Punjab,lost,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
102,Irfan Pathan,run out (Maxwell/W Saha),2,2,0,0,100.00,Inn1,Rising Pune Supergiants,Kings XI Punjab,lost,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
103,Ravichandran Ashwin,not out,1,2,0,0,50.00,Inn1,Rising Pune Supergiants,Kings XI Punjab,lost,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
104,Murali Vijay,c Dhoni b M Ashwin,53,49,5,2,108.16,Inn2,Kings XI Punjab,Rising Pune Supergiants,won,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
105,Manan Vohra,lbw b Ankit Sharma,51,33,7,0,154.55,Inn2,Kings XI Punjab,Rising Pune Supergiants,won,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
106,Shaun Marsh,b M Ashwin,4,6,0,0,66.67,Inn2,Kings XI Punjab,Rising Pune Supergiants,won,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
107,David Miller,c Pietersen b M Ashwin,7,6,0,0,116.67,Inn2,Kings XI Punjab,Rising Pune Supergiants,won,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
108,Glenn Maxwell,not out,32,14,3,2,228.57,Inn2,Kings XI Punjab,Rising Pune Supergiants,won,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
109,Wriddhiman Saha,not out,4,4,0,0,100.00,Inn2,Kings XI Punjab,Rising Pune Supergiants,won,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
110,Martin Guptill,c N Ojha b Bhuvneshwar,2,4,0,0,50.00,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,16400,20:00:00,18,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
111,Parthiv Patel,b Barinder,10,12,2,0,83.33,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,16400,20:00:00,18,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
112,Ambati Rayudu,c Henriques b Barinder,54,49,3,2,110.20,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,16400,20:00:00,18,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
113,Rohit Sharma,run out (Henriques/N Ojha),5,8,0,0,62.50,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,16400,20:00:00,18,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
114,Jos Buttler,c N Ojha b Barinder,11,11,1,0,100.00,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,16400,20:00:00,18,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
115,Krunal Pandya,not out,49,28,3,3,175.00,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,16400,20:00:00,18,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
116,Hardik Pandya,b Mustafizur,2,5,0,0,40.00,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,16400,20:00:00,18,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
117,Harbhajan Singh,not out,1,3,0,0,33.33,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,16400,20:00:00,18,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
118,David Warner,not out,90,59,7,4,152.54,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,16400,20:00:00,18,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
119,Shikhar Dhawan,b Southee,2,4,0,0,50.00,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,16400,20:00:00,18,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
120,Moises Henriques,c Parthiv Patel b Southee,20,22,1,1,90.91,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,16400,20:00:00,18,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
121,Eoin Morgan,c Pandya b Southee,11,12,1,0,91.67,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,16400,20:00:00,18,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
122,Deepak Hooda,not out,17,9,2,0,188.89,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,16400,20:00:00,18,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
123,Murali Vijay,b Chawla,26,22,4,0,118.18,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
124,Manan Vohra,c Shakib b M Morkel,8,12,0,0,66.67,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
125,Shaun Marsh,not out,56,41,5,1,136.59,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
126,Wriddhiman Saha,c Uthappa b Narine,8,14,0,0,57.14,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
127,David Miller,c Uthappa b Y Pathan,6,6,1,0,100.00,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
128,Glenn Maxwell,c Chawla b Narine,4,7,0,0,57.14,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
129,Axar Patel,c Suryakumar Yadav b Umesh,9,8,0,0,112.50,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
130,Mohit Sharma,c Uthappa b M Morkel,1,3,0,0,33.33,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
131,Pardeep Sahu,run out (A Russell/Uthappa),1,1,0,0,100.00,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
132,Kyle Abbott,not out,12,6,0,1,200.00,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
133,Robin Uthappa,lbw b Pardeep Sahu,53,28,9,0,189.29,Inn2,Kolkata Knight Riders,Kings XI Punjab,won,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
134,Gautam Gambhir,c Maxwell b Pardeep Sahu,34,34,3,0,100.00,Inn2,Kolkata Knight Riders,Kings XI Punjab,won,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
135,Manish Pandey,b Axar,12,11,1,0,109.09,Inn2,Kolkata Knight Riders,Kings XI Punjab,won,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
