,batsman,got_out,Runs,Balls,Fours,Sixes,St.rate,Inning,Team,Opponent,Win/Lost,match_id,time,day,year,Month,Venue,ID
10,Dinesh Karthik (c & wk),not out,116,54,8,9,214.81,Inn2,Kolkata Knight Riders,Sunrisers Hyderabad,won,22397,16:00:00,24,2019,3,"Eden Gardens, Kolkata",145
11,Andre Russell,lbw b Hopes,2,3,0,0,66.67,Inn2,Kolkata Knight Riders,Sunrisers Hyderabad,won,22397,16:00:00,24,2019,3,"Eden Gardens, Kolkata",7736
12,Shubman Gill,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Kolkata Knight Riders,Sunrisers Hyderabad,won,22397,16:00:00,24,2019,3,"Eden Gardens, Kolkata",11808
13,4,b Pathan,25,17,4,1,147.06,Inn2,Kolkata Knight Riders,Sunrisers Hyderabad,won,22397,16:00:00,24,2019,3,"Eden Gardens, Kolkata",
14,Rahul,not out,31,14,3,2,221.43,Inn1,Kings XI Punjab,Rajasthan Royals,won,22399,20:00:00,25,2019,3,"Sawai Mansingh Stadium, Jaipur",8733
15,Gayle,b Pathan,13,10,0,1,130.00,Inn1,Kings XI Punjab,Rajasthan Royals,won,22399,20:00:00,25,2019,3,"Sawai Mansingh Stadium, Jaipur",247
16,Mayank Agarwal,c Pathan b Mota,32,13,2,3,246.15,Inn1,Kings XI Punjab,Rajasthan Royals,won,22399,20:00:00,25,2019,3,"Sawai Mansingh Stadium, Jaipur",2195
17,Sarfaraz Khan,not out,116,54,8,9,214.81,Inn1,Kings XI Punjab,Rajasthan Royals,won,22399,20:00:00,25,2019,3,"Sawai Mansingh Stadium, Jaipur",9429
18,Pooran (wk),lbw b Hopes,2,3,0,0,66.67,Inn1,Kings XI Punjab,Rajasthan Royals,won,22399,20:00:00,25,2019,3,"Sawai Mansingh Stadium, Jaipur",9406
19,Mandeep,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Kings XI Punjab,Rajasthan Royals,won,22399,20:00:00,25,2019,3,"Sawai Mansingh Stadium, Jaipur",6319
20,16,b Pathan,25,17,4,1,147.06,Inn1,Kings XI Punjab,Rajasthan Royals,won,22399,20:00:00,25,2019,3,"Sawai Mansingh Stadium, Jaipur",
21,Ajinkya Rahane (c),not out,31,14,3,2,221.43,Inn2,Rajasthan Royals,Kings XI Punjab,lost,22399,20:00:00,25,2019,3,"Sawai Mansingh Stadium, Jaipur",1447
22,Jos Buttler (wk),b Pathan,13,10,0,1,130.00,Inn2,Rajasthan Royals,Kings XI Punjab,lost,22399,20:00:00,25,2019,3,"Sawai Mansingh Stadium, Jaipur",2258
23,Sanju Samson,c Pathan b Mota,32,13,2,3,246.15,Inn2,Rajasthan Royals,Kings XI Punjab,lost,22399,20:00:00,25,2019,3,"Sawai Mansingh Stadium, Jaipur",8271
24,Steven Smith,not out,116,54,8,9,214.81,Inn2,Rajasthan Royals,Kings XI Punjab,lost,22399,20:00:00,25,2019,3,"Sawai Mansingh Stadium, Jaipur",2250
25,Ben Stokes,lbw b Hopes,2,3,0,0,66.67,Inn2,Rajasthan Royals,Kings XI Punjab,lost,22399,20:00:00,25,2019,3,"Sawai Mansingh Stadium, Jaipur",6557
26,Rahul Tripathi,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Rajasthan Royals,Kings XI Punjab,lost,22399,20:00:00,25,2019,3,"Sawai Mansingh Stadium, Jaipur",9012
27,Krishnappa Gowtham,b Pathan,25,17,4,1,147.06,Inn2,Rajasthan Royals,Kings XI Punjab,lost,22399,20:00:00,25,2019,3,"Sawai Mansingh Stadium, Jaipur",8925
28,Prithvi Shaw,not out,31,14,3,2,221.43,Inn1,Delhi Capitals,Chennai Super Kings,lost,22400,20:00:00,26,2019,3,"Arun Jaitley Stadium, Delhi",12094
29,Dhawan,b Pathan,13,10,0,1,130.00,Inn1,Delhi Capitals,Chennai Super Kings,lost,22400,20:00:00,26,2019,3,"Arun Jaitley Stadium, Delhi",1446
30,Shreyas Iyer (c),c Pathan b Mota,32,13,2,3,246.15,Inn1,Delhi Capitals,Chennai Super Kings,lost,22400,20:00:00,26,2019,3,"Arun Jaitley Stadium, Delhi",9428
31,Pant (wk),not out,116,54,8,9,214.81,Inn1,Delhi Capitals,Chennai Super Kings,lost,22400,20:00:00,26,2019,3,"Arun Jaitley Stadium, Delhi",10744
32,Ingram,lbw b Hopes,2,3,0,0,66.67,Inn1,Delhi Capitals,Chennai Super Kings,lost,22400,20:00:00,26,2019,3,"Arun Jaitley Stadium, Delhi",7664
33,Keemo Paul,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Delhi Capitals,Chennai Super Kings,lost,22400,20:00:00,26,2019,3,"Arun Jaitley Stadium, Delhi",11214
34,Axar,b Pathan,25,17,4,1,147.06,Inn1,Delhi Capitals,Chennai Super Kings,lost,22400,20:00:00,26,2019,3,"Arun Jaitley Stadium, Delhi",8808
35,Shane Watson,not out,31,14,3,2,221.43,Inn2,Chennai Super Kings,Delhi Capitals,won,22400,20:00:00,26,2019,3,"Arun Jaitley Stadium, Delhi",158
36,Ambati Rayudu,b Pathan,13,10,0,1,130.00,Inn2,Chennai Super Kings,Delhi Capitals,won,22400,20:00:00,26,2019,3,"Arun Jaitley Stadium, Delhi",6311
37,Suresh Raina,c Pathan b Mota,32,13,2,3,246.15,Inn2,Chennai Super Kings,Delhi Capitals,won,22400,20:00:00,26,2019,3,"Arun Jaitley Stadium, Delhi",413
38,Kedar Jadhav,not out,116,54,8,9,214.81,Inn2,Chennai Super Kings,Delhi Capitals,won,22400,20:00:00,26,2019,3,"Arun Jaitley Stadium, Delhi",1851
39,MS Dhoni (c & wk),lbw b Hopes,2,3,0,0,66.67,Inn2,Chennai Super Kings,Delhi Capitals,won,22400,20:00:00,26,2019,3,"Arun Jaitley Stadium, Delhi",265
40,Dwayne Bravo,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Chennai Super Kings,Delhi Capitals,won,22400,20:00:00,26,2019,3,"Arun Jaitley Stadium, Delhi",242
41,8,b Pathan,25,17,4,1,147.06,Inn2,Chennai Super Kings,Delhi Capitals,won,22400,20:00:00,26,2019,3,"Arun Jaitley Stadium, Delhi",
42,Chris Lynn,not out,31,14,3,2,221.43,Inn1,Kolkata Knight Riders,Kings XI Punjab,won,22401,20:00:00,27,2019,3,"Eden Gardens, Kolkata",7752
43,Narine,b Pathan,13,10,0,1,130.00,Inn1,Kolkata Knight Riders,Kings XI Punjab,won,22401,20:00:00,27,2019,3,"Eden Gardens, Kolkata",2276
44,Uthappa,c Pathan b Mota,32,13,2,3,246.15,Inn1,Kolkata Knight Riders,Kings XI Punjab,won,22401,20:00:00,27,2019,3,"Eden Gardens, Kolkata",527
45,Nitish Rana,not out,116,54,8,9,214.81,Inn1,Kolkata Knight Riders,Kings XI Punjab,won,22401,20:00:00,27,2019,3,"Eden Gardens, Kolkata",9204
46,A Russell,lbw b Hopes,2,3,0,0,66.67,Inn1,Kolkata Knight Riders,Kings XI Punjab,won,22401,20:00:00,27,2019,3,"Eden Gardens, Kolkata",7736
47,Karthik (c & wk),c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Kolkata Knight Riders,Kings XI Punjab,won,22401,20:00:00,27,2019,3,"Eden Gardens, Kolkata",145
48,5,b Pathan,25,17,4,1,147.06,Inn1,Kolkata Knight Riders,Kings XI Punjab,won,22401,20:00:00,27,2019,3,"Eden Gardens, Kolkata",
49,Lokesh Rahul (wk),not out,31,14,3,2,221.43,Inn2,Kings XI Punjab,Kolkata Knight Riders,lost,22401,20:00:00,27,2019,3,"Eden Gardens, Kolkata",8733
50,Chris Gayle,b Pathan,13,10,0,1,130.00,Inn2,Kings XI Punjab,Kolkata Knight Riders,lost,22401,20:00:00,27,2019,3,"Eden Gardens, Kolkata",247
51,Mayank Agarwal,c Pathan b Mota,32,13,2,3,246.15,Inn2,Kings XI Punjab,Kolkata Knight Riders,lost,22401,20:00:00,27,2019,3,"Eden Gardens, Kolkata",2195
52,Sarfaraz Khan,not out,116,54,8,9,214.81,Inn2,Kings XI Punjab,Kolkata Knight Riders,lost,22401,20:00:00,27,2019,3,"Eden Gardens, Kolkata",9429
53,David Miller,lbw b Hopes,2,3,0,0,66.67,Inn2,Kings XI Punjab,Kolkata Knight Riders,lost,22401,20:00:00,27,2019,3,"Eden Gardens, Kolkata",6349
54,Mandeep Singh,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Kings XI Punjab,Kolkata Knight Riders,lost,22401,20:00:00,27,2019,3,"Eden Gardens, Kolkata",6319
55,6,b Pathan,25,17,4,1,147.06,Inn2,Kings XI Punjab,Kolkata Knight Riders,lost,22401,20:00:00,27,2019,3,"Eden Gardens, Kolkata",
56,de Kock (wk),not out,31,14,3,2,221.43,Inn1,Mumbai Indians,Royal Challengers Bangalore,won,22402,20:00:00,28,2019,3,"M.Chinnaswamy Stadium, Bengaluru",8520
57,Rohit (c),b Pathan,13,10,0,1,130.00,Inn1,Mumbai Indians,Royal Challengers Bangalore,won,22402,20:00:00,28,2019,3,"M.Chinnaswamy Stadium, Bengaluru",576
58,Suryakumar Yadav,c Pathan b Mota,32,13,2,3,246.15,Inn1,Mumbai Indians,Royal Challengers Bangalore,won,22402,20:00:00,28,2019,3,"M.Chinnaswamy Stadium, Bengaluru",7915
59,Yuvraj,not out,116,54,8,9,214.81,Inn1,Mumbai Indians,Royal Challengers Bangalore,won,22402,20:00:00,28,2019,3,"M.Chinnaswamy Stadium, Bengaluru",69
60,Pollard,lbw b Hopes,2,3,0,0,66.67,Inn1,Mumbai Indians,Royal Challengers Bangalore,won,22402,20:00:00,28,2019,3,"M.Chinnaswamy Stadium, Bengaluru",657
61,Krunal Pandya,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Mumbai Indians,Royal Challengers Bangalore,won,22402,20:00:00,28,2019,3,"M.Chinnaswamy Stadium, Bengaluru",11311
62,Hardik Pandya,b Pathan,25,17,4,1,147.06,Inn1,Mumbai Indians,Royal Challengers Bangalore,won,22402,20:00:00,28,2019,3,"M.Chinnaswamy Stadium, Bengaluru",9647
63,Parthiv Patel (wk),not out,31,14,3,2,221.43,Inn2,Royal Challengers Bangalore,Mumbai Indians,lost,22402,20:00:00,28,2019,3,"M.Chinnaswamy Stadium, Bengaluru",74
64,Moeen Ali,b Pathan,13,10,0,1,130.00,Inn2,Royal Challengers Bangalore,Mumbai Indians,lost,22402,20:00:00,28,2019,3,"M.Chinnaswamy Stadium, Bengaluru",6692
65,Virat Kohli (c),c Pathan b Mota,32,13,2,3,246.15,Inn2,Royal Challengers Bangalore,Mumbai Indians,lost,22402,20:00:00,28,2019,3,"M.Chinnaswamy Stadium, Bengaluru",1413
66,AB de Villiers,not out,116,54,8,9,214.81,Inn2,Royal Challengers Bangalore,Mumbai Indians,lost,22402,20:00:00,28,2019,3,"M.Chinnaswamy Stadium, Bengaluru",370
67,Shimron Hetmyer,lbw b Hopes,2,3,0,0,66.67,Inn2,Royal Challengers Bangalore,Mumbai Indians,lost,22402,20:00:00,28,2019,3,"M.Chinnaswamy Stadium, Bengaluru",9789
68,Colin de Grandhomme,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Royal Challengers Bangalore,Mumbai Indians,lost,22402,20:00:00,28,2019,3,"M.Chinnaswamy Stadium, Bengaluru",8081
69,Shivam Dube,b Pathan,25,17,4,1,147.06,Inn2,Royal Challengers Bangalore,Mumbai Indians,lost,22402,20:00:00,28,2019,3,"M.Chinnaswamy Stadium, Bengaluru",11195
70,A Rahane (c),not out,31,14,3,2,221.43,Inn1,Rajasthan Royals,Sunrisers Hyderabad,lost,22403,20:00:00,29,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",1447
71,Jos Buttler (wk),b Pathan,13,10,0,1,130.00,Inn1,Rajasthan Royals,Sunrisers Hyderabad,lost,22403,20:00:00,29,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",2258
72,Samson,c Pathan b Mota,32,13,2,3,246.15,Inn1,Rajasthan Royals,Sunrisers Hyderabad,lost,22403,20:00:00,29,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",8271
73,Stokes,not out,116,54,8,9,214.81,Inn1,Rajasthan Royals,Sunrisers Hyderabad,lost,22403,20:00:00,29,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",6557
74,5,lbw b Hopes,2,3,0,0,66.67,Inn1,Rajasthan Royals,Sunrisers Hyderabad,lost,22403,20:00:00,29,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",
75,,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Rajasthan Royals,Sunrisers Hyderabad,lost,22403,20:00:00,29,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",
76,,c Sangakkara b Lee,15,17,4,1,147.06,Inn1,Rajasthan Royals,Sunrisers Hyderabad,lost,22403,20:00:00,29,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",
77,,b Pathan,25,10,3,0,150.00,Inn1,Rajasthan Royals,Sunrisers Hyderabad,lost,22403,20:00:00,29,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",
78,,b Pathan,25,17,4,1,147.06,Inn1,Rajasthan Royals,Sunrisers Hyderabad,lost,22403,20:00:00,29,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",
79,David Warner,not out,31,14,3,2,221.43,Inn2,Sunrisers Hyderabad,Rajasthan Royals,won,22403,20:00:00,29,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",1739
80,Jonny Bairstow (wk),b Pathan,13,10,0,1,130.00,Inn2,Sunrisers Hyderabad,Rajasthan Royals,won,22403,20:00:00,29,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",6507
81,Kane Williamson (c),c Pathan b Mota,32,13,2,3,246.15,Inn2,Sunrisers Hyderabad,Rajasthan Royals,won,22403,20:00:00,29,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",6326
82,Vijay Shankar,not out,116,54,8,9,214.81,Inn2,Sunrisers Hyderabad,Rajasthan Royals,won,22403,20:00:00,29,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",8204
83,Manish Pandey,lbw b Hopes,2,3,0,0,66.67,Inn2,Sunrisers Hyderabad,Rajasthan Royals,won,22403,20:00:00,29,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",1836
84,Yusuf Pathan,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Sunrisers Hyderabad,Rajasthan Royals,won,22403,20:00:00,29,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",790
85,Rashid Khan,b Pathan,25,17,4,1,147.06,Inn2,Sunrisers Hyderabad,Rajasthan Royals,won,22403,20:00:00,29,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",10738
86,Rohit (c),not out,31,14,3,2,221.43,Inn1,Mumbai Indians,Kings XI Punjab,lost,22404,16:00:00,30,2019,3,"Punjab Cricket Association IS Bindra Stadium, Mohali",576
87,de Kock (wk),b Pathan,13,10,0,1,130.00,Inn1,Mumbai Indians,Kings XI Punjab,lost,22404,16:00:00,30,2019,3,"Punjab Cricket Association IS Bindra Stadium, Mohali",8520
88,Suryakumar Yadav,c Pathan b Mota,32,13,2,3,246.15,Inn1,Mumbai Indians,Kings XI Punjab,lost,22404,16:00:00,30,2019,3,"Punjab Cricket Association IS Bindra Stadium, Mohali",7915
89,Yuvraj,not out,116,54,8,9,214.81,Inn1,Mumbai Indians,Kings XI Punjab,lost,22404,16:00:00,30,2019,3,"Punjab Cricket Association IS Bindra Stadium, Mohali",69
90,Pollard,lbw b Hopes,2,3,0,0,66.67,Inn1,Mumbai Indians,Kings XI Punjab,lost,22404,16:00:00,30,2019,3,"Punjab Cricket Association IS Bindra Stadium, Mohali",657
91,Hardik Pandya,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Mumbai Indians,Kings XI Punjab,lost,22404,16:00:00,30,2019,3,"Punjab Cricket Association IS Bindra Stadium, Mohali",9647
92,Krunal Pandya,b Pathan,25,17,4,1,147.06,Inn1,Mumbai Indians,Kings XI Punjab,lost,22404,16:00:00,30,2019,3,"Punjab Cricket Association IS Bindra Stadium, Mohali",11311
93,Lokesh Rahul (wk),not out,31,14,3,2,221.43,Inn2,Kings XI Punjab,Mumbai Indians,won,22404,16:00:00,30,2019,3,"Punjab Cricket Association IS Bindra Stadium, Mohali",8733
94,Chris Gayle,b Pathan,13,10,0,1,130.00,Inn2,Kings XI Punjab,Mumbai Indians,won,22404,16:00:00,30,2019,3,"Punjab Cricket Association IS Bindra Stadium, Mohali",247
95,Mayank Agarwal,c Pathan b Mota,32,13,2,3,246.15,Inn2,Kings XI Punjab,Mumbai Indians,won,22404,16:00:00,30,2019,3,"Punjab Cricket Association IS Bindra Stadium, Mohali",2195
96,David Miller,not out,116,54,8,9,214.81,Inn2,Kings XI Punjab,Mumbai Indians,won,22404,16:00:00,30,2019,3,"Punjab Cricket Association IS Bindra Stadium, Mohali",6349
97,8,lbw b Hopes,2,3,0,0,66.67,Inn2,Kings XI Punjab,Mumbai Indians,won,22404,16:00:00,30,2019,3,"Punjab Cricket Association IS Bindra Stadium, Mohali",
98,,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Kings XI Punjab,Mumbai Indians,won,22404,16:00:00,30,2019,3,"Punjab Cricket Association IS Bindra Stadium, Mohali",
99,,c Sangakkara b Lee,15,17,4,1,147.06,Inn2,Kings XI Punjab,Mumbai Indians,won,22404,16:00:00,30,2019,3,"Punjab Cricket Association IS Bindra Stadium, Mohali",
100,,b Pathan,25,10,3,0,150.00,Inn2,Kings XI Punjab,Mumbai Indians,won,22404,16:00:00,30,2019,3,"Punjab Cricket Association IS Bindra Stadium, Mohali",
101,,b Pathan,25,17,4,1,147.06,Inn2,Kings XI Punjab,Mumbai Indians,won,22404,16:00:00,30,2019,3,"Punjab Cricket Association IS Bindra Stadium, Mohali",
102,Bairstow (wk),not out,31,14,3,2,221.43,Inn1,Sunrisers Hyderabad,Royal Challengers Bangalore,won,22406,16:00:00,31,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",6507
103,Warner,b Pathan,13,10,0,1,130.00,Inn1,Sunrisers Hyderabad,Royal Challengers Bangalore,won,22406,16:00:00,31,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",1739
104,Vijay Shankar,c Pathan b Mota,32,13,2,3,246.15,Inn1,Sunrisers Hyderabad,Royal Challengers Bangalore,won,22406,16:00:00,31,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",8204
105,Y Pathan,not out,116,54,8,9,214.81,Inn1,Sunrisers Hyderabad,Royal Challengers Bangalore,won,22406,16:00:00,31,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",790
106,2,lbw b Hopes,2,3,0,0,66.67,Inn1,Sunrisers Hyderabad,Royal Challengers Bangalore,won,22406,16:00:00,31,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",
107,,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Sunrisers Hyderabad,Royal Challengers Bangalore,won,22406,16:00:00,31,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",
108,,c Sangakkara b Lee,15,17,4,1,147.06,Inn1,Sunrisers Hyderabad,Royal Challengers Bangalore,won,22406,16:00:00,31,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",
109,,b Pathan,25,10,3,0,150.00,Inn1,Sunrisers Hyderabad,Royal Challengers Bangalore,won,22406,16:00:00,31,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",
110,,b Pathan,25,17,4,1,147.06,Inn1,Sunrisers Hyderabad,Royal Challengers Bangalore,won,22406,16:00:00,31,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",
111,Parthiv Patel (wk),not out,31,14,3,2,221.43,Inn2,Royal Challengers Bangalore,Sunrisers Hyderabad,lost,22406,16:00:00,31,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",74
112,Shimron Hetmyer,b Pathan,13,10,0,1,130.00,Inn2,Royal Challengers Bangalore,Sunrisers Hyderabad,lost,22406,16:00:00,31,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",9789
113,Virat Kohli (c),c Pathan b Mota,32,13,2,3,246.15,Inn2,Royal Challengers Bangalore,Sunrisers Hyderabad,lost,22406,16:00:00,31,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",1413
114,AB de Villiers,not out,116,54,8,9,214.81,Inn2,Royal Challengers Bangalore,Sunrisers Hyderabad,lost,22406,16:00:00,31,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",370
115,Moeen Ali,lbw b Hopes,2,3,0,0,66.67,Inn2,Royal Challengers Bangalore,Sunrisers Hyderabad,lost,22406,16:00:00,31,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",6692
116,Shivam Dube,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Royal Challengers Bangalore,Sunrisers Hyderabad,lost,22406,16:00:00,31,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",11195
117,Colin de Grandhomme,b Pathan,25,17,4,1,147.06,Inn2,Royal Challengers Bangalore,Sunrisers Hyderabad,lost,22406,16:00:00,31,2019,3,"Rajiv Gandhi International Stadium, Hyderabad",8081
118,Rahul (wk),not out,31,14,3,2,221.43,Inn1,Kings XI Punjab,Delhi Capitals,won,22408,20:00:00,1,2019,4,"Punjab Cricket Association IS Bindra Stadium, Mohali",8733
119,Sam Curran,b Pathan,13,10,0,1,130.00,Inn1,Kings XI Punjab,Delhi Capitals,won,22408,20:00:00,1,2019,4,"Punjab Cricket Association IS Bindra Stadium, Mohali",10420
120,Mayank Agarwal,c Pathan b Mota,32,13,2,3,246.15,Inn1,Kings XI Punjab,Delhi Capitals,won,22408,20:00:00,1,2019,4,"Punjab Cricket Association IS Bindra Stadium, Mohali",2195
121,Sarfaraz Khan,not out,116,54,8,9,214.81,Inn1,Kings XI Punjab,Delhi Capitals,won,22408,20:00:00,1,2019,4,"Punjab Cricket Association IS Bindra Stadium, Mohali",9429
122,Miller,lbw b Hopes,2,3,0,0,66.67,Inn1,Kings XI Punjab,Delhi Capitals,won,22408,20:00:00,1,2019,4,"Punjab Cricket Association IS Bindra Stadium, Mohali",6349
123,Mandeep,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Kings XI Punjab,Delhi Capitals,won,22408,20:00:00,1,2019,4,"Punjab Cricket Association IS Bindra Stadium, Mohali",6319
124,Viljoen,b Pathan,25,17,4,1,147.06,Inn1,Kings XI Punjab,Delhi Capitals,won,22408,20:00:00,1,2019,4,"Punjab Cricket Association IS Bindra Stadium, Mohali",9493
125,Prithvi Shaw,not out,31,14,3,2,221.43,Inn2,Delhi Capitals,Kings XI Punjab,lost,22408,20:00:00,1,2019,4,"Punjab Cricket Association IS Bindra Stadium, Mohali",12094
126,Shikhar Dhawan,b Pathan,13,10,0,1,130.00,Inn2,Delhi Capitals,Kings XI Punjab,lost,22408,20:00:00,1,2019,4,"Punjab Cricket Association IS Bindra Stadium, Mohali",1446
127,Shreyas Iyer (c),c Pathan b Mota,32,13,2,3,246.15,Inn2,Delhi Capitals,Kings XI Punjab,lost,22408,20:00:00,1,2019,4,"Punjab Cricket Association IS Bindra Stadium, Mohali",9428
128,Rishabh Pant (wk),not out,116,54,8,9,214.81,Inn2,Delhi Capitals,Kings XI Punjab,lost,22408,20:00:00,1,2019,4,"Punjab Cricket Association IS Bindra Stadium, Mohali",10744
129,Colin Ingram,lbw b Hopes,2,3,0,0,66.67,Inn2,Delhi Capitals,Kings XI Punjab,lost,22408,20:00:00,1,2019,4,"Punjab Cricket Association IS Bindra Stadium, Mohali",7664
130,Chris Morris,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Delhi Capitals,Kings XI Punjab,lost,22408,20:00:00,1,2019,4,"Punjab Cricket Association IS Bindra Stadium, Mohali",8333
131,Hanuma Vihari,b Pathan,25,17,4,1,147.06,Inn2,Delhi Capitals,Kings XI Punjab,lost,22408,20:00:00,1,2019,4,"Punjab Cricket Association IS Bindra Stadium, Mohali",8424
132,Kohli (c),not out,31,14,3,2,221.43,Inn1,Royal Challengers Bangalore,Rajasthan Royals,lost,22409,20:00:00,2,2019,4,"Sawai Mansingh Stadium, Jaipur",1413
133,Parthiv Patel,b Pathan,13,10,0,1,130.00,Inn1,Royal Challengers Bangalore,Rajasthan Royals,lost,22409,20:00:00,2,2019,4,"Sawai Mansingh Stadium, Jaipur",74
134,de Villiers,c Pathan b Mota,32,13,2,3,246.15,Inn1,Royal Challengers Bangalore,Rajasthan Royals,lost,22409,20:00:00,2,2019,4,"Sawai Mansingh Stadium, Jaipur",370
135,Hetmyer,not out,116,54,8,9,214.81,Inn1,Royal Challengers Bangalore,Rajasthan Royals,lost,22409,20:00:00,2,2019,4,"Sawai Mansingh Stadium, Jaipur",9789
136,Stoinis,lbw b Hopes,2,3,0,0,66.67,Inn1,Royal Challengers Bangalore,Rajasthan Royals,lost,22409,20:00:00,2,2019,4,"Sawai Mansingh Stadium, Jaipur",8989
137,Moeen,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Royal Challengers Bangalore,Rajasthan Royals,lost,22409,20:00:00,2,2019,4,"Sawai Mansingh Stadium, Jaipur",6692
138,5,b Pathan,25,17,4,1,147.06,Inn1,Royal Challengers Bangalore,Rajasthan Royals,lost,22409,20:00:00,2,2019,4,"Sawai Mansingh Stadium, Jaipur",
139,Ajinkya Rahane (c),not out,31,14,3,2,221.43,Inn2,Rajasthan Royals,Royal Challengers Bangalore,won,22409,20:00:00,2,2019,4,"Sawai Mansingh Stadium, Jaipur",1447
140,Jos Buttler (wk),b Pathan,13,10,0,1,130.00,Inn2,Rajasthan Royals,Royal Challengers Bangalore,won,22409,20:00:00,2,2019,4,"Sawai Mansingh Stadium, Jaipur",2258
