,bowler,ID,overs,maidens,runs,wickets,no_balls,wides,economy,team,opponent,Inning,Win/Lost,match_id,time,day,year,Month,Venue
10,Rahul Sharma,6304,3,0,33,1,0,0,11.00,Delhi Daredevils,Royal Challengers Bangalore,Inn2,lost,13638,20:00:00,17,2014,4,"Sharjah Cricket Stadium, Sharjah"
11,James Neesham,8983,2,0,22,0,0,0,11.00,Delhi Daredevils,Royal Challengers Bangalore,Inn2,lost,13638,20:00:00,17,2014,4,"Sharjah Cricket Stadium, Sharjah"
12,Axar Patel,8808,4,0,34,1,0,7,8.50,Kings XI Punjab,Chennai Super Kings,Inn1,won,13639,16:00:00,18,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
13,Parvinder Awana,8269,3,0,35,1,0,2,11.67,Kings XI Punjab,Chennai Super Kings,Inn1,won,13639,16:00:00,18,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
14,Mitchell Johnson,496,4,0,47,0,1,0,11.75,Kings XI Punjab,Chennai Super Kings,Inn1,won,13639,16:00:00,18,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
15,Lakshmipathy Balaji,96,4,0,43,2,0,2,10.75,Kings XI Punjab,Chennai Super Kings,Inn1,won,13639,16:00:00,18,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
16,Rishi Dhawan,8616,3,0,21,0,0,0,7.00,Kings XI Punjab,Chennai Super Kings,Inn1,won,13639,16:00:00,18,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
17,Glenn Maxwell,7662,2,0,23,0,0,0,11.50,Kings XI Punjab,Chennai Super Kings,Inn1,won,13639,16:00:00,18,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
18,Ashish Nehra,269,3,0,24,1,0,0,8.00,Chennai Super Kings,Kings XI Punjab,Inn2,lost,13639,16:00:00,18,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
19,Mohit Sharma,8181,2.5,0,35,0,0,0,14.00,Chennai Super Kings,Kings XI Punjab,Inn2,lost,13639,16:00:00,18,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
20,Ravichandran Ashwin,1593,4,0,41,2,0,4,10.25,Chennai Super Kings,Kings XI Punjab,Inn2,lost,13639,16:00:00,18,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
21,Pawan Negi,8281,3,0,37,0,0,1,12.33,Chennai Super Kings,Kings XI Punjab,Inn2,lost,13639,16:00:00,18,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
22,Ravindra Jadeja,587,4,0,43,0,0,0,10.75,Chennai Super Kings,Kings XI Punjab,Inn2,lost,13639,16:00:00,18,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
23,Dwayne Smith,255,2,0,25,1,0,0,12.50,Chennai Super Kings,Kings XI Punjab,Inn2,lost,13639,16:00:00,18,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
24,Mitchell Starc,7710,4,0,21,2,0,0,5.25,Royal Challengers Bangalore,Mumbai Indians,Inn1,won,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
25,Albie Morkel,484,3,0,23,1,1,5,7.67,Royal Challengers Bangalore,Mumbai Indians,Inn1,won,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
26,Varun Aaron,6293,4,0,30,2,0,1,7.50,Royal Challengers Bangalore,Mumbai Indians,Inn1,won,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
27,Yuzvendra Chahal,7910,4,0,17,2,0,0,4.25,Royal Challengers Bangalore,Mumbai Indians,Inn1,won,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
28,Ashok Dinda,1467,4,0,14,1,0,0,3.50,Royal Challengers Bangalore,Mumbai Indians,Inn1,won,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
29,Yuvraj Singh,69,1,0,6,0,0,1,6.00,Royal Challengers Bangalore,Mumbai Indians,Inn1,won,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
30,Zaheer Khan,71,4,0,21,2,0,1,5.25,Mumbai Indians,Royal Challengers Bangalore,Inn2,lost,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
31,Harbhajan Singh,75,4,0,14,0,0,0,3.50,Mumbai Indians,Royal Challengers Bangalore,Inn2,lost,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
32,Lasith Malinga,111,3.3,0,29,1,0,0,8.79,Mumbai Indians,Royal Challengers Bangalore,Inn2,lost,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
33,Jasprit Bumrah,9311,2,0,14,0,0,0,7.00,Mumbai Indians,Royal Challengers Bangalore,Inn2,lost,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
34,Pragyan Ojha,1356,4,0,37,0,0,0,9.25,Mumbai Indians,Royal Challengers Bangalore,Inn2,lost,13641,16:00:00,19,2014,4,"Dubai International Cricket Stadium, Dubai"
35,Axar Patel,8808,4,0,22,1,0,0,5.50,Kings XI Punjab,Rajasthan Royals,Inn1,won,13643,20:00:00,20,2014,4,"Sharjah Cricket Stadium, Sharjah"
36,Mitchell Johnson,496,4,0,29,1,1,0,7.25,Kings XI Punjab,Rajasthan Royals,Inn1,won,13643,20:00:00,20,2014,4,"Sharjah Cricket Stadium, Sharjah"
37,Parvinder Awana,8269,4,0,40,1,0,1,10.00,Kings XI Punjab,Rajasthan Royals,Inn1,won,13643,20:00:00,20,2014,4,"Sharjah Cricket Stadium, Sharjah"
38,Lakshmipathy Balaji,96,4,0,46,0,0,0,11.50,Kings XI Punjab,Rajasthan Royals,Inn1,won,13643,20:00:00,20,2014,4,"Sharjah Cricket Stadium, Sharjah"
39,Murali Kartik,300,4,0,51,1,0,1,12.75,Kings XI Punjab,Rajasthan Royals,Inn1,won,13643,20:00:00,20,2014,4,"Sharjah Cricket Stadium, Sharjah"
40,Kane Richardson,6262,3,0,25,1,0,1,8.33,Rajasthan Royals,Kings XI Punjab,Inn2,lost,13643,20:00:00,20,2014,4,"Sharjah Cricket Stadium, Sharjah"
41,Dhawal Kulkarni,1451,4,0,50,1,0,1,12.50,Rajasthan Royals,Kings XI Punjab,Inn2,lost,13643,20:00:00,20,2014,4,"Sharjah Cricket Stadium, Sharjah"
42,James Faulkner,7789,3.4,0,45,1,0,1,13.24,Rajasthan Royals,Kings XI Punjab,Inn2,lost,13643,20:00:00,20,2014,4,"Sharjah Cricket Stadium, Sharjah"
43,Pravin Tambe,9237,4,0,26,0,0,0,6.50,Rajasthan Royals,Kings XI Punjab,Inn2,lost,13643,20:00:00,20,2014,4,"Sharjah Cricket Stadium, Sharjah"
44,Rajat Bhatia,1468,3,0,38,0,0,1,12.67,Rajasthan Royals,Kings XI Punjab,Inn2,lost,13643,20:00:00,20,2014,4,"Sharjah Cricket Stadium, Sharjah"
45,Stuart Binny,1530,1,0,4,0,0,0,4.00,Rajasthan Royals,Kings XI Punjab,Inn2,lost,13643,20:00:00,20,2014,4,"Sharjah Cricket Stadium, Sharjah"
46,Jean-Paul Duminy,211,4,0,26,0,0,1,6.50,Delhi Daredevils,Chennai Super Kings,Inn1,lost,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
47,Mohammed Shami,7909,4,0,45,1,0,1,11.25,Delhi Daredevils,Chennai Super Kings,Inn1,lost,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
48,Shahbaz Nadeem,7906,3,0,29,1,0,0,9.67,Delhi Daredevils,Chennai Super Kings,Inn1,lost,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
49,Jaydev Unadkat,6327,4,0,32,3,0,0,8.00,Delhi Daredevils,Chennai Super Kings,Inn1,lost,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
50,James Neesham,8983,4,0,29,1,0,1,7.25,Delhi Daredevils,Chennai Super Kings,Inn1,lost,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
51,Murali Vijay,1597,1,0,13,0,0,0,13.00,Delhi Daredevils,Chennai Super Kings,Inn1,lost,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
52,Ishwar Pandey,8665,4,0,23,2,0,0,5.75,Chennai Super Kings,Delhi Daredevils,Inn2,won,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
53,Ben Hilfenhaus,561,2,0,9,1,0,0,4.50,Chennai Super Kings,Delhi Daredevils,Inn2,won,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
54,Mohit Sharma,8181,3,0,17,1,0,0,5.67,Chennai Super Kings,Delhi Daredevils,Inn2,won,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
55,Dwayne Smith,255,2,0,14,1,0,1,7.00,Chennai Super Kings,Delhi Daredevils,Inn2,won,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
56,Ravindra Jadeja,587,2.4,0,18,2,0,0,7.50,Chennai Super Kings,Delhi Daredevils,Inn2,won,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
57,Ravichandran Ashwin,1593,2,0,3,2,0,1,1.50,Chennai Super Kings,Delhi Daredevils,Inn2,won,13644,20:00:00,21,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
58,Dale Steyn,508,4,0,26,0,0,1,6.50,Sunrisers Hyderabad,Kings XI Punjab,Inn1,lost,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
59,Bhuvneshwar Kumar,1726,4,0,19,3,0,0,4.75,Sunrisers Hyderabad,Kings XI Punjab,Inn1,lost,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
60,Irfan Pathan,73,2,0,28,0,0,0,14.00,Sunrisers Hyderabad,Kings XI Punjab,Inn1,lost,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
61,Karn Sharma,1844,4,0,37,0,0,1,9.25,Sunrisers Hyderabad,Kings XI Punjab,Inn1,lost,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
62,Amit Mishra,1454,4,0,56,2,0,1,14.00,Sunrisers Hyderabad,Kings XI Punjab,Inn1,lost,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
63,Daren Sammy,253,2,0,22,1,1,0,11.00,Sunrisers Hyderabad,Kings XI Punjab,Inn1,lost,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
64,Sandeep Sharma,8356,4,0,26,1,0,1,6.50,Kings XI Punjab,Sunrisers Hyderabad,Inn2,won,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
65,Mitchell Johnson,496,4,0,26,2,2,0,6.50,Kings XI Punjab,Sunrisers Hyderabad,Inn2,won,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
66,Lakshmipathy Balaji,96,4,0,13,4,0,1,3.25,Kings XI Punjab,Sunrisers Hyderabad,Inn2,won,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
67,Rishi Dhawan,8616,2.2,0,23,1,0,1,10.45,Kings XI Punjab,Sunrisers Hyderabad,Inn2,won,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
68,Axar Patel,8808,4,0,20,2,0,0,5.00,Kings XI Punjab,Sunrisers Hyderabad,Inn2,won,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
69,Glenn Maxwell,7662,1,0,10,0,0,0,10.00,Kings XI Punjab,Sunrisers Hyderabad,Inn2,won,13645,20:00:00,22,2014,4,"Sharjah Cricket Stadium, Sharjah"
70,Dhawal Kulkarni,1451,3,0,18,0,0,4,6.00,Rajasthan Royals,Chennai Super Kings,Inn1,lost,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
71,Tim Southee,1057,4,0,27,0,0,1,6.75,Rajasthan Royals,Chennai Super Kings,Inn1,lost,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
72,James Faulkner,7789,3,0,38,1,0,1,12.67,Rajasthan Royals,Chennai Super Kings,Inn1,lost,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
73,Pravin Tambe,9237,4,0,27,1,0,5,6.75,Rajasthan Royals,Chennai Super Kings,Inn1,lost,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
74,Stuart Binny,1530,1,0,10,1,0,0,10.00,Rajasthan Royals,Chennai Super Kings,Inn1,lost,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
75,Rajat Bhatia,1468,4,0,13,2,0,0,3.25,Rajasthan Royals,Chennai Super Kings,Inn1,lost,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
76,Shane Watson,158,1,0,5,0,0,0,5.00,Rajasthan Royals,Chennai Super Kings,Inn1,lost,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
77,Ben Hilfenhaus,561,4,0,32,1,0,1,8.00,Chennai Super Kings,Rajasthan Royals,Inn2,won,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
78,Ishwar Pandey,8665,4,1,22,1,0,0,5.50,Chennai Super Kings,Rajasthan Royals,Inn2,won,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
79,Ravichandran Ashwin,1593,3.5,0,27,1,0,1,7.71,Chennai Super Kings,Rajasthan Royals,Inn2,won,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
80,Ravindra Jadeja,587,4,0,33,4,0,0,8.25,Chennai Super Kings,Rajasthan Royals,Inn2,won,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
81,Suresh Raina,413,2,0,6,0,0,0,3.00,Chennai Super Kings,Rajasthan Royals,Inn2,won,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
82,Mohit Sharma,8181,2,0,13,1,0,0,6.50,Chennai Super Kings,Rajasthan Royals,Inn2,won,13646,20:00:00,23,2014,4,"Dubai International Cricket Stadium, Dubai"
83,Mitchell Starc,7710,4,0,33,2,0,1,8.25,Royal Challengers Bangalore,Kolkata Knight Riders,Inn1,lost,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
84,Albie Morkel,484,2,0,21,1,0,1,10.50,Royal Challengers Bangalore,Kolkata Knight Riders,Inn1,lost,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
85,Varun Aaron,6293,4,0,16,3,0,1,4.00,Royal Challengers Bangalore,Kolkata Knight Riders,Inn1,lost,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
86,Ashok Dinda,1467,4,0,26,0,0,1,6.50,Royal Challengers Bangalore,Kolkata Knight Riders,Inn1,lost,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
87,Muttiah Muralitharan,110,2,0,25,0,0,0,12.50,Royal Challengers Bangalore,Kolkata Knight Riders,Inn1,lost,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
88,Yuzvendra Chahal,7910,4,0,26,1,0,0,6.50,Royal Challengers Bangalore,Kolkata Knight Riders,Inn1,lost,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
89,Umesh Yadav,1858,4,0,40,1,1,1,10.00,Kolkata Knight Riders,Royal Challengers Bangalore,Inn2,won,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
90,Morne Morkel,608,4,0,34,0,0,0,8.50,Kolkata Knight Riders,Royal Challengers Bangalore,Inn2,won,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
91,Sunil Narine,2276,4,0,17,1,0,0,4.25,Kolkata Knight Riders,Royal Challengers Bangalore,Inn2,won,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
92,Vinay Kumar,1449,4,0,26,2,0,1,6.50,Kolkata Knight Riders,Royal Challengers Bangalore,Inn2,won,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
93,Jacques Kallis,213,4,0,26,1,0,0,6.50,Kolkata Knight Riders,Royal Challengers Bangalore,Inn2,won,13647,20:00:00,24,2014,4,"Sharjah Cricket Stadium, Sharjah"
94,Shahbaz Nadeem,7906,4,0,24,1,0,1,6.00,Delhi Daredevils,Sunrisers Hyderabad,Inn1,lost,13648,16:00:00,25,2014,4,"Dubai International Cricket Stadium, Dubai"
95,Mohammed Shami,7909,4,0,36,0,0,1,9.00,Delhi Daredevils,Sunrisers Hyderabad,Inn1,lost,13648,16:00:00,25,2014,4,"Dubai International Cricket Stadium, Dubai"
96,Wayne Parnell,1692,4,0,38,0,0,0,9.50,Delhi Daredevils,Sunrisers Hyderabad,Inn1,lost,13648,16:00:00,25,2014,4,"Dubai International Cricket Stadium, Dubai"
97,Jaydev Unadkat,6327,4,0,43,0,0,0,10.75,Delhi Daredevils,Sunrisers Hyderabad,Inn1,lost,13648,16:00:00,25,2014,4,"Dubai International Cricket Stadium, Dubai"
98,Jean-Paul Duminy,211,2,0,19,0,0,0,9.50,Delhi Daredevils,Sunrisers Hyderabad,Inn1,lost,13648,16:00:00,25,2014,4,"Dubai International Cricket Stadium, Dubai"
99,Laxmi Shukla,1600,2,0,21,0,0,0,10.50,Delhi Daredevils,Sunrisers Hyderabad,Inn1,lost,13648,16:00:00,25,2014,4,"Dubai International Cricket Stadium, Dubai"
100,Bhuvneshwar Kumar,1726,4,0,40,0,0,1,10.00,Sunrisers Hyderabad,Delhi Daredevils,Inn2,won,13648,16:00:00,25,2014,4,"Dubai International Cricket Stadium, Dubai"
101,Dale Steyn,508,4,0,33,2,0,0,8.25,Sunrisers Hyderabad,Delhi Daredevils,Inn2,won,13648,16:00:00,25,2014,4,"Dubai International Cricket Stadium, Dubai"
102,Venugopal Rao,412,1,0,9,0,0,0,9.00,Sunrisers Hyderabad,Delhi Daredevils,Inn2,won,13648,16:00:00,25,2014,4,"Dubai International Cricket Stadium, Dubai"
103,Karn Sharma,1844,4,0,23,1,0,1,5.75,Sunrisers Hyderabad,Delhi Daredevils,Inn2,won,13648,16:00:00,25,2014,4,"Dubai International Cricket Stadium, Dubai"
104,Daren Sammy,253,3,0,34,1,0,0,11.33,Sunrisers Hyderabad,Delhi Daredevils,Inn2,won,13648,16:00:00,25,2014,4,"Dubai International Cricket Stadium, Dubai"
105,Amit Mishra,1454,4,0,38,0,1,0,9.50,Sunrisers Hyderabad,Delhi Daredevils,Inn2,won,13648,16:00:00,25,2014,4,"Dubai International Cricket Stadium, Dubai"
106,Stuart Binny,1530,1,0,1,1,0,0,1.00,Rajasthan Royals,Royal Challengers Bangalore,Inn1,won,13650,16:00:00,26,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
107,Tim Southee,1057,3,0,16,0,0,0,5.33,Rajasthan Royals,Royal Challengers Bangalore,Inn1,won,13650,16:00:00,26,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
108,Kane Richardson,6262,4,0,18,2,0,0,4.50,Rajasthan Royals,Royal Challengers Bangalore,Inn1,won,13650,16:00:00,26,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
109,Shane Watson,158,2,1,5,1,0,1,2.50,Rajasthan Royals,Royal Challengers Bangalore,Inn1,won,13650,16:00:00,26,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
110,Pravin Tambe,9237,4,0,20,4,0,0,5.00,Rajasthan Royals,Royal Challengers Bangalore,Inn1,won,13650,16:00:00,26,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
111,Rajat Bhatia,1468,1,0,7,1,0,0,7.00,Rajasthan Royals,Royal Challengers Bangalore,Inn1,won,13650,16:00:00,26,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
112,Mitchell Starc,7710,4,0,29,2,0,1,7.25,Royal Challengers Bangalore,Rajasthan Royals,Inn2,lost,13650,16:00:00,26,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
113,Ravi Rampaul,4265,4,0,16,0,0,1,4.00,Royal Challengers Bangalore,Rajasthan Royals,Inn2,lost,13650,16:00:00,26,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
114,Yuzvendra Chahal,7910,3,1,17,1,0,0,5.67,Royal Challengers Bangalore,Rajasthan Royals,Inn2,lost,13650,16:00:00,26,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
115,Ashok Dinda,1467,2,0,8,0,0,0,4.00,Royal Challengers Bangalore,Rajasthan Royals,Inn2,lost,13650,16:00:00,26,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
116,Shahbaz Nadeem,7906,4,0,19,1,0,2,4.75,Delhi Daredevils,Mumbai Indians,Inn1,won,13652,16:00:00,27,2014,4,"Sharjah Cricket Stadium, Sharjah"
117,Mohammed Shami,7909,4,0,36,0,0,0,9.00,Delhi Daredevils,Mumbai Indians,Inn1,won,13652,16:00:00,27,2014,4,"Sharjah Cricket Stadium, Sharjah"
118,Jean-Paul Duminy,211,3,0,13,0,0,0,4.33,Delhi Daredevils,Mumbai Indians,Inn1,won,13652,16:00:00,27,2014,4,"Sharjah Cricket Stadium, Sharjah"
119,Wayne Parnell,1692,4,0,17,1,1,2,4.25,Delhi Daredevils,Mumbai Indians,Inn1,won,13652,16:00:00,27,2014,4,"Sharjah Cricket Stadium, Sharjah"
120,Jaydev Unadkat,6327,4,0,29,2,0,0,7.25,Delhi Daredevils,Mumbai Indians,Inn1,won,13652,16:00:00,27,2014,4,"Sharjah Cricket Stadium, Sharjah"
121,Laxmi Shukla,1600,1,0,5,0,0,0,5.00,Delhi Daredevils,Mumbai Indians,Inn1,won,13652,16:00:00,27,2014,4,"Sharjah Cricket Stadium, Sharjah"
122,Lasith Malinga,111,4,0,17,2,0,2,4.25,Mumbai Indians,Delhi Daredevils,Inn2,lost,13652,16:00:00,27,2014,4,"Sharjah Cricket Stadium, Sharjah"
123,Pragyan Ojha,1356,4,0,26,0,0,0,6.50,Mumbai Indians,Delhi Daredevils,Inn2,lost,13652,16:00:00,27,2014,4,"Sharjah Cricket Stadium, Sharjah"
124,Zaheer Khan,71,2.5,0,17,0,0,0,6.80,Mumbai Indians,Delhi Daredevils,Inn2,lost,13652,16:00:00,27,2014,4,"Sharjah Cricket Stadium, Sharjah"
125,Harbhajan Singh,75,4,1,23,0,0,0,5.75,Mumbai Indians,Delhi Daredevils,Inn2,lost,13652,16:00:00,27,2014,4,"Sharjah Cricket Stadium, Sharjah"
126,Corey Anderson,8982,2,0,16,1,0,0,8.00,Mumbai Indians,Delhi Daredevils,Inn2,lost,13652,16:00:00,27,2014,4,"Sharjah Cricket Stadium, Sharjah"
127,Rohit Sharma,576,2,0,20,1,0,0,10.00,Mumbai Indians,Delhi Daredevils,Inn2,lost,13652,16:00:00,27,2014,4,"Sharjah Cricket Stadium, Sharjah"
128,Glenn Maxwell,7662,3,0,39,0,0,0,13.00,Kings XI Punjab,Royal Challengers Bangalore,Inn1,won,13654,20:00:00,28,2014,4,"Dubai International Cricket Stadium, Dubai"
129,Sandeep Sharma,8356,3,1,15,3,0,0,5.00,Kings XI Punjab,Royal Challengers Bangalore,Inn1,won,13654,20:00:00,28,2014,4,"Dubai International Cricket Stadium, Dubai"
130,Mitchell Johnson,496,4,0,19,2,1,0,4.75,Kings XI Punjab,Royal Challengers Bangalore,Inn1,won,13654,20:00:00,28,2014,4,"Dubai International Cricket Stadium, Dubai"
131,Lakshmipathy Balaji,96,4,0,17,1,0,0,4.25,Kings XI Punjab,Royal Challengers Bangalore,Inn1,won,13654,20:00:00,28,2014,4,"Dubai International Cricket Stadium, Dubai"
132,Axar Patel,8808,2,0,11,0,0,0,5.50,Kings XI Punjab,Royal Challengers Bangalore,Inn1,won,13654,20:00:00,28,2014,4,"Dubai International Cricket Stadium, Dubai"
133,Rishi Dhawan,8616,4,0,14,2,0,0,3.50,Kings XI Punjab,Royal Challengers Bangalore,Inn1,won,13654,20:00:00,28,2014,4,"Dubai International Cricket Stadium, Dubai"
134,Mitchell Starc,7710,4,0,15,0,0,4,3.75,Royal Challengers Bangalore,Kings XI Punjab,Inn2,lost,13654,20:00:00,28,2014,4,"Dubai International Cricket Stadium, Dubai"
135,Albie Morkel,484,2,0,24,0,0,2,12.00,Royal Challengers Bangalore,Kings XI Punjab,Inn2,lost,13654,20:00:00,28,2014,4,"Dubai International Cricket Stadium, Dubai"
136,Varun Aaron,6293,3.5,0,29,2,1,1,8.29,Royal Challengers Bangalore,Kings XI Punjab,Inn2,lost,13654,20:00:00,28,2014,4,"Dubai International Cricket Stadium, Dubai"
137,Ashok Dinda,1467,3,0,19,1,0,0,6.33,Royal Challengers Bangalore,Kings XI Punjab,Inn2,lost,13654,20:00:00,28,2014,4,"Dubai International Cricket Stadium, Dubai"
138,Yuzvendra Chahal,7910,4,0,23,2,0,0,5.75,Royal Challengers Bangalore,Kings XI Punjab,Inn2,lost,13654,20:00:00,28,2014,4,"Dubai International Cricket Stadium, Dubai"
139,Yuvraj Singh,69,2,0,13,0,0,0,6.50,Royal Challengers Bangalore,Kings XI Punjab,Inn2,lost,13654,20:00:00,28,2014,4,"Dubai International Cricket Stadium, Dubai"
140,Vinay Kumar,1449,4,0,30,2,0,0,7.50,Kolkata Knight Riders,Rajasthan Royals,Inn1,lost,13655,20:00:00,29,2014,4,"Sheikh Zayed Stadium, Abu Dhabi"
