,batsman,got_out,Runs,Balls,Fours,Sixes,St.rate,Inning,Team,Opponent,Win/Lost,match_id,time,day,year,Month,Venue,ID
47,Billings,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Kolkata Knight Riders,Royal Challengers Bangalore,lost,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai",7990
48,Jackson (wk),b Pathan,25,17,4,1,147.06,Inn1,Kolkata Knight Riders,Royal Challengers Bangalore,lost,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai",8846
49,Faf du Plessis (c),not out,31,14,3,2,221.43,Inn2,Royal Challengers Bangalore,Kolkata Knight Riders,won,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai",7825
50,Anuj Rawat,b Pathan,13,10,0,1,130.00,Inn2,Royal Challengers Bangalore,Kolkata Knight Riders,won,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai",13135
51,Virat Kohli,c Pathan b Mota,32,13,2,3,246.15,Inn2,Royal Challengers Bangalore,Kolkata Knight Riders,won,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai",1413
52,David Willey,not out,116,54,8,9,214.81,Inn2,Royal Challengers Bangalore,Kolkata Knight Riders,won,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai",6592
53,Sherfane Rutherford,lbw b Hopes,2,3,0,0,66.67,Inn2,Royal Challengers Bangalore,Kolkata Knight Riders,won,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai",13748
54,Shahbaz Ahmed,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Royal Challengers Bangalore,Kolkata Knight Riders,won,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai",14606
55,Dinesh Karthik (wk),b Pathan,25,17,4,1,147.06,Inn2,Royal Challengers Bangalore,Kolkata Knight Riders,won,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai",145
56,Uthappa,not out,31,14,3,2,221.43,Inn1,Chennai Super Kings,Lucknow Super Giants,lost,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai",527
57,Ruturaj Gaikwad,b Pathan,13,10,0,1,130.00,Inn1,Chennai Super Kings,Lucknow Super Giants,lost,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai",11813
58,Moeen,c Pathan b Mota,32,13,2,3,246.15,Inn1,Chennai Super Kings,Lucknow Super Giants,lost,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai",6692
59,Shivam Dube,not out,116,54,8,9,214.81,Inn1,Chennai Super Kings,Lucknow Super Giants,lost,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai",11195
60,Rayudu,lbw b Hopes,2,3,0,0,66.67,Inn1,Chennai Super Kings,Lucknow Super Giants,lost,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai",6311
61,Ravindra Jadeja (c),c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Chennai Super Kings,Lucknow Super Giants,lost,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai",587
62,Dhoni (wk),b Pathan,25,17,4,1,147.06,Inn1,Chennai Super Kings,Lucknow Super Giants,lost,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai",265
63,KL Rahul (c),not out,31,14,3,2,221.43,Inn2,Lucknow Super Giants,Chennai Super Kings,won,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai",8733
64,Quinton de Kock (wk),b Pathan,13,10,0,1,130.00,Inn2,Lucknow Super Giants,Chennai Super Kings,won,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai",8520
65,Manish Pandey,c Pathan b Mota,32,13,2,3,246.15,Inn2,Lucknow Super Giants,Chennai Super Kings,won,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai",1836
66,Evin Lewis,not out,116,54,8,9,214.81,Inn2,Lucknow Super Giants,Chennai Super Kings,won,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai",8579
67,Deepak Hooda,lbw b Hopes,2,3,0,0,66.67,Inn2,Lucknow Super Giants,Chennai Super Kings,won,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai",9427
68,Ayush Badoni,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Lucknow Super Giants,Chennai Super Kings,won,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai",13907
69,18,b Pathan,25,17,4,1,147.06,Inn2,Lucknow Super Giants,Chennai Super Kings,won,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai",
70,Mayank Agarwal (c),not out,31,14,3,2,221.43,Inn1,Punjab Kings,Kolkata Knight Riders,lost,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai",2195
71,Dhawan,b Pathan,13,10,0,1,130.00,Inn1,Punjab Kings,Kolkata Knight Riders,lost,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai",1446
72,B Rajapaksa (wk),c Pathan b Mota,32,13,2,3,246.15,Inn1,Punjab Kings,Kolkata Knight Riders,lost,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai",7869
73,Livingstone,not out,116,54,8,9,214.81,Inn1,Punjab Kings,Kolkata Knight Riders,lost,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai",10045
74,Raj Bawa,lbw b Hopes,2,3,0,0,66.67,Inn1,Punjab Kings,Kolkata Knight Riders,lost,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai",22601
75,Shahrukh Khan,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Punjab Kings,Kolkata Knight Riders,lost,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai",10226
76,Harpreet Brar,b Pathan,25,17,4,1,147.06,Inn1,Punjab Kings,Kolkata Knight Riders,lost,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai",14452
77,Ajinkya Rahane,not out,31,14,3,2,221.43,Inn2,Kolkata Knight Riders,Punjab Kings,won,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai",1447
78,Venkatesh Iyer,b Pathan,13,10,0,1,130.00,Inn2,Kolkata Knight Riders,Punjab Kings,won,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai",10917
79,Shreyas Iyer (c),c Pathan b Mota,32,13,2,3,246.15,Inn2,Kolkata Knight Riders,Punjab Kings,won,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai",9428
80,Sam Billings (wk),not out,116,54,8,9,214.81,Inn2,Kolkata Knight Riders,Punjab Kings,won,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai",7990
81,Nitish Rana,lbw b Hopes,2,3,0,0,66.67,Inn2,Kolkata Knight Riders,Punjab Kings,won,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai",9204
82,Andre Russell,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Kolkata Knight Riders,Punjab Kings,won,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai",7736
83,6,b Pathan,25,17,4,1,147.06,Inn2,Kolkata Knight Riders,Punjab Kings,won,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai",
84,Jos Buttler,not out,31,14,3,2,221.43,Inn1,Rajasthan Royals,Mumbai Indians,won,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai",2258
85,Jaiswal,b Pathan,13,10,0,1,130.00,Inn1,Rajasthan Royals,Mumbai Indians,won,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai",13940
86,Padikkal,c Pathan b Mota,32,13,2,3,246.15,Inn1,Rajasthan Royals,Mumbai Indians,won,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai",13088
87,Samson (c & wk),not out,116,54,8,9,214.81,Inn1,Rajasthan Royals,Mumbai Indians,won,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai",8271
88,Hetmyer,lbw b Hopes,2,3,0,0,66.67,Inn1,Rajasthan Royals,Mumbai Indians,won,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai",9789
89,Riyan Parag,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Rajasthan Royals,Mumbai Indians,won,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai",12305
90,Ashwin,b Pathan,25,17,4,1,147.06,Inn1,Rajasthan Royals,Mumbai Indians,won,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai",1593
91,Ishan Kishan (wk),not out,31,14,3,2,221.43,Inn2,Mumbai Indians,Rajasthan Royals,lost,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai",10276
92,Rohit Sharma (c),b Pathan,13,10,0,1,130.00,Inn2,Mumbai Indians,Rajasthan Royals,lost,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai",576
93,Anmolpreet Singh,c Pathan b Mota,32,13,2,3,246.15,Inn2,Mumbai Indians,Rajasthan Royals,lost,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai",10947
94,Tilak Varma,not out,116,54,8,9,214.81,Inn2,Mumbai Indians,Rajasthan Royals,lost,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai",14504
95,Kieron Pollard,lbw b Hopes,2,3,0,0,66.67,Inn2,Mumbai Indians,Rajasthan Royals,lost,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai",657
96,Tim David,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Mumbai Indians,Rajasthan Royals,lost,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai",13169
97,Daniel Sams,b Pathan,25,17,4,1,147.06,Inn2,Mumbai Indians,Rajasthan Royals,lost,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai",13162
98,Mayank Agarwal (c),not out,31,14,3,2,221.43,Inn1,Punjab Kings,Chennai Super Kings,won,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai",2195
99,Dhawan,b Pathan,13,10,0,1,130.00,Inn1,Punjab Kings,Chennai Super Kings,won,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai",1446
100,B Rajapaksa,c Pathan b Mota,32,13,2,3,246.15,Inn1,Punjab Kings,Chennai Super Kings,won,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai",7869
101,Livingstone,not out,116,54,8,9,214.81,Inn1,Punjab Kings,Chennai Super Kings,won,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai",10045
102,Jitesh Sharma (wk),lbw b Hopes,2,3,0,0,66.67,Inn1,Punjab Kings,Chennai Super Kings,won,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai",10214
103,Shahrukh Khan,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Punjab Kings,Chennai Super Kings,won,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai",10226
104,Odean Smith,b Pathan,25,17,4,1,147.06,Inn1,Punjab Kings,Chennai Super Kings,won,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai",11215
105,Robin Uthappa,not out,31,14,3,2,221.43,Inn2,Chennai Super Kings,Punjab Kings,lost,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai",527
106,Ruturaj Gaikwad,b Pathan,13,10,0,1,130.00,Inn2,Chennai Super Kings,Punjab Kings,lost,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai",11813
107,Moeen Ali,c Pathan b Mota,32,13,2,3,246.15,Inn2,Chennai Super Kings,Punjab Kings,lost,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai",6692
108,Ambati Rayudu,not out,116,54,8,9,214.81,Inn2,Chennai Super Kings,Punjab Kings,lost,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai",6311
109,Ravindra Jadeja (c),lbw b Hopes,2,3,0,0,66.67,Inn2,Chennai Super Kings,Punjab Kings,lost,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai",587
110,Shivam Dube,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Chennai Super Kings,Punjab Kings,lost,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai",11195
111,MS Dhoni (wk),b Pathan,25,17,4,1,147.06,Inn2,Chennai Super Kings,Punjab Kings,lost,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai",265
112,Rahul (c),not out,31,14,3,2,221.43,Inn1,Lucknow Super Giants,Sunrisers Hyderabad,won,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai",8733
113,de Kock (wk),b Pathan,13,10,0,1,130.00,Inn1,Lucknow Super Giants,Sunrisers Hyderabad,won,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai",8520
114,Lewis,c Pathan b Mota,32,13,2,3,246.15,Inn1,Lucknow Super Giants,Sunrisers Hyderabad,won,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai",8579
115,Manish Pandey,not out,116,54,8,9,214.81,Inn1,Lucknow Super Giants,Sunrisers Hyderabad,won,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai",1836
116,Deepak Hooda,lbw b Hopes,2,3,0,0,66.67,Inn1,Lucknow Super Giants,Sunrisers Hyderabad,won,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai",9427
117,Ayush Badoni,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Lucknow Super Giants,Sunrisers Hyderabad,won,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai",13907
118,Krunal Pandya,b Pathan,25,17,4,1,147.06,Inn1,Lucknow Super Giants,Sunrisers Hyderabad,won,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai",11311
119,Abhishek Sharma,not out,31,14,3,2,221.43,Inn2,Sunrisers Hyderabad,Lucknow Super Giants,lost,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai",12086
120,Kane Williamson (c),b Pathan,13,10,0,1,130.00,Inn2,Sunrisers Hyderabad,Lucknow Super Giants,lost,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai",6326
121,Rahul Tripathi,c Pathan b Mota,32,13,2,3,246.15,Inn2,Sunrisers Hyderabad,Lucknow Super Giants,lost,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai",9012
122,Aiden Markram,not out,116,54,8,9,214.81,Inn2,Sunrisers Hyderabad,Lucknow Super Giants,lost,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai",9582
123,Nicholas Pooran (wk),lbw b Hopes,2,3,0,0,66.67,Inn2,Sunrisers Hyderabad,Lucknow Super Giants,lost,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai",9406
124,Washington Sundar,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Sunrisers Hyderabad,Lucknow Super Giants,lost,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai",10945
125,Abdul Samad,b Pathan,25,17,4,1,147.06,Inn2,Sunrisers Hyderabad,Lucknow Super Giants,lost,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai",14628
126,Jos Buttler,not out,31,14,3,2,221.43,Inn1,Rajasthan Royals,Royal Challengers Bangalore,lost,45946,19:30:00,5,2022,4,"Wankhede Stadium, Mumbai",2258
127,Jaiswal,b Pathan,13,10,0,1,130.00,Inn1,Rajasthan Royals,Royal Challengers Bangalore,lost,45946,19:30:00,5,2022,4,"Wankhede Stadium, Mumbai",13940
128,Padikkal,c Pathan b Mota,32,13,2,3,246.15,Inn1,Rajasthan Royals,Royal Challengers Bangalore,lost,45946,19:30:00,5,2022,4,"Wankhede Stadium, Mumbai",13088
129,Samson (c & wk),not out,116,54,8,9,214.81,Inn1,Rajasthan Royals,Royal Challengers Bangalore,lost,45946,19:30:00,5,2022,4,"Wankhede Stadium, Mumbai",8271
130,Hetmyer,lbw b Hopes,2,3,0,0,66.67,Inn1,Rajasthan Royals,Royal Challengers Bangalore,lost,45946,19:30:00,5,2022,4,"Wankhede Stadium, Mumbai",9789
131,8,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Rajasthan Royals,Royal Challengers Bangalore,lost,45946,19:30:00,5,2022,4,"Wankhede Stadium, Mumbai",
132,,b Pathan,25,17,4,1,147.06,Inn1,Rajasthan Royals,Royal Challengers Bangalore,lost,45946,19:30:00,5,2022,4,"Wankhede Stadium, Mumbai",
133,Faf du Plessis (c),not out,31,14,3,2,221.43,Inn2,Royal Challengers Bangalore,Rajasthan Royals,won,45946,19:30:00,5,2022,4,"Wankhede Stadium, Mumbai",7825
134,Anuj Rawat,b Pathan,13,10,0,1,130.00,Inn2,Royal Challengers Bangalore,Rajasthan Royals,won,45946,19:30:00,5,2022,4,"Wankhede Stadium, Mumbai",13135
135,Virat Kohli,c Pathan b Mota,32,13,2,3,246.15,Inn2,Royal Challengers Bangalore,Rajasthan Royals,won,45946,19:30:00,5,2022,4,"Wankhede Stadium, Mumbai",1413
136,David Willey,not out,116,54,8,9,214.81,Inn2,Royal Challengers Bangalore,Rajasthan Royals,won,45946,19:30:00,5,2022,4,"Wankhede Stadium, Mumbai",6592
137,Sherfane Rutherford,lbw b Hopes,2,3,0,0,66.67,Inn2,Royal Challengers Bangalore,Rajasthan Royals,won,45946,19:30:00,5,2022,4,"Wankhede Stadium, Mumbai",13748
138,Shahbaz Ahmed,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Royal Challengers Bangalore,Rajasthan Royals,won,45946,19:30:00,5,2022,4,"Wankhede Stadium, Mumbai",14606
139,Dinesh Karthik (wk),b Pathan,25,17,4,1,147.06,Inn2,Royal Challengers Bangalore,Rajasthan Royals,won,45946,19:30:00,5,2022,4,"Wankhede Stadium, Mumbai",145
140,Rohit (c),not out,31,14,3,2,221.43,Inn1,Mumbai Indians,Kolkata Knight Riders,lost,45951,19:30:00,6,2022,4,"Maharashtra Cricket Association Stadium, Pune",576
141,Ishan Kishan (wk),b Pathan,13,10,0,1,130.00,Inn1,Mumbai Indians,Kolkata Knight Riders,lost,45951,19:30:00,6,2022,4,"Maharashtra Cricket Association Stadium, Pune",10276
142,Dewald Brevis,c Pathan b Mota,32,13,2,3,246.15,Inn1,Mumbai Indians,Kolkata Knight Riders,lost,45951,19:30:00,6,2022,4,"Maharashtra Cricket Association Stadium, Pune",20538
143,Suryakumar Yadav,not out,116,54,8,9,214.81,Inn1,Mumbai Indians,Kolkata Knight Riders,lost,45951,19:30:00,6,2022,4,"Maharashtra Cricket Association Stadium, Pune",7915
