,batsman,got_out,Runs,Balls,Fours,Sixes,St.rate,Inning,Team,Opponent,Win/Lost,match_id,time,day,year,Month,Venue
63,Sarabjit Ladda,not out,0,8,0,0,0.00,Inn2,Delhi Daredevils,Mumbai Indians,lost,10670,20:00:00,17,2010,3,"Arun Jaitley Stadium, Delhi"
64,Dirk Nannes,b Harbhajan Singh,3,11,0,0,27.27,Inn2,Delhi Daredevils,Mumbai Indians,lost,10670,20:00:00,17,2010,3,"Arun Jaitley Stadium, Delhi"
65,Amit Mishra,b Pollard,3,5,0,0,60.00,Inn2,Delhi Daredevils,Mumbai Indians,lost,10670,20:00:00,17,2010,3,"Arun Jaitley Stadium, Delhi"
66,Pradeep Sangwan,run out (Bravo),4,9,0,0,44.44,Inn2,Delhi Daredevils,Mumbai Indians,lost,10670,20:00:00,17,2010,3,"Arun Jaitley Stadium, Delhi"
67,Mithun Manhas,c Sathish b Jayasuriya,1,3,0,0,33.33,Inn2,Delhi Daredevils,Mumbai Indians,lost,10670,20:00:00,17,2010,3,"Arun Jaitley Stadium, Delhi"
68,Dinesh Karthik,st Tare b Harbhajan Singh,16,6,3,0,266.67,Inn2,Delhi Daredevils,Mumbai Indians,lost,10670,20:00:00,17,2010,3,"Arun Jaitley Stadium, Delhi"
69,Gautam Gambhir,absent hurt,0,0,0,0,0.00,Inn2,Delhi Daredevils,Mumbai Indians,lost,10670,20:00:00,17,2010,3,"Arun Jaitley Stadium, Delhi"
70,Farveez Maharoof,st Tare b Jayasuriya,28,18,2,2,155.56,Inn2,Delhi Daredevils,Mumbai Indians,lost,10670,20:00:00,17,2010,3,"Arun Jaitley Stadium, Delhi"
71,Virender Sehwag,c Rayudu b Bravo,26,16,4,0,162.50,Inn2,Delhi Daredevils,Mumbai Indians,lost,10670,20:00:00,17,2010,3,"Arun Jaitley Stadium, Delhi"
72,AB de Villiers,b Bravo,11,11,2,0,100.00,Inn2,Delhi Daredevils,Mumbai Indians,lost,10670,20:00:00,17,2010,3,"Arun Jaitley Stadium, Delhi"
73,,b Malinga,17,12,3,0,141.67,Inn2,Delhi Daredevils,Mumbai Indians,lost,10670,20:00:00,17,2010,3,"Arun Jaitley Stadium, Delhi"
74,Siddharth Trivedi,not out,0,1,0,0,0.00,Inn1,Rajasthan Royals,Royal Challengers Bangalore,lost,10671,20:00:00,18,2010,3,"M.Chinnaswamy Stadium, Bengaluru"
75,Morne Morkel,st Boucher b Kumble,2,9,0,0,22.22,Inn1,Rajasthan Royals,Royal Challengers Bangalore,lost,10671,20:00:00,18,2010,3,"M.Chinnaswamy Stadium, Bengaluru"
76,Munaf Patel,run out (Dravid/Boucher),0,2,0,0,0.00,Inn1,Rajasthan Royals,Royal Challengers Bangalore,lost,10671,20:00:00,18,2010,3,"M.Chinnaswamy Stadium, Bengaluru"
77,Sumit Narwal,c Pandey b Kumar,0,1,0,0,0.00,Inn1,Rajasthan Royals,Royal Challengers Bangalore,lost,10671,20:00:00,18,2010,3,"M.Chinnaswamy Stadium, Bengaluru"
78,Paras Dogra,b Kumar,3,9,0,0,33.33,Inn1,Rajasthan Royals,Royal Challengers Bangalore,lost,10671,20:00:00,18,2010,3,"M.Chinnaswamy Stadium, Bengaluru"
79,Yusuf Pathan,run out (Kohli),26,24,1,2,108.33,Inn1,Rajasthan Royals,Royal Challengers Bangalore,lost,10671,20:00:00,18,2010,3,"M.Chinnaswamy Stadium, Bengaluru"
80,Abhishek Jhunjhunwala,b Kallis,5,7,1,0,71.43,Inn1,Rajasthan Royals,Royal Challengers Bangalore,lost,10671,20:00:00,18,2010,3,"M.Chinnaswamy Stadium, Bengaluru"
81,Damien Martyn,b Kumar,19,24,1,0,79.17,Inn1,Rajasthan Royals,Royal Challengers Bangalore,lost,10671,20:00:00,18,2010,3,"M.Chinnaswamy Stadium, Bengaluru"
82,Michael Lumb,st Boucher b Kumble,10,18,1,0,55.56,Inn1,Rajasthan Royals,Royal Challengers Bangalore,lost,10671,20:00:00,18,2010,3,"M.Chinnaswamy Stadium, Bengaluru"
83,Naman Ojha,c Uthappa b Kallis,16,18,1,0,88.89,Inn1,Rajasthan Royals,Royal Challengers Bangalore,lost,10671,20:00:00,18,2010,3,"M.Chinnaswamy Stadium, Bengaluru"
84,,b Kumble,4,7,0,0,57.14,Inn1,Rajasthan Royals,Royal Challengers Bangalore,lost,10671,20:00:00,18,2010,3,"M.Chinnaswamy Stadium, Bengaluru"
85,Jacques Kallis,not out,44,34,7,0,129.41,Inn2,Royal Challengers Bangalore,Rajasthan Royals,won,10671,20:00:00,18,2010,3,"M.Chinnaswamy Stadium, Bengaluru"
86,Manish Pandey,not out,42,30,7,1,140.00,Inn2,Royal Challengers Bangalore,Rajasthan Royals,won,10671,20:00:00,18,2010,3,"M.Chinnaswamy Stadium, Bengaluru"
87,Rajat Bhatia,c Raina b Balaji,21,9,1,2,233.33,Inn1,Delhi Daredevils,Chennai Super Kings,lost,10618,16:00:00,19,2010,3,"Arun Jaitley Stadium, Delhi"
88,Mithun Manhas,not out,32,22,5,0,145.45,Inn1,Delhi Daredevils,Chennai Super Kings,lost,10618,16:00:00,19,2010,3,"Arun Jaitley Stadium, Delhi"
89,AB de Villiers,c Raina b Ashwin,2,3,0,0,66.67,Inn1,Delhi Daredevils,Chennai Super Kings,lost,10618,16:00:00,19,2010,3,"Arun Jaitley Stadium, Delhi"
90,Dinesh Karthik,lbw b Joginder Sharma,19,14,2,0,135.71,Inn1,Delhi Daredevils,Chennai Super Kings,lost,10618,16:00:00,19,2010,3,"Arun Jaitley Stadium, Delhi"
91,Tillakaratne Dilshan,c Raina b Muralitharan,15,24,1,0,62.50,Inn1,Delhi Daredevils,Chennai Super Kings,lost,10618,16:00:00,19,2010,3,"Arun Jaitley Stadium, Delhi"
92,David Warner,c Hayden b Balaji,6,8,1,0,75.00,Inn1,Delhi Daredevils,Chennai Super Kings,lost,10618,16:00:00,19,2010,3,"Arun Jaitley Stadium, Delhi"
93,Virender Sehwag,c Kemp b Muralitharan,74,38,10,3,194.74,Inn1,Delhi Daredevils,Chennai Super Kings,lost,10618,16:00:00,19,2010,3,"Arun Jaitley Stadium, Delhi"
94,,not out,6,3,1,0,200.00,Inn1,Delhi Daredevils,Chennai Super Kings,lost,10618,16:00:00,19,2010,3,"Arun Jaitley Stadium, Delhi"
95,Matthew Hayden,c Dilshan b Mishra,93,43,9,7,216.28,Inn2,Chennai Super Kings,Delhi Daredevils,won,10618,16:00:00,19,2010,3,"Arun Jaitley Stadium, Delhi"
96,Parthiv Patel,run out (de Villiers),6,6,1,0,100.00,Inn2,Chennai Super Kings,Delhi Daredevils,won,10618,16:00:00,19,2010,3,"Arun Jaitley Stadium, Delhi"
97,Murali Vijay,not out,14,6,1,1,233.33,Inn2,Chennai Super Kings,Delhi Daredevils,won,10618,16:00:00,19,2010,3,"Arun Jaitley Stadium, Delhi"
98,Justin Kemp,b Nannes,4,8,0,0,50.00,Inn2,Chennai Super Kings,Delhi Daredevils,won,10618,16:00:00,19,2010,3,"Arun Jaitley Stadium, Delhi"
99,Albie Morkel,c Mishra b Dilshan,0,3,0,0,0.00,Inn2,Chennai Super Kings,Delhi Daredevils,won,10618,16:00:00,19,2010,3,"Arun Jaitley Stadium, Delhi"
100,Suresh Raina,not out,49,34,3,3,144.12,Inn2,Chennai Super Kings,Delhi Daredevils,won,10618,16:00:00,19,2010,3,"Arun Jaitley Stadium, Delhi"
101,,c Mishra b Yadav,14,15,3,0,93.33,Inn2,Chennai Super Kings,Delhi Daredevils,won,10618,16:00:00,19,2010,3,"Arun Jaitley Stadium, Delhi"
102,Shane Warne,c Tiwary b Bond,1,2,0,0,50.00,Inn1,Rajasthan Royals,Kolkata Knight Riders,won,10620,16:00:00,20,2010,3,"Narendra Modi Stadium, Ahmedabad"
103,Paras Dogra,c Saha b Sharma,0,1,0,0,0.00,Inn1,Rajasthan Royals,Kolkata Knight Riders,won,10620,16:00:00,20,2010,3,"Narendra Modi Stadium, Ahmedabad"
104,Adam Voges,not out,37,22,2,2,168.18,Inn1,Rajasthan Royals,Kolkata Knight Riders,won,10620,16:00:00,20,2010,3,"Narendra Modi Stadium, Ahmedabad"
105,Yusuf Pathan,c Hodge b Dinda,15,14,2,0,107.14,Inn1,Rajasthan Royals,Kolkata Knight Riders,won,10620,16:00:00,20,2010,3,"Narendra Modi Stadium, Ahmedabad"
106,Abhishek Jhunjhunwala,c Ganguly b Sharma,45,36,5,0,125.00,Inn1,Rajasthan Royals,Kolkata Knight Riders,won,10620,16:00:00,20,2010,3,"Narendra Modi Stadium, Ahmedabad"
107,Naman Ojha,run out (Mathews/Kartik),27,18,5,0,150.00,Inn1,Rajasthan Royals,Kolkata Knight Riders,won,10620,16:00:00,20,2010,3,"Narendra Modi Stadium, Ahmedabad"
108,Faiz Fazal,c Pujara b Bond,31,23,6,0,134.78,Inn1,Rajasthan Royals,Kolkata Knight Riders,won,10620,16:00:00,20,2010,3,"Narendra Modi Stadium, Ahmedabad"
109,Michael Lumb,lbw b Dinda,0,1,0,0,0.00,Inn1,Rajasthan Royals,Kolkata Knight Riders,won,10620,16:00:00,20,2010,3,"Narendra Modi Stadium, Ahmedabad"
110,,not out,4,3,0,0,133.33,Inn1,Rajasthan Royals,Kolkata Knight Riders,won,10620,16:00:00,20,2010,3,"Narendra Modi Stadium, Ahmedabad"
111,Wriddhiman Saha,not out,1,2,0,0,50.00,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,10620,16:00:00,20,2010,3,"Narendra Modi Stadium, Ahmedabad"
112,Brad Hodge,b Pathan,36,34,3,0,105.88,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,10620,16:00:00,20,2010,3,"Narendra Modi Stadium, Ahmedabad"
113,Manoj Tiwary,b Pathan,11,13,2,0,84.62,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,10620,16:00:00,20,2010,3,"Narendra Modi Stadium, Ahmedabad"
114,Angelo Mathews,run out (sub [AS Raut]),0,0,0,0,0.00,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,10620,16:00:00,20,2010,3,"Narendra Modi Stadium, Ahmedabad"
115,Owais Shah,not out,19,17,0,2,111.76,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,10620,16:00:00,20,2010,3,"Narendra Modi Stadium, Ahmedabad"
116,Sourav Ganguly,c Voges b Patel,33,29,3,0,113.79,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,10620,16:00:00,20,2010,3,"Narendra Modi Stadium, Ahmedabad"
117,,b Trivedi,29,25,4,0,116.00,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,10620,16:00:00,20,2010,3,"Narendra Modi Stadium, Ahmedabad"
118,Chaminda Vaas,not out,3,2,0,0,150.00,Inn1,Deccan Chargers,Delhi Daredevils,won,10622,16:00:00,21,2010,3,"Barabati Stadium, Cuttack"
119,Venugopal Rao,run out (de Villiers/Karthik),1,2,0,0,50.00,Inn1,Deccan Chargers,Delhi Daredevils,won,10622,16:00:00,21,2010,3,"Barabati Stadium, Cuttack"
120,Tirumalsetti Suman,not out,29,19,3,1,152.63,Inn1,Deccan Chargers,Delhi Daredevils,won,10622,16:00:00,21,2010,3,"Barabati Stadium, Cuttack"
121,Rohit Sharma,c de Villiers b Nannes,45,30,3,3,150.00,Inn1,Deccan Chargers,Delhi Daredevils,won,10622,16:00:00,21,2010,3,"Barabati Stadium, Cuttack"
122,Herschelle Gibbs,c Henriques b Nagar,31,26,2,2,119.23,Inn1,Deccan Chargers,Delhi Daredevils,won,10622,16:00:00,21,2010,3,"Barabati Stadium, Cuttack"
123,Andrew Symonds,c de Villiers b Henriques,35,24,3,2,145.83,Inn1,Deccan Chargers,Delhi Daredevils,won,10622,16:00:00,21,2010,3,"Barabati Stadium, Cuttack"
124,Adam Gilchrist,c Karthik b Ladda,24,14,4,1,171.43,Inn1,Deccan Chargers,Delhi Daredevils,won,10622,16:00:00,21,2010,3,"Barabati Stadium, Cuttack"
125,,b Mishra,1,4,0,0,25.00,Inn1,Deccan Chargers,Delhi Daredevils,won,10622,16:00:00,21,2010,3,"Barabati Stadium, Cuttack"
126,Sarabjit Ladda,run out (Vaas),0,1,0,0,0.00,Inn2,Delhi Daredevils,Deccan Chargers,lost,10622,16:00:00,21,2010,3,"Barabati Stadium, Cuttack"
127,Umesh Yadav,not out,3,4,0,0,75.00,Inn2,Delhi Daredevils,Deccan Chargers,lost,10622,16:00:00,21,2010,3,"Barabati Stadium, Cuttack"
128,Amit Mishra,c Gilchrist b Symonds,0,1,0,0,0.00,Inn2,Delhi Daredevils,Deccan Chargers,lost,10622,16:00:00,21,2010,3,"Barabati Stadium, Cuttack"
129,Moises Henriques,c Singh b Symonds,11,5,2,0,220.00,Inn2,Delhi Daredevils,Deccan Chargers,lost,10622,16:00:00,21,2010,3,"Barabati Stadium, Cuttack"
130,Yogesh Nagar,b Vaas,1,6,0,0,16.67,Inn2,Delhi Daredevils,Deccan Chargers,lost,10622,16:00:00,21,2010,3,"Barabati Stadium, Cuttack"
131,David Warner,run out (Singh/Gilchrist),57,33,4,4,172.73,Inn2,Delhi Daredevils,Deccan Chargers,lost,10622,16:00:00,21,2010,3,"Barabati Stadium, Cuttack"
132,Dinesh Karthik,c & b Symonds,46,27,4,2,170.37,Inn2,Delhi Daredevils,Deccan Chargers,lost,10622,16:00:00,21,2010,3,"Barabati Stadium, Cuttack"
133,AB de Villiers,b R Sharma,27,26,2,0,103.85,Inn2,Delhi Daredevils,Deccan Chargers,lost,10622,16:00:00,21,2010,3,"Barabati Stadium, Cuttack"
134,Dirk Nannes,not out,1,2,0,0,50.00,Inn2,Delhi Daredevils,Deccan Chargers,lost,10622,16:00:00,21,2010,3,"Barabati Stadium, Cuttack"
135,Mithun Manhas,c Suman b R Sharma,8,8,1,0,100.00,Inn2,Delhi Daredevils,Deccan Chargers,lost,10622,16:00:00,21,2010,3,"Barabati Stadium, Cuttack"
136,,c Gibbs b Ojha,3,7,0,0,42.86,Inn2,Delhi Daredevils,Deccan Chargers,lost,10622,16:00:00,21,2010,3,"Barabati Stadium, Cuttack"
137,Angelo Mathews,not out,3,3,0,0,100.00,Inn1,Kolkata Knight Riders,Mumbai Indians,lost,10624,20:00:00,22,2010,3,"Brabourne Stadium, Mumbai"
138,Owais Shah,b Khan,31,23,3,0,134.78,Inn1,Kolkata Knight Riders,Mumbai Indians,lost,10624,20:00:00,22,2010,3,"Brabourne Stadium, Mumbai"
139,Chris Gayle,lbw b Khan,75,60,7,2,125.00,Inn1,Kolkata Knight Riders,Mumbai Indians,lost,10624,20:00:00,22,2010,3,"Brabourne Stadium, Mumbai"
140,Sourav Ganguly,b Harbhajan Singh,31,34,5,0,91.18,Inn1,Kolkata Knight Riders,Mumbai Indians,lost,10624,20:00:00,22,2010,3,"Brabourne Stadium, Mumbai"
141,Rajagopal Sathish,not out,21,11,3,0,190.91,Inn2,Mumbai Indians,Kolkata Knight Riders,won,10624,20:00:00,22,2010,3,"Brabourne Stadium, Mumbai"
142,Kieron Pollard,lbw b Sharma,7,7,1,0,100.00,Inn2,Mumbai Indians,Kolkata Knight Riders,won,10624,20:00:00,22,2010,3,"Brabourne Stadium, Mumbai"
143,Shikhar Dhawan,c Ganguly b Kartik,23,21,4,0,109.52,Inn2,Mumbai Indians,Kolkata Knight Riders,won,10624,20:00:00,22,2010,3,"Brabourne Stadium, Mumbai"
144,Saurabh Tiwary,c Ganguly b Sharma,30,24,3,1,125.00,Inn2,Mumbai Indians,Kolkata Knight Riders,won,10624,20:00:00,22,2010,3,"Brabourne Stadium, Mumbai"
