,bowler,ID,overs,maidens,runs,wickets,no_balls,wides,economy,team,opponent,Inning,Win/Lost,match_id,time,day,year,Month,Venue
13,Sandeep Sharma,8356,3,0,35,0,0,0,11.70,Sunrisers Hyderabad,Kolkata Knight Riders,Inn1,lost,35618,19:30:00,11,2021,4,"MA Chidambaram Stadium, Chennai"
14,T Natarajan,10225,4,0,37,1,0,1,9.20,Sunrisers Hyderabad,Kolkata Knight Riders,Inn1,lost,35618,19:30:00,11,2021,4,"MA Chidambaram Stadium, Chennai"
15,Nabi,3007,4,0,32,2,0,0,8.00,Sunrisers Hyderabad,Kolkata Knight Riders,Inn1,lost,35618,19:30:00,11,2021,4,"MA Chidambaram Stadium, Chennai"
16,Rashid Khan,10738,4,0,24,2,0,5,6.00,Sunrisers Hyderabad,Kolkata Knight Riders,Inn1,lost,35618,19:30:00,11,2021,4,"MA Chidambaram Stadium, Chennai"
17,Vijay Shankar,8204,1,0,14,0,0,0,14.00,Sunrisers Hyderabad,Kolkata Knight Riders,Inn1,lost,35618,19:30:00,11,2021,4,"MA Chidambaram Stadium, Chennai"
18,Harbhajan Singh,75,1,0,8,0,0,0,8.00,Kolkata Knight Riders,Sunrisers Hyderabad,Inn2,won,35618,19:30:00,11,2021,4,"MA Chidambaram Stadium, Chennai"
19,Prasidh Krishna,10551,4,0,35,2,0,4,8.80,Kolkata Knight Riders,Sunrisers Hyderabad,Inn2,won,35618,19:30:00,11,2021,4,"MA Chidambaram Stadium, Chennai"
20,Shakib Al Hasan,544,4,0,34,1,0,0,8.50,Kolkata Knight Riders,Sunrisers Hyderabad,Inn2,won,35618,19:30:00,11,2021,4,"MA Chidambaram Stadium, Chennai"
21,Pat Cummins,8095,4,0,30,1,0,0,7.50,Kolkata Knight Riders,Sunrisers Hyderabad,Inn2,won,35618,19:30:00,11,2021,4,"MA Chidambaram Stadium, Chennai"
22,Andre Russell,7736,3,0,32,1,0,1,10.70,Kolkata Knight Riders,Sunrisers Hyderabad,Inn2,won,35618,19:30:00,11,2021,4,"MA Chidambaram Stadium, Chennai"
23,Varun Chakravarthy,12926,4,0,36,0,0,0,9.00,Kolkata Knight Riders,Sunrisers Hyderabad,Inn2,won,35618,19:30:00,11,2021,4,"MA Chidambaram Stadium, Chennai"
24,Chetan Sakariya,13494,4,0,31,3,1,0,7.80,Rajasthan Royals,Punjab Kings,Inn1,lost,35622,19:30:00,12,2021,4,"Wankhede Stadium, Mumbai"
25,Mustafizur,9863,4,0,45,0,1,3,11.20,Rajasthan Royals,Punjab Kings,Inn1,lost,35622,19:30:00,12,2021,4,"Wankhede Stadium, Mumbai"
26,Chris Morris,8333,4,0,41,2,0,1,10.20,Rajasthan Royals,Punjab Kings,Inn1,lost,35622,19:30:00,12,2021,4,"Wankhede Stadium, Mumbai"
27,Shreyas Gopal,9746,3,0,40,0,0,0,13.30,Rajasthan Royals,Punjab Kings,Inn1,lost,35622,19:30:00,12,2021,4,"Wankhede Stadium, Mumbai"
28,Stokes,6557,1,0,12,0,0,0,12.00,Rajasthan Royals,Punjab Kings,Inn1,lost,35622,19:30:00,12,2021,4,"Wankhede Stadium, Mumbai"
29,Rahul Tewatia,9693,2,0,25,0,0,0,12.50,Rajasthan Royals,Punjab Kings,Inn1,lost,35622,19:30:00,12,2021,4,"Wankhede Stadium, Mumbai"
30,Riyan Parag,12305,1,0,7,1,0,0,7.00,Rajasthan Royals,Punjab Kings,Inn1,lost,35622,19:30:00,12,2021,4,"Wankhede Stadium, Mumbai"
31,Shivam Dube,11195,1,0,20,0,0,0,20.00,Rajasthan Royals,Punjab Kings,Inn1,lost,35622,19:30:00,12,2021,4,"Wankhede Stadium, Mumbai"
32,Mohammed Shami,7909,4,0,33,2,0,2,8.20,Punjab Kings,Rajasthan Royals,Inn2,won,35622,19:30:00,12,2021,4,"Wankhede Stadium, Mumbai"
33,Jhye Richardson,10280,4,0,55,1,0,2,13.80,Punjab Kings,Rajasthan Royals,Inn2,won,35622,19:30:00,12,2021,4,"Wankhede Stadium, Mumbai"
34,Arshdeep Singh,13217,4,0,35,3,0,0,8.80,Punjab Kings,Rajasthan Royals,Inn2,won,35622,19:30:00,12,2021,4,"Wankhede Stadium, Mumbai"
35,Riley Meredith,12226,4,0,49,1,0,0,12.20,Punjab Kings,Rajasthan Royals,Inn2,won,35622,19:30:00,12,2021,4,"Wankhede Stadium, Mumbai"
36,Murugan Ashwin,8796,4,0,43,0,1,2,10.80,Punjab Kings,Rajasthan Royals,Inn2,won,35622,19:30:00,12,2021,4,"Wankhede Stadium, Mumbai"
37,Harbhajan,75,2,0,17,0,0,1,8.50,Kolkata Knight Riders,Mumbai Indians,Inn1,lost,35627,19:30:00,13,2021,4,"MA Chidambaram Stadium, Chennai"
38,Chakravarthy,12926,4,0,27,1,0,1,6.80,Kolkata Knight Riders,Mumbai Indians,Inn1,lost,35627,19:30:00,13,2021,4,"MA Chidambaram Stadium, Chennai"
39,Shakib,544,4,0,23,1,0,0,5.80,Kolkata Knight Riders,Mumbai Indians,Inn1,lost,35627,19:30:00,13,2021,4,"MA Chidambaram Stadium, Chennai"
40,Cummins,8095,4,0,24,2,0,0,6.00,Kolkata Knight Riders,Mumbai Indians,Inn1,lost,35627,19:30:00,13,2021,4,"MA Chidambaram Stadium, Chennai"
41,Prasidh,10551,4,0,42,1,0,0,10.50,Kolkata Knight Riders,Mumbai Indians,Inn1,lost,35627,19:30:00,13,2021,4,"MA Chidambaram Stadium, Chennai"
42,Russell,7736,2,0,15,5,0,1,7.50,Kolkata Knight Riders,Mumbai Indians,Inn1,lost,35627,19:30:00,13,2021,4,"MA Chidambaram Stadium, Chennai"
43,Trent Boult,8117,4,0,27,2,0,0,6.80,Mumbai Indians,Kolkata Knight Riders,Inn2,won,35627,19:30:00,13,2021,4,"MA Chidambaram Stadium, Chennai"
44,Marco Jansen,14565,2,0,17,0,0,0,8.50,Mumbai Indians,Kolkata Knight Riders,Inn2,won,35627,19:30:00,13,2021,4,"MA Chidambaram Stadium, Chennai"
45,Jasprit Bumrah,9311,4,0,28,0,1,0,7.00,Mumbai Indians,Kolkata Knight Riders,Inn2,won,35627,19:30:00,13,2021,4,"MA Chidambaram Stadium, Chennai"
46,Krunal Pandya,11311,4,0,13,1,0,2,3.20,Mumbai Indians,Kolkata Knight Riders,Inn2,won,35627,19:30:00,13,2021,4,"MA Chidambaram Stadium, Chennai"
47,Kieron Pollard,657,1,0,12,0,0,0,12.00,Mumbai Indians,Kolkata Knight Riders,Inn2,won,35627,19:30:00,13,2021,4,"MA Chidambaram Stadium, Chennai"
48,Rahul Chahar,12087,4,0,27,4,0,0,6.80,Mumbai Indians,Kolkata Knight Riders,Inn2,won,35627,19:30:00,13,2021,4,"MA Chidambaram Stadium, Chennai"
49,Rohit Sharma (c),576,1,0,9,0,0,0,9.00,Mumbai Indians,Kolkata Knight Riders,Inn2,won,35627,19:30:00,13,2021,4,"MA Chidambaram Stadium, Chennai"
50,Bhuvneshwar,1726,4,0,30,1,0,1,7.50,Sunrisers Hyderabad,Royal Challengers Bangalore,Inn1,lost,35628,19:30:00,14,2021,4,"MA Chidambaram Stadium, Chennai"
51,Holder,8313,4,0,30,3,0,4,7.50,Sunrisers Hyderabad,Royal Challengers Bangalore,Inn1,lost,35628,19:30:00,14,2021,4,"MA Chidambaram Stadium, Chennai"
52,Nadeem,7906,4,0,36,1,0,0,9.00,Sunrisers Hyderabad,Royal Challengers Bangalore,Inn1,lost,35628,19:30:00,14,2021,4,"MA Chidambaram Stadium, Chennai"
53,T Natarajan,10225,4,0,32,1,0,1,8.00,Sunrisers Hyderabad,Royal Challengers Bangalore,Inn1,lost,35628,19:30:00,14,2021,4,"MA Chidambaram Stadium, Chennai"
54,Rashid Khan,10738,4,0,18,2,0,1,4.50,Sunrisers Hyderabad,Royal Challengers Bangalore,Inn1,lost,35628,19:30:00,14,2021,4,"MA Chidambaram Stadium, Chennai"
55,Mohammed Siraj,10808,4,1,25,2,0,1,6.20,Royal Challengers Bangalore,Sunrisers Hyderabad,Inn2,won,35628,19:30:00,14,2021,4,"MA Chidambaram Stadium, Chennai"
56,Kyle Jamieson,9441,3,0,30,1,0,1,10.00,Royal Challengers Bangalore,Sunrisers Hyderabad,Inn2,won,35628,19:30:00,14,2021,4,"MA Chidambaram Stadium, Chennai"
57,Washington Sundar,10945,2,0,14,0,0,1,7.00,Royal Challengers Bangalore,Sunrisers Hyderabad,Inn2,won,35628,19:30:00,14,2021,4,"MA Chidambaram Stadium, Chennai"
58,Yuzvendra Chahal,7910,4,0,29,0,0,1,7.20,Royal Challengers Bangalore,Sunrisers Hyderabad,Inn2,won,35628,19:30:00,14,2021,4,"MA Chidambaram Stadium, Chennai"
59,Harshal Patel,8175,4,0,25,2,2,0,6.20,Royal Challengers Bangalore,Sunrisers Hyderabad,Inn2,won,35628,19:30:00,14,2021,4,"MA Chidambaram Stadium, Chennai"
60,Daniel Christian,6283,1,0,7,0,0,0,7.00,Royal Challengers Bangalore,Sunrisers Hyderabad,Inn2,won,35628,19:30:00,14,2021,4,"MA Chidambaram Stadium, Chennai"
61,Shahbaz Ahmed,14606,2,0,7,3,0,0,3.50,Royal Challengers Bangalore,Sunrisers Hyderabad,Inn2,won,35628,19:30:00,14,2021,4,"MA Chidambaram Stadium, Chennai"
62,Chetan Sakariya,13494,4,0,33,0,0,0,8.20,Rajasthan Royals,Delhi Capitals,Inn1,won,35632,19:30:00,15,2021,4,"Wankhede Stadium, Mumbai"
63,Unadkat,6327,4,0,15,3,0,0,3.80,Rajasthan Royals,Delhi Capitals,Inn1,won,35632,19:30:00,15,2021,4,"Wankhede Stadium, Mumbai"
64,Chris Morris,8333,3,0,27,1,0,2,9.00,Rajasthan Royals,Delhi Capitals,Inn1,won,35632,19:30:00,15,2021,4,"Wankhede Stadium, Mumbai"
65,Mustafizur,9863,4,0,29,2,0,2,7.20,Rajasthan Royals,Delhi Capitals,Inn1,won,35632,19:30:00,15,2021,4,"Wankhede Stadium, Mumbai"
66,Riyan Parag,12305,2,0,16,0,0,1,8.00,Rajasthan Royals,Delhi Capitals,Inn1,won,35632,19:30:00,15,2021,4,"Wankhede Stadium, Mumbai"
67,Rahul Tewatia,9693,3,0,27,0,0,0,9.00,Rajasthan Royals,Delhi Capitals,Inn1,won,35632,19:30:00,15,2021,4,"Wankhede Stadium, Mumbai"
68,Chris Woakes,6670,4,0,22,2,0,0,5.50,Delhi Capitals,Rajasthan Royals,Inn2,lost,35632,19:30:00,15,2021,4,"Wankhede Stadium, Mumbai"
69,Avesh Khan,9781,4,0,32,3,0,0,8.00,Delhi Capitals,Rajasthan Royals,Inn2,lost,35632,19:30:00,15,2021,4,"Wankhede Stadium, Mumbai"
70,Kagiso Rabada,9585,4,0,30,2,0,0,7.50,Delhi Capitals,Rajasthan Royals,Inn2,lost,35632,19:30:00,15,2021,4,"Wankhede Stadium, Mumbai"
71,Ravichandran Ashwin,1593,3,0,14,0,0,0,4.70,Delhi Capitals,Rajasthan Royals,Inn2,lost,35632,19:30:00,15,2021,4,"Wankhede Stadium, Mumbai"
72,Tom Curran,9522,3.4,0,35,0,0,1,9.50,Delhi Capitals,Rajasthan Royals,Inn2,lost,35632,19:30:00,15,2021,4,"Wankhede Stadium, Mumbai"
73,Marcus Stoinis,8989,1,0,15,0,0,0,15.00,Delhi Capitals,Rajasthan Royals,Inn2,lost,35632,19:30:00,15,2021,4,"Wankhede Stadium, Mumbai"
74,D Chahar,7836,4,1,13,4,0,1,3.20,Chennai Super Kings,Punjab Kings,Inn1,won,35637,19:30:00,16,2021,4,"Wankhede Stadium, Mumbai"
75,Sam Curran,10420,3,0,12,1,0,1,4.00,Chennai Super Kings,Punjab Kings,Inn1,won,35637,19:30:00,16,2021,4,"Wankhede Stadium, Mumbai"
76,Thakur,8683,4,0,35,0,0,1,8.80,Chennai Super Kings,Punjab Kings,Inn1,won,35637,19:30:00,16,2021,4,"Wankhede Stadium, Mumbai"
77,Ravindra Jadeja,587,4,0,19,0,0,1,4.80,Chennai Super Kings,Punjab Kings,Inn1,won,35637,19:30:00,16,2021,4,"Wankhede Stadium, Mumbai"
78,Moeen,6692,3,0,17,1,0,0,5.70,Chennai Super Kings,Punjab Kings,Inn1,won,35637,19:30:00,16,2021,4,"Wankhede Stadium, Mumbai"
79,DJ Bravo,242,2,0,10,1,0,0,5.00,Chennai Super Kings,Punjab Kings,Inn1,won,35637,19:30:00,16,2021,4,"Wankhede Stadium, Mumbai"
80,Mohammed Shami,7909,4,0,21,2,0,0,5.20,Punjab Kings,Chennai Super Kings,Inn2,lost,35637,19:30:00,16,2021,4,"Wankhede Stadium, Mumbai"
81,Jhye Richardson,10280,3,0,21,0,0,0,7.00,Punjab Kings,Chennai Super Kings,Inn2,lost,35637,19:30:00,16,2021,4,"Wankhede Stadium, Mumbai"
82,Arshdeep Singh,13217,2,0,7,1,0,0,3.50,Punjab Kings,Chennai Super Kings,Inn2,lost,35637,19:30:00,16,2021,4,"Wankhede Stadium, Mumbai"
83,Riley Meredith,12226,3.4,0,21,0,0,1,5.70,Punjab Kings,Chennai Super Kings,Inn2,lost,35637,19:30:00,16,2021,4,"Wankhede Stadium, Mumbai"
84,Murugan Ashwin,8796,3,0,32,1,0,1,10.70,Punjab Kings,Chennai Super Kings,Inn2,lost,35637,19:30:00,16,2021,4,"Wankhede Stadium, Mumbai"
85,Bhuvneshwar,1726,4,0,45,0,0,0,11.20,Sunrisers Hyderabad,Mumbai Indians,Inn1,lost,35642,19:30:00,17,2021,4,"MA Chidambaram Stadium, Chennai"
86,Khaleel Ahmed,10952,4,0,24,1,1,1,6.00,Sunrisers Hyderabad,Mumbai Indians,Inn1,lost,35642,19:30:00,17,2021,4,"MA Chidambaram Stadium, Chennai"
87,Mujeeb,12071,4,0,29,2,0,2,7.20,Sunrisers Hyderabad,Mumbai Indians,Inn1,lost,35642,19:30:00,17,2021,4,"MA Chidambaram Stadium, Chennai"
88,Abhishek Sharma,12086,1,0,5,0,0,0,5.00,Sunrisers Hyderabad,Mumbai Indians,Inn1,lost,35642,19:30:00,17,2021,4,"MA Chidambaram Stadium, Chennai"
89,Vijay Shankar,8204,3,0,19,2,0,0,6.30,Sunrisers Hyderabad,Mumbai Indians,Inn1,lost,35642,19:30:00,17,2021,4,"MA Chidambaram Stadium, Chennai"
90,Rashid Khan,10738,4,0,22,0,0,1,5.50,Sunrisers Hyderabad,Mumbai Indians,Inn1,lost,35642,19:30:00,17,2021,4,"MA Chidambaram Stadium, Chennai"
91,Trent Boult,8117,3.4,0,28,3,0,0,7.60,Mumbai Indians,Sunrisers Hyderabad,Inn2,won,35642,19:30:00,17,2021,4,"MA Chidambaram Stadium, Chennai"
92,Jasprit Bumrah,9311,4,0,14,1,0,0,3.50,Mumbai Indians,Sunrisers Hyderabad,Inn2,won,35642,19:30:00,17,2021,4,"MA Chidambaram Stadium, Chennai"
93,Adam Milne,7625,3,0,33,0,0,1,11.00,Mumbai Indians,Sunrisers Hyderabad,Inn2,won,35642,19:30:00,17,2021,4,"MA Chidambaram Stadium, Chennai"
94,Krunal Pandya,11311,3,0,30,1,0,0,10.00,Mumbai Indians,Sunrisers Hyderabad,Inn2,won,35642,19:30:00,17,2021,4,"MA Chidambaram Stadium, Chennai"
95,Rahul Chahar,12087,4,0,19,3,0,1,4.80,Mumbai Indians,Sunrisers Hyderabad,Inn2,won,35642,19:30:00,17,2021,4,"MA Chidambaram Stadium, Chennai"
96,Kieron Pollard,657,2,0,10,0,0,0,5.00,Mumbai Indians,Sunrisers Hyderabad,Inn2,won,35642,19:30:00,17,2021,4,"MA Chidambaram Stadium, Chennai"
97,Harbhajan,75,4,0,38,0,1,1,9.50,Kolkata Knight Riders,Royal Challengers Bangalore,Inn1,lost,35643,15:30:00,18,2021,4,"MA Chidambaram Stadium, Chennai"
98,Chakravarthy,12926,4,0,39,2,1,0,9.80,Kolkata Knight Riders,Royal Challengers Bangalore,Inn1,lost,35643,15:30:00,18,2021,4,"MA Chidambaram Stadium, Chennai"
99,Shakib,544,2,0,24,0,0,0,12.00,Kolkata Knight Riders,Royal Challengers Bangalore,Inn1,lost,35643,15:30:00,18,2021,4,"MA Chidambaram Stadium, Chennai"
100,Cummins,8095,4,0,34,1,0,2,8.50,Kolkata Knight Riders,Royal Challengers Bangalore,Inn1,lost,35643,15:30:00,18,2021,4,"MA Chidambaram Stadium, Chennai"
101,Prasidh,10551,4,0,31,1,1,0,7.80,Kolkata Knight Riders,Royal Challengers Bangalore,Inn1,lost,35643,15:30:00,18,2021,4,"MA Chidambaram Stadium, Chennai"
102,Russell,7736,2,0,38,0,0,2,19.00,Kolkata Knight Riders,Royal Challengers Bangalore,Inn1,lost,35643,15:30:00,18,2021,4,"MA Chidambaram Stadium, Chennai"
103,Mohammed Siraj,10808,3,0,17,0,0,1,5.70,Royal Challengers Bangalore,Kolkata Knight Riders,Inn2,won,35643,15:30:00,18,2021,4,"MA Chidambaram Stadium, Chennai"
104,Kyle Jamieson,9441,3,0,41,3,0,1,13.70,Royal Challengers Bangalore,Kolkata Knight Riders,Inn2,won,35643,15:30:00,18,2021,4,"MA Chidambaram Stadium, Chennai"
105,Yuzvendra Chahal,7910,4,0,34,2,0,0,8.50,Royal Challengers Bangalore,Kolkata Knight Riders,Inn2,won,35643,15:30:00,18,2021,4,"MA Chidambaram Stadium, Chennai"
106,Washington Sundar,10945,4,0,33,1,0,2,8.20,Royal Challengers Bangalore,Kolkata Knight Riders,Inn2,won,35643,15:30:00,18,2021,4,"MA Chidambaram Stadium, Chennai"
107,Glenn Maxwell,7662,2,0,24,0,0,0,12.00,Royal Challengers Bangalore,Kolkata Knight Riders,Inn2,won,35643,15:30:00,18,2021,4,"MA Chidambaram Stadium, Chennai"
108,Harshal Patel,8175,4,0,17,2,0,0,4.20,Royal Challengers Bangalore,Kolkata Knight Riders,Inn2,won,35643,15:30:00,18,2021,4,"MA Chidambaram Stadium, Chennai"
109,Unadkat,6327,4,0,40,0,0,0,10.00,Rajasthan Royals,Chennai Super Kings,Inn1,lost,35648,19:30:00,19,2021,4,"Wankhede Stadium, Mumbai"
110,Chetan Sakariya,13494,4,0,36,3,0,3,9.00,Rajasthan Royals,Chennai Super Kings,Inn1,lost,35648,19:30:00,19,2021,4,"Wankhede Stadium, Mumbai"
111,Mustafizur,9863,4,0,37,1,1,2,9.20,Rajasthan Royals,Chennai Super Kings,Inn1,lost,35648,19:30:00,19,2021,4,"Wankhede Stadium, Mumbai"
112,Chris Morris,8333,4,0,33,2,0,2,8.20,Rajasthan Royals,Chennai Super Kings,Inn1,lost,35648,19:30:00,19,2021,4,"Wankhede Stadium, Mumbai"
113,Rahul Tewatia,9693,3,0,21,1,0,0,7.00,Rajasthan Royals,Chennai Super Kings,Inn1,lost,35648,19:30:00,19,2021,4,"Wankhede Stadium, Mumbai"
114,Riyan Parag,12305,1,0,16,0,0,1,16.00,Rajasthan Royals,Chennai Super Kings,Inn1,lost,35648,19:30:00,19,2021,4,"Wankhede Stadium, Mumbai"
115,Deepak Chahar,7836,3,0,32,0,0,1,10.70,Chennai Super Kings,Rajasthan Royals,Inn2,won,35648,19:30:00,19,2021,4,"Wankhede Stadium, Mumbai"
116,Sam Curran,10420,4,0,24,2,0,0,6.00,Chennai Super Kings,Rajasthan Royals,Inn2,won,35648,19:30:00,19,2021,4,"Wankhede Stadium, Mumbai"
117,Shardul Thakur,8683,3,0,20,1,0,2,6.70,Chennai Super Kings,Rajasthan Royals,Inn2,won,35648,19:30:00,19,2021,4,"Wankhede Stadium, Mumbai"
118,Ravindra Jadeja,587,4,0,28,2,1,0,7.00,Chennai Super Kings,Rajasthan Royals,Inn2,won,35648,19:30:00,19,2021,4,"Wankhede Stadium, Mumbai"
119,Dwayne Bravo,242,3,0,28,1,0,5,9.30,Chennai Super Kings,Rajasthan Royals,Inn2,won,35648,19:30:00,19,2021,4,"Wankhede Stadium, Mumbai"
120,Moeen Ali,6692,3,0,7,3,0,0,2.30,Chennai Super Kings,Rajasthan Royals,Inn2,won,35648,19:30:00,19,2021,4,"Wankhede Stadium, Mumbai"
121,Stoinis,8989,3,0,20,1,0,0,6.70,Delhi Capitals,Mumbai Indians,Inn1,won,35653,19:30:00,20,2021,4,"MA Chidambaram Stadium, Chennai"
122,Ashwin,1593,4,0,31,0,0,0,7.80,Delhi Capitals,Mumbai Indians,Inn1,won,35653,19:30:00,20,2021,4,"MA Chidambaram Stadium, Chennai"
123,Rabada,9585,3,0,25,1,0,0,8.30,Delhi Capitals,Mumbai Indians,Inn1,won,35653,19:30:00,20,2021,4,"MA Chidambaram Stadium, Chennai"
124,A Mishra,1454,4,0,24,4,0,0,6.00,Delhi Capitals,Mumbai Indians,Inn1,won,35653,19:30:00,20,2021,4,"MA Chidambaram Stadium, Chennai"
125,Avesh Khan,9781,2,0,15,2,0,0,7.50,Delhi Capitals,Mumbai Indians,Inn1,won,35653,19:30:00,20,2021,4,"MA Chidambaram Stadium, Chennai"
126,Lalit Yadav,13252,4,0,17,1,0,0,4.20,Delhi Capitals,Mumbai Indians,Inn1,won,35653,19:30:00,20,2021,4,"MA Chidambaram Stadium, Chennai"
127,Trent Boult,8117,4,0,23,0,0,0,5.80,Mumbai Indians,Delhi Capitals,Inn2,lost,35653,19:30:00,20,2021,4,"MA Chidambaram Stadium, Chennai"
128,Jayant Yadav,8182,4,0,25,1,0,0,6.20,Mumbai Indians,Delhi Capitals,Inn2,lost,35653,19:30:00,20,2021,4,"MA Chidambaram Stadium, Chennai"
129,Jasprit Bumrah,9311,4,0,32,1,2,3,8.00,Mumbai Indians,Delhi Capitals,Inn2,lost,35653,19:30:00,20,2021,4,"MA Chidambaram Stadium, Chennai"
130,Krunal Pandya,11311,2,0,17,0,0,0,8.50,Mumbai Indians,Delhi Capitals,Inn2,lost,35653,19:30:00,20,2021,4,"MA Chidambaram Stadium, Chennai"
131,Rahul Chahar,12087,4,0,29,1,0,1,7.20,Mumbai Indians,Delhi Capitals,Inn2,lost,35653,19:30:00,20,2021,4,"MA Chidambaram Stadium, Chennai"
132,Kieron Pollard,657,1.1,0,9,1,1,0,7.70,Mumbai Indians,Delhi Capitals,Inn2,lost,35653,19:30:00,20,2021,4,"MA Chidambaram Stadium, Chennai"
133,Abhishek Sharma,12086,4,0,24,2,0,1,6.00,Sunrisers Hyderabad,Punjab Kings,Inn1,won,35657,15:30:00,21,2021,4,"MA Chidambaram Stadium, Chennai"
134,Bhuvneshwar,1726,3,0,16,1,0,0,5.30,Sunrisers Hyderabad,Punjab Kings,Inn1,won,35657,15:30:00,21,2021,4,"MA Chidambaram Stadium, Chennai"
135,Khaleel Ahmed,10952,4,0,21,3,0,0,5.20,Sunrisers Hyderabad,Punjab Kings,Inn1,won,35657,15:30:00,21,2021,4,"MA Chidambaram Stadium, Chennai"
136,S Kaul,1828,3.4,0,27,1,1,0,7.40,Sunrisers Hyderabad,Punjab Kings,Inn1,won,35657,15:30:00,21,2021,4,"MA Chidambaram Stadium, Chennai"
137,Vijay Shankar,8204,1,0,6,0,0,0,6.00,Sunrisers Hyderabad,Punjab Kings,Inn1,won,35657,15:30:00,21,2021,4,"MA Chidambaram Stadium, Chennai"
138,Rashid Khan,10738,4,0,17,1,0,0,4.20,Sunrisers Hyderabad,Punjab Kings,Inn1,won,35657,15:30:00,21,2021,4,"MA Chidambaram Stadium, Chennai"
139,Mohammed Shami,7909,2,0,16,0,0,0,8.00,Punjab Kings,Sunrisers Hyderabad,Inn2,lost,35657,15:30:00,21,2021,4,"MA Chidambaram Stadium, Chennai"
140,Fabian Allen,9785,4,1,22,1,0,1,5.50,Punjab Kings,Sunrisers Hyderabad,Inn2,lost,35657,15:30:00,21,2021,4,"MA Chidambaram Stadium, Chennai"
141,Arshdeep Singh,13217,3.4,0,31,0,0,2,8.50,Punjab Kings,Sunrisers Hyderabad,Inn2,lost,35657,15:30:00,21,2021,4,"MA Chidambaram Stadium, Chennai"
142,Moises Henriques,1437,1,0,7,0,0,0,7.00,Punjab Kings,Sunrisers Hyderabad,Inn2,lost,35657,15:30:00,21,2021,4,"MA Chidambaram Stadium, Chennai"
143,Murugan Ashwin,8796,4,0,22,0,0,1,5.50,Punjab Kings,Sunrisers Hyderabad,Inn2,lost,35657,15:30:00,21,2021,4,"MA Chidambaram Stadium, Chennai"
144,Deepak Hooda,9427,4,0,22,0,0,0,5.50,Punjab Kings,Sunrisers Hyderabad,Inn2,lost,35657,15:30:00,21,2021,4,"MA Chidambaram Stadium, Chennai"
145,Siraj,10808,4,0,27,3,0,1,6.80,Royal Challengers Bangalore,Rajasthan Royals,Inn1,won,35663,19:30:00,22,2021,4,"Wankhede Stadium, Mumbai"
146,Jamieson,9441,4,0,28,1,0,2,7.00,Royal Challengers Bangalore,Rajasthan Royals,Inn1,won,35663,19:30:00,22,2021,4,"Wankhede Stadium, Mumbai"
147,Kane Richardson,6262,3,0,29,1,0,1,9.70,Royal Challengers Bangalore,Rajasthan Royals,Inn1,won,35663,19:30:00,22,2021,4,"Wankhede Stadium, Mumbai"
148,Chahal,7910,2,0,18,0,0,1,9.00,Royal Challengers Bangalore,Rajasthan Royals,Inn1,won,35663,19:30:00,22,2021,4,"Wankhede Stadium, Mumbai"
