,batsman,got_out,Runs,Balls,Fours,Sixes,St.rate,Inning,Team,Opponent,Win/Lost,match_id,time,day,year,Month,Venue
11,Andrew Flintoff,not out,22,13,2,1,169.23,Inn1,Chennai Super Kings,Royal Challengers Bangalore,won,10601,20:00:00,20,2009,4,"St George's Park, Port Elizabeth"
12,MS Dhoni,c Bishnoi b Kumar,16,14,0,1,114.29,Inn1,Chennai Super Kings,Royal Challengers Bangalore,won,10601,20:00:00,20,2009,4,"St George's Park, Port Elizabeth"
13,Suresh Raina,c Kohli b Kumar,28,29,1,1,96.55,Inn1,Chennai Super Kings,Royal Challengers Bangalore,won,10601,20:00:00,20,2009,4,"St George's Park, Port Elizabeth"
14,Parthiv Patel,b Pietersen,30,26,2,1,115.38,Inn1,Chennai Super Kings,Royal Challengers Bangalore,won,10601,20:00:00,20,2009,4,"St George's Park, Port Elizabeth"
15,,run out (Dravid),65,35,9,2,185.71,Inn1,Chennai Super Kings,Royal Challengers Bangalore,won,10601,20:00:00,20,2009,4,"St George's Park, Port Elizabeth"
16,Vinay Kumar,c Hayden b Balaji,5,6,0,0,83.33,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,10601,20:00:00,20,2009,4,"St George's Park, Port Elizabeth"
17,Dale Steyn,run out (Raina/Dhoni),0,3,0,0,0.00,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,10601,20:00:00,20,2009,4,"St George's Park, Port Elizabeth"
18,Rajesh Bishnoi,c Balaji b Muralitharan,0,1,0,0,0.00,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,10601,20:00:00,20,2009,4,"St George's Park, Port Elizabeth"
19,Virat Kohli,c Badrinath b Joginder Sharma,11,13,0,1,84.62,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,10601,20:00:00,20,2009,4,"St George's Park, Port Elizabeth"
20,Rahul Dravid,c Flintoff b Balaji,20,18,2,0,111.11,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,10601,20:00:00,20,2009,4,"St George's Park, Port Elizabeth"
21,Ross Taylor,c & b Flintoff,1,4,0,0,25.00,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,10601,20:00:00,20,2009,4,"St George's Park, Port Elizabeth"
22,Jacques Kallis,lbw b Morkel,24,19,5,0,126.32,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,10601,20:00:00,20,2009,4,"St George's Park, Port Elizabeth"
23,Kevin Pietersen,lbw b Muralitharan,0,1,0,0,0.00,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,10601,20:00:00,20,2009,4,"St George's Park, Port Elizabeth"
24,Robin Uthappa,st Dhoni b Muralitharan,20,19,2,0,105.26,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,10601,20:00:00,20,2009,4,"St George's Park, Port Elizabeth"
25,Praveen Kumar,b Gony,0,3,0,0,0.00,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,10601,20:00:00,20,2009,4,"St George's Park, Port Elizabeth"
26,,not out,1,5,0,0,20.00,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,10601,20:00:00,20,2009,4,"St George's Park, Port Elizabeth"
27,Piyush Chawla,not out,3,6,0,0,50.00,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,10600,16:00:00,21,2009,4,"Kingsmead, Durban"
28,Mahela Jayawardene,not out,31,19,3,1,163.16,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,10600,16:00:00,21,2009,4,"Kingsmead, Durban"
29,Taruwar Kohli,c McCullum b Dinda,1,4,0,0,25.00,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,10600,16:00:00,21,2009,4,"Kingsmead, Durban"
30,Yuvraj Singh,c Yashpal Singh b Henriques,38,28,3,2,135.71,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,10600,16:00:00,21,2009,4,"Kingsmead, Durban"
31,Kumar Sangakkara,run out (Chopra/McCullum),26,24,2,0,108.33,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,10600,16:00:00,21,2009,4,"Kingsmead, Durban"
32,Irfan Pathan,c Kartik b Ganguly,32,17,5,1,188.24,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,10600,16:00:00,21,2009,4,"Kingsmead, Durban"
33,Ravi Bopara,c McCullum b Ganguly,15,15,2,0,100.00,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,10600,16:00:00,21,2009,4,"Kingsmead, Durban"
34,,c Gayle b Sharma,0,7,0,0,0.00,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,10600,16:00:00,21,2009,4,"Kingsmead, Durban"
35,Brendon McCullum,c Sangakkara b Malik,21,16,1,2,131.25,Inn2,Kolkata Knight Riders,Kings XI Punjab,won,10600,16:00:00,21,2009,4,"Kingsmead, Durban"
36,Brad Hodge,not out,10,14,0,0,71.43,Inn2,Kolkata Knight Riders,Kings XI Punjab,won,10600,16:00:00,21,2009,4,"Kingsmead, Durban"
37,Chris Gayle,not out,44,26,2,4,169.23,Inn2,Kolkata Knight Riders,Kings XI Punjab,won,10600,16:00:00,21,2009,4,"Kingsmead, Durban"
38,Fidel Edwards,not out,3,2,0,0,150.00,Inn1,Deccan Chargers,Royal Challengers Bangalore,won,10598,20:00:00,22,2009,4,"Newlands, Cape Town"
39,Dwaraka Ravi Teja,not out,8,5,1,0,160.00,Inn1,Deccan Chargers,Royal Challengers Bangalore,won,10598,20:00:00,22,2009,4,"Newlands, Cape Town"
40,Venugopal Rao,run out (Sharma/Uthappa),9,13,0,0,69.23,Inn1,Deccan Chargers,Royal Challengers Bangalore,won,10598,20:00:00,22,2009,4,"Newlands, Cape Town"
41,Rohit Sharma,c Pietersen b Steyn,52,30,1,5,173.33,Inn1,Deccan Chargers,Royal Challengers Bangalore,won,10598,20:00:00,22,2009,4,"Newlands, Cape Town"
42,Scott Styris,c Kumar b Pietersen,14,8,0,1,175.00,Inn1,Deccan Chargers,Royal Challengers Bangalore,won,10598,20:00:00,22,2009,4,"Newlands, Cape Town"
43,VVS Laxman,c Steyn b Ryder,5,10,0,0,50.00,Inn1,Deccan Chargers,Royal Challengers Bangalore,won,10598,20:00:00,22,2009,4,"Newlands, Cape Town"
44,Adam Gilchrist,c Kohli b Pietersen,71,45,6,5,157.78,Inn1,Deccan Chargers,Royal Challengers Bangalore,won,10598,20:00:00,22,2009,4,"Newlands, Cape Town"
45,,lbw b Kumar,13,7,1,1,185.71,Inn1,Deccan Chargers,Royal Challengers Bangalore,won,10598,20:00:00,22,2009,4,"Newlands, Cape Town"
46,Praveen Kumar,not out,14,6,0,2,233.33,Inn2,Royal Challengers Bangalore,Deccan Chargers,lost,10598,20:00:00,22,2009,4,"Newlands, Cape Town"
47,Karn Sharma,c Gilchrist b Styris,1,3,0,0,33.33,Inn2,Royal Challengers Bangalore,Deccan Chargers,lost,10598,20:00:00,22,2009,4,"Newlands, Cape Town"
48,Rajesh Bishnoi,run out (Gilchrist/Harmeet Singh),1,2,0,0,50.00,Inn2,Royal Challengers Bangalore,Deccan Chargers,lost,10598,20:00:00,22,2009,4,"Newlands, Cape Town"
49,Virat Kohli,c Gibbs b Singh,50,32,7,0,156.25,Inn2,Royal Challengers Bangalore,Deccan Chargers,lost,10598,20:00:00,22,2009,4,"Newlands, Cape Town"
50,Rahul Dravid,c Venugopal Rao b Styris,48,27,5,2,177.78,Inn2,Royal Challengers Bangalore,Deccan Chargers,lost,10598,20:00:00,22,2009,4,"Newlands, Cape Town"
51,Robin Uthappa,c Ravi Teja b Styris,12,19,1,0,63.16,Inn2,Royal Challengers Bangalore,Deccan Chargers,lost,10598,20:00:00,22,2009,4,"Newlands, Cape Town"
52,Anil Kumble,not out,1,1,0,0,100.00,Inn2,Royal Challengers Bangalore,Deccan Chargers,lost,10598,20:00:00,22,2009,4,"Newlands, Cape Town"
53,Kevin Pietersen,st Gilchrist b Ojha,11,15,1,0,73.33,Inn2,Royal Challengers Bangalore,Deccan Chargers,lost,10598,20:00:00,22,2009,4,"Newlands, Cape Town"
54,Jacques Kallis,c Sharma b Singh,15,14,3,0,107.14,Inn2,Royal Challengers Bangalore,Deccan Chargers,lost,10598,20:00:00,22,2009,4,"Newlands, Cape Town"
55,Jesse Ryder,b Edwards,0,1,0,0,0.00,Inn2,Royal Challengers Bangalore,Deccan Chargers,lost,10598,20:00:00,22,2009,4,"Newlands, Cape Town"
56,Manoj Tiwary,c Flintoff b Balaji,9,13,1,0,69.23,Inn1,Delhi Daredevils,Chennai Super Kings,won,10597,16:00:00,23,2009,4,"Kingsmead, Durban"
57,Tillakaratne Dilshan,c Raina b Morkel,50,27,7,2,185.19,Inn1,Delhi Daredevils,Chennai Super Kings,won,10597,16:00:00,23,2009,4,"Kingsmead, Durban"
58,Dinesh Karthik,c Flintoff b Balaji,18,16,2,0,112.50,Inn1,Delhi Daredevils,Chennai Super Kings,won,10597,16:00:00,23,2009,4,"Kingsmead, Durban"
59,AB de Villiers,not out,105,54,5,6,194.44,Inn1,Delhi Daredevils,Chennai Super Kings,won,10597,16:00:00,23,2009,4,"Kingsmead, Durban"
60,Gautam Gambhir,c Dhoni b Balaji,0,1,0,0,0.00,Inn1,Delhi Daredevils,Chennai Super Kings,won,10597,16:00:00,23,2009,4,"Kingsmead, Durban"
61,Virender Sehwag,c Morkel b Gony,6,9,1,0,66.67,Inn1,Delhi Daredevils,Chennai Super Kings,won,10597,16:00:00,23,2009,4,"Kingsmead, Durban"
62,,not out,0,0,0,0,0.00,Inn1,Delhi Daredevils,Chennai Super Kings,won,10597,16:00:00,23,2009,4,"Kingsmead, Durban"
63,Muttiah Muralitharan,not out,0,1,0,0,0.00,Inn2,Chennai Super Kings,Delhi Daredevils,lost,10597,16:00:00,23,2009,4,"Kingsmead, Durban"
64,Lakshmipathy Balaji,run out (Sangwan/Nannes),0,0,0,0,0.00,Inn2,Chennai Super Kings,Delhi Daredevils,lost,10597,16:00:00,23,2009,4,"Kingsmead, Durban"
65,Joginder Sharma,run out (sub [DA Warner]),4,3,0,0,133.33,Inn2,Chennai Super Kings,Delhi Daredevils,lost,10597,16:00:00,23,2009,4,"Kingsmead, Durban"
66,Manpreet Gony,run out (Sehwag/Vettori),6,2,0,1,300.00,Inn2,Chennai Super Kings,Delhi Daredevils,lost,10597,16:00:00,23,2009,4,"Kingsmead, Durban"
67,Albie Morkel,not out,13,14,1,0,92.86,Inn2,Chennai Super Kings,Delhi Daredevils,lost,10597,16:00:00,23,2009,4,"Kingsmead, Durban"
68,S Badrinath,c sub (DA Warner) b Vettori,7,8,0,0,87.50,Inn2,Chennai Super Kings,Delhi Daredevils,lost,10597,16:00:00,23,2009,4,"Kingsmead, Durban"
69,Parthiv Patel,c de Villiers b Sangwan,16,15,2,0,106.67,Inn2,Chennai Super Kings,Delhi Daredevils,lost,10597,16:00:00,23,2009,4,"Kingsmead, Durban"
70,MS Dhoni,c Karthik b Vettori,5,7,0,0,71.43,Inn2,Chennai Super Kings,Delhi Daredevils,lost,10597,16:00:00,23,2009,4,"Kingsmead, Durban"
71,Suresh Raina,c de Villiers b Sangwan,41,27,5,1,151.85,Inn2,Chennai Super Kings,Delhi Daredevils,lost,10597,16:00:00,23,2009,4,"Kingsmead, Durban"
72,Andrew Flintoff,c sub (DA Warner) b Nehra,16,17,1,0,94.12,Inn2,Chennai Super Kings,Delhi Daredevils,lost,10597,16:00:00,23,2009,4,"Kingsmead, Durban"
73,,c Nannes b Sangwan,57,27,5,3,211.11,Inn2,Chennai Super Kings,Delhi Daredevils,lost,10597,16:00:00,23,2009,4,"Kingsmead, Durban"
74,Anil Kumble,not out,5,3,1,0,166.67,Inn1,Royal Challengers Bangalore,Kings XI Punjab,lost,10595,20:00:00,24,2009,4,"Kingsmead, Durban"
75,Pankaj Singh,b Pathan,0,1,0,0,0.00,Inn1,Royal Challengers Bangalore,Kings XI Punjab,lost,10595,20:00:00,24,2009,4,"Kingsmead, Durban"
76,Praveen Kumar,lbw b Pathan,13,7,0,1,185.71,Inn1,Royal Challengers Bangalore,Kings XI Punjab,lost,10595,20:00:00,24,2009,4,"Kingsmead, Durban"
77,Vinay Kumar,not out,1,1,0,0,100.00,Inn1,Royal Challengers Bangalore,Kings XI Punjab,lost,10595,20:00:00,24,2009,4,"Kingsmead, Durban"
78,Virat Kohli,c Bopara b Singh,2,3,0,0,66.67,Inn1,Royal Challengers Bangalore,Kings XI Punjab,lost,10595,20:00:00,24,2009,4,"Kingsmead, Durban"
79,Ross Taylor,c Jayawardene b Abdulla,35,22,4,2,159.09,Inn1,Royal Challengers Bangalore,Kings XI Punjab,lost,10595,20:00:00,24,2009,4,"Kingsmead, Durban"
80,Kevin Pietersen,c Goel b Abdulla,0,2,0,0,0.00,Inn1,Royal Challengers Bangalore,Kings XI Punjab,lost,10595,20:00:00,24,2009,4,"Kingsmead, Durban"
81,Rahul Dravid,c Singh b Chawla,10,13,0,0,76.92,Inn1,Royal Challengers Bangalore,Kings XI Punjab,lost,10595,20:00:00,24,2009,4,"Kingsmead, Durban"
82,Robin Uthappa,c Yuvraj Singh b Pathan,0,1,0,0,0.00,Inn1,Royal Challengers Bangalore,Kings XI Punjab,lost,10595,20:00:00,24,2009,4,"Kingsmead, Durban"
83,Jesse Ryder,b Abdulla,32,21,6,0,152.38,Inn1,Royal Challengers Bangalore,Kings XI Punjab,lost,10595,20:00:00,24,2009,4,"Kingsmead, Durban"
84,,c Jayawardene b Abdulla,62,46,5,2,134.78,Inn1,Royal Challengers Bangalore,Kings XI Punjab,lost,10595,20:00:00,24,2009,4,"Kingsmead, Durban"
85,Ravi Bopara,c Ryder b Kallis,84,59,4,5,142.37,Inn2,Kings XI Punjab,Royal Challengers Bangalore,won,10595,20:00:00,24,2009,4,"Kingsmead, Durban"
86,Mahela Jayawardene,not out,1,1,0,0,100.00,Inn2,Kings XI Punjab,Royal Challengers Bangalore,won,10595,20:00:00,24,2009,4,"Kingsmead, Durban"
87,Kumar Sangakkara,c Pankaj Singh b Kumble,26,18,2,1,144.44,Inn2,Kings XI Punjab,Royal Challengers Bangalore,won,10595,20:00:00,24,2009,4,"Kingsmead, Durban"
88,Yuvraj Singh,not out,30,17,3,1,176.47,Inn2,Kings XI Punjab,Royal Challengers Bangalore,won,10595,20:00:00,24,2009,4,"Kingsmead, Durban"
89,,run out (Vinay Kumar/Uthappa),19,19,1,0,100.00,Inn2,Kings XI Punjab,Royal Challengers Bangalore,won,10595,20:00:00,24,2009,4,"Kingsmead, Durban"
90,Pragyan Ojha,not out,0,2,0,0,0.00,Inn1,Deccan Chargers,Mumbai Indians,won,10594,16:00:00,25,2009,4,"Kingsmead, Durban"
91,Fidel Edwards,b Malinga,1,3,0,0,33.33,Inn1,Deccan Chargers,Mumbai Indians,won,10594,16:00:00,25,2009,4,"Kingsmead, Durban"
92,RP Singh,c Jayasuriya b Harbhajan Singh,4,4,0,0,100.00,Inn1,Deccan Chargers,Mumbai Indians,won,10594,16:00:00,25,2009,4,"Kingsmead, Durban"
93,Dwaraka Ravi Teja,lbw b Malinga,9,9,1,0,100.00,Inn1,Deccan Chargers,Mumbai Indians,won,10594,16:00:00,25,2009,4,"Kingsmead, Durban"
94,Venugopal Rao,b Malinga,9,10,0,0,90.00,Inn1,Deccan Chargers,Mumbai Indians,won,10594,16:00:00,25,2009,4,"Kingsmead, Durban"
95,VVS Laxman,c Nayar b Bravo,0,1,0,0,0.00,Inn1,Deccan Chargers,Mumbai Indians,won,10594,16:00:00,25,2009,4,"Kingsmead, Durban"
96,Rohit Sharma,c Dhawan b Bravo,3,5,0,0,60.00,Inn1,Deccan Chargers,Mumbai Indians,won,10594,16:00:00,25,2009,4,"Kingsmead, Durban"
97,Dwayne Smith,b Jayasuriya,35,22,2,2,159.09,Inn1,Deccan Chargers,Mumbai Indians,won,10594,16:00:00,25,2009,4,"Kingsmead, Durban"
98,Adam Gilchrist,c Shah b Bravo,35,20,3,3,175.00,Inn1,Deccan Chargers,Mumbai Indians,won,10594,16:00:00,25,2009,4,"Kingsmead, Durban"
99,,run out (Bravo/Khan),58,44,6,2,131.82,Inn1,Deccan Chargers,Mumbai Indians,won,10594,16:00:00,25,2009,4,"Kingsmead, Durban"
100,Zaheer Khan,not out,4,6,0,0,66.67,Inn2,Mumbai Indians,Deccan Chargers,lost,10594,16:00:00,25,2009,4,"Kingsmead, Durban"
101,Pinal Shah,not out,1,1,0,0,100.00,Inn2,Mumbai Indians,Deccan Chargers,lost,10594,16:00:00,25,2009,4,"Kingsmead, Durban"
102,Harbhajan Singh,c Smith b Singh,20,8,1,2,250.00,Inn2,Mumbai Indians,Deccan Chargers,lost,10594,16:00:00,25,2009,4,"Kingsmead, Durban"
103,Sanath Jayasuriya,c Gilchrist b Singh,1,8,0,0,12.50,Inn2,Mumbai Indians,Deccan Chargers,lost,10594,16:00:00,25,2009,4,"Kingsmead, Durban"
104,Abhishek Nayar,c Gilchrist b Edwards,10,6,0,1,166.67,Inn2,Mumbai Indians,Deccan Chargers,lost,10594,16:00:00,25,2009,4,"Kingsmead, Durban"
105,Dwayne Bravo,lbw b Edwards,21,18,2,0,116.67,Inn2,Mumbai Indians,Deccan Chargers,lost,10594,16:00:00,25,2009,4,"Kingsmead, Durban"
106,Shikhar Dhawan,b Ojha,3,7,0,0,42.86,Inn2,Mumbai Indians,Deccan Chargers,lost,10594,16:00:00,25,2009,4,"Kingsmead, Durban"
107,Jean-Paul Duminy,c Smith b Ojha,47,40,4,2,117.50,Inn2,Mumbai Indians,Deccan Chargers,lost,10594,16:00:00,25,2009,4,"Kingsmead, Durban"
108,,c Gibbs b Ojha,36,27,3,2,133.33,Inn2,Mumbai Indians,Deccan Chargers,lost,10594,16:00:00,25,2009,4,"Kingsmead, Durban"
109,Vinay Kumar,run out (de Villiers),0,0,0,0,0.00,Inn1,Royal Challengers Bangalore,Delhi Daredevils,lost,10592,16:00:00,26,2009,4,"St George's Park, Port Elizabeth"
110,Pankaj Singh,not out,1,1,0,0,100.00,Inn1,Royal Challengers Bangalore,Delhi Daredevils,lost,10592,16:00:00,26,2009,4,"St George's Park, Port Elizabeth"
111,Balachandra Akhil,not out,8,4,0,1,200.00,Inn1,Royal Challengers Bangalore,Delhi Daredevils,lost,10592,16:00:00,26,2009,4,"St George's Park, Port Elizabeth"
112,Mark Boucher,c Mishra b Sangwan,36,28,2,2,128.57,Inn1,Royal Challengers Bangalore,Delhi Daredevils,lost,10592,16:00:00,26,2009,4,"St George's Park, Port Elizabeth"
113,Virat Kohli,c Dilshan b Nehra,22,24,1,0,91.67,Inn1,Royal Challengers Bangalore,Delhi Daredevils,lost,10592,16:00:00,26,2009,4,"St George's Park, Port Elizabeth"
114,Kevin Pietersen,b Vettori,37,25,2,2,148.00,Inn1,Royal Challengers Bangalore,Delhi Daredevils,lost,10592,16:00:00,26,2009,4,"St George's Park, Port Elizabeth"
115,Ross Taylor,lbw b Mishra,31,34,3,0,91.18,Inn1,Royal Challengers Bangalore,Delhi Daredevils,lost,10592,16:00:00,26,2009,4,"St George's Park, Port Elizabeth"
116,Robin Uthappa,c Sangwan b Nehra,3,4,0,0,75.00,Inn1,Royal Challengers Bangalore,Delhi Daredevils,lost,10592,16:00:00,26,2009,4,"St George's Park, Port Elizabeth"
117,,b Nannes,0,1,0,0,0.00,Inn1,Royal Challengers Bangalore,Delhi Daredevils,lost,10592,16:00:00,26,2009,4,"St George's Park, Port Elizabeth"
118,Mithun Manhas,not out,23,13,3,0,176.92,Inn2,Delhi Daredevils,Royal Challengers Bangalore,won,10592,16:00:00,26,2009,4,"St George's Park, Port Elizabeth"
119,Dinesh Karthik,c Kallis b Akhil,12,9,1,1,133.33,Inn2,Delhi Daredevils,Royal Challengers Bangalore,won,10592,16:00:00,26,2009,4,"St George's Park, Port Elizabeth"
120,Gautam Gambhir,c Boucher b Pankaj Singh,16,19,1,0,84.21,Inn2,Delhi Daredevils,Royal Challengers Bangalore,won,10592,16:00:00,26,2009,4,"St George's Park, Port Elizabeth"
121,AB de Villiers,b Appanna,21,23,0,0,91.30,Inn2,Delhi Daredevils,Royal Challengers Bangalore,won,10592,16:00:00,26,2009,4,"St George's Park, Port Elizabeth"
122,Tillakaratne Dilshan,not out,67,47,5,2,142.55,Inn2,Delhi Daredevils,Royal Challengers Bangalore,won,10592,16:00:00,26,2009,4,"St George's Park, Port Elizabeth"
123,Virender Sehwag,c Pietersen b Pankaj Singh,7,5,0,1,140.00,Inn2,Delhi Daredevils,Royal Challengers Bangalore,won,10592,16:00:00,26,2009,4,"St George's Park, Port Elizabeth"
124,Manpreet Gony,not out,0,0,0,0,0.00,Inn1,Chennai Super Kings,Deccan Chargers,lost,10590,16:00:00,27,2009,4,"Kingsmead, Durban"
125,S Badrinath,c & b Singh,8,9,1,0,88.89,Inn1,Chennai Super Kings,Deccan Chargers,lost,10590,16:00:00,27,2009,4,"Kingsmead, Durban"
126,Jacob Oram,not out,41,29,4,2,141.38,Inn1,Chennai Super Kings,Deccan Chargers,lost,10590,16:00:00,27,2009,4,"Kingsmead, Durban"
127,Albie Morkel,c Singh b Venugopal Rao,13,7,1,1,185.71,Inn1,Chennai Super Kings,Deccan Chargers,lost,10590,16:00:00,27,2009,4,"Kingsmead, Durban"
128,MS Dhoni,c Shoaib Ahmed b Ojha,22,22,1,1,100.00,Inn1,Chennai Super Kings,Deccan Chargers,lost,10590,16:00:00,27,2009,4,"Kingsmead, Durban"
129,Suresh Raina,c & b Sharma,25,19,1,2,131.58,Inn1,Chennai Super Kings,Deccan Chargers,lost,10590,16:00:00,27,2009,4,"Kingsmead, Durban"
130,Parthiv Patel,c Gilchrist b Edwards,0,2,0,0,0.00,Inn1,Chennai Super Kings,Deccan Chargers,lost,10590,16:00:00,27,2009,4,"Kingsmead, Durban"
131,Matthew Hayden,c Sharma b Ojha,49,35,8,0,140.00,Inn1,Chennai Super Kings,Deccan Chargers,lost,10590,16:00:00,27,2009,4,"Kingsmead, Durban"
132,Azhar Bilakhia,not out,12,14,1,0,85.71,Inn2,Deccan Chargers,Chennai Super Kings,won,10590,16:00:00,27,2009,4,"Kingsmead, Durban"
133,Adam Gilchrist,c Muralitharan b Raina,44,19,5,3,231.58,Inn2,Deccan Chargers,Chennai Super Kings,won,10590,16:00:00,27,2009,4,"Kingsmead, Durban"
134,Dwayne Smith,lbw b Muralitharan,12,5,1,1,240.00,Inn2,Deccan Chargers,Chennai Super Kings,won,10590,16:00:00,27,2009,4,"Kingsmead, Durban"
135,Rohit Sharma,c Dhoni b Balaji,18,19,0,1,94.74,Inn2,Deccan Chargers,Chennai Super Kings,won,10590,16:00:00,27,2009,4,"Kingsmead, Durban"
136,VVS Laxman,c Oram b Raina,4,5,0,0,80.00,Inn2,Deccan Chargers,Chennai Super Kings,won,10590,16:00:00,27,2009,4,"Kingsmead, Durban"
137,,not out,69,56,6,2,123.21,Inn2,Deccan Chargers,Chennai Super Kings,won,10590,16:00:00,27,2009,4,"Kingsmead, Durban"
138,Pradeep Sangwan,not out,1,1,0,0,100.00,Inn1,Delhi Daredevils,Rajasthan Royals,lost,10588,20:00:00,28,2009,4,"SuperSport Park, Centurion"
139,Amit Mishra,b Kamran Khan,0,4,0,0,0.00,Inn1,Delhi Daredevils,Rajasthan Royals,lost,10588,20:00:00,28,2009,4,"SuperSport Park, Centurion"
140,Daniel Vettori,b Patel,29,28,3,0,103.57,Inn1,Delhi Daredevils,Rajasthan Royals,lost,10588,20:00:00,28,2009,4,"SuperSport Park, Centurion"
141,Dinesh Karthik,c & b Warne,4,5,0,0,80.00,Inn1,Delhi Daredevils,Rajasthan Royals,lost,10588,20:00:00,28,2009,4,"SuperSport Park, Centurion"
142,Tillakaratne Dilshan,c Asnodkar b Patel,7,10,1,0,70.00,Inn1,Delhi Daredevils,Rajasthan Royals,lost,10588,20:00:00,28,2009,4,"SuperSport Park, Centurion"
143,AB de Villiers,lbw b Warne,50,40,5,1,125.00,Inn1,Delhi Daredevils,Rajasthan Royals,lost,10588,20:00:00,28,2009,4,"SuperSport Park, Centurion"
144,Gautam Gambhir,c Warne b Mascarenhas,8,6,1,0,133.33,Inn1,Delhi Daredevils,Rajasthan Royals,lost,10588,20:00:00,28,2009,4,"SuperSport Park, Centurion"
145,Mithun Manhas,not out,23,16,2,1,143.75,Inn1,Delhi Daredevils,Rajasthan Royals,lost,10588,20:00:00,28,2009,4,"SuperSport Park, Centurion"
146,,c Kamran Khan b Mascarenhas,16,11,2,1,145.45,Inn1,Delhi Daredevils,Rajasthan Royals,lost,10588,20:00:00,28,2009,4,"SuperSport Park, Centurion"
147,Shane Warne,st Karthik b Mishra,0,2,0,0,0.00,Inn2,Rajasthan Royals,Delhi Daredevils,won,10588,20:00:00,28,2009,4,"SuperSport Park, Centurion"
148,Yusuf Pathan,not out,62,30,3,6,206.67,Inn2,Rajasthan Royals,Delhi Daredevils,won,10588,20:00:00,28,2009,4,"SuperSport Park, Centurion"
149,Ravindra Jadeja,c Sangwan b Mishra,16,13,1,0,123.08,Inn2,Rajasthan Royals,Delhi Daredevils,won,10588,20:00:00,28,2009,4,"SuperSport Park, Centurion"
150,Paul Valthaty,c Vettori b Mishra,1,5,0,0,20.00,Inn2,Rajasthan Royals,Delhi Daredevils,won,10588,20:00:00,28,2009,4,"SuperSport Park, Centurion"
151,Swapnil Asnodkar,run out (Mishra),11,8,1,1,137.50,Inn2,Rajasthan Royals,Delhi Daredevils,won,10588,20:00:00,28,2009,4,"SuperSport Park, Centurion"
152,Graeme Smith,not out,44,46,5,0,95.65,Inn2,Rajasthan Royals,Delhi Daredevils,won,10588,20:00:00,28,2009,4,"SuperSport Park, Centurion"
