,batsman,got_out,Runs,Balls,Fours,Sixes,St.rate,Inning,Team,Opponent,Win/Lost,match_id,time,day,year,Month,Venue,ID
12,Sarfaraz Khan,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Kings XI Punjab,Delhi Capitals,lost,30340,19:30:00,20,2020,9,"Dubai International Cricket Stadium, Dubai",9429
13,Krishnappa Gowtham,b Pathan,25,17,4,1,147.06,Inn2,Kings XI Punjab,Delhi Capitals,lost,30340,19:30:00,20,2020,9,"Dubai International Cricket Stadium, Dubai",8925
14,Devdutt Padikkal,not out,31,14,3,2,221.43,Inn1,Royal Challengers Bangalore,Sunrisers Hyderabad,won,30345,19:30:00,21,2020,9,"Dubai International Cricket Stadium, Dubai",13088
15,Finch,b Pathan,13,10,0,1,130.00,Inn1,Royal Challengers Bangalore,Sunrisers Hyderabad,won,30345,19:30:00,21,2020,9,"Dubai International Cricket Stadium, Dubai",1643
16,Kohli (c),c Pathan b Mota,32,13,2,3,246.15,Inn1,Royal Challengers Bangalore,Sunrisers Hyderabad,won,30345,19:30:00,21,2020,9,"Dubai International Cricket Stadium, Dubai",1413
17,de Villiers,not out,116,54,8,9,214.81,Inn1,Royal Challengers Bangalore,Sunrisers Hyderabad,won,30345,19:30:00,21,2020,9,"Dubai International Cricket Stadium, Dubai",370
18,Shivam Dube,lbw b Hopes,2,3,0,0,66.67,Inn1,Royal Challengers Bangalore,Sunrisers Hyderabad,won,30345,19:30:00,21,2020,9,"Dubai International Cricket Stadium, Dubai",11195
19,Philippe (wk),c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Royal Challengers Bangalore,Sunrisers Hyderabad,won,30345,19:30:00,21,2020,9,"Dubai International Cricket Stadium, Dubai",13172
20,5,b Pathan,25,17,4,1,147.06,Inn1,Royal Challengers Bangalore,Sunrisers Hyderabad,won,30345,19:30:00,21,2020,9,"Dubai International Cricket Stadium, Dubai",
21,David Warner (c),not out,31,14,3,2,221.43,Inn2,Sunrisers Hyderabad,Royal Challengers Bangalore,lost,30345,19:30:00,21,2020,9,"Dubai International Cricket Stadium, Dubai",1739
22,Jonny Bairstow (wk),b Pathan,13,10,0,1,130.00,Inn2,Sunrisers Hyderabad,Royal Challengers Bangalore,lost,30345,19:30:00,21,2020,9,"Dubai International Cricket Stadium, Dubai",6507
23,Manish Pandey,c Pathan b Mota,32,13,2,3,246.15,Inn2,Sunrisers Hyderabad,Royal Challengers Bangalore,lost,30345,19:30:00,21,2020,9,"Dubai International Cricket Stadium, Dubai",1836
24,Priyam Garg,not out,116,54,8,9,214.81,Inn2,Sunrisers Hyderabad,Royal Challengers Bangalore,lost,30345,19:30:00,21,2020,9,"Dubai International Cricket Stadium, Dubai",12089
25,Vijay Shankar,lbw b Hopes,2,3,0,0,66.67,Inn2,Sunrisers Hyderabad,Royal Challengers Bangalore,lost,30345,19:30:00,21,2020,9,"Dubai International Cricket Stadium, Dubai",8204
26,Abhishek Sharma,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Sunrisers Hyderabad,Royal Challengers Bangalore,lost,30345,19:30:00,21,2020,9,"Dubai International Cricket Stadium, Dubai",12086
27,Rashid Khan,b Pathan,25,17,4,1,147.06,Inn2,Sunrisers Hyderabad,Royal Challengers Bangalore,lost,30345,19:30:00,21,2020,9,"Dubai International Cricket Stadium, Dubai",10738
28,Jaiswal,not out,31,14,3,2,221.43,Inn1,Rajasthan Royals,Chennai Super Kings,won,30350,19:30:00,22,2020,9,"Sharjah Cricket Stadium, Sharjah",13940
29,Steven Smith (c),b Pathan,13,10,0,1,130.00,Inn1,Rajasthan Royals,Chennai Super Kings,won,30350,19:30:00,22,2020,9,"Sharjah Cricket Stadium, Sharjah",2250
30,Samson (wk),c Pathan b Mota,32,13,2,3,246.15,Inn1,Rajasthan Royals,Chennai Super Kings,won,30350,19:30:00,22,2020,9,"Sharjah Cricket Stadium, Sharjah",8271
31,Miller,not out,116,54,8,9,214.81,Inn1,Rajasthan Royals,Chennai Super Kings,won,30350,19:30:00,22,2020,9,"Sharjah Cricket Stadium, Sharjah",6349
32,Uthappa,lbw b Hopes,2,3,0,0,66.67,Inn1,Rajasthan Royals,Chennai Super Kings,won,30350,19:30:00,22,2020,9,"Sharjah Cricket Stadium, Sharjah",527
33,Rahul Tewatia,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Rajasthan Royals,Chennai Super Kings,won,30350,19:30:00,22,2020,9,"Sharjah Cricket Stadium, Sharjah",9693
34,Riyan Parag,b Pathan,25,17,4,1,147.06,Inn1,Rajasthan Royals,Chennai Super Kings,won,30350,19:30:00,22,2020,9,"Sharjah Cricket Stadium, Sharjah",12305
35,Murali Vijay,not out,31,14,3,2,221.43,Inn2,Chennai Super Kings,Rajasthan Royals,lost,30350,19:30:00,22,2020,9,"Sharjah Cricket Stadium, Sharjah",1597
36,Shane Watson,b Pathan,13,10,0,1,130.00,Inn2,Chennai Super Kings,Rajasthan Royals,lost,30350,19:30:00,22,2020,9,"Sharjah Cricket Stadium, Sharjah",158
37,Faf du Plessis,c Pathan b Mota,32,13,2,3,246.15,Inn2,Chennai Super Kings,Rajasthan Royals,lost,30350,19:30:00,22,2020,9,"Sharjah Cricket Stadium, Sharjah",7825
38,Sam Curran,not out,116,54,8,9,214.81,Inn2,Chennai Super Kings,Rajasthan Royals,lost,30350,19:30:00,22,2020,9,"Sharjah Cricket Stadium, Sharjah",10420
39,Ruturaj Gaikwad,lbw b Hopes,2,3,0,0,66.67,Inn2,Chennai Super Kings,Rajasthan Royals,lost,30350,19:30:00,22,2020,9,"Sharjah Cricket Stadium, Sharjah",11813
40,Kedar Jadhav,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Chennai Super Kings,Rajasthan Royals,lost,30350,19:30:00,22,2020,9,"Sharjah Cricket Stadium, Sharjah",1851
41,MS Dhoni (c & wk),b Pathan,25,17,4,1,147.06,Inn2,Chennai Super Kings,Rajasthan Royals,lost,30350,19:30:00,22,2020,9,"Sharjah Cricket Stadium, Sharjah",265
42,de Kock (wk),not out,31,14,3,2,221.43,Inn1,Mumbai Indians,Kolkata Knight Riders,won,30354,19:30:00,23,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",8520
43,Rohit (c),b Pathan,13,10,0,1,130.00,Inn1,Mumbai Indians,Kolkata Knight Riders,won,30354,19:30:00,23,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",576
44,Suryakumar Yadav,c Pathan b Mota,32,13,2,3,246.15,Inn1,Mumbai Indians,Kolkata Knight Riders,won,30354,19:30:00,23,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",7915
45,Saurabh Tiwary,not out,116,54,8,9,214.81,Inn1,Mumbai Indians,Kolkata Knight Riders,won,30354,19:30:00,23,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",1601
46,Hardik Pandya,lbw b Hopes,2,3,0,0,66.67,Inn1,Mumbai Indians,Kolkata Knight Riders,won,30354,19:30:00,23,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",9647
47,Pollard,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Mumbai Indians,Kolkata Knight Riders,won,30354,19:30:00,23,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",657
48,Krunal Pandya,b Pathan,25,17,4,1,147.06,Inn1,Mumbai Indians,Kolkata Knight Riders,won,30354,19:30:00,23,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",11311
49,Shubman Gill,not out,31,14,3,2,221.43,Inn2,Kolkata Knight Riders,Mumbai Indians,lost,30354,19:30:00,23,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",11808
50,Sunil Narine,b Pathan,13,10,0,1,130.00,Inn2,Kolkata Knight Riders,Mumbai Indians,lost,30354,19:30:00,23,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",2276
51,Dinesh Karthik (c & wk),c Pathan b Mota,32,13,2,3,246.15,Inn2,Kolkata Knight Riders,Mumbai Indians,lost,30354,19:30:00,23,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",145
52,Nitish Rana,not out,116,54,8,9,214.81,Inn2,Kolkata Knight Riders,Mumbai Indians,lost,30354,19:30:00,23,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",9204
53,Eoin Morgan,lbw b Hopes,2,3,0,0,66.67,Inn2,Kolkata Knight Riders,Mumbai Indians,lost,30354,19:30:00,23,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",624
54,Andre Russell,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Kolkata Knight Riders,Mumbai Indians,lost,30354,19:30:00,23,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",7736
55,Nikhil Naik,b Pathan,25,17,4,1,147.06,Inn2,Kolkata Knight Riders,Mumbai Indians,lost,30354,19:30:00,23,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",9295
56,Rahul (c & wk),not out,31,14,3,2,221.43,Inn1,Kings XI Punjab,Royal Challengers Bangalore,won,30355,19:30:00,24,2020,9,"Dubai International Cricket Stadium, Dubai",8733
57,Mayank Agarwal,b Pathan,13,10,0,1,130.00,Inn1,Kings XI Punjab,Royal Challengers Bangalore,won,30355,19:30:00,24,2020,9,"Dubai International Cricket Stadium, Dubai",2195
58,Pooran,c Pathan b Mota,32,13,2,3,246.15,Inn1,Kings XI Punjab,Royal Challengers Bangalore,won,30355,19:30:00,24,2020,9,"Dubai International Cricket Stadium, Dubai",9406
59,Maxwell,not out,116,54,8,9,214.81,Inn1,Kings XI Punjab,Royal Challengers Bangalore,won,30355,19:30:00,24,2020,9,"Dubai International Cricket Stadium, Dubai",7662
60,Nair,lbw b Hopes,2,3,0,0,66.67,Inn1,Kings XI Punjab,Royal Challengers Bangalore,won,30355,19:30:00,24,2020,9,"Dubai International Cricket Stadium, Dubai",8257
61,11,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Kings XI Punjab,Royal Challengers Bangalore,won,30355,19:30:00,24,2020,9,"Dubai International Cricket Stadium, Dubai",
62,,b Pathan,25,17,4,1,147.06,Inn1,Kings XI Punjab,Royal Challengers Bangalore,won,30355,19:30:00,24,2020,9,"Dubai International Cricket Stadium, Dubai",
63,Devdutt Padikkal,not out,31,14,3,2,221.43,Inn2,Royal Challengers Bangalore,Kings XI Punjab,lost,30355,19:30:00,24,2020,9,"Dubai International Cricket Stadium, Dubai",13088
64,Aaron Finch,b Pathan,13,10,0,1,130.00,Inn2,Royal Challengers Bangalore,Kings XI Punjab,lost,30355,19:30:00,24,2020,9,"Dubai International Cricket Stadium, Dubai",1643
65,Josh Philippe (wk),c Pathan b Mota,32,13,2,3,246.15,Inn2,Royal Challengers Bangalore,Kings XI Punjab,lost,30355,19:30:00,24,2020,9,"Dubai International Cricket Stadium, Dubai",13172
66,Virat Kohli (c),not out,116,54,8,9,214.81,Inn2,Royal Challengers Bangalore,Kings XI Punjab,lost,30355,19:30:00,24,2020,9,"Dubai International Cricket Stadium, Dubai",1413
67,AB de Villiers,lbw b Hopes,2,3,0,0,66.67,Inn2,Royal Challengers Bangalore,Kings XI Punjab,lost,30355,19:30:00,24,2020,9,"Dubai International Cricket Stadium, Dubai",370
68,Washington Sundar,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Royal Challengers Bangalore,Kings XI Punjab,lost,30355,19:30:00,24,2020,9,"Dubai International Cricket Stadium, Dubai",10945
69,Shivam Dube,b Pathan,25,17,4,1,147.06,Inn2,Royal Challengers Bangalore,Kings XI Punjab,lost,30355,19:30:00,24,2020,9,"Dubai International Cricket Stadium, Dubai",11195
70,Prithvi Shaw,not out,31,14,3,2,221.43,Inn1,Delhi Capitals,Chennai Super Kings,won,30360,19:30:00,25,2020,9,"Dubai International Cricket Stadium, Dubai",12094
71,Dhawan,b Pathan,13,10,0,1,130.00,Inn1,Delhi Capitals,Chennai Super Kings,won,30360,19:30:00,25,2020,9,"Dubai International Cricket Stadium, Dubai",1446
72,Pant (wk),c Pathan b Mota,32,13,2,3,246.15,Inn1,Delhi Capitals,Chennai Super Kings,won,30360,19:30:00,25,2020,9,"Dubai International Cricket Stadium, Dubai",10744
73,Shreyas Iyer (c),not out,116,54,8,9,214.81,Inn1,Delhi Capitals,Chennai Super Kings,won,30360,19:30:00,25,2020,9,"Dubai International Cricket Stadium, Dubai",9428
74,Stoinis,lbw b Hopes,2,3,0,0,66.67,Inn1,Delhi Capitals,Chennai Super Kings,won,30360,19:30:00,25,2020,9,"Dubai International Cricket Stadium, Dubai",8989
75,8,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Delhi Capitals,Chennai Super Kings,won,30360,19:30:00,25,2020,9,"Dubai International Cricket Stadium, Dubai",
76,,b Pathan,25,17,4,1,147.06,Inn1,Delhi Capitals,Chennai Super Kings,won,30360,19:30:00,25,2020,9,"Dubai International Cricket Stadium, Dubai",
77,Murali Vijay,not out,31,14,3,2,221.43,Inn2,Chennai Super Kings,Delhi Capitals,lost,30360,19:30:00,25,2020,9,"Dubai International Cricket Stadium, Dubai",1597
78,Shane Watson,b Pathan,13,10,0,1,130.00,Inn2,Chennai Super Kings,Delhi Capitals,lost,30360,19:30:00,25,2020,9,"Dubai International Cricket Stadium, Dubai",158
79,Faf du Plessis,c Pathan b Mota,32,13,2,3,246.15,Inn2,Chennai Super Kings,Delhi Capitals,lost,30360,19:30:00,25,2020,9,"Dubai International Cricket Stadium, Dubai",7825
80,Ruturaj Gaikwad,not out,116,54,8,9,214.81,Inn2,Chennai Super Kings,Delhi Capitals,lost,30360,19:30:00,25,2020,9,"Dubai International Cricket Stadium, Dubai",11813
81,Kedar Jadhav,lbw b Hopes,2,3,0,0,66.67,Inn2,Chennai Super Kings,Delhi Capitals,lost,30360,19:30:00,25,2020,9,"Dubai International Cricket Stadium, Dubai",1851
82,MS Dhoni (c & wk),c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Chennai Super Kings,Delhi Capitals,lost,30360,19:30:00,25,2020,9,"Dubai International Cricket Stadium, Dubai",265
83,Ravindra Jadeja,b Pathan,25,17,4,1,147.06,Inn2,Chennai Super Kings,Delhi Capitals,lost,30360,19:30:00,25,2020,9,"Dubai International Cricket Stadium, Dubai",587
84,Warner (c),not out,31,14,3,2,221.43,Inn1,Sunrisers Hyderabad,Kolkata Knight Riders,lost,30365,19:30:00,26,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",1739
85,Bairstow,b Pathan,13,10,0,1,130.00,Inn1,Sunrisers Hyderabad,Kolkata Knight Riders,lost,30365,19:30:00,26,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",6507
86,Manish Pandey,c Pathan b Mota,32,13,2,3,246.15,Inn1,Sunrisers Hyderabad,Kolkata Knight Riders,lost,30365,19:30:00,26,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",1836
87,W Saha (wk),not out,116,54,8,9,214.81,Inn1,Sunrisers Hyderabad,Kolkata Knight Riders,lost,30365,19:30:00,26,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",1465
88,Nabi,lbw b Hopes,2,3,0,0,66.67,Inn1,Sunrisers Hyderabad,Kolkata Knight Riders,lost,30365,19:30:00,26,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",3007
89,Abhishek Sharma,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Sunrisers Hyderabad,Kolkata Knight Riders,lost,30365,19:30:00,26,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",12086
90,7,b Pathan,25,17,4,1,147.06,Inn1,Sunrisers Hyderabad,Kolkata Knight Riders,lost,30365,19:30:00,26,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",
91,Shubman Gill,not out,31,14,3,2,221.43,Inn2,Kolkata Knight Riders,Sunrisers Hyderabad,won,30365,19:30:00,26,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",11808
92,Sunil Narine,b Pathan,13,10,0,1,130.00,Inn2,Kolkata Knight Riders,Sunrisers Hyderabad,won,30365,19:30:00,26,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",2276
93,Nitish Rana,c Pathan b Mota,32,13,2,3,246.15,Inn2,Kolkata Knight Riders,Sunrisers Hyderabad,won,30365,19:30:00,26,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",9204
94,Dinesh Karthik (c & wk),not out,116,54,8,9,214.81,Inn2,Kolkata Knight Riders,Sunrisers Hyderabad,won,30365,19:30:00,26,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",145
95,Eoin Morgan,lbw b Hopes,2,3,0,0,66.67,Inn2,Kolkata Knight Riders,Sunrisers Hyderabad,won,30365,19:30:00,26,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",624
96,7,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Kolkata Knight Riders,Sunrisers Hyderabad,won,30365,19:30:00,26,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",
97,,b Pathan,25,17,4,1,147.06,Inn2,Kolkata Knight Riders,Sunrisers Hyderabad,won,30365,19:30:00,26,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",
98,Rahul (c & wk),not out,31,14,3,2,221.43,Inn1,Kings XI Punjab,Rajasthan Royals,lost,30369,19:30:00,27,2020,9,"Sharjah Cricket Stadium, Sharjah",8733
99,Mayank Agarwal,b Pathan,13,10,0,1,130.00,Inn1,Kings XI Punjab,Rajasthan Royals,lost,30369,19:30:00,27,2020,9,"Sharjah Cricket Stadium, Sharjah",2195
100,Maxwell,c Pathan b Mota,32,13,2,3,246.15,Inn1,Kings XI Punjab,Rajasthan Royals,lost,30369,19:30:00,27,2020,9,"Sharjah Cricket Stadium, Sharjah",7662
101,Pooran,not out,116,54,8,9,214.81,Inn1,Kings XI Punjab,Rajasthan Royals,lost,30369,19:30:00,27,2020,9,"Sharjah Cricket Stadium, Sharjah",9406
102,10,lbw b Hopes,2,3,0,0,66.67,Inn1,Kings XI Punjab,Rajasthan Royals,lost,30369,19:30:00,27,2020,9,"Sharjah Cricket Stadium, Sharjah",
103,,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Kings XI Punjab,Rajasthan Royals,lost,30369,19:30:00,27,2020,9,"Sharjah Cricket Stadium, Sharjah",
104,,c Sangakkara b Lee,15,17,4,1,147.06,Inn1,Kings XI Punjab,Rajasthan Royals,lost,30369,19:30:00,27,2020,9,"Sharjah Cricket Stadium, Sharjah",
105,,b Pathan,25,10,3,0,150.00,Inn1,Kings XI Punjab,Rajasthan Royals,lost,30369,19:30:00,27,2020,9,"Sharjah Cricket Stadium, Sharjah",
106,,b Pathan,25,17,4,1,147.06,Inn1,Kings XI Punjab,Rajasthan Royals,lost,30369,19:30:00,27,2020,9,"Sharjah Cricket Stadium, Sharjah",
107,Jos Buttler (wk),not out,31,14,3,2,221.43,Inn2,Rajasthan Royals,Kings XI Punjab,won,30369,19:30:00,27,2020,9,"Sharjah Cricket Stadium, Sharjah",2258
108,Steven Smith (c),b Pathan,13,10,0,1,130.00,Inn2,Rajasthan Royals,Kings XI Punjab,won,30369,19:30:00,27,2020,9,"Sharjah Cricket Stadium, Sharjah",2250
109,Sanju Samson,c Pathan b Mota,32,13,2,3,246.15,Inn2,Rajasthan Royals,Kings XI Punjab,won,30369,19:30:00,27,2020,9,"Sharjah Cricket Stadium, Sharjah",8271
110,Rahul Tewatia,not out,116,54,8,9,214.81,Inn2,Rajasthan Royals,Kings XI Punjab,won,30369,19:30:00,27,2020,9,"Sharjah Cricket Stadium, Sharjah",9693
111,Robin Uthappa,lbw b Hopes,2,3,0,0,66.67,Inn2,Rajasthan Royals,Kings XI Punjab,won,30369,19:30:00,27,2020,9,"Sharjah Cricket Stadium, Sharjah",527
112,Jofra Archer,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Rajasthan Royals,Kings XI Punjab,won,30369,19:30:00,27,2020,9,"Sharjah Cricket Stadium, Sharjah",11540
113,Riyan Parag,b Pathan,25,17,4,1,147.06,Inn2,Rajasthan Royals,Kings XI Punjab,won,30369,19:30:00,27,2020,9,"Sharjah Cricket Stadium, Sharjah",12305
114,Devdutt Padikkal,not out,31,14,3,2,221.43,Inn1,Royal Challengers Bangalore,Mumbai Indians,lost,30370,19:30:00,28,2020,9,"Dubai International Cricket Stadium, Dubai",13088
115,Finch,b Pathan,13,10,0,1,130.00,Inn1,Royal Challengers Bangalore,Mumbai Indians,lost,30370,19:30:00,28,2020,9,"Dubai International Cricket Stadium, Dubai",1643
116,Kohli (c),c Pathan b Mota,32,13,2,3,246.15,Inn1,Royal Challengers Bangalore,Mumbai Indians,lost,30370,19:30:00,28,2020,9,"Dubai International Cricket Stadium, Dubai",1413
117,de Villiers (wk),not out,116,54,8,9,214.81,Inn1,Royal Challengers Bangalore,Mumbai Indians,lost,30370,19:30:00,28,2020,9,"Dubai International Cricket Stadium, Dubai",370
118,Shivam Dube,lbw b Hopes,2,3,0,0,66.67,Inn1,Royal Challengers Bangalore,Mumbai Indians,lost,30370,19:30:00,28,2020,9,"Dubai International Cricket Stadium, Dubai",11195
119,10,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Royal Challengers Bangalore,Mumbai Indians,lost,30370,19:30:00,28,2020,9,"Dubai International Cricket Stadium, Dubai",
120,,b Pathan,25,17,4,1,147.06,Inn1,Royal Challengers Bangalore,Mumbai Indians,lost,30370,19:30:00,28,2020,9,"Dubai International Cricket Stadium, Dubai",
121,Rohit Sharma (c),not out,31,14,3,2,221.43,Inn2,Mumbai Indians,Royal Challengers Bangalore,lost,30370,19:30:00,28,2020,9,"Dubai International Cricket Stadium, Dubai",576
122,Quinton de Kock (wk),b Pathan,13,10,0,1,130.00,Inn2,Mumbai Indians,Royal Challengers Bangalore,lost,30370,19:30:00,28,2020,9,"Dubai International Cricket Stadium, Dubai",8520
123,Suryakumar Yadav,c Pathan b Mota,32,13,2,3,246.15,Inn2,Mumbai Indians,Royal Challengers Bangalore,lost,30370,19:30:00,28,2020,9,"Dubai International Cricket Stadium, Dubai",7915
124,Ishan Kishan,not out,116,54,8,9,214.81,Inn2,Mumbai Indians,Royal Challengers Bangalore,lost,30370,19:30:00,28,2020,9,"Dubai International Cricket Stadium, Dubai",10276
125,Hardik Pandya,lbw b Hopes,2,3,0,0,66.67,Inn2,Mumbai Indians,Royal Challengers Bangalore,lost,30370,19:30:00,28,2020,9,"Dubai International Cricket Stadium, Dubai",9647
126,Kieron Pollard,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Mumbai Indians,Royal Challengers Bangalore,lost,30370,19:30:00,28,2020,9,"Dubai International Cricket Stadium, Dubai",657
127,Krunal Pandya,b Pathan,25,17,4,1,147.06,Inn2,Mumbai Indians,Royal Challengers Bangalore,lost,30370,19:30:00,28,2020,9,"Dubai International Cricket Stadium, Dubai",11311
128,Warner (c),not out,31,14,3,2,221.43,Inn1,Sunrisers Hyderabad,Delhi Capitals,won,30375,19:30:00,29,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",1739
129,Bairstow (wk),b Pathan,13,10,0,1,130.00,Inn1,Sunrisers Hyderabad,Delhi Capitals,won,30375,19:30:00,29,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",6507
130,Manish Pandey,c Pathan b Mota,32,13,2,3,246.15,Inn1,Sunrisers Hyderabad,Delhi Capitals,won,30375,19:30:00,29,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",1836
131,Williamson,not out,116,54,8,9,214.81,Inn1,Sunrisers Hyderabad,Delhi Capitals,won,30375,19:30:00,29,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",6326
132,Abdul Samad,lbw b Hopes,2,3,0,0,66.67,Inn1,Sunrisers Hyderabad,Delhi Capitals,won,30375,19:30:00,29,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",14628
133,Abhishek Sharma,c Sangakkara b Lee,15,10,3,0,150.00,Inn1,Sunrisers Hyderabad,Delhi Capitals,won,30375,19:30:00,29,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",12086
134,7,b Pathan,25,17,4,1,147.06,Inn1,Sunrisers Hyderabad,Delhi Capitals,won,30375,19:30:00,29,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",
135,Prithvi Shaw,not out,31,14,3,2,221.43,Inn2,Delhi Capitals,Sunrisers Hyderabad,lost,30375,19:30:00,29,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",12094
136,Shikhar Dhawan,b Pathan,13,10,0,1,130.00,Inn2,Delhi Capitals,Sunrisers Hyderabad,lost,30375,19:30:00,29,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",1446
137,Shreyas Iyer (c),c Pathan b Mota,32,13,2,3,246.15,Inn2,Delhi Capitals,Sunrisers Hyderabad,lost,30375,19:30:00,29,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",9428
138,Rishabh Pant (wk),not out,116,54,8,9,214.81,Inn2,Delhi Capitals,Sunrisers Hyderabad,lost,30375,19:30:00,29,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",10744
139,Shimron Hetmyer,lbw b Hopes,2,3,0,0,66.67,Inn2,Delhi Capitals,Sunrisers Hyderabad,lost,30375,19:30:00,29,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",9789
140,Marcus Stoinis,c Sangakkara b Lee,15,10,3,0,150.00,Inn2,Delhi Capitals,Sunrisers Hyderabad,lost,30375,19:30:00,29,2020,9,"Sheikh Zayed Stadium, Abu Dhabi",8989
