,batsman,got_out,Runs,Balls,Fours,Sixes,St.rate,Inning,Team,Opponent,Win/Lost,match_id,time,day,year,Month,Venue
25,Wriddhiman Saha (wk),c Laughlin b Unadkat,5,5,1,0,100.00,Inn2,Sunrisers Hyderabad,Rajasthan Royals,won,20064,20:00:00,9,2018,4,"Rajiv Gandhi International Stadium, Hyderabad"
26,Shikhar Dhawan,not out,77,57,13,1,135.09,Inn2,Sunrisers Hyderabad,Rajasthan Royals,won,20064,20:00:00,9,2018,4,"Rajiv Gandhi International Stadium, Hyderabad"
27,Kane Williamson (c),not out,36,35,3,1,102.86,Inn2,Sunrisers Hyderabad,Rajasthan Royals,won,20064,20:00:00,9,2018,4,"Rajiv Gandhi International Stadium, Hyderabad"
28,Chris Lynn,b Ravindra Jadeja,22,16,4,0,137.50,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai"
29,Narine,c Raina b Harbhajan,12,4,0,2,300.00,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai"
30,Uthappa,run out (Raina),29,16,2,3,181.25,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai"
31,Nitish Rana,c Dhoni b Watson,16,14,2,0,114.29,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai"
32,Karthik (c & wk),lbw b Watson,26,25,2,1,104.00,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai"
33,Rinku Singh,c DJ Bravo b SN Thakur,2,4,0,0,50.00,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai"
34,A Russell,not out,88,36,1,11,244.44,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai"
35,Tom Curran,not out,2,5,0,0,40.00,Inn1,Kolkata Knight Riders,Chennai Super Kings,lost,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai"
36,Shane Watson,c Rinku Singh b Tom Curran,42,19,3,3,221.05,Inn2,Chennai Super Kings,Kolkata Knight Riders,won,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai"
37,Ambati Rayudu,c (sub)Shivam Mavi b Kuldeep Yadav,39,26,3,2,150.00,Inn2,Chennai Super Kings,Kolkata Knight Riders,won,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai"
38,Suresh Raina,c Vinay Kumar b Narine,14,12,0,1,116.67,Inn2,Chennai Super Kings,Kolkata Knight Riders,won,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai"
39,MS Dhoni (c & wk),c Karthik b Chawla,25,28,1,1,89.29,Inn2,Chennai Super Kings,Kolkata Knight Riders,won,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai"
40,Sam Billings,c Uthappa b Tom Curran,56,23,2,5,243.48,Inn2,Chennai Super Kings,Kolkata Knight Riders,won,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai"
41,Ravindra Jadeja,not out,11,7,0,1,157.14,Inn2,Chennai Super Kings,Kolkata Knight Riders,won,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai"
42,Dwayne Bravo,not out,11,5,0,1,220.00,Inn2,Chennai Super Kings,Kolkata Knight Riders,won,20065,20:00:00,10,2018,4,"MA Chidambaram Stadium, Chennai"
43,A Rahane (c),c Chris Morris b Nadeem,45,40,5,0,112.50,Inn1,Rajasthan Royals,Delhi Daredevils,won,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur"
44,D Arcy Short,run out (Vijay Shankar),6,3,1,0,200.00,Inn1,Rajasthan Royals,Delhi Daredevils,won,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur"
45,Stokes,c Pant b Boult,16,12,1,1,133.33,Inn1,Rajasthan Royals,Delhi Daredevils,won,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur"
46,Samson,b Nadeem,37,22,2,2,168.18,Inn1,Rajasthan Royals,Delhi Daredevils,won,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur"
47,Jos Buttler (wk),b Shami,29,18,2,2,161.11,Inn1,Rajasthan Royals,Delhi Daredevils,won,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur"
48,R Tripathi,not out,15,11,0,1,136.36,Inn1,Rajasthan Royals,Delhi Daredevils,won,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur"
49,Gowtham,not out,2,1,0,0,200.00,Inn1,Rajasthan Royals,Delhi Daredevils,won,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur"
50,Glenn Maxwell,c Jos Buttler b Laughlin,17,12,2,1,141.67,Inn2,Delhi Daredevils,Rajasthan Royals,lost,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur"
51,Colin Munro,run out (Jos Buttler/Gowtham),0,0,0,0,0.00,Inn2,Delhi Daredevils,Rajasthan Royals,lost,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur"
52,Rishabh Pant (wk),c Gowtham b Unadkat,20,14,3,0,142.86,Inn2,Delhi Daredevils,Rajasthan Royals,lost,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur"
53,Chris Morris,not out,17,7,2,1,242.86,Inn2,Delhi Daredevils,Rajasthan Royals,lost,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur"
54,Vijay Shankar,c Stokes b Laughlin,3,3,0,0,100.00,Inn2,Delhi Daredevils,Rajasthan Royals,lost,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur"
55,Shreyas Iyer,not out,0,0,0,0,0.00,Inn2,Delhi Daredevils,Rajasthan Royals,lost,20066,20:00:00,11,2018,4,"Sawai Mansingh Stadium, Jaipur"
56,Rohit (c),c Shakib b Stanlake,11,10,1,1,110.00,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad"
57,Lewis,b S Kaul,29,17,3,2,170.59,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad"
58,Ishan Kishan (wk),c Y Pathan b S Kaul,9,9,2,0,100.00,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad"
59,Suryakumar Yadav,c Deepak Hooda b Sandeep Sharma,28,31,2,1,90.32,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad"
60,Krunal Pandya,c Williamson b Shakib,15,10,2,0,150.00,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad"
61,Pollard,c Dhawan b Stanlake,28,23,3,2,121.74,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad"
62,Cutting,b Rashid Khan,9,9,1,0,100.00,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad"
63,Sangwan,lbw b Sandeep Sharma,0,4,0,0,0.00,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad"
64,Markande,not out,6,3,1,0,200.00,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad"
65,Bumrah,not out,4,5,0,0,80.00,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad"
66,Wriddhiman Saha (wk),lbw b Markande,22,20,3,0,110.00,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad"
67,Shikhar Dhawan,c Bumrah b Markande,45,28,8,0,160.71,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad"
68,Kane Williamson (c),c Ishan Kishan b Mustafizur,6,4,1,0,150.00,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad"
69,Manish Pandey,c Rohit b Markande,11,8,1,0,137.50,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad"
70,Shakib Al Hasan,b Markande,12,12,1,0,100.00,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad"
71,Deepak Hooda,not out,32,25,1,1,128.00,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad"
72,Yusuf Pathan,c Pollard b Bumrah,14,14,2,0,100.00,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad"
73,Rashid Khan,c Ishan Kishan b Bumrah,0,1,0,0,0.00,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad"
74,Siddarth Kaul,c and b Mustafizur,0,4,0,0,0.00,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad"
75,Sandeep Sharma,c Krunal Pandya b Mustafizur,0,2,0,0,0.00,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad"
76,,not out,5,2,1,0,250.00,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,20067,20:00:00,12,2018,4,"Rajiv Gandhi International Stadium, Hyderabad"
77,Rahul (wk),c Sarfaraz Khan b Washington Sundar,47,30,2,4,156.67,Inn1,Kings XI Punjab,Royal Challengers Bangalore,lost,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
78,Mayank Agarwal,c de Kock b Umesh,15,11,3,0,136.36,Inn1,Kings XI Punjab,Royal Challengers Bangalore,lost,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
79,Finch,lbw b Umesh,0,1,0,0,0.00,Inn1,Kings XI Punjab,Royal Challengers Bangalore,lost,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
80,Yuvraj,b Umesh,4,4,1,0,100.00,Inn1,Kings XI Punjab,Royal Challengers Bangalore,lost,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
81,Nair,b Kulwant Khejroliya,29,26,3,0,111.54,Inn1,Kings XI Punjab,Royal Challengers Bangalore,lost,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
82,Stoinis,st de Kock b Washington Sundar,11,9,0,1,122.22,Inn1,Kings XI Punjab,Royal Challengers Bangalore,lost,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
83,Axar,lbw b Kulwant Khejroliya,2,3,0,0,66.67,Inn1,Kings XI Punjab,Royal Challengers Bangalore,lost,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
84,Ashwin (c),st de Kock b Chahal,33,21,3,1,157.14,Inn1,Kings XI Punjab,Royal Challengers Bangalore,lost,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
85,Andrew Tye,c Kohli b Chris Woakes,7,7,0,0,100.00,Inn1,Kings XI Punjab,Royal Challengers Bangalore,lost,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
86,Mohit Sharma,not out,1,2,0,0,50.00,Inn1,Kings XI Punjab,Royal Challengers Bangalore,lost,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
87,,c Sarfaraz Khan b Chris Woakes,0,2,0,0,0.00,Inn1,Kings XI Punjab,Royal Challengers Bangalore,lost,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
88,Quinton de Kock (wk),b Ashwin,45,34,7,1,132.35,Inn2,Royal Challengers Bangalore,Kings XI Punjab,won,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
89,Brendon McCullum,c Mujeeb b Axar,0,1,0,0,0.00,Inn2,Royal Challengers Bangalore,Kings XI Punjab,won,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
90,Virat Kohli (c),b Mujeeb,21,16,4,0,131.25,Inn2,Royal Challengers Bangalore,Kings XI Punjab,won,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
91,AB de Villiers,c Nair b Andrew Tye,57,40,2,4,142.50,Inn2,Royal Challengers Bangalore,Kings XI Punjab,won,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
92,Sarfaraz Khan,c Nair b Ashwin,0,1,0,0,0.00,Inn2,Royal Challengers Bangalore,Kings XI Punjab,won,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
93,Mandeep Singh,run out ((sub)Mayank Dagar/Rahul),22,19,1,0,115.79,Inn2,Royal Challengers Bangalore,Kings XI Punjab,won,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
94,Chris Woakes,not out,1,2,0,0,50.00,Inn2,Royal Challengers Bangalore,Kings XI Punjab,won,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
95,Washington Sundar,not out,9,4,2,0,225.00,Inn2,Royal Challengers Bangalore,Kings XI Punjab,won,20068,20:00:00,13,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
96,Suryakumar Yadav,lbw b Rahul Tewatia,53,32,7,1,165.62,Inn1,Mumbai Indians,Delhi Daredevils,lost,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai"
97,Lewis,c Roy b Rahul Tewatia,48,28,4,4,171.43,Inn1,Mumbai Indians,Delhi Daredevils,lost,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai"
98,Ishan Kishan (wk),b Christian,44,23,5,2,191.30,Inn1,Mumbai Indians,Delhi Daredevils,lost,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai"
99,Rohit (c),c Roy b Boult,18,15,2,0,120.00,Inn1,Mumbai Indians,Delhi Daredevils,lost,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai"
100,Pollard,b Christian,0,1,0,0,0.00,Inn1,Mumbai Indians,Delhi Daredevils,lost,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai"
101,Krunal Pandya,c Rahul Tewatia b Shami,11,10,1,0,110.00,Inn1,Mumbai Indians,Delhi Daredevils,lost,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai"
102,Hardik Pandya,c Shreyas Iyer b Boult,2,3,0,0,66.67,Inn1,Mumbai Indians,Delhi Daredevils,lost,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai"
103,Dananjaya,not out,4,5,0,0,80.00,Inn1,Mumbai Indians,Delhi Daredevils,lost,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai"
104,Markande,not out,4,3,0,0,133.33,Inn1,Mumbai Indians,Delhi Daredevils,lost,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai"
105,Jason Roy,not out,91,53,6,6,171.70,Inn2,Delhi Daredevils,Mumbai Indians,won,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai"
106,Gautam Gambhir (c),c Rohit b Mustafizur,15,16,2,0,93.75,Inn2,Delhi Daredevils,Mumbai Indians,won,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai"
107,Rishabh Pant (wk),c Pollard b Krunal Pandya,47,25,6,2,188.00,Inn2,Delhi Daredevils,Mumbai Indians,won,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai"
108,Glenn Maxwell,c Hardik Pandya b Krunal Pandya,13,6,1,1,216.67,Inn2,Delhi Daredevils,Mumbai Indians,won,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai"
109,Shreyas Iyer,not out,27,20,3,1,135.00,Inn2,Delhi Daredevils,Mumbai Indians,won,20069,16:00:00,14,2018,4,"Wankhede Stadium, Mumbai"
110,A Rahane (c),c Umesh b Chris Woakes,36,20,6,1,180.00,Inn1,Rajasthan Royals,Royal Challengers Bangalore,won,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
111,D Arcy Short,c de Kock b Chahal,11,17,1,0,64.71,Inn1,Rajasthan Royals,Royal Challengers Bangalore,won,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
112,Samson,not out,92,45,2,10,204.44,Inn1,Rajasthan Royals,Royal Challengers Bangalore,won,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
113,Stokes,b Chahal,27,21,2,1,128.57,Inn1,Rajasthan Royals,Royal Challengers Bangalore,won,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
114,Jos Buttler (wk),c Kohli b Chris Woakes,23,14,2,1,164.29,Inn1,Rajasthan Royals,Royal Challengers Bangalore,won,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
115,R Tripathi,not out,14,5,1,1,280.00,Inn1,Rajasthan Royals,Royal Challengers Bangalore,won,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
116,Brendon McCullum,c Stokes b Gowtham,4,4,1,0,100.00,Inn2,Royal Challengers Bangalore,Rajasthan Royals,lost,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
117,Quinton de Kock (wk),c Unadkat b D Arcy Short,26,19,4,0,136.84,Inn2,Royal Challengers Bangalore,Rajasthan Royals,lost,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
118,Virat Kohli (c),c D Arcy Short b Shreyas Gopal,57,30,6,2,190.00,Inn2,Royal Challengers Bangalore,Rajasthan Royals,lost,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
119,AB de Villiers,c Unadkat b Shreyas Gopal,20,18,1,1,111.11,Inn2,Royal Challengers Bangalore,Rajasthan Royals,lost,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
120,Mandeep Singh,not out,47,25,6,1,188.00,Inn2,Royal Challengers Bangalore,Rajasthan Royals,lost,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
121,Pawan Negi,c Jos Buttler b Laughlin,3,4,0,0,75.00,Inn2,Royal Challengers Bangalore,Rajasthan Royals,lost,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
122,Washington Sundar,b Stokes,35,19,1,3,184.21,Inn2,Royal Challengers Bangalore,Rajasthan Royals,lost,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
123,Chris Woakes,not out,0,1,0,0,0.00,Inn2,Royal Challengers Bangalore,Rajasthan Royals,lost,20071,16:00:00,15,2018,4,"M.Chinnaswamy Stadium, Bengaluru"
124,Chris Lynn,c Roy b Shami,31,29,4,1,106.90,Inn1,Kolkata Knight Riders,Delhi Daredevils,won,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata"
125,Narine,c Maxwell b Boult,1,4,0,0,25.00,Inn1,Kolkata Knight Riders,Delhi Daredevils,won,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata"
126,Uthappa,c and b Nadeem,35,19,2,3,184.21,Inn1,Kolkata Knight Riders,Delhi Daredevils,won,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata"
127,Nitish Rana,c Gambhir b Chris Morris,59,35,5,4,168.57,Inn1,Kolkata Knight Riders,Delhi Daredevils,won,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata"
128,Karthik (c & wk),c Boult b Chris Morris,19,10,2,1,190.00,Inn1,Kolkata Knight Riders,Delhi Daredevils,won,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata"
129,A Russell,b Boult,41,12,0,6,341.67,Inn1,Kolkata Knight Riders,Delhi Daredevils,won,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata"
130,Shubman Gill,c Chris Morris b Rahul Tewatia,6,5,1,0,120.00,Inn1,Kolkata Knight Riders,Delhi Daredevils,won,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata"
131,Tom Curran,c Maxwell b Rahul Tewatia,2,3,0,0,66.67,Inn1,Kolkata Knight Riders,Delhi Daredevils,won,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata"
132,Chawla,c Pant b Rahul Tewatia,0,3,0,0,0.00,Inn1,Kolkata Knight Riders,Delhi Daredevils,won,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata"
133,Shivam Mavi,not out,0,0,0,0,0.00,Inn1,Kolkata Knight Riders,Delhi Daredevils,won,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata"
134,Gautam Gambhir (c),b Shivam Mavi,8,7,1,0,114.29,Inn2,Delhi Daredevils,Kolkata Knight Riders,lost,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata"
135,Jason Roy,st Karthik b Chawla,1,3,0,0,33.33,Inn2,Delhi Daredevils,Kolkata Knight Riders,lost,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata"
136,Shreyas Iyer,c Nitish Rana b A Russell,4,3,1,0,133.33,Inn2,Delhi Daredevils,Kolkata Knight Riders,lost,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata"
137,Rishabh Pant (wk),c Chawla b Kuldeep Yadav,43,26,7,1,165.38,Inn2,Delhi Daredevils,Kolkata Knight Riders,lost,20073,20:00:00,16,2018,4,"Eden Gardens, Kolkata"
