,batsman,got_out,Runs,Balls,Fours,Sixes,St.rate,Inning,Team,Opponent,Win/Lost,match_id,time,day,year,Month,Venue
32,Samson (c & wk),c Abdul Samad b Bhuvneshwar,55,27,3,5,203.70,Inn1,Rajasthan Royals,Sunrisers Hyderabad,won,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
33,Padikkal,b Umran Malik,41,29,4,2,141.38,Inn1,Rajasthan Royals,Sunrisers Hyderabad,won,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
34,Hetmyer,b T Natarajan,32,13,2,3,246.15,Inn1,Rajasthan Royals,Sunrisers Hyderabad,won,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
35,Riyan Parag,c Pooran b T Natarajan,12,9,2,0,133.33,Inn1,Rajasthan Royals,Sunrisers Hyderabad,won,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
36,Coulter-Nile,not out,1,2,0,0,50.00,Inn1,Rajasthan Royals,Sunrisers Hyderabad,won,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
37,Kane Williamson (c),c Padikkal b Prasidh,2,7,0,0,28.57,Inn2,Sunrisers Hyderabad,Rajasthan Royals,lost,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
38,Abhishek Sharma,c Hetmyer b Chahal,9,19,1,0,47.37,Inn2,Sunrisers Hyderabad,Rajasthan Royals,lost,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
39,Rahul Tripathi,c Samson b Prasidh,0,3,0,0,0.00,Inn2,Sunrisers Hyderabad,Rajasthan Royals,lost,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
40,Nicholas Pooran (wk),lbw b Boult,0,9,0,0,0.00,Inn2,Sunrisers Hyderabad,Rajasthan Royals,lost,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
41,Aiden Markram,not out,57,41,5,2,139.02,Inn2,Sunrisers Hyderabad,Rajasthan Royals,lost,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
42,Abdul Samad,c Riyan Parag b Chahal,4,6,0,0,66.67,Inn2,Sunrisers Hyderabad,Rajasthan Royals,lost,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
43,Romario Shepherd,b Chahal,24,18,0,2,133.33,Inn2,Sunrisers Hyderabad,Rajasthan Royals,lost,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
44,Washington Sundar,c Hetmyer b Boult,40,14,5,2,285.71,Inn2,Sunrisers Hyderabad,Rajasthan Royals,lost,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
45,Bhuvneshwar Kumar,not out,3,4,0,0,75.00,Inn2,Sunrisers Hyderabad,Rajasthan Royals,lost,45906,19:30:00,29,2022,3,"Maharashtra Cricket Association Stadium, Pune"
46,Rahane,c Shahbaz Ahmed b Siraj,9,10,1,0,90.00,Inn1,Kolkata Knight Riders,Royal Challengers Bangalore,lost,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
47,Venkatesh Iyer,c and b Akash Deep,10,14,1,0,71.43,Inn1,Kolkata Knight Riders,Royal Challengers Bangalore,lost,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
48,Shreyas Iyer (c),c du Plessis b W Hasaranga,13,10,2,0,130.00,Inn1,Kolkata Knight Riders,Royal Challengers Bangalore,lost,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
49,Nitish Rana,c Willey b Akash Deep,10,5,1,1,200.00,Inn1,Kolkata Knight Riders,Royal Challengers Bangalore,lost,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
50,Narine,c Akash Deep b W Hasaranga,12,8,1,1,150.00,Inn1,Kolkata Knight Riders,Royal Challengers Bangalore,lost,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
51,Billings,c Kohli b Harshal Patel,14,15,0,1,93.33,Inn1,Kolkata Knight Riders,Royal Challengers Bangalore,lost,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
52,Jackson (wk),b W Hasaranga,0,1,0,0,0.00,Inn1,Kolkata Knight Riders,Royal Challengers Bangalore,lost,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
53,Russell,c Karthik b Harshal Patel,25,18,1,3,138.89,Inn1,Kolkata Knight Riders,Royal Challengers Bangalore,lost,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
54,Southee,c du Plessis b W Hasaranga,1,5,0,0,20.00,Inn1,Kolkata Knight Riders,Royal Challengers Bangalore,lost,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
55,Umesh,b Akash Deep,18,12,2,1,150.00,Inn1,Kolkata Knight Riders,Royal Challengers Bangalore,lost,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
56,,not out,10,16,2,0,62.50,Inn1,Kolkata Knight Riders,Royal Challengers Bangalore,lost,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
57,Faf du Plessis (c),c Rahane b Southee,5,4,1,0,125.00,Inn2,Royal Challengers Bangalore,Kolkata Knight Riders,won,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
58,Anuj Rawat,c Jackson b Umesh,0,2,0,0,0.00,Inn2,Royal Challengers Bangalore,Kolkata Knight Riders,won,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
59,Virat Kohli,c Jackson b Umesh,12,7,2,0,171.43,Inn2,Royal Challengers Bangalore,Kolkata Knight Riders,won,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
60,David Willey,c Nitish Rana b Narine,18,28,3,0,64.29,Inn2,Royal Challengers Bangalore,Kolkata Knight Riders,won,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
61,Sherfane Rutherford,c Jackson b Southee,28,40,1,1,70.00,Inn2,Royal Challengers Bangalore,Kolkata Knight Riders,won,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
62,Shahbaz Ahmed,st Jackson b Chakaravarthy,27,20,0,3,135.00,Inn2,Royal Challengers Bangalore,Kolkata Knight Riders,won,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
63,Dinesh Karthik (wk),not out,14,7,1,1,200.00,Inn2,Royal Challengers Bangalore,Kolkata Knight Riders,won,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
64,Wanindu Hasaranga,c Russell b Southee,4,3,1,0,133.33,Inn2,Royal Challengers Bangalore,Kolkata Knight Riders,won,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
65,Harshal Patel,not out,10,6,2,0,166.67,Inn2,Royal Challengers Bangalore,Kolkata Knight Riders,won,45911,19:30:00,30,2022,3,"Dr DY Patil Sports Academy, Mumbai"
66,Uthappa,lbw b Ravi Bishnoi,50,27,8,1,185.19,Inn1,Chennai Super Kings,Lucknow Super Giants,lost,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
67,Ruturaj Gaikwad,run out (Ravi Bishnoi),1,4,0,0,25.00,Inn1,Chennai Super Kings,Lucknow Super Giants,lost,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
68,Moeen,b Avesh Khan,35,22,4,2,159.09,Inn1,Chennai Super Kings,Lucknow Super Giants,lost,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
69,Shivam Dube,c Lewis b Avesh Khan,49,30,5,2,163.33,Inn1,Chennai Super Kings,Lucknow Super Giants,lost,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
70,Rayudu,b Ravi Bishnoi,27,20,2,2,135.00,Inn1,Chennai Super Kings,Lucknow Super Giants,lost,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
71,Ravindra Jadeja (c),c Manish Pandey b Andrew Tye,17,9,3,0,188.89,Inn1,Chennai Super Kings,Lucknow Super Giants,lost,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
72,Dhoni (wk),not out,16,6,2,1,266.67,Inn1,Chennai Super Kings,Lucknow Super Giants,lost,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
73,Pretorius,lbw b Andrew Tye,0,1,0,0,0.00,Inn1,Chennai Super Kings,Lucknow Super Giants,lost,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
74,DJ Bravo,not out,1,1,0,0,100.00,Inn1,Chennai Super Kings,Lucknow Super Giants,lost,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
75,KL Rahul (c),c Rayudu b Pretorius,40,26,2,3,153.85,Inn2,Lucknow Super Giants,Chennai Super Kings,won,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
76,Quinton de Kock (wk),c Dhoni b Pretorius,61,45,9,0,135.56,Inn2,Lucknow Super Giants,Chennai Super Kings,won,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
77,Manish Pandey,c DJ Bravo b Tushar Deshpande,5,6,0,0,83.33,Inn2,Lucknow Super Giants,Chennai Super Kings,won,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
78,Evin Lewis,not out,55,23,6,3,239.13,Inn2,Lucknow Super Giants,Chennai Super Kings,won,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
79,Deepak Hooda,c Ravindra Jadeja b DJ Bravo,13,8,1,1,162.50,Inn2,Lucknow Super Giants,Chennai Super Kings,won,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
80,Ayush Badoni,not out,19,9,0,2,211.11,Inn2,Lucknow Super Giants,Chennai Super Kings,won,45916,19:30:00,31,2022,3,"Brabourne Stadium, Mumbai"
81,Mayank Agarwal (c),lbw b Umesh,1,5,0,0,20.00,Inn1,Punjab Kings,Kolkata Knight Riders,lost,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
82,Dhawan,c Billings b Southee,16,15,1,1,106.67,Inn1,Punjab Kings,Kolkata Knight Riders,lost,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
83,B Rajapaksa (wk),c Southee b Shivam Mavi,31,9,3,3,344.44,Inn1,Punjab Kings,Kolkata Knight Riders,lost,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
84,Livingstone,c Southee b Umesh,19,16,1,1,118.75,Inn1,Punjab Kings,Kolkata Knight Riders,lost,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
85,Raj Bawa,b Narine,11,13,1,0,84.62,Inn1,Punjab Kings,Kolkata Knight Riders,lost,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
86,Shahrukh Khan,c Nitish Rana b Southee,0,5,0,0,0.00,Inn1,Punjab Kings,Kolkata Knight Riders,lost,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
87,Harpreet Brar,b Umesh,14,18,1,1,77.78,Inn1,Punjab Kings,Kolkata Knight Riders,lost,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
88,Odean Smith,not out,9,12,0,1,75.00,Inn1,Punjab Kings,Kolkata Knight Riders,lost,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
89,Rahul Chahar,c Nitish Rana b Umesh,0,2,0,0,0.00,Inn1,Punjab Kings,Kolkata Knight Riders,lost,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
90,Rabada,c Southee b Russell,25,16,4,1,156.25,Inn1,Punjab Kings,Kolkata Knight Riders,lost,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
91,,run out (Nitish Rana/Russell),0,1,0,0,0.00,Inn1,Punjab Kings,Kolkata Knight Riders,lost,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
92,Ajinkya Rahane,c Odean Smith b Rabada,12,11,3,0,109.09,Inn2,Kolkata Knight Riders,Punjab Kings,won,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
93,Venkatesh Iyer,c Harpreet Brar b Odean Smith,3,7,0,0,42.86,Inn2,Kolkata Knight Riders,Punjab Kings,won,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
94,Shreyas Iyer (c),c Rabada b Rahul Chahar,26,15,5,0,173.33,Inn2,Kolkata Knight Riders,Punjab Kings,won,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
95,Sam Billings (wk),not out,24,23,1,1,104.35,Inn2,Kolkata Knight Riders,Punjab Kings,won,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
96,Nitish Rana,lbw b Rahul Chahar,0,2,0,0,0.00,Inn2,Kolkata Knight Riders,Punjab Kings,won,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
97,Andre Russell,not out,70,31,2,8,225.81,Inn2,Kolkata Knight Riders,Punjab Kings,won,45921,19:30:00,1,2022,4,"Wankhede Stadium, Mumbai"
98,Jos Buttler,b Bumrah,100,68,11,5,147.06,Inn1,Rajasthan Royals,Mumbai Indians,won,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
99,Jaiswal,c Tim David b Bumrah,1,2,0,0,50.00,Inn1,Rajasthan Royals,Mumbai Indians,won,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
100,Padikkal,c Rohit b Tymal Mills,7,7,1,0,100.00,Inn1,Rajasthan Royals,Mumbai Indians,won,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
101,Samson (c & wk),c Tilak Varma b Pollard,30,21,1,3,142.86,Inn1,Rajasthan Royals,Mumbai Indians,won,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
102,Hetmyer,c Tilak Varma b Bumrah,35,14,3,3,250.00,Inn1,Rajasthan Royals,Mumbai Indians,won,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
103,Riyan Parag,c Tim David b Tymal Mills,5,4,1,0,125.00,Inn1,Rajasthan Royals,Mumbai Indians,won,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
104,Ashwin,run out (Tilak Varma/Ishan Kishan),1,1,0,0,100.00,Inn1,Rajasthan Royals,Mumbai Indians,won,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
105,Navdeep Saini,c Ishan Kishan b Tymal Mills,2,2,0,0,100.00,Inn1,Rajasthan Royals,Mumbai Indians,won,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
106,Boult,not out,1,1,0,0,100.00,Inn1,Rajasthan Royals,Mumbai Indians,won,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
107,Ishan Kishan (wk),c Navdeep Saini b Boult,54,43,5,1,125.58,Inn2,Mumbai Indians,Rajasthan Royals,lost,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
108,Rohit Sharma (c),c Riyan Parag b Prasidh,10,5,0,1,200.00,Inn2,Mumbai Indians,Rajasthan Royals,lost,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
109,Anmolpreet Singh,c Padikkal b Navdeep Saini,5,4,1,0,125.00,Inn2,Mumbai Indians,Rajasthan Royals,lost,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
110,Tilak Varma,b Ashwin,61,33,3,5,184.85,Inn2,Mumbai Indians,Rajasthan Royals,lost,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
111,Kieron Pollard,c Jos Buttler b Navdeep Saini,22,24,3,1,91.67,Inn2,Mumbai Indians,Rajasthan Royals,lost,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
112,Tim David,lbw b Chahal,1,3,0,0,33.33,Inn2,Mumbai Indians,Rajasthan Royals,lost,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
113,Daniel Sams,c Jos Buttler b Chahal,0,1,0,0,0.00,Inn2,Mumbai Indians,Rajasthan Royals,lost,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
114,Murugan Ashwin,run out (Samson),6,8,1,0,75.00,Inn2,Mumbai Indians,Rajasthan Royals,lost,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
115,Jasprit Bumrah,not out,0,1,0,0,0.00,Inn2,Mumbai Indians,Rajasthan Royals,lost,45926,15:30:00,2,2022,4,"Dr DY Patil Sports Academy, Mumbai"
116,Mayank Agarwal (c),c Uthappa b Mukesh Choudhary,4,2,1,0,200.00,Inn1,Punjab Kings,Chennai Super Kings,won,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
117,Dhawan,c Ravindra Jadeja b DJ Bravo,33,24,4,1,137.50,Inn1,Punjab Kings,Chennai Super Kings,won,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
118,B Rajapaksa,run out (Chris Jordan/Dhoni),9,5,0,1,180.00,Inn1,Punjab Kings,Chennai Super Kings,won,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
119,Livingstone,c Rayudu b Ravindra Jadeja,60,32,5,5,187.50,Inn1,Punjab Kings,Chennai Super Kings,won,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
120,Jitesh Sharma (wk),c Uthappa b Pretorius,26,17,0,3,152.94,Inn1,Punjab Kings,Chennai Super Kings,won,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
121,Shahrukh Khan,c Pretorius b Chris Jordan,6,11,0,0,54.55,Inn1,Punjab Kings,Chennai Super Kings,won,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
122,Odean Smith,c DJ Bravo b Chris Jordan,3,7,0,0,42.86,Inn1,Punjab Kings,Chennai Super Kings,won,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
123,Rabada,not out,12,12,1,0,100.00,Inn1,Punjab Kings,Chennai Super Kings,won,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
124,Rahul Chahar,c DJ Bravo b Pretorius,12,8,1,1,150.00,Inn1,Punjab Kings,Chennai Super Kings,won,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
125,Vaibhav Arora,not out,1,2,0,0,50.00,Inn1,Punjab Kings,Chennai Super Kings,won,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
126,Robin Uthappa,c Mayank Agarwal b Vaibhav Arora,13,10,2,0,130.00,Inn2,Chennai Super Kings,Punjab Kings,lost,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
127,Ruturaj Gaikwad,c Dhawan b Rabada,1,4,0,0,25.00,Inn2,Chennai Super Kings,Punjab Kings,lost,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
128,Moeen Ali,b Vaibhav Arora,0,2,0,0,0.00,Inn2,Chennai Super Kings,Punjab Kings,lost,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
129,Ambati Rayudu,c Jitesh Sharma b Odean Smith,13,21,2,0,61.90,Inn2,Chennai Super Kings,Punjab Kings,lost,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
130,Ravindra Jadeja (c),b Arshdeep Singh,0,3,0,0,0.00,Inn2,Chennai Super Kings,Punjab Kings,lost,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
131,Shivam Dube,c Arshdeep Singh b Livingstone,57,30,6,3,190.00,Inn2,Chennai Super Kings,Punjab Kings,lost,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
132,MS Dhoni (wk),c Jitesh Sharma b Rahul Chahar,23,28,1,1,82.14,Inn2,Chennai Super Kings,Punjab Kings,lost,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
133,Dwayne Bravo,c and b Livingstone,0,1,0,0,0.00,Inn2,Chennai Super Kings,Punjab Kings,lost,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
134,Dwaine Pretorius,c Arshdeep Singh b Rahul Chahar,8,4,0,1,200.00,Inn2,Chennai Super Kings,Punjab Kings,lost,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
135,Chris Jordan,c Livingstone b Rahul Chahar,5,5,0,0,100.00,Inn2,Chennai Super Kings,Punjab Kings,lost,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
136,,not out,2,2,0,0,100.00,Inn2,Chennai Super Kings,Punjab Kings,lost,45936,19:30:00,3,2022,4,"Brabourne Stadium, Mumbai"
137,Rahul (c),lbw b T Natarajan,68,50,6,1,136.00,Inn1,Lucknow Super Giants,Sunrisers Hyderabad,won,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai"
138,de Kock (wk),c Williamson b Washington Sundar,1,4,0,0,25.00,Inn1,Lucknow Super Giants,Sunrisers Hyderabad,won,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai"
139,Lewis,lbw b Washington Sundar,1,5,0,0,20.00,Inn1,Lucknow Super Giants,Sunrisers Hyderabad,won,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai"
140,Manish Pandey,c Bhuvneshwar b Romario Shepherd,11,10,1,1,110.00,Inn1,Lucknow Super Giants,Sunrisers Hyderabad,won,45941,19:30:00,4,2022,4,"Dr DY Patil Sports Academy, Mumbai"
