,bowler,ID,overs,maidens,runs,wickets,no_balls,wides,economy,team,opponent,Inning,Win/Lost,match_id,time,day,year,Month,Venue
32,Harshal Patel,8175,4,0,33,0,0,1,8.25,Royal Challengers Bangalore,Sunrisers Hyderabad,Inn2,won,16392,20:00:00,12,2016,4,"M.Chinnaswamy Stadium, Bengaluru"
33,Yuzvendra Chahal,7910,4,0,43,2,0,2,10.75,Royal Challengers Bangalore,Sunrisers Hyderabad,Inn2,won,16392,20:00:00,12,2016,4,"M.Chinnaswamy Stadium, Bengaluru"
34,Tim Southee,1057,4,0,43,0,0,3,10.75,Mumbai Indians,Kolkata Knight Riders,Inn1,won,16393,20:00:00,13,2016,4,"Eden Gardens, Kolkata"
35,Jasprit Bumrah,9311,4,0,32,0,0,0,8.00,Mumbai Indians,Kolkata Knight Riders,Inn1,won,16393,20:00:00,13,2016,4,"Eden Gardens, Kolkata"
36,Mitchell McClenaghan,7624,4,0,25,2,0,1,6.25,Mumbai Indians,Kolkata Knight Riders,Inn1,won,16393,20:00:00,13,2016,4,"Eden Gardens, Kolkata"
37,Hardik Pandya,9647,2,0,22,1,0,1,11.00,Mumbai Indians,Kolkata Knight Riders,Inn1,won,16393,20:00:00,13,2016,4,"Eden Gardens, Kolkata"
38,Harbhajan Singh,75,4,0,31,1,0,0,7.75,Mumbai Indians,Kolkata Knight Riders,Inn1,won,16393,20:00:00,13,2016,4,"Eden Gardens, Kolkata"
39,Jagadeesha Suchith,10357,2,0,31,0,0,2,15.50,Mumbai Indians,Kolkata Knight Riders,Inn1,won,16393,20:00:00,13,2016,4,"Eden Gardens, Kolkata"
40,Andre Russell,7736,4,0,52,1,0,0,13.00,Kolkata Knight Riders,Mumbai Indians,Inn2,lost,16393,20:00:00,13,2016,4,"Eden Gardens, Kolkata"
41,John Hastings,1644,4,0,31,0,0,2,7.75,Kolkata Knight Riders,Mumbai Indians,Inn2,lost,16393,20:00:00,13,2016,4,"Eden Gardens, Kolkata"
42,Brad Hogg,140,4,0,37,0,0,1,9.25,Kolkata Knight Riders,Mumbai Indians,Inn2,lost,16393,20:00:00,13,2016,4,"Eden Gardens, Kolkata"
43,Piyush Chawla,466,3.1,0,29,1,0,0,9.35,Kolkata Knight Riders,Mumbai Indians,Inn2,lost,16393,20:00:00,13,2016,4,"Eden Gardens, Kolkata"
44,Kuldeep Yadav,8292,4,0,37,1,0,5,9.25,Kolkata Knight Riders,Mumbai Indians,Inn2,lost,16393,20:00:00,13,2016,4,"Eden Gardens, Kolkata"
45,Praveen Kumar,592,2,0,12,0,0,0,6.00,Gujarat Lions,Rising Pune Supergiants,Inn1,won,16394,20:00:00,14,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
46,Shadab Jakati,1812,4,0,40,0,0,0,10.00,Gujarat Lions,Rising Pune Supergiants,Inn1,won,16394,20:00:00,14,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
47,Pravin Tambe,9237,4,0,33,2,0,0,8.25,Gujarat Lions,Rising Pune Supergiants,Inn1,won,16394,20:00:00,14,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
48,Dwayne Bravo,242,4,0,43,1,0,0,10.75,Gujarat Lions,Rising Pune Supergiants,Inn1,won,16394,20:00:00,14,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
49,Ravindra Jadeja,587,4,0,18,2,0,0,4.50,Gujarat Lions,Rising Pune Supergiants,Inn1,won,16394,20:00:00,14,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
50,James Faulkner,7789,2,0,15,0,0,0,7.50,Gujarat Lions,Rising Pune Supergiants,Inn1,won,16394,20:00:00,14,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
51,RP Singh,434,2,0,21,0,0,1,10.50,Rising Pune Supergiants,Gujarat Lions,Inn2,lost,16394,20:00:00,14,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
52,Ishant Sharma,702,4,0,39,1,0,0,9.75,Rising Pune Supergiants,Gujarat Lions,Inn2,lost,16394,20:00:00,14,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
53,Ravichandran Ashwin,1593,4,0,26,0,0,2,6.50,Rising Pune Supergiants,Gujarat Lions,Inn2,lost,16394,20:00:00,14,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
54,Murugan Ashwin,8796,4,0,31,2,0,4,7.75,Rising Pune Supergiants,Gujarat Lions,Inn2,lost,16394,20:00:00,14,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
55,Rajat Bhatia,1468,3,0,30,0,1,0,10.00,Rising Pune Supergiants,Gujarat Lions,Inn2,lost,16394,20:00:00,14,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
56,Mitchell Marsh,6250,1,0,10,0,0,0,10.00,Rising Pune Supergiants,Gujarat Lions,Inn2,lost,16394,20:00:00,14,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
57,Zaheer Khan,71,4,1,14,1,0,0,3.50,Delhi Daredevils,Kings XI Punjab,Inn1,won,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
58,Pawan Negi,8281,1,0,10,0,0,0,10.00,Delhi Daredevils,Kings XI Punjab,Inn1,won,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
59,Chris Morris,8333,4,0,19,1,0,1,4.75,Delhi Daredevils,Kings XI Punjab,Inn1,won,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
60,Carlos Brathwaite,8110,4,0,33,0,0,0,8.25,Delhi Daredevils,Kings XI Punjab,Inn1,won,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
61,Amit Mishra,1454,3,0,11,4,0,1,3.67,Delhi Daredevils,Kings XI Punjab,Inn1,won,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
62,Jayant Yadav,8182,4,0,23,1,0,1,5.75,Delhi Daredevils,Kings XI Punjab,Inn1,won,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
63,Sandeep Sharma,8356,2,1,6,1,0,0,3.00,Kings XI Punjab,Delhi Daredevils,Inn2,lost,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
64,Mitchell Johnson,496,3,0,28,0,0,0,9.33,Kings XI Punjab,Delhi Daredevils,Inn2,lost,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
65,Mohit Sharma,8181,2,0,10,0,0,1,5.00,Kings XI Punjab,Delhi Daredevils,Inn2,lost,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
66,Axar Patel,8808,3,0,25,1,0,0,8.33,Kings XI Punjab,Delhi Daredevils,Inn2,lost,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
67,Pardeep Sahu,10358,2.3,0,27,0,0,1,11.74,Kings XI Punjab,Delhi Daredevils,Inn2,lost,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
68,Glenn Maxwell,7662,1,0,11,0,0,2,11.00,Kings XI Punjab,Delhi Daredevils,Inn2,lost,16395,20:00:00,15,2016,4,"Arun Jaitley Stadium, Delhi"
69,Morne Morkel,608,4,0,35,2,1,3,8.75,Kolkata Knight Riders,Sunrisers Hyderabad,Inn1,won,16396,16:00:00,16,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
70,Umesh Yadav,1858,4,0,28,3,0,1,7.00,Kolkata Knight Riders,Sunrisers Hyderabad,Inn1,won,16396,16:00:00,16,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
71,Shakib Al Hasan,544,3,0,18,0,0,0,6.00,Kolkata Knight Riders,Sunrisers Hyderabad,Inn1,won,16396,16:00:00,16,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
72,Andre Russell,7736,4,0,19,1,0,0,4.75,Kolkata Knight Riders,Sunrisers Hyderabad,Inn1,won,16396,16:00:00,16,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
73,Sunil Narine,2276,4,0,26,0,0,0,6.50,Kolkata Knight Riders,Sunrisers Hyderabad,Inn1,won,16396,16:00:00,16,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
74,Piyush Chawla,466,1,0,13,0,0,0,13.00,Kolkata Knight Riders,Sunrisers Hyderabad,Inn1,won,16396,16:00:00,16,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
75,Bhuvneshwar Kumar,1726,4,0,29,0,0,1,7.25,Sunrisers Hyderabad,Kolkata Knight Riders,Inn2,lost,16396,16:00:00,16,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
76,Barinder Sran,9214,4,0,31,0,0,2,7.75,Sunrisers Hyderabad,Kolkata Knight Riders,Inn2,lost,16396,16:00:00,16,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
77,Mustafizur Rahman,9863,4,0,29,1,0,1,7.25,Sunrisers Hyderabad,Kolkata Knight Riders,Inn2,lost,16396,16:00:00,16,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
78,Karn Sharma,1844,2.2,0,24,0,0,0,10.91,Sunrisers Hyderabad,Kolkata Knight Riders,Inn2,lost,16396,16:00:00,16,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
79,Moises Henriques,1437,2,0,19,0,0,1,9.50,Sunrisers Hyderabad,Kolkata Knight Riders,Inn2,lost,16396,16:00:00,16,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
80,Ashish Reddy,6301,2,0,14,1,0,0,7.00,Sunrisers Hyderabad,Kolkata Knight Riders,Inn2,lost,16396,16:00:00,16,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
81,Sandeep Sharma,8356,4,0,23,2,0,1,5.75,Kings XI Punjab,Rising Pune Supergiants,Inn1,won,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
82,Kyle Abbott,9203,4,0,38,1,0,1,9.50,Kings XI Punjab,Rising Pune Supergiants,Inn1,won,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
83,Axar Patel,8808,3,0,26,0,0,0,8.67,Kings XI Punjab,Rising Pune Supergiants,Inn1,won,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
84,Pardeep Sahu,10358,4,0,31,0,0,1,7.75,Kings XI Punjab,Rising Pune Supergiants,Inn1,won,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
85,Mohit Sharma,8181,4,0,23,3,0,0,5.75,Kings XI Punjab,Rising Pune Supergiants,Inn1,won,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
86,Glenn Maxwell,7662,1,0,3,0,0,0,3.00,Kings XI Punjab,Rising Pune Supergiants,Inn1,won,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
87,Ishant Sharma,702,3,0,26,0,0,0,8.67,Rising Pune Supergiants,Kings XI Punjab,Inn2,lost,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
88,Ankit Sharma,7810,4,0,27,1,0,2,6.75,Rising Pune Supergiants,Kings XI Punjab,Inn2,lost,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
89,Ravichandran Ashwin,1593,4,0,27,0,0,0,6.75,Rising Pune Supergiants,Kings XI Punjab,Inn2,lost,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
90,Murugan Ashwin,8796,4,0,36,3,0,0,9.00,Rising Pune Supergiants,Kings XI Punjab,Inn2,lost,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
91,Irfan Pathan,73,1,0,7,0,0,0,7.00,Rising Pune Supergiants,Kings XI Punjab,Inn2,lost,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
92,Thisara Perera,2281,2.4,0,30,0,0,0,12.50,Rising Pune Supergiants,Kings XI Punjab,Inn2,lost,16398,16:00:00,17,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
93,Bhuvneshwar Kumar,1726,4,0,17,1,0,0,4.25,Sunrisers Hyderabad,Mumbai Indians,Inn1,won,16400,20:00:00,18,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
94,Barinder Sran,9214,4,0,28,3,0,4,7.00,Sunrisers Hyderabad,Mumbai Indians,Inn1,won,16400,20:00:00,18,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
95,Moises Henriques,1437,4,0,23,0,0,1,5.75,Sunrisers Hyderabad,Mumbai Indians,Inn1,won,16400,20:00:00,18,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
96,Mustafizur Rahman,9863,4,0,32,1,0,1,8.00,Sunrisers Hyderabad,Mumbai Indians,Inn1,won,16400,20:00:00,18,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
97,Bipul Sharma,6296,4,0,40,0,0,0,10.00,Sunrisers Hyderabad,Mumbai Indians,Inn1,won,16400,20:00:00,18,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
98,Tim Southee,1057,4,0,24,3,0,1,6.00,Mumbai Indians,Sunrisers Hyderabad,Inn2,lost,16400,20:00:00,18,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
99,Mitchell McClenaghan,7624,3.3,0,33,0,0,0,10.00,Mumbai Indians,Sunrisers Hyderabad,Inn2,lost,16400,20:00:00,18,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
100,Jasprit Bumrah,9311,3,0,19,0,1,0,6.33,Mumbai Indians,Sunrisers Hyderabad,Inn2,lost,16400,20:00:00,18,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
101,Harbhajan Singh,75,4,0,38,0,0,1,9.50,Mumbai Indians,Sunrisers Hyderabad,Inn2,lost,16400,20:00:00,18,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
102,Hardik Pandya,9647,3,0,29,0,0,0,9.67,Mumbai Indians,Sunrisers Hyderabad,Inn2,lost,16400,20:00:00,18,2016,4,"Rajiv Gandhi International Stadium, Hyderabad"
103,Morne Morkel,608,4,0,27,2,0,0,6.75,Kolkata Knight Riders,Kings XI Punjab,Inn1,won,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
104,Umesh Yadav,1858,3,0,17,1,0,0,5.67,Kolkata Knight Riders,Kings XI Punjab,Inn1,won,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
105,Shakib Al Hasan,544,4,0,28,0,0,1,7.00,Kolkata Knight Riders,Kings XI Punjab,Inn1,won,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
106,Sunil Narine,2276,4,0,22,2,0,1,5.50,Kolkata Knight Riders,Kings XI Punjab,Inn1,won,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
107,Piyush Chawla,466,3,0,18,1,0,1,6.00,Kolkata Knight Riders,Kings XI Punjab,Inn1,won,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
108,Yusuf Pathan,790,1,0,6,1,0,2,6.00,Kolkata Knight Riders,Kings XI Punjab,Inn1,won,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
109,Andre Russell,7736,1,0,18,0,0,0,18.00,Kolkata Knight Riders,Kings XI Punjab,Inn1,won,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
110,Sandeep Sharma,8356,2,0,21,0,0,0,10.50,Kings XI Punjab,Kolkata Knight Riders,Inn2,lost,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
111,Kyle Abbott,9203,3,0,32,0,0,2,10.67,Kings XI Punjab,Kolkata Knight Riders,Inn2,lost,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
112,Mohit Sharma,8181,3.1,0,29,0,0,1,9.35,Kings XI Punjab,Kolkata Knight Riders,Inn2,lost,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
113,Axar Patel,8808,3,0,19,2,0,0,6.33,Kings XI Punjab,Kolkata Knight Riders,Inn2,lost,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
114,Pardeep Sahu,10358,4,0,18,2,0,0,4.50,Kings XI Punjab,Kolkata Knight Riders,Inn2,lost,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
115,Glenn Maxwell,7662,2,0,17,0,0,0,8.50,Kings XI Punjab,Kolkata Knight Riders,Inn2,lost,16401,20:00:00,19,2016,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
116,Tim Southee,1057,4,0,25,0,0,0,6.25,Mumbai Indians,Royal Challengers Bangalore,Inn1,won,16402,20:00:00,20,2016,4,"Wankhede Stadium, Mumbai"
117,Mitchell McClenaghan,7624,4,0,46,1,0,0,11.50,Mumbai Indians,Royal Challengers Bangalore,Inn1,won,16402,20:00:00,20,2016,4,"Wankhede Stadium, Mumbai"
118,Jasprit Bumrah,9311,4,0,31,3,0,0,7.75,Mumbai Indians,Royal Challengers Bangalore,Inn1,won,16402,20:00:00,20,2016,4,"Wankhede Stadium, Mumbai"
119,Harbhajan Singh,75,2,0,20,0,0,2,10.00,Mumbai Indians,Royal Challengers Bangalore,Inn1,won,16402,20:00:00,20,2016,4,"Wankhede Stadium, Mumbai"
120,Krunal Pandya,11311,4,0,27,2,0,8,6.75,Mumbai Indians,Royal Challengers Bangalore,Inn1,won,16402,20:00:00,20,2016,4,"Wankhede Stadium, Mumbai"
121,Hardik Pandya,9647,2,0,18,0,0,0,9.00,Mumbai Indians,Royal Challengers Bangalore,Inn1,won,16402,20:00:00,20,2016,4,"Wankhede Stadium, Mumbai"
122,Varun Aaron,6293,4,0,37,0,1,0,9.25,Royal Challengers Bangalore,Mumbai Indians,Inn2,lost,16402,20:00:00,20,2016,4,"Wankhede Stadium, Mumbai"
123,Kane Richardson,6262,3,0,25,1,0,0,8.33,Royal Challengers Bangalore,Mumbai Indians,Inn2,lost,16402,20:00:00,20,2016,4,"Wankhede Stadium, Mumbai"
124,Shane Watson,158,4,0,40,0,0,1,10.00,Royal Challengers Bangalore,Mumbai Indians,Inn2,lost,16402,20:00:00,20,2016,4,"Wankhede Stadium, Mumbai"
125,Harshal Patel,8175,2,0,20,0,0,0,10.00,Royal Challengers Bangalore,Mumbai Indians,Inn2,lost,16402,20:00:00,20,2016,4,"Wankhede Stadium, Mumbai"
126,Iqbal Abdulla,1830,4,0,40,3,0,1,10.00,Royal Challengers Bangalore,Mumbai Indians,Inn2,lost,16402,20:00:00,20,2016,4,"Wankhede Stadium, Mumbai"
127,Stuart Binny,1530,1,0,8,0,0,0,8.00,Royal Challengers Bangalore,Mumbai Indians,Inn2,lost,16402,20:00:00,20,2016,4,"Wankhede Stadium, Mumbai"
128,Bhuvneshwar Kumar,1726,4,0,29,4,0,2,7.25,Sunrisers Hyderabad,Gujarat Lions,Inn1,won,16403,20:00:00,21,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
129,Barinder Sran,9214,4,0,36,1,0,0,9.00,Sunrisers Hyderabad,Gujarat Lions,Inn1,won,16403,20:00:00,21,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
130,Mustafizur Rahman,9863,4,0,19,1,0,0,4.75,Sunrisers Hyderabad,Gujarat Lions,Inn1,won,16403,20:00:00,21,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
131,Deepak Hooda,9427,3,0,22,1,0,0,7.33,Sunrisers Hyderabad,Gujarat Lions,Inn1,won,16403,20:00:00,21,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
132,Moises Henriques,1437,3,0,17,0,0,1,5.67,Sunrisers Hyderabad,Gujarat Lions,Inn1,won,16403,20:00:00,21,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
133,Bipul Sharma,6296,2,0,10,1,0,0,5.00,Sunrisers Hyderabad,Gujarat Lions,Inn1,won,16403,20:00:00,21,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
134,Dale Steyn,508,2,0,17,0,0,1,8.50,Gujarat Lions,Sunrisers Hyderabad,Inn2,lost,16403,20:00:00,21,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
135,Praveen Kumar,592,2,0,31,0,0,6,15.50,Gujarat Lions,Sunrisers Hyderabad,Inn2,lost,16403,20:00:00,21,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
136,Dwayne Bravo,242,3,0,26,0,0,0,8.67,Gujarat Lions,Sunrisers Hyderabad,Inn2,lost,16403,20:00:00,21,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
137,Suresh Raina,413,2,0,16,0,0,1,8.00,Gujarat Lions,Sunrisers Hyderabad,Inn2,lost,16403,20:00:00,21,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
138,Pravin Tambe,9237,2,0,17,0,0,1,8.50,Gujarat Lions,Sunrisers Hyderabad,Inn2,lost,16403,20:00:00,21,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
139,Ravindra Jadeja,587,2.5,0,20,0,0,0,8.00,Gujarat Lions,Sunrisers Hyderabad,Inn2,lost,16403,20:00:00,21,2016,4,"Saurashtra Cricket Association Stadium, Rajkot"
